#PeakID(python identify_motif.py ./ENCODE_processed_files/PKNOX1_idr.fa PKNOX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
36_10047	chr19	13717373	13717773	+	1000	131.0	[]	[]	[9.465427]	[123]	[]	[13717584]
36_10048	chr2	25256570	25256970	+	1000	131.0	[]	[]	[11.254926]	[143]	[]	[25256785]
36_10057	chr7	75814365	75814765	+	1000	131.0	[]	[]	[7.5943837, 7.0489435, 9.794609, 8.132104, 9.794609, 9.794609]	[83, 124, 128, 136, 140, 144]	[]	[75814527, 75814568, 75814572, 75814580, 75814584, 75814588]
36_10058	chr7	103972736	103973136	+	1000	131.0	[12.638885]	[130]	[]	[]	[103972947]	[]
36_1006	chr1	207748065	207748465	+	1000	696.5	[10.29932]	[96]	[]	[]	[207748260]	[]
36_10060	chr8	23494173	23494573	+	1000	131.0	[7.9302163]	[225]	[]	[]	[23494368]	[]
36_10066	chr1	157445713	157446113	+	1000	130.5	[8.51087]	[124]	[]	[]	[157445932]	[]
36_1007	chr11	47913888	47914288	+	1000	696.0	[14.610782]	[116]	[]	[]	[47914096]	[]
36_10073	chr12	120381801	120382201	+	1000	130.5	[]	[]	[8.636816]	[149]	[]	[120382034]
36_10074	chr12	121060550	121060950	+	1000	130.5	[9.136437]	[164]	[]	[]	[121060790]	[]
36_10075	chr14	30621278	30621678	+	1000	130.5	[9.640319, 7.22998]	[92, 96]	[]	[]	[30621460, 30621464]	[]
36_10076	chr14	72451405	72451805	+	1000	130.5	[]	[]	[7.220449]	[101]	[]	[72451605]
36_10078	chr16	1033175	1033575	+	873	130.5	[]	[]	[9.955025, 8.123905, 8.302331, 8.123905, 8.302331, 8.302331, 8.123905, 7.5519257]	[220, 224, 236, 240, 252, 263, 267, 279]	[]	[1033352, 1033356, 1033368, 1033372, 1033384, 1033395, 1033399, 1033411]
36_10079	chr16	48244116	48244516	+	1000	130.5	[]	[]	[10.388675]	[138]	[]	[48244340]
36_1008	chr16	10738816	10739216	+	1000	696.0	[7.2303605]	[128]	[14.492824]	[192]	[10738994]	[10739058]
36_10082	chr17	48215538	48215938	+	1000	130.5	[10.419522]	[95]	[]	[]	[48215722]	[]
36_10085	chr20	31918063	31918463	+	1000	130.5	[7.355974]	[147]	[11.178108]	[194]	[31918265]	[31918312]
36_10086	chr20	44963335	44963735	+	1000	130.5	[12.638885]	[100]	[]	[]	[44963526]	[]
36_10087	chr22	23165556	23165956	+	1000	130.5	[12.830319, 8.278535]	[123, 153]	[]	[]	[23165756, 23165786]	[]
36_10089	chr3	66039116	66039516	+	1000	130.5	[]	[]	[9.758277]	[112]	[]	[66039312]
36_1009	chr2	127527228	127527628	+	1000	696.0	[]	[]	[14.959101]	[90]	[]	[127527418]
36_10091	chr3	141804981	141805381	+	829	130.5	[]	[]	[10.388675, 8.565754]	[147, 157]	[]	[141805200, 141805210]
36_10093	chr3	182704839	182705239	+	1000	130.5	[14.492824]	[107]	[]	[]	[182705035]	[]
36_10095	chr5	119285078	119285478	+	1000	130.5	[]	[]	[8.661665]	[93]	[]	[119285259]
36_10097	chr6	5294291	5294691	+	1000	130.5	[]	[]	[7.302327]	[187]	[]	[5294493]
36_10099	chr7	76383018	76383418	+	890	130.5	[]	[]	[8.99568, 10.711831]	[82, 100]	[]	[76383185, 76383203]
36_1010	chr18	74496024	74496424	+	1000	695.5	[10.479256]	[102]	[]	[]	[74496224]	[]
36_10101	chr7	131121410	131121810	+	962	130.5	[14.492824]	[106]	[]	[]	[131121613]	[]
36_10103	chr7	151228254	151228654	+	618	130.5	[]	[]	[9.392856, 7.899369]	[85, 89]	[]	[151228418, 151228422]
36_10108	chrX	119690725	119691125	+	1000	130.5	[7.2369456, 8.614963]	[96, 152]	[]	[]	[119690914, 119690970]	[]
36_10109	chr1	16076007	16076407	+	1000	130.0	[7.899369]	[140]	[]	[]	[16076238]	[]
36_10110	chr1	22792382	22792782	+	1000	130.0	[]	[]	[7.0339932, 8.29916, 8.302331]	[85, 129, 144]	[]	[22792557, 22792601, 22792616]
36_10112	chr1	189662201	189662601	+	986	130.0	[]	[]	[14.492824]	[153]	[]	[189662411]
36_10114	chr10	42648521	42648921	+	1000	130.0	[]	[]	[8.875516]	[102]	[]	[42648716]
36_10115	chr11	58605413	58605813	+	1000	130.0	[]	[]	[7.1447124]	[139]	[]	[58605631]
36_10116	chr12	110590662	110591062	+	1000	130.0	[]	[]	[12.213435]	[88]	[]	[110590850]
36_10118	chr14	103385114	103385514	+	1000	130.0	[11.857753]	[138]	[]	[]	[103385333]	[]
36_10119	chr15	90864552	90864952	+	1000	130.0	[8.0269785]	[103]	[7.968747, 7.8240004, 9.697288]	[56, 60, 87]	[90864752]	[90864705, 90864709, 90864736]
36_10120	chr16	2673534	2673934	+	1000	130.0	[]	[]	[10.337806]	[148]	[]	[2673697]
36_10121	chr17	28872721	28873121	+	1000	130.0	[9.074489, 7.354904]	[116, 138]	[]	[]	[28872912, 28872934]	[]
36_10124	chr19	45669468	45669868	+	1000	130.0	[]	[]	[9.640319]	[110]	[]	[45669673]
36_10128	chr2	157934884	157935284	+	1000	130.0	[9.145273]	[159]	[]	[]	[157935042]	[]
36_10134	chr3	156581948	156582348	+	1000	130.0	[14.959101]	[109]	[]	[]	[156582148]	[]
36_10137	chr5	62261565	62261965	+	1000	130.0	[7.950842, 8.726171]	[228, 232]	[]	[]	[62261803, 62261807]	[]
36_10140	chr6	17469274	17469674	+	1000	130.0	[7.2228217]	[207]	[]	[]	[17469520]	[]
36_10142	chr6	118696217	118696617	+	1000	130.0	[12.430346]	[79]	[]	[]	[118696377]	[]
36_10144	chr7	25927092	25927492	+	1000	130.0	[7.5943837]	[91]	[]	[]	[25927256]	[]
36_10146	chr8	129687437	129687837	+	1000	130.0	[9.574439]	[138]	[]	[]	[129687663]	[]
36_10147	chr8	143070901	143071301	+	1000	130.0	[7.8552356, 7.8552356]	[83, 129]	[]	[]	[143071083, 143071129]	[]
36_10148	chr9	122828469	122828869	+	1000	130.0	[10.301564]	[134]	[]	[]	[122828677]	[]
36_10149	chr9	129488592	129488992	+	1000	130.0	[7.6007266]	[189]	[]	[]	[129488763]	[]
36_1015	chr11	62889922	62890322	+	1000	693.0	[8.159381]	[99]	[]	[]	[62890118]	[]
36_10151	chr1	21341024	21341424	+	1000	129.5	[]	[]	[7.712342, 12.430346, 10.228258]	[106, 110, 139]	[]	[21341217, 21341221, 21341250]
36_10154	chr1	207817904	207818304	+	1000	129.5	[]	[]	[8.930298, 7.2369456]	[196, 223]	[]	[207818123, 207818150]
36_1016	chr17	40827750	40828150	+	1000	693.0	[12.172607]	[91]	[]	[]	[40827941]	[]
36_10163	chr14	68844025	68844425	+	1000	129.5	[]	[]	[13.520257]	[106]	[]	[68844209]
36_10167	chr16	53865519	53865919	+	977	129.5	[8.527198]	[81]	[9.68913]	[116]	[53865698]	[53865733]
36_1017	chr5	36725005	36725405	+	1000	692.5	[]	[]	[13.296596, 7.7875047]	[99, 138]	[]	[36725203, 36725242]
36_10174	chr17	49235333	49235733	+	1000	129.5	[14.492824]	[104]	[]	[]	[49235530]	[]
36_10178	chr19	10552514	10552914	+	1000	129.5	[]	[]	[12.91743, 8.50106]	[95, 135]	[]	[10552694, 10552734]
36_10180	chr19	40216755	40217155	+	1000	129.5	[9.943639, 7.4148836]	[160, 171]	[]	[]	[40216985, 40216996]	[]
36_10182	chr2	44941417	44941817	+	1000	129.5	[13.296596, 8.249403, 13.296596]	[96, 105, 115]	[]	[]	[44941602, 44941611, 44941621]	[]
36_10184	chr20	57423637	57424037	+	1000	129.5	[]	[]	[14.492824]	[98]	[]	[57423834]
36_10186	chr22	19477305	19477705	+	701	129.5	[13.265748]	[128]	[]	[]	[19477514]	[]
36_10187	chr22	37762541	37762941	+	1000	129.5	[11.785644]	[148]	[]	[]	[37762783]	[]
36_10188	chr22	46456068	46456468	+	1000	129.5	[]	[]	[7.601135]	[76]	[]	[46456232]
36_1019	chr5	10485101	10485501	+	1000	691.5	[13.296596]	[95]	[]	[]	[10485294]	[]
36_10192	chr4	143188317	143188717	+	1000	129.5	[]	[]	[13.265748, 10.337806]	[102, 114]	[]	[143188517, 143188529]
36_10193	chr4	153643333	153643733	+	1000	129.5	[]	[]	[12.830319]	[93]	[]	[153643525]
36_1020	chr9	6080162	6080562	+	1000	691.0	[]	[]	[10.479256, 9.040413, 7.1693687]	[76, 142, 168]	[]	[6080320, 6080386, 6080412]
36_10201	chr1	117758826	117759226	+	1000	129.0	[]	[]	[9.336362]	[61]	[]	[117758983]
36_10202	chr1	181036105	181036505	+	1000	129.0	[]	[]	[8.022175]	[92]	[]	[181036286]
36_10205	chr12	52870244	52870644	+	1000	129.0	[]	[]	[8.751872]	[124]	[]	[52870452]
36_10209	chr16	3283036	3283436	+	844	129.0	[]	[]	[11.509435, 9.310323]	[110, 169]	[]	[3283223, 3283282]
36_1021	chr20	53934304	53934704	+	1000	690.5	[]	[]	[10.354999]	[103]	[]	[53934506]
36_10210	chr17	8226534	8226934	+	1000	129.0	[11.577011]	[115]	[]	[]	[8226737]	[]
36_10212	chr17	80145661	80146061	+	1000	129.0	[]	[]	[14.492824, 7.265854]	[97, 111]	[]	[80145834, 80145848]
36_10213	chr18	496977	497377	+	1000	129.0	[12.135462, 12.948277]	[120, 124]	[]	[]	[497185, 497189]	[]
36_10214	chr19	10644765	10645165	+	1000	129.0	[]	[]	[7.12374, 12.290566]	[104, 110]	[]	[10644964, 10644970]
36_10219	chr20	363189	363589	+	1000	129.0	[10.724771, 8.003936]	[94, 141]	[]	[]	[363372, 363419]	[]
36_10221	chr22	22823704	22824104	+	659	129.0	[14.492824]	[92]	[]	[]	[22823892]	[]
36_10223	chr4	305380	305780	+	1000	129.0	[14.492824]	[129]	[]	[]	[305592]	[]
36_10225	chr4	138485506	138485906	+	1000	129.0	[12.213435]	[108]	[]	[]	[138485704]	[]
36_10229	chr6	75291375	75291775	+	1000	129.0	[13.265748, 14.959101]	[91, 129]	[]	[]	[75291559, 75291597]	[]
36_10234	chrX	154490583	154490983	+	1000	129.0	[8.026585]	[110]	[]	[]	[154490786]	[]
36_10238	chr1	58741996	58742396	+	1000	128.5	[]	[]	[9.7766, 7.445826]	[127, 141]	[]	[58742202, 58742216]
36_1024	chr15	56887022	56887422	+	1000	689.5	[]	[]	[12.830319]	[159]	[]	[56887252]
36_10240	chr1	184491546	184491946	+	1000	128.5	[8.913801]	[81]	[8.006341]	[71]	[184491724]	[184491714]
36_10244	chr11	34860459	34860859	+	1000	128.5	[14.959101, 10.419522]	[117, 121]	[]	[]	[34860674, 34860678]	[]
36_10247	chr12	131216962	131217362	+	1000	128.5	[9.018479, 9.761811]	[103, 107]	[7.578486]	[124]	[131217162, 131217166]	[131217183]
36_10248	chr13	113416852	113417252	+	1000	128.5	[10.270717]	[112]	[10.724771]	[141]	[113417050]	[113417079]
36_10249	chr15	67066668	67067068	+	1000	128.5	[14.959101]	[134]	[]	[]	[67066880]	[]
36_1025	chr18	23422733	23423133	+	1000	689.5	[]	[]	[8.249451]	[93]	[]	[23422900]
36_10255	chr17	48226152	48226552	+	1000	128.5	[9.018479]	[136]	[]	[]	[48226379]	[]
36_10259	chr20	461701	462101	+	1000	128.5	[]	[]	[11.200042]	[105]	[]	[461902]
36_1026	chr16	28925680	28926080	+	1000	689.0	[7.3857517]	[94]	[]	[]	[28925874]	[]
36_10262	chr20	47541002	47541402	+	1000	128.5	[]	[]	[10.053806, 7.313423]	[89, 124]	[]	[47541175, 47541210]
36_10263	chr22	19244807	19245207	+	1000	128.5	[]	[]	[8.527198]	[178]	[]	[19245027]
36_10264	chr3	13196333	13196733	+	1000	128.5	[]	[]	[7.654458, 14.492824]	[81, 125]	[]	[13196510, 13196554]
36_10269	chr6	41325540	41325940	+	1000	128.5	[7.159479, 8.004651]	[127, 133]	[]	[]	[41325740, 41325746]	[]
36_1027	chr19	24086828	24087228	+	1000	689.0	[]	[]	[12.799472, 11.803653]	[103, 142]	[]	[24087026, 24087065]
36_10270	chr6	83914979	83915379	+	1000	128.5	[12.290566]	[92]	[7.2138095]	[65]	[83915162]	[83915135]
36_10271	chr6	140486919	140487319	+	1000	128.5	[]	[]	[12.948277]	[126]	[]	[140487133]
36_10275	chr8	11787731	11788131	+	1000	128.5	[11.577011]	[94]	[]	[]	[11787915]	[]
36_10277	chr8	124649049	124649449	+	1000	128.5	[7.6658278, 8.831873]	[189, 201]	[]	[]	[124649231, 124649243]	[]
36_10279	chr1	1897182	1897582	+	1000	128.0	[11.785644, 7.0413136]	[158, 205]	[]	[]	[1897366, 1897413]	[]
36_1028	chr5	160353281	160353681	+	1000	689.0	[12.135462]	[99]	[14.610782]	[86]	[160353472]	[160353459]
36_10284	chr12	65182284	65182684	+	694	128.0	[]	[]	[9.561028]	[93]	[]	[65182463]
36_10286	chr13	113562905	113563305	+	1000	128.0	[]	[]	[9.657484, 9.134563, 7.59214]	[90, 98, 104]	[]	[113563088, 113563096, 113563102]
36_10287	chr14	35355963	35356363	+	1000	128.0	[8.857892, 7.540064]	[104, 146]	[]	[]	[35356149, 35356191]	[]
36_10289	chr15	51144171	51144571	+	1000	128.0	[]	[]	[8.732922]	[149]	[]	[51144386]
36_10291	chr16	4886116	4886516	+	1000	128.0	[]	[]	[9.761811, 9.263231]	[112, 116]	[]	[4886314, 4886318]
36_10293	chr17	44203689	44204089	+	1000	128.0	[10.123138]	[163]	[]	[]	[44203925]	[]
36_10294	chr17	47851741	47852141	+	1000	128.0	[]	[]	[12.799472, 7.5943837]	[91, 99]	[]	[47851917, 47851925]
36_10297	chr19	44943778	44944178	+	1000	128.0	[8.122609]	[138]	[]	[]	[44943992]	[]
36_103	chr19	4471933	4472333	+	1000	902.0	[8.667752]	[98]	[]	[]	[4472131]	[]
36_10300	chr2	55129359	55129759	+	1000	128.0	[11.459053]	[104]	[]	[]	[55129558]	[]
36_10301	chr2	97740818	97741218	+	1000	128.0	[11.350836]	[156]	[]	[]	[97741055]	[]
36_10302	chr20	654111	654511	+	1000	128.0	[]	[]	[10.76784, 10.364809]	[158, 162]	[]	[654339, 654343]
36_10306	chr3	81713021	81713421	+	1000	128.0	[7.2774377]	[154]	[]	[]	[81713202]	[]
36_10307	chr3	197520848	197521248	+	1000	128.0	[12.082027]	[120]	[]	[]	[197521021]	[]
36_10308	chr3	197752055	197752455	+	1000	128.0	[14.959101]	[96]	[7.355974]	[148]	[197752225]	[197752277]
36_10315	chr7	150960307	150960707	+	1000	128.0	[]	[]	[7.6995034, 10.270717]	[79, 83]	[]	[150960471, 150960475]
36_10317	chr8	56414884	56415284	+	1000	128.0	[14.959101]	[90]	[]	[]	[56415067]	[]
36_10319	chrX	11407350	11407750	+	895	128.0	[8.122609, 7.9442024]	[125, 129]	[]	[]	[11407560, 11407564]	[]
36_10324	chr10	70233659	70234059	+	1000	127.5	[7.2408113]	[164]	[]	[]	[70233871]	[]
36_10327	chr13	18921000	18921400	+	1000	127.5	[8.245836]	[150]	[]	[]	[18921220]	[]
36_10330	chr15	88614484	88614884	+	1000	127.5	[8.6082115]	[112]	[]	[]	[88614688]	[]
36_10332	chr16	85302333	85302733	+	1000	127.5	[7.867675]	[166]	[]	[]	[85302566]	[]
36_10333	chr17	8138801	8139201	+	781	127.5	[]	[]	[10.76784]	[107]	[]	[8138994]
36_10335	chr18	3162300	3162700	+	1000	127.5	[12.290566]	[94]	[]	[]	[3162493]	[]
36_10336	chr19	29810312	29810712	+	1000	127.5	[]	[]	[10.270717]	[228]	[]	[29810530]
36_10337	chr19	48835617	48836017	+	1000	127.5	[]	[]	[13.053981]	[79]	[]	[48835794]
36_10339	chr19	54353910	54354310	+	1000	127.5	[]	[]	[12.638885]	[105]	[]	[54354114]
36_10342	chr20	56468405	56468805	+	1000	127.5	[8.004651]	[178]	[]	[]	[56468649]	[]
36_10344	chr22	21656795	21657195	+	1000	127.5	[7.7004805]	[87]	[8.354469]	[110]	[21656963]	[21656986]
36_1035	chr5	149357738	149358138	+	1000	687.0	[8.831873]	[91]	[]	[]	[149357924]	[]
36_10355	chr7	100879706	100880106	+	1000	127.5	[8.132104, 8.820263, 11.785644]	[68, 87, 123]	[]	[]	[100879860, 100879879, 100879915]	[]
36_10357	chr1	12052160	12052560	+	1000	127.0	[]	[]	[9.561028]	[153]	[]	[12052315]
36_10358	chr1	22997550	22997950	+	1000	127.0	[7.1362295]	[125]	[]	[]	[22997763]	[]
36_10359	chr1	23384428	23384828	+	1000	127.0	[]	[]	[9.955025]	[85]	[]	[23384604]
36_10367	chr11	70206970	70207370	+	1000	127.0	[9.328332, 12.638885, 7.8184385]	[122, 126, 130]	[]	[]	[70207178, 70207182, 70207186]	[]
36_1037	chr9	130689924	130690324	+	1000	687.0	[9.236158]	[98]	[10.821276]	[115]	[130690117]	[130690134]
36_10370	chr12	53618325	53618725	+	1000	127.0	[]	[]	[7.472059]	[150]	[]	[53618568]
36_10371	chr12	76217102	76217502	+	1000	127.0	[]	[]	[12.430346]	[105]	[]	[76217303]
36_10375	chr17	37358878	37359278	+	1000	127.0	[10.956583]	[130]	[]	[]	[37359089]	[]
36_10380	chr2	72096162	72096562	+	1000	127.0	[14.492824]	[115]	[]	[]	[72096365]	[]
36_10381	chr2	121536361	121536761	+	1000	127.0	[14.959101]	[101]	[]	[]	[121536555]	[]
36_10382	chr22	22046317	22046717	+	1000	127.0	[]	[]	[12.91743]	[143]	[]	[22046530]
36_10386	chr4	48729106	48729506	+	1000	127.0	[]	[]	[8.6082115, 7.1636424]	[238, 319]	[]	[48729276, 48729357]
36_10387	chr4	132124107	132124507	+	1000	127.0	[8.132104]	[137]	[8.195388]	[102]	[132124326]	[132124291]
36_1039	chr6	43631322	43631722	+	1000	686.0	[]	[]	[14.492824]	[96]	[]	[43631518]
36_10396	chr9	94322347	94322747	+	1000	127.0	[]	[]	[10.301564]	[107]	[]	[94322531]
36_10400	chr1	18992637	18993037	+	974	126.5	[]	[]	[7.9540124, 9.018479]	[92, 142]	[]	[18992824, 18992874]
36_10401	chr1	30727690	30728090	+	1000	126.5	[]	[]	[9.883659]	[190]	[]	[30727872]
36_10403	chr1	59315132	59315532	+	645	126.5	[]	[]	[10.831086, 10.695512]	[90, 121]	[]	[59315297, 59315328]
36_10404	chr1	65539248	65539648	+	1000	126.5	[]	[]	[7.118459, 7.601489]	[180, 195]	[]	[65539463, 65539478]
36_10405	chr1	77761925	77762325	+	1000	126.5	[]	[]	[7.0489435]	[138]	[]	[77762128]
36_10406	chr1	117020680	117021080	+	1000	126.5	[]	[]	[11.459053]	[157]	[]	[117020919]
36_10407	chr10	45983531	45983931	+	1000	126.5	[11.964068]	[146]	[]	[]	[45983759]	[]
36_10408	chr11	2740228	2740628	+	1000	126.5	[14.492824, 7.9540124]	[126, 130]	[]	[]	[2740433, 2740437]	[]
36_10410	chr11	120280573	120280973	+	1000	126.5	[]	[]	[14.610782]	[110]	[]	[120280750]
36_10412	chr12	47352060	47352460	+	1000	126.5	[14.959101]	[91]	[]	[]	[47352242]	[]
36_10413	chr12	110860737	110861137	+	1000	126.5	[7.348319]	[188]	[]	[]	[110860923]	[]
36_10414	chr15	58113244	58113644	+	974	126.5	[11.350836]	[136]	[]	[]	[58113471]	[]
36_10416	chr17	75335280	75335680	+	1000	126.5	[11.351634, 7.0728245]	[141, 152]	[11.382482]	[103]	[75335504, 75335515]	[75335466]
36_10417	chr18	8898979	8899379	+	1000	126.5	[]	[]	[8.302331]	[108]	[]	[8899162]
36_10418	chr18	59359120	59359520	+	1000	126.5	[13.296596]	[101]	[]	[]	[59359321]	[]
36_10419	chr2	69644070	69644470	+	987	126.5	[10.597214]	[106]	[]	[]	[69644274]	[]
36_1042	chr1	29181840	29182240	+	1000	684.0	[10.106595]	[117]	[]	[]	[29182042]	[]
36_10420	chr2	102056268	102056668	+	1000	126.5	[]	[]	[8.668286]	[101]	[]	[102056464]
36_10426	chr4	141332591	141332991	+	1000	126.5	[8.085421]	[177]	[]	[]	[141332833]	[]
36_10428	chr5	111512309	111512709	+	862	126.5	[]	[]	[7.968747]	[111]	[]	[111512507]
36_10433	chr6	135325984	135326384	+	1000	126.5	[]	[]	[12.172607]	[103]	[]	[135326158]
36_10434	chr6	145749732	145750132	+	1000	126.5	[13.296596]	[128]	[]	[]	[145749926]	[]
36_10442	chr1	1064061	1064461	+	1000	126.0	[]	[]	[7.063966]	[85]	[]	[1064222]
36_10445	chr1	213070364	213070764	+	1000	126.0	[7.38059, 8.822081]	[113, 134]	[]	[]	[213070563, 213070584]	[]
36_10448	chr10	74029289	74029689	+	1000	126.0	[10.829789, 9.606707]	[171, 175]	[]	[]	[74029531, 74029535]	[]
36_10452	chr12	124884957	124885357	+	1000	126.0	[9.390787]	[128]	[]	[]	[124885170]	[]
36_10455	chr16	58418443	58418843	+	1000	126.0	[9.176121, 12.799472]	[108, 129]	[]	[]	[58418637, 58418658]	[]
36_10460	chr19	4623017	4623417	+	1000	126.0	[8.668286]	[116]	[]	[]	[4623223]	[]
36_10461	chr19	4869926	4870326	+	1000	126.0	[11.747158]	[214]	[]	[]	[4870120]	[]
36_10464	chr2	74836374	74836774	+	1000	126.0	[]	[]	[10.337806, 9.136437]	[79, 117]	[]	[74836541, 74836579]
36_10465	chr2	86567286	86567686	+	1000	126.0	[]	[]	[7.302327, 14.959101]	[64, 116]	[]	[86567442, 86567494]
36_10468	chr21	37348562	37348962	+	1000	126.0	[]	[]	[12.91743]	[116]	[]	[37348768]
36_10470	chr3	48898634	48899034	+	1000	126.0	[]	[]	[7.9133544, 10.643184, 11.785644, 10.643184, 8.122609]	[82, 86, 90, 98, 102]	[]	[48898798, 48898802, 48898806, 48898814, 48898818]
36_10473	chr3	152317203	152317603	+	1000	126.0	[]	[]	[14.492824]	[94]	[]	[152317354]
36_10474	chr3	155276099	155276499	+	1000	126.0	[11.964068]	[92]	[]	[]	[155276278]	[]
36_10476	chr4	36900534	36900934	+	1000	126.0	[9.256888, 10.29932]	[159, 185]	[]	[]	[36900735, 36900761]	[]
36_1048	chr19	50203342	50203742	+	1000	682.0	[11.857753]	[78]	[]	[]	[50203520]	[]
36_10483	chr6	135291770	135292170	+	1000	126.0	[]	[]	[8.261673]	[136]	[]	[135291977]
36_10484	chr7	20744875	20745275	+	1000	126.0	[8.564343]	[81]	[]	[]	[20745045]	[]
36_1049	chr2	9422769	9423169	+	1000	682.0	[]	[]	[12.082027]	[103]	[]	[9422966]
36_10491	chr8	98894134	98894534	+	1000	126.0	[]	[]	[7.797315]	[59]	[]	[98894293]
36_10492	chr9	38038598	38038998	+	1000	126.0	[11.785644]	[122]	[]	[]	[38038814]	[]
36_10494	chrX	53900635	53901035	+	1000	126.0	[]	[]	[12.430346]	[104]	[]	[53900833]
36_10496	chr1	19630704	19631104	+	1000	125.5	[]	[]	[14.959101]	[115]	[]	[19630916]
36_10503	chr10	22851798	22852198	+	1000	125.5	[9.611549, 7.082794]	[113, 121]	[]	[]	[22852003, 22852011]	[]
36_10510	chr12	101793472	101793872	+	1000	125.5	[]	[]	[9.271838]	[114]	[]	[101793666]
36_10512	chr12	124027178	124027578	+	1000	125.5	[9.285928]	[71]	[8.470927]	[160]	[124027337]	[124027426]
36_10513	chr13	29456466	29456866	+	1000	125.5	[9.263993, 7.59214]	[93, 141]	[]	[]	[29456648, 29456696]	[]
36_10516	chr14	64997080	64997480	+	1000	125.5	[9.127924, 10.472958]	[82, 123]	[]	[]	[64997250, 64997291]	[]
36_10517	chr15	58292692	58293092	+	1000	125.5	[]	[]	[10.829789]	[144]	[]	[58292910]
36_10525	chr2	96556862	96557262	+	1000	125.5	[10.482768, 7.8810873]	[91, 128]	[]	[]	[96557047, 96557084]	[]
36_10527	chr2	157938035	157938435	+	1000	125.5	[7.24659]	[105]	[]	[]	[157938211]	[]
36_10528	chr2	178199353	178199753	+	1000	125.5	[12.017504]	[104]	[]	[]	[178199533]	[]
36_10529	chr21	39370856	39371256	+	829	125.5	[12.638885]	[99]	[]	[]	[39371048]	[]
36_10531	chr3	100076256	100076656	+	1000	125.5	[12.430346]	[101]	[]	[]	[100076449]	[]
36_10534	chr4	75497189	75497589	+	1000	125.5	[]	[]	[8.287209, 9.794609]	[80, 84]	[]	[75497345, 75497349]
36_10535	chr4	128512880	128513280	+	1000	125.5	[]	[]	[10.724771]	[111]	[]	[128513087]
36_10536	chr5	82969144	82969544	+	1000	125.5	[11.360628]	[144]	[9.031418]	[76]	[82969367]	[82969299]
36_10537	chr5	105391532	105391932	+	1000	125.5	[12.172607]	[112]	[]	[]	[105391732]	[]
36_10540	chr6	28863374	28863774	+	1000	125.5	[9.68468]	[252]	[]	[]	[28863624]	[]
36_10541	chr6	29760439	29760839	+	816	125.5	[]	[]	[12.082027]	[128]	[]	[29760648]
