#PeakID(python identify_motif.py ./ENCODE_processed_files/NR2F2_idr.fa NR2F2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
507_10215	chr14	100246832	100247232	+	1000	79.0	[12.953519]	[131]	[]	[]	[100247055]	[]
507_10218	chr15	69462749	69463149	+	1000	79.0	[]	[]	[8.614196]	[90]	[]	[69462912]
507_10226	chr16	77191548	77191948	+	1000	79.0	[9.739339]	[126]	[]	[]	[77191770]	[]
507_10234	chr17	56985726	56986126	+	1000	79.0	[]	[]	[7.58023]	[66]	[]	[56985882]
507_1026	chr15	63896701	63897101	+	1000	260.0	[9.739339, 8.614196]	[74, 100]	[12.953519]	[81]	[63896871, 63896897]	[63896878]
507_10265	chr2	197515610	197516010	+	1000	79.0	[]	[]	[7.9180784]	[108]	[]	[197515802]
507_10277	chr3	15267981	15268381	+	1000	79.0	[7.7804747]	[122]	[]	[]	[15268192]	[]
507_10281	chr3	46948202	46948602	+	1000	79.0	[9.964856]	[110]	[]	[]	[46948402]	[]
507_10284	chr3	133141066	133141466	+	1000	79.0	[8.015333]	[132]	[]	[]	[133141280]	[]
507_10286	chr3	141485798	141486198	+	1000	79.0	[]	[]	[12.953519]	[130]	[]	[141486017]
507_10297	chr4	173211871	173212271	+	1000	79.0	[12.953519]	[178]	[]	[]	[173212119]	[]
507_10299	chr5	5421932	5422332	+	1000	79.0	[12.953519]	[131]	[]	[]	[5422143]	[]
507_10325	chr6	57172484	57172884	+	1000	79.0	[7.663098]	[134]	[9.739339]	[89]	[57172710]	[57172665]
507_10328	chr6	136566183	136566583	+	1000	79.0	[9.739339]	[87]	[7.4965763]	[111]	[136566353]	[136566377]
507_1033	chr7	103119706	103120106	+	1000	260.0	[7.4063363]	[166]	[]	[]	[103119948]	[]
507_10330	chr6	154734153	154734553	+	1000	79.0	[]	[]	[7.7032084]	[102]	[]	[154734325]
507_10337	chr7	44848246	44848646	+	1000	79.0	[7.5738697]	[156]	[]	[]	[44848412]	[]
507_10352	chr8	38383108	38383508	+	1000	79.0	[9.5729685, 9.5729685]	[98, 184]	[]	[]	[38383266, 38383352]	[]
507_10357	chr8	144456642	144457042	+	1000	79.0	[]	[]	[7.9201093]	[116]	[]	[144456845]
507_10367	chr9	137277397	137277797	+	1000	79.0	[]	[]	[9.739339]	[139]	[]	[137277586]
507_1037	chr11	86931961	86932361	+	1000	259.0	[]	[]	[12.953519]	[173]	[]	[86932205]
507_10371	chr1	6280728	6281128	+	1000	78.0	[9.739339]	[144]	[]	[]	[6280943]	[]
507_10374	chr1	25039284	25039684	+	1000	78.0	[12.953519]	[122]	[]	[]	[25039487]	[]
507_1038	chr14	68620165	68620565	+	1000	259.0	[]	[]	[8.015333]	[92]	[]	[68620356]
507_10384	chr1	101025712	101026112	+	1000	78.0	[12.953519]	[138]	[]	[]	[101025945]	[]
507_10386	chr1	110209780	110210180	+	1000	78.0	[9.739339]	[121]	[]	[]	[110209998]	[]
507_10387	chr1	111139238	111139638	+	1000	78.0	[12.953519]	[83]	[]	[]	[111139418]	[]
507_10391	chr1	155563073	155563473	+	1000	78.0	[]	[]	[8.015333]	[56]	[]	[155563229]
507_10397	chr1	202192783	202193183	+	1000	78.0	[8.015333]	[69]	[]	[]	[202192941]	[]
507_10404	chr1	228370301	228370701	+	1000	78.0	[]	[]	[9.739339]	[127]	[]	[228370504]
507_10417	chr11	59201345	59201745	+	1000	78.0	[]	[]	[12.953519]	[113]	[]	[59201557]
507_10421	chr12	47819091	47819491	+	1000	78.0	[]	[]	[7.58023]	[139]	[]	[47819314]
507_10423	chr12	51028155	51028555	+	1000	78.0	[7.58023]	[74]	[]	[]	[51028306]	[]
507_10428	chr12	93677576	93677976	+	1000	78.0	[]	[]	[7.4965763]	[164]	[]	[93677813]
507_10458	chr17	81910468	81910868	+	1000	78.0	[8.614196]	[160]	[]	[]	[81910709]	[]
507_10461	chr18	74251631	74252031	+	1000	78.0	[7.9201093, 7.4965763]	[102, 109]	[]	[]	[74251831, 74251838]	[]
507_10477	chr2	10333132	10333532	+	1000	78.0	[9.739339]	[145]	[]	[]	[10333346]	[]
507_10479	chr2	72993022	72993422	+	1000	78.0	[9.5729685, 12.953519]	[83, 125]	[]	[]	[72993181, 72993223]	[]
507_1048	chr17	27748075	27748475	+	1000	258.0	[7.5738697]	[156]	[7.58023, 9.739339]	[115, 122]	[27748326]	[27748285, 27748292]
507_10484	chr2	144230719	144231119	+	1000	78.0	[7.9201093]	[95]	[7.6892543]	[104]	[144230893]	[144230902]
507_10491	chr20	64066022	64066422	+	1000	78.0	[9.739339]	[112]	[]	[]	[64066200]	[]
507_10506	chr3	52182148	52182548	+	1000	78.0	[]	[]	[9.739339]	[87]	[]	[52182304]
507_10507	chr3	156599539	156599939	+	1000	78.0	[12.953519]	[115]	[9.964856]	[89]	[156599753]	[156599727]
507_1052	chr20	33339470	33339870	+	1000	258.0	[8.015333]	[86]	[]	[]	[33339646]	[]
507_10521	chr5	140564694	140565094	+	1000	78.0	[7.5738697]	[130]	[12.953519]	[183]	[140564856]	[140564909]
507_10532	chr6	27601539	27601939	+	1000	78.0	[]	[]	[12.953519]	[142]	[]	[27601749]
507_10555	chr7	77798384	77798784	+	1000	78.0	[]	[]	[7.9180784]	[150]	[]	[77798573]
507_10559	chr7	120941890	120942290	+	1000	78.0	[]	[]	[12.953519]	[112]	[]	[120942096]
507_10563	chr7	153385501	153385901	+	1000	78.0	[7.7804747]	[119]	[]	[]	[153385715]	[]
507_10578	chr9	132780709	132781109	+	1000	78.0	[12.953519]	[107]	[7.7032084]	[87]	[132780913]	[132780893]
507_10579	chrX	21993299	21993699	+	1000	78.0	[]	[]	[9.739339]	[144]	[]	[21993536]
507_106	chr20	36183156	36183556	+	1000	483.0	[12.953519]	[79]	[]	[]	[36183332]	[]
507_1060	chr10	32960076	32960476	+	1000	257.0	[7.7032084, 12.953519, 12.953519]	[59, 94, 129]	[7.5738697]	[113]	[32960232, 32960267, 32960302]	[32960286]
507_10600	chr1	89900779	89901179	+	1000	77.0	[7.9201093]	[69]	[]	[]	[89900945]	[]
507_10609	chr1	180632437	180632837	+	1000	77.0	[9.5729685]	[174]	[9.739339]	[135]	[180632683]	[180632644]
507_10618	chr10	4827973	4828373	+	1000	77.0	[9.739339]	[111]	[]	[]	[4828177]	[]
507_10619	chr10	12195752	12196152	+	1000	77.0	[]	[]	[9.964856]	[97]	[]	[12195930]
507_10633	chr10	103125841	103126241	+	1000	77.0	[9.964856]	[92]	[]	[]	[103126024]	[]
507_10638	chr10	126013491	126013891	+	1000	77.0	[7.6892543]	[121]	[8.015333]	[84]	[126013704]	[126013667]
507_10640	chr11	64240703	64241103	+	1000	77.0	[]	[]	[12.953519, 9.5729685]	[101, 160]	[]	[64240860, 64240919]
507_10662	chr14	23154406	23154806	+	1000	77.0	[]	[]	[9.739339]	[148]	[]	[23154647]
507_10666	chr14	73058095	73058495	+	1000	77.0	[]	[]	[9.739339]	[114]	[]	[73058305]
507_1067	chr9	133004113	133004513	+	1000	257.0	[7.9201093]	[147]	[]	[]	[133004354]	[]
507_10676	chr16	30060759	30061159	+	1000	77.0	[12.953519]	[132]	[]	[]	[30060981]	[]
507_10680	chr17	29176344	29176744	+	1000	77.0	[]	[]	[9.739339]	[125]	[]	[29176568]
507_10697	chr19	21082062	21082462	+	1000	77.0	[]	[]	[8.015333]	[140]	[]	[21082287]
507_10700	chr19	38900104	38900504	+	1000	77.0	[]	[]	[7.4965763, 9.739339]	[144, 153]	[]	[38900326, 38900335]
507_10704	chr19	49363483	49363883	+	1000	77.0	[9.739339]	[157]	[]	[]	[49363648]	[]
507_10716	chr20	36574747	36575147	+	1000	77.0	[8.015333]	[159]	[]	[]	[36574984]	[]
507_10717	chr20	38863081	38863481	+	1000	77.0	[]	[]	[7.4965763]	[156]	[]	[38863317]
507_10718	chr21	14630484	14630884	+	1000	77.0	[7.7804747]	[156]	[]	[]	[14630721]	[]
507_10719	chr21	14875673	14876073	+	1000	77.0	[]	[]	[9.739339, 9.739339]	[120, 127]	[]	[14875859, 14875866]
507_10740	chr4	40200845	40201245	+	1000	77.0	[]	[]	[9.739339]	[95]	[]	[40201008]
507_10743	chr4	76148247	76148647	+	1000	77.0	[]	[]	[9.964856]	[152]	[]	[76148484]
507_10745	chr4	86960724	86961124	+	1000	77.0	[]	[]	[7.7804747, 7.5738697]	[136, 158]	[]	[86960914, 86960936]
507_10762	chr5	138476380	138476780	+	1000	77.0	[]	[]	[7.58023]	[71]	[]	[138476534]
507_10763	chr5	138492962	138493362	+	1000	77.0	[12.953519]	[137]	[]	[]	[138493180]	[]
507_10764	chr5	139188529	139188929	+	1000	77.0	[7.7804747]	[94]	[]	[]	[139188699]	[]
507_10765	chr5	173057273	173057673	+	1000	77.0	[]	[]	[9.739339]	[100]	[]	[173057436]
507_10791	chr7	26688998	26689398	+	571	77.0	[7.5738697]	[229]	[8.614196]	[233]	[26689233]	[26689237]
507_108	chr9	130854093	130854493	+	1000	481.0	[]	[]	[9.964856]	[106]	[]	[130854299]
507_10803	chr7	130070871	130071271	+	1000	77.0	[]	[]	[7.9201093]	[148]	[]	[130071072]
507_10805	chr7	135160954	135161354	+	1000	77.0	[7.5738697, 12.953519]	[79, 154]	[]	[]	[135161117, 135161192]	[]
507_10815	chr8	65743218	65743618	+	1000	77.0	[7.58023]	[115]	[]	[]	[65743403]	[]
507_10819	chr8	105732136	105732536	+	1000	77.0	[]	[]	[7.9201093]	[147]	[]	[105732381]
507_10827	chrX	49186138	49186538	+	1000	77.0	[8.614196]	[94]	[]	[]	[49186311]	[]
507_10830	chrX	110410553	110410953	+	1000	77.0	[8.015333]	[83]	[9.5729685]	[130]	[110410719]	[110410766]
507_1084	chr16	79897575	79897975	+	1000	255.0	[]	[]	[12.953519]	[124]	[]	[79897797]
507_10843	chr1	40784422	40784822	+	1000	76.0	[]	[]	[9.739339, 9.739339]	[93, 105]	[]	[40784610, 40784622]
507_10848	chr1	61012495	61012895	+	1000	76.0	[8.614196]	[71]	[]	[]	[61012658]	[]
507_10850	chr1	68291954	68292354	+	1000	76.0	[]	[]	[9.739339]	[150]	[]	[68292203]
507_10851	chr1	92785271	92785671	+	1000	76.0	[]	[]	[7.7804747]	[82]	[]	[92785432]
507_10854	chr1	151062807	151063207	+	1000	76.0	[]	[]	[9.739339, 7.5738697]	[69, 74]	[]	[151062973, 151062978]
507_10862	chr1	176517434	176517834	+	1000	76.0	[9.964856]	[135]	[]	[]	[176517667]	[]
507_10867	chr1	211515621	211516021	+	1000	76.0	[7.9180784, 12.953519]	[107, 123]	[]	[]	[211515789, 211515805]	[]
507_10869	chr1	235160597	235160997	+	1000	76.0	[9.5729685]	[78]	[]	[]	[235160768]	[]
507_10870	chr1	236281727	236282127	+	1000	76.0	[8.614196]	[84]	[]	[]	[236281891]	[]
507_10874	chr10	72626127	72626527	+	1000	76.0	[8.614196]	[174]	[]	[]	[72626345]	[]
507_10875	chr10	75211356	75211756	+	1000	76.0	[12.953519]	[80]	[]	[]	[75211535]	[]
507_10880	chr11	5232122	5232522	+	1000	76.0	[9.739339]	[90]	[]	[]	[5232310]	[]
507_10884	chr11	64322872	64323272	+	1000	76.0	[9.739339, 12.953519]	[125, 137]	[8.614196]	[166]	[64323076, 64323088]	[64323117]
507_10889	chr11	124638499	124638899	+	1000	76.0	[12.953519]	[58]	[]	[]	[124638651]	[]
507_10897	chr12	95205590	95205990	+	1000	76.0	[]	[]	[8.614196]	[97]	[]	[95205780]
507_10904	chr12	123967107	123967507	+	1000	76.0	[]	[]	[12.953519]	[100]	[]	[123967297]
507_10908	chr15	58546622	58547022	+	1000	76.0	[]	[]	[12.953519]	[114]	[]	[58546831]
507_10925	chr17	39175757	39176157	+	1000	76.0	[8.015333]	[115]	[]	[]	[39175957]	[]
507_10934	chr17	73201232	73201632	+	1000	76.0	[9.5729685]	[88]	[9.739339]	[102]	[73201403]	[73201417]
507_10935	chr17	81285415	81285815	+	1000	76.0	[7.58023]	[168]	[]	[]	[81285662]	[]
507_10936	chr17	81833647	81834047	+	1000	76.0	[7.9180784]	[132]	[]	[]	[81833863]	[]
507_10942	chr19	14356237	14356637	+	1000	76.0	[7.9201093]	[142]	[]	[]	[14356467]	[]
507_10951	chr2	27379686	27380086	+	1000	76.0	[]	[]	[7.5738697]	[116]	[]	[27379887]
507_10959	chr2	131092708	131093108	+	1000	76.0	[]	[]	[7.9180784]	[156]	[]	[131092936]
507_1096	chr20	23152370	23152770	+	1000	254.0	[9.739339]	[110]	[8.015333]	[99]	[23152578]	[23152567]
507_10962	chr2	170235965	170236365	+	1000	76.0	[7.6892543]	[88]	[]	[]	[170236134]	[]
507_10971	chr22	20264654	20265054	+	1000	76.0	[9.739339]	[91]	[]	[]	[20264831]	[]
507_10973	chr22	21928122	21928522	+	1000	76.0	[]	[]	[8.015333]	[225]	[]	[21928367]
507_10981	chr3	4981909	4982309	+	1000	76.0	[]	[]	[9.5729685]	[151]	[]	[4982084]
507_10988	chr3	152586954	152587354	+	1000	76.0	[]	[]	[7.6892543]	[73]	[]	[152587112]
507_11000	chr5	68505878	68506278	+	1000	76.0	[12.953519, 7.663098]	[99, 106]	[7.5738697]	[110]	[68506072, 68506079]	[68506083]
507_11012	chr5	163505250	163505650	+	1000	76.0	[12.953519]	[76]	[]	[]	[163505423]	[]
507_11023	chr6	29649841	29650241	+	1000	76.0	[]	[]	[7.58023]	[143]	[]	[29650059]
507_11026	chr6	42979140	42979540	+	1000	76.0	[]	[]	[9.5729685]	[122]	[]	[42979350]
507_11027	chr6	56511231	56511631	+	1000	76.0	[8.614196]	[103]	[]	[]	[56511433]	[]
507_1103	chr1	193113948	193114348	+	1000	253.0	[]	[]	[7.4063363, 9.5729685]	[115, 122]	[]	[193114151, 193114158]
507_11030	chr6	125203413	125203813	+	1000	76.0	[]	[]	[9.739339]	[160]	[]	[125203663]
507_11033	chr6	136428631	136429031	+	855	76.0	[]	[]	[7.58023]	[135]	[]	[136428840]
507_11038	chr7	16562799	16563199	+	1000	76.0	[]	[]	[12.953519, 9.5729685]	[130, 143]	[]	[16563001, 16563014]
507_11042	chr7	27135861	27136261	+	1000	76.0	[7.663098]	[177]	[]	[]	[27136063]	[]
507_11046	chr7	99577636	99578036	+	1000	76.0	[8.015333, 8.015333]	[126, 133]	[]	[]	[99577836, 99577843]	[]
507_1106	chr19	8355618	8356018	+	1000	253.0	[]	[]	[12.953519, 8.015333]	[83, 96]	[]	[8355795, 8355808]
507_11064	chr8	47522339	47522739	+	1000	76.0	[8.015333]	[113]	[]	[]	[47522551]	[]
507_11066	chr8	100953304	100953704	+	1000	76.0	[]	[]	[8.015333]	[152]	[]	[100953538]
507_11073	chr9	86127421	86127821	+	1000	76.0	[7.58023]	[131]	[8.614196]	[109]	[86127640]	[86127618]
507_11075	chr9	94139812	94140212	+	1000	76.0	[9.739339]	[122]	[]	[]	[94140015]	[]
507_11084	chr1	18365090	18365490	+	1000	75.0	[]	[]	[8.015333]	[178]	[]	[18365336]
507_11090	chr1	34866290	34866690	+	1000	75.0	[12.953519]	[86]	[8.015333]	[54]	[34866475]	[34866443]
507_11095	chr1	52033673	52034073	+	1000	75.0	[]	[]	[7.7804747]	[118]	[]	[52033863]
507_111	chr10	50550317	50550717	+	1000	478.0	[]	[]	[7.58023]	[125]	[]	[50550533]
507_11104	chr1	149888364	149888764	+	1000	75.0	[]	[]	[9.739339]	[144]	[]	[149888588]
507_1111	chr1	12085621	12086021	+	1000	252.0	[8.614196]	[77]	[]	[]	[12085792]	[]
507_11110	chr1	167463007	167463407	+	1000	75.0	[9.739339]	[66]	[9.964856]	[128]	[167463170]	[167463232]
507_1112	chr1	20187857	20188257	+	1000	252.0	[]	[]	[12.953519]	[128]	[]	[20188078]
507_11129	chr10	73413306	73413706	+	1000	75.0	[]	[]	[7.9180784]	[222]	[]	[73413543]
507_11138	chr10	119515456	119515856	+	1000	75.0	[12.953519]	[86]	[]	[]	[119515618]	[]
507_11148	chr11	64341821	64342221	+	1000	75.0	[]	[]	[9.964856]	[119]	[]	[64341984]
507_11149	chr11	65492910	65493310	+	1000	75.0	[12.953519]	[92]	[]	[]	[65493098]	[]
507_11151	chr11	68099458	68099858	+	1000	75.0	[]	[]	[9.5729685]	[101]	[]	[68099622]
507_11162	chr12	54280741	54281141	+	1000	75.0	[7.4965763]	[123]	[]	[]	[54280957]	[]
507_11164	chr12	57026954	57027354	+	1000	75.0	[8.015333]	[115]	[]	[]	[57027135]	[]
507_11165	chr12	57460462	57460862	+	1000	75.0	[]	[]	[8.015333]	[155]	[]	[57460694]
507_1118	chr10	71638714	71639114	+	1000	252.0	[7.7032084]	[91]	[]	[]	[71638896]	[]
507_11186	chr14	77800122	77800522	+	1000	75.0	[]	[]	[12.953519]	[134]	[]	[77800333]
507_11188	chr15	27454282	27454682	+	1000	75.0	[12.953519]	[83]	[]	[]	[27454461]	[]
507_11195	chr16	2189517	2189917	+	1000	75.0	[]	[]	[9.739339]	[146]	[]	[2189747]
507_11198	chr16	29815908	29816308	+	1000	75.0	[]	[]	[8.614196]	[125]	[]	[29816116]
507_112	chr17	27968160	27968560	+	1000	477.0	[]	[]	[9.739339]	[73]	[]	[27968332]
507_1120	chr2	145693110	145693510	+	1000	252.0	[]	[]	[9.5729685]	[89]	[]	[145693280]
507_11200	chr16	30669549	30669949	+	1000	75.0	[12.953519, 9.739339]	[95, 122]	[]	[]	[30669736, 30669763]	[]
507_11201	chr16	46973538	46973938	+	1000	75.0	[]	[]	[7.4965763]	[96]	[]	[46973697]
507_11207	chr16	75245062	75245462	+	1000	75.0	[]	[]	[8.614196]	[97]	[]	[75245244]
507_11209	chr16	85302116	85302516	+	1000	75.0	[]	[]	[7.9180784]	[175]	[]	[85302334]
507_1121	chr2	191836830	191837230	+	1000	252.0	[9.739339]	[163]	[]	[]	[191837081]	[]
507_11218	chr18	3446510	3446910	+	1000	75.0	[7.4063363]	[160]	[8.015333]	[195]	[3446721]	[3446756]
507_11226	chr19	15321322	15321722	+	904	75.0	[9.739339]	[148]	[12.953519]	[141]	[15321552]	[15321545]
507_11228	chr19	19059273	19059673	+	1000	75.0	[]	[]	[12.953519]	[151]	[]	[19059511]
507_11229	chr19	38596402	38596802	+	1000	75.0	[7.9201093]	[289]	[]	[]	[38596611]	[]
507_1123	chr3	49158103	49158503	+	1000	252.0	[7.58023, 12.953519, 8.614196]	[115, 122, 128]	[]	[]	[49158312, 49158319, 49158325]	[]
507_11239	chr2	17593727	17594127	+	1000	75.0	[7.7804747]	[126]	[]	[]	[17593941]	[]
507_11244	chr2	54047722	54048122	+	1000	75.0	[]	[]	[8.614196]	[104]	[]	[54047926]
507_11262	chr20	23311926	23312326	+	1000	75.0	[]	[]	[7.9180784]	[132]	[]	[23312135]
507_11272	chr22	22342841	22343241	+	1000	75.0	[]	[]	[7.58023]	[154]	[]	[22343077]
507_11273	chr22	23289979	23290379	+	1000	75.0	[]	[]	[7.6892543]	[132]	[]	[23290210]
507_11274	chr22	46803033	46803433	+	1000	75.0	[9.5729685]	[139]	[]	[]	[46803243]	[]
507_11275	chr3	4303498	4303898	+	1000	75.0	[]	[]	[7.5738697]	[137]	[]	[4303710]
507_1128	chr1	109822390	109822790	+	1000	251.0	[9.739339]	[127]	[8.614196]	[100]	[109822604]	[109822577]
507_11290	chr3	193843698	193844098	+	1000	75.0	[8.015333]	[145]	[]	[]	[193843934]	[]
507_11296	chr4	105996837	105997237	+	1000	75.0	[7.4063363]	[81]	[8.614196]	[152]	[105996993]	[105997064]
507_11319	chr5	177457561	177457961	+	1000	75.0	[8.015333]	[122]	[9.964856]	[156]	[177457774]	[177457808]
507_1132	chr2	175418404	175418804	+	1000	251.0	[7.5738697]	[93]	[]	[]	[175418585]	[]
507_11323	chr6	18056834	18057234	+	1000	75.0	[12.953519]	[129]	[]	[]	[18057062]	[]
507_11328	chr6	42726522	42726922	+	1000	75.0	[]	[]	[12.953519]	[115]	[]	[42726709]
507_11336	chr6	108689223	108689623	+	1000	75.0	[8.614196]	[127]	[9.739339]	[140]	[108689416]	[108689429]
507_11355	chr7	135441823	135442223	+	1000	75.0	[12.953519]	[116]	[]	[]	[135442028]	[]
507_11359	chr7	151080776	151081176	+	1000	75.0	[]	[]	[7.58023]	[208]	[]	[151081015]
507_11367	chr8	97643621	97644021	+	1000	75.0	[]	[]	[9.964856]	[112]	[]	[97643832]
507_11383	chrX	134803804	134804204	+	1000	75.0	[9.5729685]	[132]	[]	[]	[134804015]	[]
507_1139	chr19	38315533	38315933	+	1000	250.0	[]	[]	[9.739339, 8.015333]	[156, 163]	[]	[38315773, 38315780]
507_114	chr7	102992943	102993343	+	1000	476.0	[7.4965763, 9.739339]	[77, 133]	[]	[]	[102993116, 102993172]	[]
507_11405	chr1	111733305	111733705	+	1000	74.0	[7.58023]	[105]	[]	[]	[111733494]	[]
507_11406	chr1	112619639	112620039	+	1000	74.0	[7.6892543]	[172]	[]	[]	[112619881]	[]
507_1141	chr22	23220112	23220512	+	1000	250.0	[]	[]	[8.614196]	[90]	[]	[23220281]
507_11415	chr1	197595228	197595628	+	1000	74.0	[9.964856]	[126]	[]	[]	[197595424]	[]
507_11419	chr1	208182928	208183328	+	1000	74.0	[9.739339, 12.953519]	[107, 122]	[]	[]	[208183109, 208183124]	[]
507_11423	chr10	14959544	14959944	+	1000	74.0	[8.614196]	[93]	[]	[]	[14959735]	[]
507_11424	chr10	72173967	72174367	+	1000	74.0	[12.953519]	[94]	[]	[]	[72174153]	[]
507_1143	chr3	19937601	19938001	+	1000	250.0	[]	[]	[7.58023, 8.614196]	[129, 152]	[]	[19937812, 19937835]
507_11431	chr11	406772	407172	+	1000	74.0	[7.5738697]	[160]	[]	[]	[406940]	[]
507_11442	chr11	93487206	93487606	+	1000	74.0	[]	[]	[8.015333]	[121]	[]	[93487420]
507_11443	chr11	118319331	118319731	+	1000	74.0	[]	[]	[7.663098, 8.614196]	[81, 139]	[]	[118319499, 118319557]
507_11446	chr12	1500054	1500454	+	1000	74.0	[9.739339]	[112]	[8.614196]	[144]	[1500233]	[1500265]
507_1145	chr8	123922077	123922477	+	1000	250.0	[7.6892543]	[135]	[]	[]	[123922309]	[]
507_11451	chr12	51269491	51269891	+	1000	74.0	[12.953519]	[144]	[]	[]	[51269732]	[]
507_11456	chr12	57752353	57752753	+	1000	74.0	[]	[]	[7.9201093]	[103]	[]	[57752533]
507_1146	chr11	12167106	12167506	+	1000	249.0	[8.614196]	[120]	[]	[]	[12167324]	[]
507_11463	chr12	122423446	122423846	+	1000	74.0	[]	[]	[12.953519]	[91]	[]	[122423634]
507_11464	chr12	124492957	124493357	+	1000	74.0	[8.614196, 7.58023]	[91, 128]	[]	[]	[124493145, 124493182]	[]
