#PeakID(python identify_motif.py ./ENCODE_processed_files/FOXA3_idr.fa FOXA3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
876_1004	chr16	20826223	20826623	+	1000	138.5	[9.252844]	[97]	[]	[]	[20826419]	[]
876_10040	chr1	207311170	207311570	+	949	41.5	[8.84223]	[118]	[]	[]	[207311329]	[]
876_10047	chr1	247840413	247840813	+	1000	41.5	[12.570299, 7.5891633]	[116, 162]	[]	[]	[247840618, 247840664]	[]
876_10048	chr10	3192906	3193306	+	678	41.5	[10.2047415]	[88]	[7.7748694]	[117]	[3193090]	[3193119]
876_10049	chr10	11170885	11171285	+	1000	41.5	[]	[]	[8.361351]	[125]	[]	[11171095]
876_1005	chr3	101196039	101196439	+	1000	138.5	[]	[]	[10.2047415, 9.53014]	[88, 128]	[]	[101196213, 101196253]
876_10052	chr10	21052074	21052474	+	1000	41.5	[8.361351]	[99]	[]	[]	[21052265]	[]
876_10054	chr10	31104825	31105225	+	1000	41.5	[10.2047415]	[130]	[]	[]	[31105028]	[]
876_10056	chr10	60353530	60353930	+	1000	41.5	[7.578352, 9.53014]	[115, 177]	[]	[]	[60353717, 60353779]	[]
876_10058	chr10	63522244	63522644	+	1000	41.5	[12.570299]	[156]	[]	[]	[63522495]	[]
876_10059	chr10	74150681	74151081	+	1000	41.5	[]	[]	[7.676677]	[153]	[]	[74150891]
876_1006	chr4	80492816	80493216	+	1000	138.5	[9.252844, 8.361351]	[69, 139]	[]	[]	[80492976, 80493046]	[]
876_10060	chr10	88045667	88046067	+	655	41.5	[8.84223]	[161]	[]	[]	[88045877]	[]
876_10061	chr11	5522396	5522796	+	1000	41.5	[8.361351]	[85]	[]	[]	[5522580]	[]
876_10064	chr11	45127820	45128220	+	886	41.5	[]	[]	[12.570299]	[105]	[]	[45128022]
876_10065	chr11	57116530	57116930	+	1000	41.5	[12.570299]	[115]	[]	[]	[57116733]	[]
876_10066	chr11	58577870	58578270	+	646	41.5	[7.676677]	[105]	[]	[]	[58578039]	[]
876_10068	chr11	59992442	59992842	+	992	41.5	[]	[]	[8.009179]	[113]	[]	[59992633]
876_10069	chr11	61116827	61117227	+	818	41.5	[]	[]	[10.2047415]	[96]	[]	[61116990]
876_10072	chr11	95325690	95326090	+	770	41.5	[]	[]	[12.570299]	[70]	[]	[95325860]
876_10073	chr12	19130879	19131279	+	1000	41.5	[]	[]	[12.570299]	[91]	[]	[19131065]
876_10075	chr12	46124143	46124543	+	1000	41.5	[12.570299]	[121]	[]	[]	[46124334]	[]
876_10077	chr12	57101821	57102221	+	1000	41.5	[8.009179]	[144]	[12.570299]	[106]	[57102048]	[57102010]
876_10078	chr12	76548388	76548788	+	735	41.5	[12.570299]	[123]	[]	[]	[76548601]	[]
876_10083	chr13	90598035	90598435	+	1000	41.5	[]	[]	[7.5891633]	[93]	[]	[90598224]
876_10090	chr13	107983121	107983521	+	1000	41.5	[7.7748694]	[148]	[]	[]	[107983354]	[]
876_10092	chr15	43169918	43170318	+	1000	41.5	[]	[]	[8.182752, 9.53014]	[138, 175]	[]	[43170105, 43170142]
876_10093	chr15	43285649	43286049	+	1000	41.5	[12.570299]	[104]	[]	[]	[43285820]	[]
876_101	chr2	191597217	191597617	+	1000	412.0	[9.53014]	[78]	[]	[]	[191597395]	[]
876_1010	chr5	56161865	56162265	+	1000	138.0	[]	[]	[12.570299]	[82]	[]	[56162044]
876_10100	chr16	58264948	58265348	+	1000	41.5	[8.264141]	[96]	[7.676677]	[163]	[58265105]	[58265172]
876_10102	chr16	79400788	79401188	+	1000	41.5	[9.53014]	[68]	[]	[]	[79400951]	[]
876_10103	chr16	87052483	87052883	+	1000	41.5	[8.361351]	[116]	[]	[]	[87052687]	[]
876_10106	chr17	45161595	45161995	+	872	41.5	[]	[]	[8.361351]	[137]	[]	[45161797]
876_10107	chr17	70128727	70129127	+	1000	41.5	[12.570299]	[112]	[]	[]	[70128916]	[]
876_10108	chr17	75348385	75348785	+	1000	41.5	[10.2047415, 7.7748694]	[118, 137]	[9.53014]	[91]	[75348588, 75348607]	[75348561]
876_1011	chr5	110985997	110986397	+	1000	138.0	[12.570299]	[112]	[]	[]	[110986196]	[]
876_10110	chr17	77421223	77421623	+	990	41.5	[8.361351]	[117]	[]	[]	[77421427]	[]
876_10111	chr18	151488	151888	+	965	41.5	[9.53014]	[114]	[]	[]	[151686]	[]
876_10114	chr18	79290090	79290490	+	1000	41.5	[]	[]	[12.570299]	[105]	[]	[79290293]
876_10117	chr19	15869272	15869672	+	873	41.5	[10.2047415, 9.53014]	[106, 173]	[]	[]	[15869453, 15869520]	[]
876_10119	chr2	9608390	9608790	+	1000	41.5	[12.570299, 9.252844]	[120, 148]	[]	[]	[9608587, 9608615]	[]
876_10120	chr2	37781012	37781412	+	1000	41.5	[8.361351]	[150]	[]	[]	[37781238]	[]
876_10122	chr2	64727222	64727622	+	1000	41.5	[10.2047415]	[182]	[]	[]	[64727460]	[]
876_10123	chr2	65567236	65567636	+	1000	41.5	[]	[]	[8.361351]	[107]	[]	[65567442]
876_10126	chr2	88627386	88627786	+	977	41.5	[8.361351]	[122]	[]	[]	[88627583]	[]
876_10127	chr2	119856555	119856955	+	1000	41.5	[]	[]	[12.570299]	[113]	[]	[119856736]
876_10128	chr2	136253273	136253673	+	1000	41.5	[12.570299]	[99]	[]	[]	[136253462]	[]
876_10129	chr2	142938261	142938661	+	1000	41.5	[]	[]	[12.570299]	[125]	[]	[142938472]
876_1013	chr2	175709276	175709676	+	1000	137.5	[12.570299]	[125]	[]	[]	[175709486]	[]
876_10134	chr2	171564472	171564872	+	975	41.5	[9.53014]	[117]	[]	[]	[171564668]	[]
876_10135	chr2	201401365	201401765	+	1000	41.5	[12.570299]	[126]	[]	[]	[201401570]	[]
876_10136	chr2	224369055	224369455	+	1000	41.5	[10.2047415]	[98]	[]	[]	[224369249]	[]
876_10138	chr20	32664802	32665202	+	1000	41.5	[]	[]	[12.570299]	[107]	[]	[32665007]
876_10139	chr20	38452997	38453397	+	935	41.5	[12.570299]	[172]	[]	[]	[38453228]	[]
876_10140	chr20	41715235	41715635	+	1000	41.5	[12.570299]	[104]	[]	[]	[41715433]	[]
876_10143	chr22	17980485	17980885	+	1000	41.5	[8.361351]	[88]	[]	[]	[17980663]	[]
876_10145	chr22	20576790	20577190	+	866	41.5	[9.53014]	[144]	[]	[]	[20576978]	[]
876_10148	chr22	21808997	21809397	+	1000	41.5	[9.252844]	[111]	[]	[]	[21809187]	[]
876_10150	chr22	22005779	22006179	+	1000	41.5	[7.553737]	[86]	[7.7748694]	[98]	[22005930]	[22005942]
876_10154	chr22	22436954	22437354	+	748	41.5	[]	[]	[7.5891633]	[194]	[]	[22437193]
876_10155	chr22	22495122	22495522	+	1000	41.5	[12.570299]	[174]	[]	[]	[22495373]	[]
876_10159	chr22	22945036	22945436	+	855	41.5	[9.53014]	[187]	[]	[]	[22945268]	[]
876_10161	chr22	22962381	22962781	+	988	41.5	[]	[]	[10.2047415]	[108]	[]	[22962554]
876_10163	chr22	23143478	23143878	+	1000	41.5	[8.009179]	[105]	[]	[]	[23143683]	[]
876_10170	chr22	28438450	28438850	+	1000	41.5	[9.53014]	[163]	[10.2047415]	[99]	[28438700]	[28438636]
876_10171	chr22	39751145	39751545	+	725	41.5	[8.84223]	[154]	[7.676677]	[67]	[39751383]	[39751296]
876_10172	chr22	43263818	43264218	+	1000	41.5	[]	[]	[10.2047415]	[162]	[]	[43264041]
876_10173	chr22	44042706	44043106	+	1000	41.5	[10.2047415]	[124]	[8.84223]	[189]	[44042885]	[44042950]
876_10176	chr3	16936285	16936685	+	857	41.5	[]	[]	[8.84223]	[143]	[]	[16936514]
876_10177	chr3	21189713	21190113	+	1000	41.5	[7.553737, 12.570299]	[85, 98]	[]	[]	[21189895, 21189908]	[]
876_10178	chr3	39285256	39285656	+	541	41.5	[7.676677]	[100]	[10.2047415, 12.570299]	[117, 142]	[39285422]	[39285439, 39285464]
876_10179	chr3	43674803	43675203	+	624	41.5	[8.361351]	[140]	[]	[]	[43675012]	[]
876_1018	chr10	11640179	11640579	+	1000	137.0	[12.570299]	[100]	[]	[]	[11640374]	[]
876_10180	chr3	129686889	129687289	+	1000	41.5	[12.570299]	[117]	[10.2047415]	[171]	[129687078]	[129687132]
876_10181	chr3	132642230	132642630	+	913	41.5	[]	[]	[8.009179]	[106]	[]	[132642422]
876_10182	chr3	182136511	182136911	+	1000	41.5	[]	[]	[9.53014]	[122]	[]	[182136723]
876_10183	chr3	196149789	196150189	+	1000	41.5	[]	[]	[9.53014]	[119]	[]	[196149997]
876_10185	chr4	25861597	25861997	+	1000	41.5	[]	[]	[8.182752]	[149]	[]	[25861808]
876_10186	chr4	34279023	34279423	+	1000	41.5	[]	[]	[8.361351]	[90]	[]	[34279199]
876_10188	chr5	36149091	36149491	+	1000	41.5	[12.570299]	[122]	[]	[]	[36149288]	[]
876_1019	chr11	12366209	12366609	+	1000	137.0	[12.570299]	[127]	[]	[]	[12366424]	[]
876_10190	chr5	39076828	39077228	+	972	41.5	[]	[]	[12.570299]	[170]	[]	[39077060]
876_10191	chr5	46926223	46926623	+	1000	41.5	[8.84223]	[121]	[]	[]	[46926442]	[]
876_10192	chr5	76657963	76658363	+	563	41.5	[]	[]	[7.764176]	[55]	[]	[76658114]
876_10193	chr5	95841904	95842304	+	1000	41.5	[8.361351]	[149]	[]	[]	[95842139]	[]
876_10195	chr5	142508060	142508460	+	1000	41.5	[]	[]	[12.570299]	[105]	[]	[142508241]
876_10196	chr5	154834940	154835340	+	939	41.5	[]	[]	[9.53014]	[102]	[]	[154835133]
876_10198	chr5	160252536	160252936	+	1000	41.5	[12.570299]	[120]	[]	[]	[160252728]	[]
876_10199	chr5	163433168	163433568	+	1000	41.5	[]	[]	[9.252844]	[76]	[]	[163433344]
876_102	chr8	101891774	101892174	+	1000	409.5	[12.570299]	[96]	[]	[]	[101891968]	[]
876_1020	chr11	66083367	66083767	+	1000	137.0	[]	[]	[12.570299]	[160]	[]	[66083585]
876_10203	chr6	10694549	10694949	+	1000	41.5	[]	[]	[8.009179]	[193]	[]	[10694770]
876_10204	chr6	11937984	11938384	+	1000	41.5	[]	[]	[10.2047415, 7.5891633]	[111, 161]	[]	[11938162, 11938212]
876_10209	chr6	27839516	27839916	+	897	41.5	[]	[]	[9.252844]	[106]	[]	[27839704]
876_1021	chr17	4721472	4721872	+	1000	137.0	[12.570299]	[95]	[9.53014]	[58]	[4721666]	[4721629]
876_10214	chr6	37023371	37023771	+	775	41.5	[]	[]	[12.570299]	[99]	[]	[37023539]
876_10215	chr6	41326090	41326490	+	680	41.5	[]	[]	[7.676677, 10.2047415]	[199, 216]	[]	[41326298, 41326315]
876_10217	chr6	43773188	43773588	+	1000	41.5	[]	[]	[8.361351]	[183]	[]	[43773419]
876_10219	chr6	87623203	87623603	+	1000	41.5	[]	[]	[12.570299]	[108]	[]	[87623405]
876_1022	chr17	45147662	45148062	+	1000	137.0	[]	[]	[12.570299, 8.009179]	[85, 111]	[]	[45147817, 45147843]
876_10220	chr6	111796305	111796705	+	1000	41.5	[]	[]	[12.570299]	[106]	[]	[111796498]
876_10221	chr6	130947424	130947824	+	754	41.5	[8.361351]	[166]	[]	[]	[130947671]	[]
876_10222	chr6	136471375	136471775	+	1000	41.5	[]	[]	[9.53014]	[163]	[]	[136471612]
876_10223	chr6	136481343	136481743	+	1000	41.5	[8.182752]	[127]	[]	[]	[136481548]	[]
876_10225	chr6	156809120	156809520	+	961	41.5	[9.252844]	[88]	[]	[]	[156809301]	[]
876_10226	chr6	160394290	160394690	+	1000	41.5	[8.361351]	[165]	[]	[]	[160394501]	[]
876_10229	chr7	21357667	21358067	+	882	41.5	[10.2047415]	[130]	[]	[]	[21357866]	[]
876_1023	chr19	35803518	35803918	+	1000	137.0	[8.361351]	[112]	[]	[]	[35803719]	[]
876_10230	chr7	22346281	22346681	+	998	41.5	[8.361351]	[97]	[]	[]	[22346476]	[]
876_10231	chr7	24920704	24921104	+	1000	41.5	[]	[]	[8.361351]	[180]	[]	[24920947]
876_10233	chr7	25727030	25727430	+	1000	41.5	[7.578352]	[60]	[12.570299]	[152]	[25727182]	[25727274]
876_10234	chr7	36484836	36485236	+	971	41.5	[]	[]	[12.570299]	[138]	[]	[36485020]
876_10237	chr7	78004085	78004485	+	1000	41.5	[]	[]	[8.361351]	[116]	[]	[78004300]
876_10238	chr7	87014306	87014706	+	1000	41.5	[8.361351]	[210]	[7.553737]	[179]	[87014537]	[87014506]
876_10240	chr7	93550574	93550974	+	1000	41.5	[]	[]	[12.570299]	[125]	[]	[93550797]
876_10241	chr7	100652982	100653382	+	914	41.5	[10.2047415]	[92]	[]	[]	[100653156]	[]
876_10243	chr7	107167529	107167929	+	1000	41.5	[8.009179]	[193]	[8.84223]	[244]	[107167724]	[107167775]
876_10244	chr7	116339586	116339986	+	1000	41.5	[]	[]	[8.84223]	[93]	[]	[116339769]
876_10247	chr7	135662018	135662418	+	1000	41.5	[]	[]	[7.553737]	[231]	[]	[135662268]
876_10253	chr8	26329789	26330189	+	1000	41.5	[]	[]	[10.2047415]	[115]	[]	[26329994]
876_10255	chr8	76901603	76902003	+	1000	41.5	[]	[]	[12.570299]	[105]	[]	[76901774]
876_10256	chr8	80485274	80485674	+	693	41.5	[9.53014]	[105]	[]	[]	[80485475]	[]
876_10260	chr9	19202178	19202578	+	552	41.5	[9.53014]	[62]	[]	[]	[19202329]	[]
876_10261	chr9	38681973	38682373	+	1000	41.5	[12.570299]	[94]	[]	[]	[38682141]	[]
876_10262	chr9	73869376	73869776	+	792	41.5	[12.570299]	[121]	[]	[]	[73869578]	[]
876_10265	chr9	130693402	130693802	+	1000	41.5	[7.676677, 12.570299]	[116, 171]	[]	[]	[130693589, 130693644]	[]
876_10266	chr9	130753677	130754077	+	1000	41.5	[8.009179]	[138]	[]	[]	[130753841]	[]
876_1027	chr5	134242107	134242507	+	1000	137.0	[]	[]	[12.570299]	[100]	[]	[134242298]
876_10270	chr9	131218980	131219380	+	1000	41.5	[]	[]	[7.677661]	[227]	[]	[131219225]
876_10274	chrX	2901723	2902123	+	1000	41.5	[]	[]	[12.570299]	[114]	[]	[2901909]
876_10277	chrX	110173832	110174232	+	1000	41.5	[12.570299]	[98]	[]	[]	[110174029]	[]
876_10278	chrX	110238235	110238635	+	1000	41.5	[12.570299]	[112]	[]	[]	[110238415]	[]
876_10279	chrX	134727427	134727827	+	1000	41.5	[8.182752]	[110]	[]	[]	[134727622]	[]
876_1028	chr5	147946465	147946865	+	1000	137.0	[]	[]	[12.570299]	[102]	[]	[147946664]
876_10285	chr1	16634760	16635160	+	1000	41.0	[]	[]	[9.252844]	[118]	[]	[16634955]
876_10288	chr1	31826861	31827261	+	1000	41.0	[]	[]	[9.53014]	[178]	[]	[31827059]
876_1029	chr7	129367815	129368215	+	1000	137.0	[]	[]	[12.570299]	[80]	[]	[129367983]
876_10290	chr1	37892260	37892660	+	683	41.0	[8.361351]	[123]	[]	[]	[37892481]	[]
876_10293	chr1	46039423	46039823	+	1000	41.0	[9.252844]	[126]	[]	[]	[46039597]	[]
876_10295	chr1	70979345	70979745	+	753	41.0	[]	[]	[10.2047415]	[110]	[]	[70979520]
876_10296	chr1	75273049	75273449	+	675	41.0	[]	[]	[9.252844]	[91]	[]	[75273218]
876_10298	chr1	112904222	112904622	+	585	41.0	[]	[]	[8.84223]	[171]	[]	[112904462]
876_1030	chr9	105782431	105782831	+	1000	137.0	[]	[]	[12.570299]	[104]	[]	[105782608]
876_10305	chr1	146007128	146007528	+	1000	41.0	[]	[]	[9.53014]	[116]	[]	[146007337]
876_10307	chr1	151548843	151549243	+	641	41.0	[]	[]	[12.570299]	[65]	[]	[151548997]
876_10308	chr1	174023054	174023454	+	950	41.0	[]	[]	[12.570299]	[126]	[]	[174023266]
876_10309	chr1	174204171	174204571	+	1000	41.0	[12.570299]	[97]	[]	[]	[174204354]	[]
876_10313	chr1	194894407	194894807	+	1000	41.0	[]	[]	[10.2047415]	[163]	[]	[194894647]
876_10317	chr1	221962418	221962818	+	999	41.0	[]	[]	[7.7748694]	[195]	[]	[221962663]
876_10319	chr1	224357449	224357849	+	1000	41.0	[]	[]	[7.676677]	[184]	[]	[224357644]
876_1032	chr1	241696336	241696736	+	1000	136.5	[12.570299]	[104]	[]	[]	[241696528]	[]
876_10321	chr1	228484998	228485398	+	1000	41.0	[]	[]	[12.570299]	[122]	[]	[228485210]
876_10323	chr1	235588893	235589293	+	1000	41.0	[12.570299]	[89]	[]	[]	[235589074]	[]
876_10325	chr1	241485408	241485808	+	784	41.0	[]	[]	[9.252844]	[76]	[]	[241485580]
876_10328	chr1	247110643	247111043	+	1000	41.0	[8.009179]	[163]	[]	[]	[247110851]	[]
876_10329	chr10	22682369	22682769	+	1000	41.0	[9.252844]	[124]	[]	[]	[22682582]	[]
876_10332	chr10	71319426	71319826	+	975	41.0	[]	[]	[12.570299]	[187]	[]	[71319660]
876_10335	chr11	5846739	5847139	+	677	41.0	[9.252844]	[94]	[]	[]	[5846909]	[]
876_10336	chr11	36385136	36385536	+	749	41.0	[10.2047415]	[122]	[8.84223]	[155]	[36385334]	[36385367]
876_10338	chr11	62426841	62427241	+	1000	41.0	[]	[]	[8.361351]	[115]	[]	[62427016]
876_10344	chr11	128504519	128504919	+	906	41.0	[]	[]	[12.570299]	[109]	[]	[128504719]
876_10345	chr12	3684511	3684911	+	763	41.0	[]	[]	[8.361351]	[152]	[]	[3684761]
876_10346	chr12	26769158	26769558	+	1000	41.0	[12.570299]	[122]	[10.2047415]	[98]	[26769366]	[26769342]
876_10348	chr12	53199701	53200101	+	1000	41.0	[]	[]	[12.570299]	[103]	[]	[53199897]
876_10349	chr12	53988997	53989397	+	1000	41.0	[8.182752]	[157]	[]	[]	[53989244]	[]
876_1035	chr3	63940420	63940820	+	1000	136.5	[9.53014]	[82]	[9.252844, 8.182752, 7.7748694]	[110, 130, 155]	[63940574]	[63940602, 63940622, 63940647]
876_10350	chr12	54549174	54549574	+	1000	41.0	[12.570299]	[82]	[]	[]	[54549350]	[]
876_10352	chr12	76764807	76765207	+	1000	41.0	[12.570299]	[114]	[12.570299]	[153]	[76765016]	[76765055]
876_10353	chr12	79933068	79933468	+	1000	41.0	[12.570299]	[115]	[]	[]	[79933277]	[]
876_10354	chr12	89817511	89817911	+	1000	41.0	[10.2047415]	[171]	[12.570299]	[122]	[89817758]	[89817709]
876_10357	chr12	107801095	107801495	+	895	41.0	[7.764176]	[105]	[12.570299]	[89]	[107801298]	[107801282]
876_10358	chr12	121658938	121659338	+	938	41.0	[8.182752]	[106]	[]	[]	[121659121]	[]
876_10359	chr13	27022918	27023318	+	1000	41.0	[9.53014]	[183]	[]	[]	[27023157]	[]
876_1036	chr3	149277520	149277920	+	1000	136.5	[8.361351]	[57]	[10.2047415]	[106]	[149277672]	[149277721]
876_10362	chr13	50460378	50460778	+	1000	41.0	[]	[]	[8.361351, 8.009179]	[87, 121]	[]	[50460563, 50460597]
876_10364	chr13	89854206	89854606	+	950	41.0	[12.570299, 8.361351]	[90, 112]	[]	[]	[89854393, 89854415]	[]
876_10366	chr13	90591541	90591941	+	1000	41.0	[]	[]	[9.53014]	[131]	[]	[90591736]
876_10367	chr13	90870775	90871175	+	797	41.0	[]	[]	[9.252844]	[101]	[]	[90870972]
876_10369	chr13	91152268	91152668	+	835	41.0	[9.252844]	[135]	[]	[]	[91152459]	[]
876_1037	chr5	126539108	126539508	+	1000	136.5	[8.361351, 8.182752, 8.361351]	[97, 119, 159]	[]	[]	[126539293, 126539315, 126539355]	[]
876_10373	chr13	92487928	92488328	+	1000	41.0	[]	[]	[9.252844]	[171]	[]	[92488140]
876_10375	chr13	107850272	107850672	+	1000	41.0	[]	[]	[9.53014]	[130]	[]	[107850425]
876_10378	chr13	107936897	107937297	+	1000	41.0	[8.361351, 7.7748694]	[150, 161]	[]	[]	[107937071, 107937082]	[]
876_10379	chr13	107976762	107977162	+	1000	41.0	[7.7748694]	[152]	[9.53014]	[141]	[107976954]	[107976943]
876_1038	chr8	126341836	126342236	+	1000	136.5	[12.570299]	[141]	[]	[]	[126342052]	[]
876_10383	chr14	77034156	77034556	+	779	41.0	[8.182752, 8.264141]	[118, 130]	[10.2047415, 8.84223]	[80, 94]	[77034358, 77034370]	[77034320, 77034334]
876_10385	chr15	28891543	28891943	+	1000	41.0	[10.2047415]	[110]	[9.252844]	[165]	[28891735]	[28891790]
876_10386	chr15	35064784	35065184	+	1000	41.0	[12.570299]	[136]	[9.53014]	[75]	[35065017]	[35064956]
876_10387	chr15	43094619	43095019	+	834	41.0	[10.2047415]	[101]	[]	[]	[43094788]	[]
876_10390	chr15	58833830	58834230	+	862	41.0	[]	[]	[8.84223]	[179]	[]	[58834081]
876_10392	chr15	74312400	74312800	+	994	41.0	[9.252844]	[84]	[]	[]	[74312583]	[]
876_10393	chr15	90149351	90149751	+	918	41.0	[]	[]	[12.570299, 12.570299]	[99, 113]	[]	[90149530, 90149544]
876_10394	chr15	90824104	90824504	+	1000	41.0	[9.53014]	[93]	[]	[]	[90824288]	[]
876_10397	chr16	10357289	10357689	+	987	41.0	[]	[]	[8.84223]	[165]	[]	[10357518]
876_10398	chr16	14186109	14186509	+	843	41.0	[]	[]	[9.53014]	[87]	[]	[14186290]
876_104	chr6	6851020	6851420	+	1000	407.5	[]	[]	[12.570299]	[101]	[]	[6851220]
876_1040	chr17	45345461	45345861	+	1000	136.0	[]	[]	[8.361351]	[133]	[]	[45345672]
876_10400	chr16	80023987	80024387	+	801	41.0	[12.570299, 9.252844]	[78, 135]	[9.252844]	[132]	[80024162, 80024219]	[80024216]
876_10404	chr17	79473421	79473821	+	1000	41.0	[]	[]	[8.361351]	[138]	[]	[79473621]
876_10406	chr18	9937590	9937990	+	1000	41.0	[]	[]	[7.578352]	[164]	[]	[9937807]
876_10407	chr18	12543659	12544059	+	891	41.0	[12.570299]	[116]	[]	[]	[12543856]	[]
876_10409	chr19	18000467	18000867	+	1000	41.0	[12.570299, 12.570299]	[57, 145]	[]	[]	[18000620, 18000708]	[]
876_1041	chr19	962224	962624	+	1000	136.0	[12.570299]	[120]	[]	[]	[962443]	[]
876_10410	chr19	50376170	50376570	+	1000	41.0	[8.264141]	[121]	[]	[]	[50376352]	[]
876_10411	chr19	52566578	52566978	+	944	41.0	[]	[]	[12.570299]	[151]	[]	[52566798]
876_10413	chr2	27010782	27011182	+	1000	41.0	[8.84223]	[154]	[]	[]	[27011029]	[]
876_10416	chr2	64021674	64022074	+	956	41.0	[8.182752]	[157]	[12.570299]	[108]	[64021887]	[64021838]
876_10417	chr2	64426141	64426541	+	1000	41.0	[]	[]	[12.570299]	[165]	[]	[64426379]
876_10419	chr2	72745694	72746094	+	1000	41.0	[8.361351]	[136]	[]	[]	[72745896]	[]
876_10423	chr2	101036555	101036955	+	1000	41.0	[]	[]	[8.182752, 10.2047415]	[91, 114]	[]	[101036743, 101036766]
876_10426	chr2	148362167	148362567	+	990	41.0	[12.570299]	[89]	[]	[]	[148362353]	[]
876_10427	chr2	148643579	148643979	+	971	41.0	[]	[]	[10.2047415, 10.2047415]	[63, 119]	[]	[148643731, 148643787]
876_10429	chr2	169204154	169204554	+	1000	41.0	[]	[]	[12.570299]	[106]	[]	[169204359]
876_1043	chr3	186871389	186871789	+	1000	136.0	[12.570299]	[101]	[]	[]	[186871582]	[]
876_10432	chr2	177637027	177637427	+	1000	41.0	[]	[]	[12.570299]	[136]	[]	[177637263]
876_10434	chr2	203352867	203353267	+	1000	41.0	[]	[]	[8.264141]	[85]	[]	[203353044]
876_10436	chr2	238420469	238420869	+	823	41.0	[9.252844]	[105]	[]	[]	[238420666]	[]
876_10440	chr21	34771464	34771864	+	1000	41.0	[7.677661]	[140]	[]	[]	[34771700]	[]
876_10443	chr22	19287492	19287892	+	1000	41.0	[12.570299]	[181]	[]	[]	[19287718]	[]
876_10445	chr22	20019919	20020319	+	1000	41.0	[]	[]	[12.570299]	[160]	[]	[20020166]
876_10447	chr22	20677696	20678096	+	1000	41.0	[]	[]	[9.53014, 12.570299]	[204, 224]	[]	[20677925, 20677945]
876_10448	chr22	20789713	20790113	+	873	41.0	[7.553737, 8.264141]	[186, 225]	[]	[]	[20789900, 20789939]	[]
876_1045	chr6	107275304	107275704	+	1000	136.0	[9.252844]	[121]	[]	[]	[107275511]	[]
876_10451	chr22	21598848	21599248	+	740	41.0	[7.676677]	[166]	[]	[]	[21599023]	[]
876_10452	chr22	21611432	21611832	+	1000	41.0	[9.53014]	[188]	[]	[]	[21611653]	[]
876_1046	chr6	111591397	111591797	+	1000	136.0	[8.264141]	[104]	[]	[]	[111591597]	[]
876_10460	chr22	22444570	22444970	+	1000	41.0	[8.84223]	[198]	[]	[]	[22444811]	[]
876_10464	chr22	22869575	22869975	+	1000	41.0	[]	[]	[7.7748694]	[115]	[]	[22869771]
876_10466	chr22	22992725	22993125	+	733	41.0	[]	[]	[8.009179]	[82]	[]	[22992888]
876_10469	chr3	5023420	5023820	+	774	41.0	[]	[]	[8.182752]	[136]	[]	[5023622]
876_1047	chr8	125664427	125664827	+	1000	136.0	[]	[]	[10.2047415]	[115]	[]	[125664612]
876_10475	chr3	25665453	25665853	+	1000	41.0	[]	[]	[8.361351]	[103]	[]	[25665632]
