#PeakID(python identify_motif.py ./ENCODE_processed_files/ELK1_idr.fa ELK1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
120_109	chr8	143281526	143281926	+	1000	159.0	[13.681358, 13.681358, 7.898935]	[51, 71, 82]	[]	[]	[143281677, 143281697, 143281708]	[]
120_1091	chr1	156660061	156660461	+	1000	59.0	[]	[]	[14.663861]	[151]	[]	[156660285]
120_1094	chr1	236794855	236795255	+	1000	59.0	[]	[]	[13.550472]	[181]	[]	[236795091]
120_1095	chr11	34917945	34918345	+	1000	59.0	[6.1569576]	[81]	[]	[]	[34918124]	[]
120_110	chr22	21629167	21629567	+	1000	158.0	[9.8508215]	[121]	[]	[]	[21629368]	[]
120_1100	chr15	43185211	43185611	+	1000	59.0	[12.6155815, 7.579411]	[107, 138]	[]	[]	[43185416, 43185447]	[]
120_1101	chr15	79958667	79959067	+	1000	59.0	[]	[]	[10.702384]	[115]	[]	[79958876]
120_1102	chr16	50458211	50458611	+	854	59.0	[6.8718476]	[100]	[]	[]	[50458384]	[]
120_111	chr5	66143990	66144390	+	1000	158.0	[]	[]	[11.899101]	[113]	[]	[66144193]
120_1112	chr19	14136941	14137341	+	1000	59.0	[11.900691]	[125]	[]	[]	[14137143]	[]
120_1114	chr2	85611924	85612324	+	1000	59.0	[]	[]	[16.446117]	[73]	[]	[85612092]
120_1117	chr2	189762556	189762956	+	1000	59.0	[12.6155815, 6.466769]	[129, 144]	[]	[]	[189762781, 189762796]	[]
120_1122	chr3	51995770	51996170	+	1000	59.0	[6.116678, 7.5894604]	[81, 137]	[]	[]	[51995936, 51995992]	[]
120_1127	chr6	31547317	31547717	+	1000	59.0	[]	[]	[12.329792, 9.914867]	[121, 147]	[]	[31547521, 31547547]
120_1129	chr8	37899282	37899682	+	1000	59.0	[]	[]	[11.899101]	[185]	[]	[37899528]
120_113	chr1	26636507	26636907	+	1000	156.0	[7.585262]	[86]	[]	[]	[26636683]	[]
120_1133	chr9	130579323	130579723	+	1000	59.0	[14.663861]	[151]	[]	[]	[130579556]	[]
120_1136	chr1	47179024	47179424	+	1000	58.0	[5.453353]	[148]	[7.8935585, 6.6503706]	[115, 160]	[47179255]	[47179222, 47179267]
120_1138	chr12	133037034	133037434	+	1000	58.0	[]	[]	[13.550472]	[101]	[]	[133037223]
120_1139	chr12	133181200	133181600	+	1000	58.0	[]	[]	[9.8508215]	[80]	[]	[133181356]
120_114	chr6	73564732	73565132	+	1000	156.0	[7.806739, 7.0684943]	[105, 151]	[9.536335]	[148]	[73564927, 73564973]	[73564970]
120_1142	chr14	57268707	57269107	+	1000	58.0	[14.663861]	[98]	[]	[]	[57268891]	[]
120_1147	chr17	74203441	74203841	+	1000	58.0	[6.133603, 11.697124]	[125, 131]	[]	[]	[74203657, 74203663]	[]
120_1149	chr19	13952283	13952683	+	1000	58.0	[13.550472]	[119]	[]	[]	[13952487]	[]
120_1150	chr19	49451607	49452007	+	1000	58.0	[]	[]	[16.446117]	[121]	[]	[49451823]
120_1152	chr2	169824723	169825123	+	1000	58.0	[11.899101]	[79]	[]	[]	[169824897]	[]
120_1153	chr2	178112172	178112572	+	1000	58.0	[7.785617]	[139]	[]	[]	[178112382]	[]
120_1157	chr3	33798353	33798753	+	1000	58.0	[12.6155815]	[142]	[]	[]	[33798580]	[]
120_1159	chr3	169764170	169764570	+	1000	58.0	[6.8745704]	[135]	[]	[]	[169764393]	[]
120_116	chr4	10116678	10117078	+	1000	154.0	[9.8508215]	[94]	[]	[]	[10116872]	[]
120_1161	chr5	442905	443305	+	1000	58.0	[5.4549427, 11.899101, 11.900691]	[86, 159, 165]	[11.899101]	[144]	[443073, 443146, 443152]	[443131]
120_1162	chr5	12574601	12575001	+	1000	58.0	[8.601443, 9.8508215]	[96, 113]	[]	[]	[12574795, 12574812]	[]
120_1164	chr5	83077385	83077785	+	1000	58.0	[16.446117, 13.550472]	[112, 141]	[]	[]	[83077593, 83077622]	[]
120_1165	chr5	181176259	181176659	+	1000	58.0	[]	[]	[6.8718476]	[121]	[]	[181176472]
120_1169	chr6	142146973	142147373	+	1000	58.0	[6.671003]	[160]	[]	[]	[142147179]	[]
120_1174	chrUn_KI270438v1	100791	101191	+	1000	58.0	[5.840594]	[112]	[]	[]	[100998]	[]
120_1175	chrX	151397000	151397400	+	1000	58.0	[]	[]	[14.663861, 14.663861, 16.446117]	[75, 94, 113]	[]	[151397168, 151397187, 151397206]
120_1177	chr1	29181921	29182321	+	1000	57.0	[12.6155815]	[130]	[]	[]	[29182134]	[]
120_1179	chr1	155834532	155834932	+	1000	57.0	[6.2567697]	[158]	[8.601443]	[154]	[155834776]	[155834772]
120_1182	chr10	43418011	43418411	+	1000	57.0	[8.898363]	[140]	[]	[]	[43418232]	[]
120_1188	chr16	58249727	58250127	+	1000	57.0	[13.681358]	[58]	[7.8935585]	[82]	[58249878]	[58249902]
120_119	chr19	55653604	55654004	+	1000	151.0	[12.6155815]	[141]	[11.697124]	[95]	[55653845]	[55653799]
120_120	chr9	120793257	120793657	+	1000	151.0	[7.353675, 6.259324]	[104, 133]	[5.54794, 16.446117]	[98, 119]	[120793454, 120793483]	[120793448, 120793469]
120_1207	chr6	36985963	36986363	+	1000	57.0	[]	[]	[12.6155815]	[91]	[]	[36986151]
120_1209	chr7	1569860	1570260	+	1000	57.0	[12.6155815, 13.550472]	[90, 150]	[8.720509, 7.163222]	[147, 171]	[1570024, 1570084]	[1570081, 1570105]
120_1212	chr7	103347424	103347824	+	1000	57.0	[13.681358]	[131]	[16.446117]	[99]	[103347651]	[103347619]
120_1216	chr1	37514618	37515018	+	1000	56.0	[]	[]	[10.785713]	[121]	[]	[37514837]
120_1218	chr1	224113863	224114263	+	1000	56.0	[16.446117]	[116]	[]	[]	[224114076]	[]
120_1220	chr11	70398268	70398668	+	1000	56.0	[5.7344956]	[193]	[]	[]	[70398502]	[]
120_1221	chr14	72907529	72907929	+	1000	56.0	[7.806739]	[121]	[]	[]	[72907746]	[]
120_1222	chr17	13639110	13639510	+	1000	56.0	[5.95339]	[107]	[]	[]	[13639307]	[]
120_1223	chr17	63826926	63827326	+	1000	56.0	[]	[]	[11.900691, 9.135932]	[83, 89]	[]	[63827107, 63827113]
120_1226	chr2	64524058	64524458	+	1000	56.0	[12.6155815]	[136]	[]	[]	[64524293]	[]
120_1227	chr2	86195293	86195693	+	1000	56.0	[13.681358]	[100]	[]	[]	[86195488]	[]
120_1230	chr20	46364203	46364603	+	1000	56.0	[6.0425715, 16.446117, 7.7827754]	[108, 122, 136]	[]	[]	[46364391, 46364405, 46364419]	[]
120_1231	chr21	42923858	42924258	+	1000	56.0	[14.663861]	[142]	[]	[]	[42924093]	[]
120_1235	chr3	157159989	157160389	+	1000	56.0	[]	[]	[7.353675]	[127]	[]	[157160216]
120_1239	chr5	168579463	168579863	+	1000	56.0	[]	[]	[7.353675]	[107]	[]	[168579659]
120_1241	chr7	100436279	100436679	+	1000	56.0	[9.96414]	[114]	[]	[]	[100436485]	[]
120_1250	chr1	1658823	1659223	+	1000	55.0	[]	[]	[10.702384, 8.307604]	[112, 150]	[]	[1659002, 1659040]
120_1254	chr1	143216079	143216479	+	1000	55.0	[5.840594]	[57]	[]	[]	[143216236]	[]
120_1258	chr1	161389762	161390162	+	1000	55.0	[]	[]	[16.446117]	[115]	[]	[161389969]
120_1259	chr1	161399142	161399542	+	1000	55.0	[8.69865]	[109]	[12.7289]	[142]	[161399347]	[161399380]
120_1261	chr1	175029672	175030072	+	1000	55.0	[10.785713]	[81]	[13.550472]	[78]	[175029849]	[175029846]
120_1265	chr1	246566105	246566505	+	1000	55.0	[]	[]	[11.900691, 7.353675]	[106, 112]	[]	[246566308, 246566314]
120_1267	chr10	22003577	22003977	+	1000	55.0	[11.899101]	[147]	[13.681358]	[100]	[22003817]	[22003770]
120_1268	chr10	78029381	78029781	+	1000	55.0	[]	[]	[6.8745704, 14.663861]	[91, 130]	[]	[78029560, 78029599]
120_1269	chr11	207324	207724	+	1000	55.0	[]	[]	[5.4397116, 14.663861, 6.64452]	[82, 97, 125]	[]	[207477, 207492, 207520]
120_1271	chr14	22471545	22471945	+	1000	55.0	[10.118435]	[117]	[13.681358]	[136]	[22471744]	[22471763]
120_128	chr2	20822911	20823311	+	1000	146.0	[16.446117]	[85]	[]	[]	[20823093]	[]
120_1282	chr19	45863107	45863507	+	1000	55.0	[]	[]	[10.946643]	[81]	[]	[45863285]
120_1286	chr3	69014845	69015245	+	1000	55.0	[7.806739]	[117]	[]	[]	[69015056]	[]
120_1294	chr6	58922728	58923128	+	1000	55.0	[7.1501074]	[146]	[]	[]	[58922973]	[]
120_1296	chr7	73557007	73557407	+	1000	55.0	[11.899101, 6.0425715]	[155, 162]	[]	[]	[73557222, 73557229]	[]
120_1297	chr8	124450075	124450475	+	1000	55.0	[]	[]	[7.806739]	[112]	[]	[124450277]
120_1298	chr8	142669799	142670199	+	1000	55.0	[14.663861]	[62]	[12.6155815]	[122]	[142669959]	[142670019]
120_130	chr6	692949	693349	+	1000	144.0	[]	[]	[10.118435]	[62]	[]	[693110]
120_1306	chr12	111599386	111599786	+	1000	54.0	[5.544434, 16.446117, 7.1501074]	[64, 90, 110]	[]	[]	[111599547, 111599573, 111599593]	[]
120_1307	chr13	28658893	28659293	+	1000	54.0	[6.0021086, 11.697124]	[119, 145]	[14.663861]	[113]	[28659091, 28659117]	[28659085]
120_1308	chr14	39170199	39170599	+	1000	54.0	[]	[]	[16.446117]	[135]	[]	[39170403]
120_131	chr2	55133868	55134268	+	1000	143.0	[]	[]	[7.0910826]	[139]	[]	[55134083]
120_1310	chr16	23453000	23453400	+	1000	54.0	[13.550472]	[121]	[8.524351]	[118]	[23453208]	[23453205]
120_1312	chr17	28897534	28897934	+	842	54.0	[14.663861]	[90]	[]	[]	[28897723]	[]
120_1313	chr17	48478281	48478681	+	1000	54.0	[13.550472, 6.323318]	[114, 155]	[7.0684943]	[111]	[48478485, 48478526]	[48478482]
120_1314	chr19	19901569	19901969	+	1000	54.0	[12.43198]	[109]	[]	[]	[19901777]	[]
120_1317	chr2	74454790	74455190	+	1000	54.0	[16.446117]	[162]	[]	[]	[74455010]	[]
120_1318	chr2	128090939	128091339	+	1000	54.0	[13.550472, 6.155368, 11.900691]	[112, 137, 143]	[]	[]	[128091145, 128091170, 128091176]	[]
120_1328	chr5	142446717	142447117	+	1000	54.0	[]	[]	[7.806739]	[139]	[]	[142446947]
120_133	chr19	12789753	12790153	+	1000	142.0	[]	[]	[5.676263, 6.1561913]	[87, 121]	[]	[12789937, 12789971]
120_1335	chr8	90000753	90001153	+	1000	54.0	[11.899101]	[144]	[7.7827754]	[100]	[90000974]	[90000930]
120_1339	chr1	23539799	23540199	+	1000	53.0	[5.4397116]	[76]	[]	[]	[23539957]	[]
120_1343	chr1	220733022	220733422	+	1000	53.0	[]	[]	[16.446117]	[75]	[]	[220733187]
120_1345	chr12	57539305	57539705	+	1000	53.0	[]	[]	[12.6155815]	[133]	[]	[57539510]
120_1349	chr15	65133702	65134102	+	1000	53.0	[8.720509]	[99]	[]	[]	[65133892]	[]
120_1354	chr17	64406789	64407189	+	1000	53.0	[16.446117]	[116]	[]	[]	[64407004]	[]
120_1356	chr19	1383636	1384036	+	1000	53.0	[]	[]	[9.66722]	[117]	[]	[1383821]
120_1364	chr21	33541878	33542278	+	1000	53.0	[14.663861]	[131]	[]	[]	[33542103]	[]
120_1367	chr22	20867460	20867860	+	1000	53.0	[]	[]	[7.0910826]	[114]	[]	[20867625]
120_1371	chr3	179347451	179347851	+	1000	53.0	[14.663861]	[151]	[11.899101]	[110]	[179347686]	[179347645]
120_1374	chr6	28349754	28350154	+	1000	53.0	[12.6155815]	[91]	[]	[]	[28349908]	[]
120_1375	chr6	143939997	143940397	+	1000	53.0	[14.663861]	[121]	[]	[]	[143940212]	[]
120_1381	chrX	119565283	119565683	+	1000	53.0	[]	[]	[12.6155815]	[97]	[]	[119565480]
120_139	chr2	169584153	169584553	+	1000	139.0	[]	[]	[13.681358]	[94]	[]	[169584342]
120_1393	chr11	64207408	64207808	+	1000	52.0	[]	[]	[12.6155815]	[100]	[]	[64207590]
120_1397	chr12	57487811	57488211	+	1000	52.0	[]	[]	[7.898935, 9.66722]	[59, 152]	[]	[57487963, 57488056]
120_1399	chr15	39782659	39783059	+	1000	52.0	[9.833254]	[125]	[13.681358]	[89]	[39782878]	[39782842]
120_140	chr6	27020141	27020541	+	1000	139.0	[10.547535, 16.446117]	[53, 87]	[]	[]	[27020292, 27020326]	[]
120_1401	chr15	69414025	69414425	+	1000	52.0	[]	[]	[14.663861, 8.070155]	[104, 122]	[]	[69414226, 69414244]
120_1402	chr15	73992148	73992548	+	1000	52.0	[]	[]	[11.899101, 7.353675]	[63, 132]	[]	[73992311, 73992380]
120_141	chr9	128881863	128882263	+	1000	139.0	[]	[]	[12.6155815]	[163]	[]	[128882112]
120_1413	chr19	1241446	1241846	+	1000	52.0	[5.623602]	[92]	[]	[]	[1241631]	[]
120_1420	chr2	55269084	55269484	+	1000	52.0	[7.6939425]	[125]	[13.681358]	[97]	[55269300]	[55269272]
120_1421	chr2	90381460	90381860	+	1000	52.0	[5.840594]	[121]	[]	[]	[90381679]	[]
120_1424	chr21	43859725	43860125	+	1000	52.0	[]	[]	[7.806739]	[56]	[]	[43859880]
120_1426	chr3	44436936	44437336	+	1000	52.0	[]	[]	[7.806739]	[116]	[]	[44437150]
120_1427	chr3	149752319	149752719	+	1000	52.0	[]	[]	[14.663861, 7.8849635]	[75, 135]	[]	[149752493, 149752553]
120_1429	chr5	32174182	32174582	+	1000	52.0	[11.899101]	[112]	[]	[]	[32174386]	[]
120_1435	chr7	73734699	73735099	+	1000	52.0	[14.663861]	[130]	[]	[]	[73734921]	[]
120_1437	chr7	105531922	105532322	+	1000	52.0	[]	[]	[10.089861]	[110]	[]	[105532095]
120_144	chr1	51671849	51672249	+	1000	137.0	[10.702384]	[104]	[]	[]	[51672048]	[]
120_1440	chr8	124538870	124539270	+	1000	52.0	[9.135932, 11.900691]	[115, 121]	[9.833897]	[148]	[124539070, 124539076]	[124539103]
120_1442	chr8	144827311	144827711	+	1000	52.0	[14.663861]	[115]	[8.181883]	[159]	[144827516]	[144827560]
120_1443	chr9	37592430	37592830	+	1000	52.0	[8.601443]	[77]	[10.702384]	[98]	[37592595]	[37592616]
120_1444	chr9	125261543	125261943	+	1000	52.0	[10.118435, 6.1042967]	[83, 111]	[]	[]	[125261722, 125261750]	[]
120_1445	chr9	136363624	136364024	+	1000	52.0	[7.353675]	[65]	[7.1501074, 7.5894604]	[85, 92]	[136363781]	[136363801, 136363808]
120_1455	chr10	5813411	5813811	+	1000	51.0	[]	[]	[13.681358]	[143]	[]	[5813635]
120_1456	chr10	68075159	68075559	+	1000	51.0	[14.663861]	[83]	[6.2567697]	[122]	[68075340]	[68075379]
120_1466	chr18	54269257	54269657	+	1000	51.0	[7.353675]	[151]	[]	[]	[54269504]	[]
120_1468	chr19	18557473	18557873	+	1000	51.0	[]	[]	[7.5894604]	[127]	[]	[18557660]
120_147	chr6	34757272	34757672	+	1000	136.0	[7.585262]	[80]	[8.898363]	[141]	[34757436]	[34757497]
120_1470	chr19	36771486	36771886	+	1000	51.0	[7.8849635]	[133]	[]	[]	[36771707]	[]
120_1471	chr19	55634754	55635154	+	1000	51.0	[10.785713, 12.6155815]	[149, 178]	[]	[]	[55634961, 55634990]	[]
120_1475	chr21	36989791	36990191	+	1000	51.0	[13.681358]	[83]	[6.116678]	[120]	[36989966]	[36990003]
120_1480	chr5	37370912	37371312	+	1000	51.0	[]	[]	[11.900691, 7.303671]	[131, 140]	[]	[37371114, 37371123]
120_1481	chr5	141691355	141691755	+	1000	51.0	[]	[]	[6.1569576]	[127]	[]	[141691581]
120_1486	chr6	96897792	96898192	+	1000	51.0	[]	[]	[11.899101]	[156]	[]	[96898031]
120_1488	chr7	76166367	76166767	+	1000	51.0	[9.833897]	[147]	[]	[]	[76166600]	[]
120_1489	chr7	99500105	99500505	+	1000	51.0	[11.899101]	[115]	[5.97098, 8.898363]	[106, 157]	[99500289]	[99500280, 99500331]
120_1491	chr8	98045403	98045803	+	1000	51.0	[10.649723, 13.681358, 5.418713]	[80, 94, 100]	[7.710297]	[148]	[98045582, 98045596, 98045602]	[98045650]
120_1493	chr1	40373502	40373902	+	1000	50.0	[14.663861]	[116]	[]	[]	[40373711]	[]
120_1497	chr1	156661235	156661635	+	1000	50.0	[6.133603, 8.932364]	[125, 131]	[]	[]	[156661448, 156661454]	[]
120_150	chr16	1351711	1352111	+	1000	135.0	[6.111302]	[82]	[16.446117]	[92]	[1351891]	[1351901]
120_1501	chr11	6481303	6481703	+	1000	50.0	[11.697124, 6.44866]	[106, 177]	[12.6155815]	[79]	[6481482, 6481553]	[6481455]
120_1504	chr11	61429858	61430258	+	1000	50.0	[12.6155815]	[159]	[14.663861, 9.833897]	[77, 101]	[61430103]	[61430021, 61430045]
120_1507	chr12	106974542	106974942	+	1000	50.0	[16.446117]	[103]	[]	[]	[106974738]	[]
120_1512	chr15	74615631	74616031	+	1000	50.0	[11.899101, 6.8745704]	[106, 112]	[]	[]	[74615833, 74615839]	[]
120_1516	chr16	85011330	85011730	+	1000	50.0	[14.663861]	[114]	[10.649723]	[157]	[85011527]	[85011570]
120_1522	chr19	8580718	8581118	+	1000	50.0	[10.118435]	[126]	[]	[]	[8580925]	[]
120_1525	chr19	34428157	34428557	+	1000	50.0	[5.5428443, 5.418713]	[67, 89]	[11.899101]	[119]	[34428319, 34428341]	[34428371]
120_1526	chr19	45038829	45039229	+	1000	50.0	[10.118435]	[60]	[8.183473, 13.681358]	[122, 128]	[45038988]	[45039050, 45039056]
120_1528	chr2	32356940	32357340	+	1000	50.0	[]	[]	[14.663861]	[86]	[]	[32357123]
120_153	chr5	69093844	69094244	+	1000	135.0	[10.649723]	[111]	[]	[]	[69094050]	[]
120_1531	chr20	49812642	49813042	+	1000	50.0	[9.135932, 11.899101]	[106, 113]	[]	[]	[49812848, 49812855]	[]
120_154	chr19	4723750	4724150	+	1000	134.0	[]	[]	[11.419997]	[118]	[]	[4723963]
120_1544	chr7	101138473	101138873	+	1000	50.0	[]	[]	[10.946643]	[112]	[]	[101138671]
120_1547	chr9	85940791	85941191	+	1000	50.0	[]	[]	[16.446117]	[110]	[]	[85940996]
120_1548	chr1	959058	959458	+	1000	49.0	[7.221968]	[100]	[14.663861, 10.118435]	[118, 150]	[959248]	[959266, 959298]
120_1549	chr1	3747177	3747577	+	740	49.0	[10.785713]	[111]	[]	[]	[3747379]	[]
120_155	chr20	51338589	51338989	+	1000	134.0	[]	[]	[6.1561913]	[136]	[]	[51338805]
120_1550	chr1	4075194	4075594	+	1000	49.0	[]	[]	[11.900691]	[92]	[]	[4075383]
120_1552	chr1	155004013	155004413	+	1000	49.0	[16.446117, 5.645092]	[84, 114]	[9.8508215]	[131]	[155004169, 155004199]	[155004216]
120_1557	chr10	68811326	68811726	+	1000	49.0	[]	[]	[7.806739]	[123]	[]	[68811525]
120_1563	chr15	38453893	38454293	+	1000	49.0	[9.66722]	[95]	[8.181883]	[121]	[38454087]	[38454113]
120_1564	chr15	63504358	63504758	+	1000	49.0	[10.785713]	[136]	[]	[]	[63504579]	[]
120_1567	chr16	89240845	89241245	+	1000	49.0	[]	[]	[12.6155815, 12.6155815]	[116, 146]	[]	[89241060, 89241090]
120_1577	chr20	31060287	31060687	+	1000	49.0	[5.840594]	[133]	[]	[]	[31060471]	[]
120_1578	chr20	32358018	32358418	+	1000	49.0	[6.2567697]	[107]	[8.524351]	[144]	[32358181]	[32358218]
120_1579	chr20	35664762	35665162	+	1000	49.0	[12.6155815]	[141]	[]	[]	[35665002]	[]
120_1581	chr20	46758046	46758446	+	1000	49.0	[]	[]	[14.663861]	[81]	[]	[46758227]
120_1582	chr21	43728591	43728991	+	1000	49.0	[5.521414]	[205]	[]	[]	[43728820]	[]
120_1587	chr3	49120638	49121038	+	1000	49.0	[]	[]	[7.6020155, 7.8849635, 9.66722, 7.8849635]	[70, 76, 92, 98]	[]	[49120807, 49120813, 49120829, 49120835]
120_1590	chr4	78775734	78776134	+	1000	49.0	[7.8849635]	[142]	[14.663861]	[154]	[78775962]	[78775974]
120_1593	chr5	105392860	105393260	+	1000	49.0	[7.806739]	[146]	[16.446117]	[159]	[105393080]	[105393093]
120_1597	chr6	33061959	33062359	+	1000	49.0	[10.702384]	[84]	[]	[]	[33062122]	[]
120_16	chr14	75294073	75294473	+	1000	555.0	[]	[]	[9.135932]	[136]	[]	[75294297]
120_160	chr1	25708088	25708488	+	1000	132.0	[]	[]	[7.806739]	[116]	[]	[25708287]
120_1600	chr7	12686536	12686936	+	1000	49.0	[14.663861]	[89]	[]	[]	[12686724]	[]
120_1605	chr9	128160157	128160557	+	1000	49.0	[]	[]	[5.717571]	[101]	[]	[128160332]
120_1607	chrX	11393866	11394266	+	1000	49.0	[]	[]	[10.702384]	[119]	[]	[11394067]
120_1609	chr1	15975913	15976313	+	1000	48.0	[]	[]	[14.663861]	[112]	[]	[15976120]
120_1614	chr1	66924997	66925397	+	1000	48.0	[7.5894604]	[138]	[12.6155815]	[153]	[66925211]	[66925226]
120_1619	chr10	35126459	35126859	+	1000	48.0	[]	[]	[13.681358]	[132]	[]	[35126691]
120_1620	chr10	71797749	71798149	+	1000	48.0	[8.720509]	[127]	[]	[]	[71797953]	[]
120_1621	chr10	72354798	72355198	+	1000	48.0	[7.081328]	[162]	[]	[]	[72355049]	[]
120_1630	chr15	78131327	78131727	+	1000	48.0	[14.663861]	[136]	[]	[]	[78131546]	[]
120_1634	chr17	43677914	43678314	+	1000	48.0	[14.663861]	[152]	[]	[]	[43678127]	[]
120_1635	chr17	59619658	59620058	+	1000	48.0	[]	[]	[7.070727, 7.0684943]	[146, 165]	[]	[59619880, 59619899]
120_1636	chr18	35343814	35344214	+	1000	48.0	[]	[]	[10.118435]	[64]	[]	[35343967]
120_1639	chr19	19394809	19395209	+	1000	48.0	[14.663861]	[117]	[]	[]	[19395005]	[]
120_1644	chr2	44361621	44362021	+	1000	48.0	[12.7289]	[133]	[]	[]	[44361854]	[]
120_1645	chr2	96921968	96922368	+	1000	48.0	[7.806739]	[106]	[]	[]	[96922171]	[]
120_1648	chr20	50931269	50931669	+	1000	48.0	[11.900691]	[123]	[]	[]	[50931438]	[]
120_165	chr9	86354236	86354636	+	1000	131.0	[]	[]	[5.676263, 14.663861]	[74, 121]	[]	[86354404, 86354451]
120_1657	chr6	26568683	26569083	+	1000	48.0	[8.30505]	[69]	[]	[]	[26568834]	[]
120_166	chr16	25106957	25107357	+	1000	130.0	[]	[]	[14.663861]	[116]	[]	[25107145]
120_1660	chr6	33208282	33208682	+	1000	48.0	[10.118435]	[112]	[]	[]	[33208488]	[]
120_1662	chr6	143450548	143450948	+	1000	48.0	[]	[]	[6.133603]	[89]	[]	[143450736]
120_1667	chr7	140479218	140479618	+	1000	48.0	[8.601443]	[66]	[12.6155815, 12.43198]	[72, 88]	[140479371]	[140479377, 140479393]
120_1669	chr8	28890119	28890519	+	1000	48.0	[14.663861]	[96]	[]	[]	[28890280]	[]
120_1671	chr8	144901505	144901905	+	1000	48.0	[]	[]	[12.6155815]	[126]	[]	[144901708]
120_1673	chr9	100098883	100099283	+	1000	48.0	[]	[]	[12.6155815, 7.0910826, 5.95339]	[74, 101, 158]	[]	[100099036, 100099063, 100099120]
120_1676	chr9	136410428	136410828	+	1000	48.0	[7.353675, 11.900691]	[103, 109]	[]	[]	[136410626, 136410632]	[]
120_1677	chr9	136483736	136484136	+	1000	48.0	[14.663861]	[92]	[]	[]	[136483905]	[]
120_1678	chrUn_GL000220v1	119678	120078	+	1000	48.0	[6.111302]	[83]	[7.824828]	[117]	[119861]	[119895]
120_168	chr6	67885677	67886077	+	1000	130.0	[14.663861]	[112]	[]	[]	[67885885]	[]
120_1680	chr1	23597057	23597457	+	1000	47.0	[7.806739]	[130]	[]	[]	[23597285]	[]
120_1681	chr1	28552725	28553125	+	1000	47.0	[10.785713]	[85]	[]	[]	[28552903]	[]
