#PeakID(python identify_motif.py ./ENCODE_processed_files/PBX2_idr.fa PBX2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
919_10050	chr1	230318195	230318595	+	671	27.0	[13.096307]	[145]	[]	[]	[230318419]	[]
919_10052	chr1	246699119	246699519	+	773	27.0	[]	[]	[7.597396]	[102]	[]	[246699299]
919_10056	chr10	24790640	24791040	+	763	27.0	[15.3284025]	[107]	[]	[]	[24790839]	[]
919_1006	chr18	57141654	57142054	+	1000	105.0	[7.365663]	[148]	[]	[]	[57141888]	[]
919_10061	chr10	47407071	47407471	+	788	27.0	[13.096307]	[108]	[]	[]	[47407252]	[]
919_10062	chr10	48505605	48506005	+	708	27.0	[7.365663]	[151]	[]	[]	[48505851]	[]
919_10064	chr10	61750771	61751171	+	884	27.0	[]	[]	[13.767965]	[133]	[]	[61750964]
919_1007	chr19	7674322	7674722	+	1000	105.0	[]	[]	[11.295278]	[101]	[]	[7674516]
919_10077	chr10	74855037	74855437	+	543	27.0	[11.98683]	[152]	[]	[]	[74855261]	[]
919_1008	chr19	35757758	35758158	+	1000	105.0	[]	[]	[8.841524]	[103]	[]	[35757957]
919_10089	chr11	45722034	45722434	+	908	27.0	[]	[]	[15.3284025]	[131]	[]	[45722257]
919_10101	chr11	65553654	65554054	+	831	27.0	[6.9863925]	[115]	[]	[]	[65553864]	[]
919_10103	chr11	66881825	66882225	+	766	27.0	[]	[]	[7.417628, 8.143421]	[114, 147]	[]	[66881992, 66882025]
919_10105	chr11	69918763	69919163	+	923	27.0	[]	[]	[6.8849363]	[118]	[]	[69918971]
919_1011	chr4	122732374	122732774	+	1000	105.0	[12.475059]	[93]	[]	[]	[122732567]	[]
919_10111	chr11	133078566	133078966	+	792	27.0	[]	[]	[11.2828665]	[152]	[]	[133078795]
919_10113	chr12	25254296	25254696	+	645	27.0	[]	[]	[6.920084]	[84]	[]	[25254473]
919_10115	chr12	49580385	49580785	+	758	27.0	[]	[]	[11.315171]	[132]	[]	[49580606]
919_10117	chr12	51047788	51048188	+	891	27.0	[8.161369]	[107]	[]	[]	[51047943]	[]
919_10118	chr12	56221233	56221633	+	892	27.0	[]	[]	[11.019517]	[115]	[]	[56221438]
919_1012	chr5	157142736	157143136	+	1000	105.0	[7.597396]	[88]	[]	[]	[157142913]	[]
919_10121	chr12	92379128	92379528	+	900	27.0	[7.9084163]	[94]	[]	[]	[92379305]	[]
919_10122	chr12	96329560	96329960	+	843	27.0	[7.2086043]	[162]	[]	[]	[96329797]	[]
919_10126	chr12	121712052	121712452	+	902	27.0	[8.138656]	[75]	[]	[]	[121712225]	[]
919_1013	chr6	169212874	169213274	+	1000	105.0	[]	[]	[12.034296]	[99]	[]	[169213064]
919_10133	chr13	27450354	27450754	+	635	27.0	[12.309368]	[81]	[]	[]	[27450524]	[]
919_10147	chr13	90351938	90352338	+	687	27.0	[]	[]	[8.123892]	[213]	[]	[90352178]
919_10153	chr13	90675182	90675582	+	862	27.0	[]	[]	[7.781394]	[158]	[]	[90675422]
919_1016	chr9	91734371	91734771	+	1000	105.0	[]	[]	[13.096307]	[111]	[]	[91734576]
919_1017	chr9	129884089	129884489	+	1000	105.0	[15.3284025]	[105]	[12.843303]	[93]	[129884293]	[129884281]
919_10170	chr13	91573038	91573438	+	650	27.0	[7.171407]	[168]	[9.703858]	[149]	[91573229]	[91573210]
919_1018	chr10	11115339	11115739	+	1000	104.0	[7.6864405]	[135]	[]	[]	[11115566]	[]
919_10192	chr13	107885300	107885700	+	916	27.0	[]	[]	[7.9707575]	[107]	[]	[107885458]
919_10199	chr14	49599024	49599424	+	799	27.0	[8.001171]	[51]	[11.315171]	[101]	[49599175]	[49599225]
919_102	chr2	61538245	61538645	+	1000	281.0	[]	[]	[8.445374]	[99]	[]	[61538442]
919_10214	chr15	101875998	101876398	+	817	27.0	[7.5991683]	[68]	[8.129065]	[90]	[101876166]	[101876188]
919_1022	chr3	9396859	9397259	+	1000	104.0	[9.942505]	[111]	[]	[]	[9397064]	[]
919_10237	chr16	54370577	54370977	+	720	27.0	[9.45908]	[129]	[11.98683]	[105]	[54370790]	[54370766]
919_10243	chr16	75320418	75320818	+	751	27.0	[15.3284025]	[100]	[]	[]	[75320618]	[]
919_10245	chr16	84958982	84959382	+	888	27.0	[6.9218564]	[174]	[]	[]	[84959218]	[]
919_1025	chr6	15036716	15037116	+	1000	104.0	[10.748932]	[121]	[]	[]	[15036925]	[]
919_10257	chr16	89657401	89657801	+	856	27.0	[6.9218564]	[93]	[]	[]	[89657593]	[]
919_10258	chr17	12438827	12439227	+	887	27.0	[8.270616]	[149]	[]	[]	[12438998]	[]
919_1026	chr6	20846600	20847000	+	1000	104.0	[13.767965]	[114]	[]	[]	[20846807]	[]
919_10260	chr17	17088067	17088467	+	875	27.0	[11.995326]	[96]	[]	[]	[17088257]	[]
919_10264	chr17	40219594	40219994	+	742	27.0	[8.942274]	[89]	[]	[]	[40219782]	[]
919_10286	chr17	78169362	78169762	+	897	27.0	[7.471763]	[126]	[]	[]	[78169576]	[]
919_10291	chr17	82647657	82648057	+	889	27.0	[]	[]	[11.019517]	[117]	[]	[82647853]
919_10293	chr18	864859	865259	+	792	27.0	[8.787421]	[105]	[]	[]	[865057]	[]
919_1030	chr12	57552297	57552697	+	1000	103.0	[]	[]	[13.547267]	[108]	[]	[57552501]
919_10301	chr19	3984119	3984519	+	738	27.0	[8.270616]	[144]	[7.963974]	[174]	[3984281]	[3984311]
919_10306	chr19	10502011	10502411	+	863	27.0	[]	[]	[7.4158554]	[151]	[]	[10502206]
919_10307	chr19	11355887	11356287	+	867	27.0	[]	[]	[6.9218564]	[85]	[]	[11356050]
919_1031	chr12	122966257	122966657	+	1000	103.0	[6.9863925]	[129]	[]	[]	[122966483]	[]
919_10312	chr19	20999599	20999999	+	806	27.0	[]	[]	[11.98683, 13.767965]	[86, 129]	[]	[20999769, 20999812]
919_10321	chr19	43755109	43755509	+	877	27.0	[8.001171]	[172]	[]	[]	[43755360]	[]
919_10325	chr19	47444333	47444733	+	575	27.0	[8.655526]	[167]	[]	[]	[47444584]	[]
919_10335	chr2	38875561	38875961	+	849	27.0	[7.983867]	[141]	[]	[]	[38875713]	[]
919_1034	chr14	94026129	94026529	+	1000	103.0	[]	[]	[8.000483]	[101]	[]	[94026330]
919_10352	chr2	175181635	175182035	+	869	27.0	[9.141982]	[102]	[]	[]	[175181818]	[]
919_10358	chr2	219516240	219516640	+	829	27.0	[]	[]	[8.270616]	[122]	[]	[219516458]
919_10372	chr20	53738350	53738750	+	808	27.0	[8.436447]	[97]	[]	[]	[53738509]	[]
919_10377	chr21	33976709	33977109	+	816	27.0	[7.6554127]	[105]	[]	[]	[33976914]	[]
919_10382	chr21	45973947	45974347	+	843	27.0	[]	[]	[6.9172416]	[176]	[]	[45974136]
919_10389	chr22	19139247	19139647	+	802	27.0	[]	[]	[8.155379]	[110]	[]	[19139434]
919_1042	chr6	41735410	41735810	+	1000	103.0	[]	[]	[11.2828665]	[101]	[]	[41735598]
919_10421	chr22	20184487	20184887	+	715	27.0	[8.655526, 8.464807]	[101, 129]	[15.3284025]	[113]	[20184678, 20184706]	[20184690]
919_10455	chr22	22163523	22163923	+	925	27.0	[7.483721]	[181]	[]	[]	[22163721]	[]
919_1046	chr15	58332029	58332429	+	1000	102.0	[8.841524]	[123]	[]	[]	[58332194]	[]
919_10461	chr22	22391471	22391871	+	727	27.0	[]	[]	[8.001171]	[220]	[]	[22391702]
919_10464	chr22	22449646	22450046	+	800	27.0	[]	[]	[7.287168]	[93]	[]	[22449798]
919_10478	chr3	4731515	4731915	+	782	27.0	[15.3284025]	[98]	[]	[]	[4731691]	[]
919_10485	chr3	13662314	13662714	+	857	27.0	[7.597396]	[117]	[]	[]	[13662506]	[]
919_10498	chr3	49412046	49412446	+	831	27.0	[]	[]	[9.370035]	[102]	[]	[49412215]
919_1050	chr19	11766797	11767197	+	1000	102.0	[]	[]	[15.3284025]	[105]	[]	[11766999]
919_10500	chr3	124513619	124514019	+	694	27.0	[]	[]	[13.767965]	[77]	[]	[124513796]
919_10501	chr3	132417753	132418153	+	714	27.0	[13.767965]	[114]	[]	[]	[132417953]	[]
919_10503	chr3	141368240	141368640	+	631	27.0	[7.4158554]	[93]	[]	[]	[141368402]	[]
919_10537	chr4	139015259	139015659	+	940	27.0	[8.270616]	[97]	[8.653753]	[89]	[139015446]	[139015438]
919_10549	chr5	89308506	89308906	+	816	27.0	[7.9515624]	[103]	[15.3284025]	[90]	[89308699]	[89308686]
919_1055	chr6	87700692	87701092	+	1000	102.0	[9.180952, 7.895588]	[109, 133]	[]	[]	[87700895, 87700919]	[]
919_10552	chr5	135058412	135058812	+	842	27.0	[13.767965]	[105]	[]	[]	[135058605]	[]
919_10555	chr5	150544730	150545130	+	856	27.0	[11.98683]	[140]	[]	[]	[150544954]	[]
919_10558	chr5	172805716	172806116	+	898	27.0	[]	[]	[8.270616, 7.121478]	[112, 116]	[]	[172805925, 172805929]
919_1056	chr7	70568774	70569174	+	1000	102.0	[11.98683]	[69]	[]	[]	[70568940]	[]
919_10561	chr6	5672580	5672980	+	855	27.0	[6.7459693]	[121]	[7.1035852]	[119]	[5672796]	[5672794]
919_10562	chr6	6735077	6735477	+	775	27.0	[]	[]	[11.995326]	[104]	[]	[6735263]
919_10565	chr6	15905892	15906292	+	937	27.0	[]	[]	[7.6186666]	[158]	[]	[15906126]
919_10576	chr6	31662388	31662788	+	839	27.0	[8.655526]	[217]	[]	[]	[31662616]	[]
919_10591	chr6	42563860	42564260	+	950	27.0	[6.671917]	[84]	[]	[]	[42564042]	[]
919_106	chr7	149873696	149874096	+	1000	280.0	[13.767965]	[93]	[7.597396]	[60]	[149873888]	[149873855]
919_10600	chr6	116229268	116229668	+	779	27.0	[]	[]	[13.096307]	[147]	[]	[116229489]
919_10603	chr6	132822982	132823382	+	795	27.0	[9.734841]	[98]	[]	[]	[132823180]	[]
919_10619	chr7	8387504	8387904	+	855	27.0	[]	[]	[15.3284025]	[104]	[]	[8387699]
919_1062	chr15	56923143	56923543	+	1000	101.0	[]	[]	[7.5889]	[128]	[]	[56923364]
919_10621	chr7	24290278	24290678	+	714	27.0	[8.787421]	[101]	[]	[]	[24290476]	[]
919_10623	chr7	32490057	32490457	+	814	27.0	[6.719383]	[148]	[]	[]	[32490275]	[]
919_1063	chr16	46748218	46748618	+	1000	101.0	[13.767965]	[100]	[]	[]	[46748413]	[]
919_10638	chr7	105487762	105488162	+	702	27.0	[]	[]	[7.636366]	[98]	[]	[105487923]
919_1064	chr17	21272976	21273376	+	1000	101.0	[11.995326]	[93]	[]	[]	[21273169]	[]
919_10643	chr7	107779734	107780134	+	732	27.0	[7.636366, 8.655526]	[190, 210]	[]	[]	[107779948, 107779968]	[]
919_10648	chr7	127654609	127655009	+	873	27.0	[9.108106, 11.98683]	[87, 131]	[]	[]	[127654770, 127654814]	[]
919_10650	chr7	128052389	128052789	+	903	27.0	[11.98683]	[142]	[]	[]	[128052631]	[]
919_10657	chr7	133372386	133372786	+	823	27.0	[13.096307]	[124]	[8.143421]	[150]	[133372600]	[133372626]
919_10662	chr7	140397730	140398130	+	885	27.0	[]	[]	[9.370035]	[132]	[]	[140397960]
919_10664	chr7	143836487	143836887	+	546	27.0	[9.063183]	[88]	[]	[]	[143836667]	[]
919_10673	chr7	151745362	151745762	+	763	27.0	[13.767965]	[115]	[]	[]	[151745566]	[]
919_10678	chr7	158147493	158147893	+	902	27.0	[9.765003, 9.765003]	[81, 119]	[]	[]	[158147673, 158147711]	[]
919_10680	chr7	158914997	158915397	+	868	27.0	[10.245942, 10.245942, 10.245942]	[98, 132, 170]	[]	[]	[158915169, 158915203, 158915241]	[]
919_10681	chr7	159197411	159197811	+	929	27.0	[8.155379]	[178]	[]	[]	[159197621]	[]
919_10684	chr8	37891681	37892081	+	893	27.0	[8.580075]	[62]	[]	[]	[37891835]	[]
919_10690	chr8	99013048	99013448	+	840	27.0	[8.653753, 7.249742]	[106, 120]	[]	[]	[99013206, 99013220]	[]
919_10695	chr8	129697924	129698324	+	912	27.0	[6.7459693, 6.7459693]	[125, 157]	[]	[]	[129698120, 129698152]	[]
919_10699	chr9	5879448	5879848	+	752	27.0	[9.942505]	[109]	[]	[]	[5879650]	[]
919_107	chr6	32178171	32178571	+	1000	279.0	[9.76323]	[94]	[]	[]	[32178364]	[]
919_10700	chr9	33001269	33001669	+	887	27.0	[]	[]	[7.72541]	[103]	[]	[33001462]
919_10713	chr9	122402378	122402778	+	931	27.0	[9.45908, 7.990104]	[81, 149]	[]	[]	[122402533, 122402601]	[]
919_10716	chr9	126854701	126855101	+	876	27.0	[9.063183]	[141]	[]	[]	[126854910]	[]
919_10717	chr9	127918365	127918765	+	766	27.0	[]	[]	[7.9515624, 7.94979]	[74, 80]	[]	[127918531, 127918537]
919_1073	chr1	233112926	233113326	+	1000	100.0	[8.685505, 8.887406]	[101, 131]	[]	[]	[233113117, 233113147]	[]
919_10740	chrX	155147574	155147974	+	868	27.0	[]	[]	[10.668542]	[97]	[]	[155147768]
919_10759	chr1	25832230	25832630	+	593	26.0	[]	[]	[13.767965]	[76]	[]	[25832401]
919_10763	chr1	28580350	28580750	+	738	26.0	[]	[]	[6.6958528]	[160]	[]	[28580582]
919_1077	chr17	40322559	40322959	+	1000	100.0	[10.434889]	[92]	[10.611208]	[119]	[40322749]	[40322776]
919_10770	chr1	38009212	38009612	+	825	26.0	[]	[]	[9.734841]	[108]	[]	[38009365]
919_10777	chr1	51236983	51237383	+	791	26.0	[11.2828665]	[180]	[]	[]	[51237168]	[]
919_10783	chr1	91711518	91711918	+	620	26.0	[11.98683]	[128]	[]	[]	[91711734]	[]
919_10786	chr1	113874514	113874914	+	838	26.0	[11.2828665]	[113]	[]	[]	[113874718]	[]
919_1079	chr3	72339036	72339436	+	1000	100.0	[8.698377]	[99]	[]	[]	[72339230]	[]
919_10794	chr1	149885102	149885502	+	820	26.0	[]	[]	[8.441935]	[93]	[]	[149885276]
919_10795	chr1	149885554	149885954	+	778	26.0	[]	[]	[8.787421, 8.290325]	[165, 182]	[]	[149885787, 149885804]
919_1080	chr6	119349611	119350011	+	1000	100.0	[7.677944]	[116]	[]	[]	[119349815]	[]
919_10805	chr1	181112529	181112929	+	785	26.0	[7.6186666]	[91]	[]	[]	[181112696]	[]
919_10824	chr1	228479368	228479768	+	833	26.0	[7.3372383]	[108]	[8.880494]	[106]	[228479569]	[228479567]
919_10829	chr1	234730558	234730958	+	838	26.0	[10.614163]	[191]	[]	[]	[234730803]	[]
919_10850	chr10	49187057	49187457	+	790	26.0	[7.6186666, 7.9084163]	[72, 148]	[]	[]	[49187212, 49187288]	[]
919_10852	chr10	61780056	61780456	+	666	26.0	[]	[]	[8.161369]	[145]	[]	[61780280]
919_10853	chr10	69390063	69390463	+	755	26.0	[11.98683]	[142]	[]	[]	[69390282]	[]
919_10862	chr10	75235785	75236185	+	880	26.0	[7.9515624]	[80]	[]	[]	[75235953]	[]
919_10866	chr10	92688773	92689173	+	672	26.0	[]	[]	[11.019517]	[110]	[]	[92688971]
919_10871	chr11	35594688	35595088	+	723	26.0	[]	[]	[9.715816, 7.9346805]	[89, 151]	[]	[35594848, 35594910]
919_10872	chr11	44178393	44178793	+	890	26.0	[]	[]	[8.34459]	[96]	[]	[44178561]
919_1088	chr15	82849572	82849972	+	1000	99.0	[]	[]	[9.238381]	[111]	[]	[82849765]
919_10907	chr12	57756709	57757109	+	811	26.0	[8.013846]	[108]	[]	[]	[57756895]	[]
919_10911	chr12	95173610	95174010	+	856	26.0	[]	[]	[8.231745]	[124]	[]	[95173832]
919_1092	chr2	12074344	12074744	+	1000	99.0	[]	[]	[8.698377]	[100]	[]	[12074538]
919_10923	chr12	130952437	130952837	+	834	26.0	[]	[]	[7.5147405]	[120]	[]	[130952631]
919_10924	chr13	49443878	49444278	+	744	26.0	[]	[]	[7.9114385]	[118]	[]	[49444089]
919_10933	chr13	80757791	80758191	+	727	26.0	[]	[]	[7.9515624]	[137]	[]	[80757993]
919_10960	chr13	91128446	91128846	+	804	26.0	[7.2810874, 7.218759]	[80, 128]	[]	[]	[91128599, 91128647]	[]
919_10968	chr13	91362902	91363302	+	718	26.0	[7.9515624]	[71]	[6.719383]	[75]	[91363057]	[91363061]
919_1097	chr1	59427146	59427546	+	1000	98.0	[7.6186666]	[100]	[]	[]	[59427328]	[]
919_10987	chr13	93225052	93225452	+	834	26.0	[]	[]	[6.98671]	[136]	[]	[93225249]
919_10999	chr14	20413766	20414166	+	827	26.0	[]	[]	[10.930472]	[87]	[]	[20413948]
919_11	chrM	4764	5164	+	1000	650.0	[]	[]	[7.9346805]	[76]	[]	[4939]
919_11000	chr14	71592361	71592761	+	670	26.0	[]	[]	[13.767965]	[93]	[]	[71592551]
919_11006	chr15	45587210	45587610	+	794	26.0	[7.249742]	[128]	[]	[]	[45587436]	[]
919_11008	chr15	55239373	55239773	+	807	26.0	[13.767965]	[118]	[]	[]	[55239586]	[]
919_1101	chr14	20343149	20343549	+	1000	98.0	[11.2828665]	[116]	[]	[]	[20343355]	[]
919_11011	chr15	63510533	63510933	+	663	26.0	[15.3284025]	[93]	[]	[]	[63510714]	[]
919_11014	chr15	72231480	72231880	+	798	26.0	[]	[]	[7.94979]	[89]	[]	[72231653]
919_11024	chr16	16189883	16190283	+	688	26.0	[6.9863925]	[169]	[]	[]	[16190057]	[]
919_11025	chr16	19375511	19375911	+	814	26.0	[8.077128]	[144]	[13.547267]	[109]	[19375748]	[19375713]
919_11029	chr16	31033002	31033402	+	633	26.0	[]	[]	[7.781394]	[237]	[]	[31033244]
919_11034	chr16	75087619	75088019	+	768	26.0	[8.161369, 9.765003]	[99, 115]	[]	[]	[75087811, 75087827]	[]
919_11050	chr17	30731324	30731724	+	753	26.0	[8.787421]	[130]	[]	[]	[30731553]	[]
919_1106	chr3	143118846	143119246	+	1000	98.0	[]	[]	[11.019517]	[99]	[]	[143119044]
919_11060	chr17	48107292	48107692	+	599	26.0	[7.597396]	[160]	[]	[]	[48107498]	[]
919_1108	chr5	137754546	137754946	+	1000	98.0	[8.942274]	[94]	[7.597396]	[112]	[137754735]	[137754753]
919_11081	chr19	3275757	3276157	+	840	26.0	[7.6882124]	[95]	[]	[]	[3275937]	[]
919_11086	chr19	10478964	10479364	+	803	26.0	[6.859688]	[113]	[]	[]	[10479152]	[]
919_11097	chr19	36054351	36054751	+	648	26.0	[]	[]	[9.149337]	[111]	[]	[36054552]
919_11101	chr19	40702575	40702975	+	737	26.0	[]	[]	[9.734841, 7.953706]	[130, 170]	[]	[40702786, 40702826]
919_11102	chr19	41439354	41439754	+	671	26.0	[]	[]	[8.141477]	[140]	[]	[41439561]
919_11107	chr19	46296744	46297144	+	736	26.0	[11.2828665]	[87]	[]	[]	[46296929]	[]
919_11108	chr19	47231504	47231904	+	845	26.0	[7.2820473, 6.9218564]	[168, 176]	[]	[]	[47231739, 47231747]	[]
919_1112	chr12	49842644	49843044	+	1000	97.0	[]	[]	[13.767965]	[104]	[]	[49842844]
919_11120	chr2	16635965	16636365	+	805	26.0	[8.653753]	[135]	[]	[]	[16636185]	[]
919_11136	chr2	151569095	151569495	+	648	26.0	[6.8074355, 11.019517, 9.063183]	[104, 113, 117]	[]	[]	[151569290, 151569299, 151569303]	[]
919_11137	chr2	156366715	156367115	+	796	26.0	[7.597396]	[146]	[]	[]	[156366930]	[]
919_1114	chr16	77190553	77190953	+	1000	97.0	[]	[]	[11.019517]	[95]	[]	[77190748]
919_11146	chr2	215435480	215435880	+	880	26.0	[13.096307]	[97]	[]	[]	[215435663]	[]
919_11164	chr20	52410206	52410606	+	816	26.0	[]	[]	[10.668542]	[155]	[]	[52410457]
919_11167	chr21	14569832	14570232	+	850	26.0	[9.108106]	[87]	[]	[]	[14570019]	[]
919_11176	chr21	37648092	37648492	+	549	26.0	[8.70122]	[153]	[13.767965]	[136]	[37648325]	[37648308]
919_1118	chr3	15098919	15099319	+	1000	97.0	[]	[]	[9.45908]	[95]	[]	[15099104]
919_11180	chr22	19015948	19016348	+	819	26.0	[6.9234715]	[202]	[]	[]	[19016169]	[]
919_1119	chr3	184345703	184346103	+	1000	97.0	[13.767965]	[105]	[7.781394]	[109]	[184345907]	[184345911]
919_11203	chr22	19707139	19707539	+	744	26.0	[]	[]	[8.270616]	[191]	[]	[19707351]
919_11238	chr22	22651174	22651574	+	791	26.0	[13.767965]	[169]	[]	[]	[22651360]	[]
919_11245	chr22	29270488	29270888	+	808	26.0	[10.668542]	[116]	[]	[]	[29270694]	[]
919_11246	chr22	30968920	30969320	+	782	26.0	[7.6864405]	[118]	[7.597396]	[65]	[30969128]	[30969075]
919_1126	chr13	73058721	73059121	+	1000	96.0	[]	[]	[11.995326]	[133]	[]	[73058936]
919_11276	chr3	73143752	73144152	+	797	26.0	[]	[]	[10.436662, 7.457406]	[77, 119]	[]	[73143924, 73143966]
919_11280	chr3	139339170	139339570	+	753	26.0	[]	[]	[8.270616, 9.703858]	[106, 141]	[]	[139339370, 139339405]
919_11284	chr3	158722904	158723304	+	644	26.0	[]	[]	[8.270616]	[96]	[]	[158723079]
919_11287	chr3	193687972	193688372	+	735	26.0	[9.792181]	[126]	[]	[]	[193688198]	[]
919_11293	chr4	54386165	54386565	+	739	26.0	[9.942505]	[90]	[]	[]	[54386342]	[]
919_11296	chr4	73069550	73069950	+	753	26.0	[6.7731476]	[207]	[]	[]	[73069779]	[]
919_11304	chr4	173334457	173334857	+	666	26.0	[7.6864405]	[84]	[]	[]	[173334638]	[]
919_11308	chr5	32585348	32585748	+	848	26.0	[]	[]	[10.077273]	[142]	[]	[32585570]
919_11321	chr5	150461277	150461677	+	723	26.0	[7.6186666]	[80]	[]	[]	[150461452]	[]
919_11325	chr5	180533827	180534227	+	813	26.0	[11.995326]	[97]	[]	[]	[180534023]	[]
919_11326	chr5	181243352	181243752	+	736	26.0	[]	[]	[10.611208]	[161]	[]	[181243571]
919_11333	chr6	4055431	4055831	+	826	26.0	[10.434889]	[106]	[7.4612455, 9.133486]	[78, 151]	[4055617]	[4055589, 4055662]
919_11335	chr6	6737236	6737636	+	729	26.0	[7.471763]	[150]	[]	[]	[6737475]	[]
919_11338	chr6	10722453	10722853	+	787	26.0	[13.767965]	[158]	[]	[]	[10722688]	[]
919_11339	chr6	13923953	13924353	+	696	26.0	[]	[]	[9.370035]	[131]	[]	[13924145]
919_1134	chr8	23457587	23457987	+	1000	96.0	[7.6864405]	[92]	[]	[]	[23457777]	[]
919_11344	chr6	26193525	26193925	+	731	26.0	[]	[]	[9.942505, 7.59513]	[134, 182]	[]	[26193682, 26193730]
919_11358	chr6	33195276	33195676	+	706	26.0	[]	[]	[8.231745]	[117]	[]	[33195472]
919_1137	chr1	207021114	207021514	+	1000	95.0	[]	[]	[9.905027]	[109]	[]	[207021310]
919_11375	chr6	44264811	44265211	+	812	26.0	[7.94979]	[143]	[]	[]	[44265049]	[]
919_11380	chr6	96784654	96785054	+	788	26.0	[]	[]	[10.1405115]	[138]	[]	[96784880]
919_11387	chr6	134254097	134254497	+	747	26.0	[7.2031655, 15.3284025]	[68, 139]	[]	[]	[134254253, 134254324]	[]
919_11388	chr6	134908812	134909212	+	871	26.0	[]	[]	[11.315171]	[111]	[]	[134909022]
919_11392	chr6	146881269	146881669	+	878	26.0	[7.483721, 11.98683]	[71, 77]	[]	[]	[146881438, 146881444]	[]
919_11397	chr6	150418536	150418936	+	795	26.0	[]	[]	[15.3284025]	[120]	[]	[150418754]
919_1140	chr12	102023	102423	+	1000	95.0	[]	[]	[7.0062857, 13.096307, 6.9172416]	[66, 106, 110]	[]	[102187, 102227, 102231]
919_11408	chr7	25753329	25753729	+	651	26.0	[]	[]	[12.034296, 10.2141905, 8.270616]	[96, 107, 159]	[]	[25753508, 25753519, 25753571]
919_1141	chr14	91060894	91061294	+	1000	95.0	[]	[]	[7.6864405]	[98]	[]	[91061089]
919_11420	chr7	76166548	76166948	+	846	26.0	[]	[]	[7.2239294]	[93]	[]	[76166732]
919_11421	chr7	91325710	91326110	+	583	26.0	[6.6383796]	[77]	[]	[]	[91325885]	[]
919_11425	chr7	100091845	100092245	+	842	26.0	[]	[]	[13.096307]	[116]	[]	[100092047]
919_11433	chr7	106602059	106602459	+	839	26.0	[11.98683]	[126]	[]	[]	[106602268]	[]
919_11452	chr7	140200184	140200584	+	615	26.0	[]	[]	[7.72541]	[150]	[]	[140200419]
919_11455	chr7	150428741	150429141	+	859	26.0	[]	[]	[11.2828665]	[119]	[]	[150428924]
919_1146	chr4	86961625	86962025	+	1000	95.0	[]	[]	[7.093001]	[116]	[]	[86961824]
919_11478	chr8	122689605	122690005	+	783	26.0	[7.6186666]	[124]	[7.7142496]	[107]	[122689824]	[122689807]
919_11491	chr9	71911185	71911585	+	727	26.0	[6.897348]	[125]	[]	[]	[71911406]	[]
919_11493	chr9	89564466	89564866	+	847	26.0	[13.096307]	[103]	[]	[]	[89564668]	[]
919_11496	chr9	120729875	120730275	+	649	26.0	[11.295278, 6.7459693]	[95, 117]	[]	[]	[120730062, 120730084]	[]
919_11503	chr9	127561911	127562311	+	614	26.0	[11.315171]	[186]	[]	[]	[127562153]	[]
919_11506	chr9	128288545	128288945	+	814	26.0	[7.636366]	[67]	[]	[]	[128288706]	[]
919_1151	chr1	75423522	75423922	+	1000	94.0	[13.767965]	[125]	[]	[]	[75423741]	[]
