#PeakID(python identify_motif.py ./ENCODE_processed_files/ELF4_idr.fa ELF4 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
765_10206	chr6	29965965	29966365	+	1000	35.0	[7.368371]	[150]	[]	[]	[29966179]	[]
765_10208	chr6	33571065	33571465	+	1000	35.0	[]	[]	[6.826473]	[135]	[]	[33571241]
765_1021	chr1	225444853	225445253	+	1000	151.5	[10.760686]	[96]	[]	[]	[225445035]	[]
765_10216	chr6	157519992	157520392	+	635	35.0	[5.980667]	[204]	[]	[]	[157520220]	[]
765_10217	chr6	158644856	158645256	+	755	35.0	[9.492558]	[254]	[]	[]	[158645073]	[]
765_10219	chr7	2400179	2400579	+	1000	35.0	[11.120997]	[110]	[]	[]	[2400341]	[]
765_1022	chr15	57706492	57706892	+	1000	151.5	[6.8156576]	[86]	[9.941657]	[132]	[57706670]	[57706716]
765_10222	chr7	24980228	24980628	+	1000	35.0	[]	[]	[5.088521]	[125]	[]	[24980399]
765_10223	chr7	44582281	44582681	+	867	35.0	[]	[]	[6.6790752]	[177]	[]	[44582468]
765_10226	chr7	96361121	96361521	+	999	35.0	[]	[]	[8.81036]	[129]	[]	[96361329]
765_10229	chr7	103148187	103148587	+	1000	35.0	[6.716344]	[215]	[]	[]	[103148409]	[]
765_1023	chr17	33964356	33964756	+	1000	151.5	[14.216931]	[120]	[]	[]	[33964573]	[]
765_10239	chr8	8238659	8239059	+	895	35.0	[]	[]	[12.8932]	[99]	[]	[8238813]
765_1024	chr2	86562994	86563394	+	1000	151.5	[10.5791]	[94]	[]	[]	[86563181]	[]
765_10240	chr8	8797258	8797658	+	1000	35.0	[]	[]	[6.530279]	[116]	[]	[8797461]
765_10241	chr8	23527725	23528125	+	1000	35.0	[]	[]	[5.253919]	[93]	[]	[23527909]
765_10242	chr8	27366493	27366893	+	1000	35.0	[5.9616046]	[156]	[]	[]	[27366698]	[]
765_10246	chr8	141021740	141022140	+	541	35.0	[]	[]	[8.161925]	[199]	[]	[141021960]
765_10247	chr8	143684209	143684609	+	1000	35.0	[6.0315228]	[194]	[]	[]	[143684438]	[]
765_10249	chr9	93962845	93963245	+	1000	35.0	[7.5501094]	[232]	[]	[]	[93963078]	[]
765_1025	chr2	151288114	151288514	+	1000	151.5	[6.8208694, 9.009658]	[102, 140]	[]	[]	[151288311, 151288349]	[]
765_10250	chr9	104775054	104775454	+	990	35.0	[]	[]	[5.9616046]	[118]	[]	[104775262]
765_10256	chr9	135957328	135957728	+	600	35.0	[9.112275]	[113]	[]	[]	[135957486]	[]
765_10262	chr1	23562578	23562978	+	892	34.5	[6.6464252]	[172]	[4.9548545]	[169]	[23562821]	[23562818]
765_10269	chr1	51963832	51964232	+	956	34.5	[]	[]	[6.1402225]	[126]	[]	[51964025]
765_1027	chr9	125200284	125200684	+	1000	151.5	[]	[]	[12.105591]	[139]	[]	[125200490]
765_10270	chr1	53047701	53048101	+	1000	34.5	[]	[]	[9.41785]	[110]	[]	[53047897]
765_10272	chr1	66924058	66924458	+	793	34.5	[]	[]	[5.7305493, 13.501622]	[93, 100]	[]	[66924251, 66924258]
765_10274	chr1	83918933	83919333	+	819	34.5	[6.8208694]	[126]	[]	[]	[83919138]	[]
765_10275	chr1	86460681	86461081	+	921	34.5	[12.04467]	[83]	[]	[]	[86460863]	[]
765_1028	chr10	62804299	62804699	+	1000	151.0	[7.383167, 6.6752214]	[92, 125]	[]	[]	[62804480, 62804513]	[]
765_10283	chr1	209649275	209649675	+	642	34.5	[]	[]	[8.093627]	[189]	[]	[209649520]
765_10284	chr1	223777105	223777505	+	948	34.5	[]	[]	[8.180073]	[96]	[]	[223777259]
765_10288	chr1	246306699	246307099	+	1000	34.5	[]	[]	[4.9192886]	[112]	[]	[246306866]
765_1029	chr12	34022218	34022618	+	1000	151.0	[]	[]	[5.987891, 9.165426]	[122, 155]	[]	[34022436, 34022469]
765_10294	chr10	73908843	73909243	+	1000	34.5	[6.031513]	[111]	[]	[]	[73909035]	[]
765_10299	chr11	66157203	66157603	+	1000	34.5	[8.153599]	[129]	[]	[]	[66157396]	[]
765_103	chr16	11915937	11916337	+	1000	381.5	[]	[]	[7.15117]	[112]	[]	[11916115]
765_1030	chr15	74873007	74873407	+	1000	151.0	[6.9453773]	[149]	[]	[]	[74873197]	[]
765_10301	chr11	72411609	72412009	+	1000	34.5	[]	[]	[10.66419]	[162]	[]	[72411801]
765_10305	chr12	6493956	6494356	+	846	34.5	[]	[]	[6.873575]	[106]	[]	[6494120]
765_10307	chr12	47205833	47206233	+	1000	34.5	[]	[]	[5.714426]	[211]	[]	[47206065]
765_1031	chr15	82540257	82540657	+	1000	151.0	[8.153599]	[98]	[]	[]	[82540455]	[]
765_10310	chr12	54497401	54497801	+	836	34.5	[8.93221, 5.0411386]	[95, 123]	[]	[]	[54497566, 54497594]	[]
765_10311	chr12	55847998	55848398	+	1000	34.5	[]	[]	[9.41785]	[140]	[]	[55848161]
765_10312	chr12	56991480	56991880	+	1000	34.5	[]	[]	[8.93221]	[100]	[]	[56991671]
765_10314	chr12	123107015	123107415	+	635	34.5	[5.9616046, 5.6916966]	[72, 108]	[4.99143]	[123]	[123107185, 123107221]	[123107236]
765_10315	chr12	124906607	124907007	+	698	34.5	[5.5148993]	[168]	[]	[]	[124906857]	[]
765_10316	chr13	47904266	47904666	+	770	34.5	[5.325487]	[96]	[10.831085, 9.547101, 10.831085]	[117, 137, 157]	[47904443]	[47904464, 47904484, 47904504]
765_1032	chr17	8383001	8383401	+	1000	151.0	[]	[]	[12.114589]	[122]	[]	[8383205]
765_10320	chr14	75126895	75127295	+	983	34.5	[9.783962]	[100]	[]	[]	[75127064]	[]
765_10326	chr16	3305558	3305958	+	965	34.5	[]	[]	[9.487768]	[166]	[]	[3305744]
765_10329	chr16	23538587	23538987	+	937	34.5	[11.120997]	[150]	[]	[]	[23538782]	[]
765_1033	chr22	36481475	36481875	+	1000	151.0	[5.5368857]	[117]	[8.008537, 18.177921]	[71, 101]	[36481679]	[36481633, 36481663]
765_10333	chr16	85355267	85355667	+	1000	34.5	[]	[]	[5.980667]	[158]	[]	[85355473]
765_10336	chr16	88812336	88812736	+	995	34.5	[5.246295]	[150]	[]	[]	[88812491]	[]
765_10342	chr17	40437223	40437623	+	876	34.5	[12.04467]	[161]	[]	[]	[40437391]	[]
765_10344	chr17	45247557	45247957	+	1000	34.5	[]	[]	[7.372054, 7.3065095]	[149, 166]	[]	[45247729, 45247746]
765_10345	chr17	48541823	48542223	+	888	34.5	[5.9933476]	[211]	[]	[]	[48542003]	[]
765_10349	chr17	75845422	75845822	+	1000	34.5	[9.291121, 6.9308133]	[134, 176]	[8.326844, 6.416735]	[174, 187]	[75845612, 75845654]	[75845652, 75845665]
765_10350	chr17	80832999	80833399	+	1000	34.5	[]	[]	[5.2423315]	[112]	[]	[80833183]
765_10351	chr17	81395045	81395445	+	880	34.5	[]	[]	[7.3150167]	[239]	[]	[81395287]
765_10355	chr18	6676117	6676517	+	989	34.5	[9.162314]	[160]	[]	[]	[6676341]	[]
765_10358	chr18	22933356	22933756	+	1000	34.5	[6.8926835]	[137]	[]	[]	[22933591]	[]
765_1036	chr10	49183627	49184027	+	1000	150.5	[8.110154, 8.93221]	[101, 150]	[]	[]	[49183804, 49183853]	[]
765_10362	chr19	8878349	8878749	+	579	34.5	[8.153599]	[93]	[]	[]	[8878518]	[]
765_10363	chr19	11377026	11377426	+	964	34.5	[]	[]	[6.4446983]	[206]	[]	[11377274]
765_10366	chr19	18318139	18318539	+	933	34.5	[6.869615]	[163]	[8.596752, 8.161925]	[186, 199]	[18318348]	[18318371, 18318384]
765_1037	chr12	31728870	31729270	+	1000	150.5	[]	[]	[5.8971972]	[92]	[]	[31729028]
765_10373	chr2	171574124	171574524	+	1000	34.5	[]	[]	[8.093627]	[123]	[]	[171574326]
765_10376	chr2	241637409	241637809	+	947	34.5	[]	[]	[5.2918696]	[66]	[]	[241637567]
765_10377	chr20	58652135	58652535	+	757	34.5	[]	[]	[8.958683]	[130]	[]	[58652360]
765_10378	chr20	61525465	61525865	+	796	34.5	[]	[]	[5.4400463]	[132]	[]	[61525672]
765_10379	chr21	33716092	33716492	+	1000	34.5	[16.005661]	[150]	[]	[]	[33716312]	[]
765_1038	chr19	57746546	57746946	+	1000	150.5	[6.9521675]	[68]	[11.625742]	[158]	[57746706]	[57746796]
765_10390	chr22	31630339	31630739	+	1000	34.5	[5.484291]	[134]	[7.927331, 7.927331]	[81, 99]	[31630546]	[31630493, 31630511]
765_10392	chr22	38794003	38794403	+	828	34.5	[7.336823]	[108]	[]	[]	[38794177]	[]
765_10394	chr22	41800174	41800574	+	554	34.5	[]	[]	[5.484291]	[223]	[]	[41800424]
765_10395	chr3	4825425	4825825	+	777	34.5	[5.0576653]	[152]	[]	[]	[4825631]	[]
765_10399	chr3	43389686	43390086	+	1000	34.5	[5.044214]	[127]	[]	[]	[43389897]	[]
765_104	chr11	64269874	64270274	+	1000	378.5	[8.233427]	[106]	[5.2311134]	[87]	[64270058]	[64270039]
765_10404	chr3	179268472	179268872	+	906	34.5	[]	[]	[10.760686]	[161]	[]	[179268707]
765_10405	chr3	180989586	180989986	+	1000	34.5	[]	[]	[9.153988]	[225]	[]	[180989834]
765_10407	chr4	39046248	39046648	+	970	34.5	[]	[]	[7.2299266]	[193]	[]	[39046409]
765_1041	chr1	212242200	212242600	+	1000	150.0	[]	[]	[12.105591]	[112]	[]	[212242391]
765_10411	chr5	72842739	72843139	+	930	34.5	[6.8784223]	[139]	[5.857185, 5.9296927]	[104, 133]	[72842963]	[72842928, 72842957]
765_10416	chr5	132496877	132497277	+	862	34.5	[]	[]	[7.620028]	[199]	[]	[132497068]
765_1042	chr11	62839403	62839803	+	1000	150.0	[]	[]	[11.625742]	[100]	[]	[62839598]
765_10423	chr6	45294346	45294746	+	889	34.5	[8.93221]	[90]	[]	[]	[45294524]	[]
765_10424	chr6	96917065	96917465	+	788	34.5	[]	[]	[8.93221]	[124]	[]	[96917274]
765_10428	chr6	157667146	157667546	+	947	34.5	[4.7415504]	[233]	[]	[]	[157667393]	[]
765_1043	chr11	66344909	66345309	+	1000	150.0	[]	[]	[9.112275]	[100]	[]	[66345108]
765_10434	chr7	43004110	43004510	+	954	34.5	[]	[]	[7.245589]	[147]	[]	[43004350]
765_1044	chr15	37100192	37100592	+	1000	150.0	[18.177921]	[149]	[]	[]	[37100437]	[]
765_10440	chr7	129959473	129959873	+	1000	34.5	[7.648226]	[127]	[]	[]	[129959678]	[]
765_10441	chr7	138225956	138226356	+	641	34.5	[]	[]	[9.880735]	[166]	[]	[138226181]
765_10443	chr7	151078155	151078555	+	926	34.5	[]	[]	[4.9548545]	[203]	[]	[151078371]
765_10444	chr7	155003795	155004195	+	724	34.5	[11.206578]	[220]	[4.7689815]	[154]	[155004036]	[155003970]
765_10445	chr8	20223754	20224154	+	977	34.5	[]	[]	[15.167078]	[150]	[]	[20223983]
765_1045	chr17	70128763	70129163	+	1000	150.0	[12.04467, 4.816258]	[82, 121]	[7.3065095]	[160]	[70128919, 70128958]	[70128997]
765_10451	chr8	126292651	126293051	+	877	34.5	[7.619102]	[135]	[]	[]	[126292817]	[]
765_10452	chr9	97363168	97363568	+	690	34.5	[]	[]	[8.596752, 11.120997, 6.7787557]	[81, 112, 150]	[]	[97363345, 97363376, 97363414]
765_10453	chr9	121075392	121075792	+	967	34.5	[]	[]	[8.6671505]	[123]	[]	[121075553]
765_10457	chrX	13653282	13653682	+	1000	34.5	[7.5031548, 6.1339583]	[82, 106]	[]	[]	[13653460, 13653484]	[]
765_1046	chr2	27356556	27356956	+	1000	150.0	[13.003143]	[140]	[8.326844]	[138]	[27356753]	[27356751]
765_10460	chrX	51802825	51803225	+	944	34.5	[8.948737, 5.7060695]	[95, 105]	[5.5542097]	[146]	[51803002, 51803012]	[51803053]
765_10461	chrX	55451844	55452244	+	610	34.5	[10.729265]	[116]	[8.93221]	[145]	[55452051]	[55452080]
765_10462	chrX	136871858	136872258	+	879	34.5	[6.3365245]	[170]	[]	[]	[136872067]	[]
765_10463	chrX	139213390	139213790	+	1000	34.5	[]	[]	[9.588278]	[88]	[]	[139213569]
765_10465	chr1	11787117	11787517	+	1000	34.0	[11.120997]	[129]	[]	[]	[11787333]	[]
765_10466	chr1	15236217	15236617	+	871	34.0	[]	[]	[8.144602]	[96]	[]	[15236398]
765_10467	chr1	18907458	18907858	+	1000	34.0	[5.576389, 5.6916966]	[106, 114]	[]	[]	[18907622, 18907630]	[]
765_10468	chr1	20440808	20441208	+	613	34.0	[8.334412]	[190]	[]	[]	[20441047]	[]
765_10469	chr1	21175261	21175661	+	963	34.0	[5.3301306]	[171]	[8.93221]	[214]	[21175457]	[21175500]
765_1047	chr2	105337112	105337512	+	1000	150.0	[4.7287493]	[118]	[]	[]	[105337320]	[]
765_10470	chr1	26237488	26237888	+	924	34.0	[]	[]	[6.1516743]	[140]	[]	[26237704]
765_10474	chr1	100352912	100353312	+	778	34.0	[]	[]	[10.830605]	[186]	[]	[100353163]
765_1048	chr2	219498675	219499075	+	1000	150.0	[5.59008]	[123]	[]	[]	[219498884]	[]
765_10481	chr1	176208550	176208950	+	909	34.0	[7.245589, 9.890682]	[88, 114]	[]	[]	[176208735, 176208761]	[]
765_10483	chr1	179217960	179218360	+	992	34.0	[6.6464252]	[79]	[6.9788046]	[132]	[179218113]	[179218166]
765_10493	chr10	24873352	24873752	+	754	34.0	[]	[]	[5.048668]	[186]	[]	[24873574]
765_10494	chr10	46018396	46018796	+	1000	34.0	[7.3766975]	[109]	[]	[]	[46018583]	[]
765_10495	chr10	67795002	67795402	+	781	34.0	[]	[]	[10.760686]	[186]	[]	[67795202]
765_10497	chr10	73932408	73932808	+	799	34.0	[6.869615]	[89]	[]	[]	[73932562]	[]
765_105	chr6	159790242	159790642	+	1000	377.5	[]	[]	[18.177921]	[120]	[]	[159790440]
765_1050	chr1	160343114	160343514	+	1000	149.5	[]	[]	[11.206578]	[82]	[]	[160343288]
765_10508	chr11	66269330	66269730	+	952	34.0	[]	[]	[6.8700957, 5.9538746]	[115, 133]	[]	[66269537, 66269555]
765_10510	chr11	72751669	72752069	+	583	34.0	[11.206578]	[240]	[]	[]	[72751915]	[]
765_10512	chr11	96082345	96082745	+	935	34.0	[6.61811]	[148]	[]	[]	[96082584]	[]
765_10517	chr12	93603873	93604273	+	962	34.0	[]	[]	[8.144602]	[221]	[]	[93604097]
765_10519	chr12	98656587	98656987	+	841	34.0	[9.714044]	[199]	[]	[]	[98656794]	[]
765_1052	chr1	225999458	225999858	+	1000	149.5	[]	[]	[5.526778]	[118]	[]	[225999618]
765_10520	chr12	104477479	104477879	+	1000	34.0	[14.216931]	[83]	[]	[]	[104477649]	[]
765_10523	chr12	110269523	110269923	+	1000	34.0	[5.980667]	[261]	[]	[]	[110269736]	[]
765_10524	chr12	111636577	111636977	+	967	34.0	[6.4854116]	[138]	[]	[]	[111636789]	[]
765_10528	chr12	124866964	124867364	+	1000	34.0	[]	[]	[12.909726]	[53]	[]	[124867115]
765_1053	chr2	44167911	44168311	+	1000	149.5	[]	[]	[11.990436]	[145]	[]	[44168118]
765_10534	chr14	72925293	72925693	+	907	34.0	[]	[]	[10.32586]	[113]	[]	[72925504]
765_10535	chr14	89032059	89032459	+	913	34.0	[11.3376875, 14.216931]	[73, 147]	[]	[]	[89032217, 89032291]	[]
765_10539	chr15	55408273	55408673	+	993	34.0	[5.219472, 5.3934865]	[72, 146]	[10.346185]	[144]	[55408433, 55408507]	[55408505]
765_1054	chr7	44490669	44491069	+	1000	149.5	[10.389161]	[91]	[]	[]	[44490840]	[]
765_10540	chr15	57322246	57322646	+	999	34.0	[]	[]	[6.471767, 7.3766975]	[113, 165]	[]	[57322416, 57322468]
765_10545	chr16	30934887	30935287	+	805	34.0	[14.216931]	[101]	[]	[]	[30935086]	[]
765_1055	chr1	84479033	84479433	+	1000	149.0	[15.081987]	[78]	[6.328198]	[122]	[84479201]	[84479245]
765_10554	chr17	34852729	34853129	+	941	34.0	[6.7787557]	[152]	[5.1342483]	[137]	[34852922]	[34852907]
765_10556	chr17	43990317	43990717	+	598	34.0	[6.9521675]	[140]	[]	[]	[43990516]	[]
765_10558	chr17	45394938	45395338	+	864	34.0	[5.526778]	[80]	[]	[]	[45395089]	[]
765_10559	chr17	55817204	55817604	+	993	34.0	[5.201325, 7.99881]	[66, 118]	[]	[]	[55817355, 55817407]	[]
765_10560	chr17	58337873	58338273	+	894	34.0	[7.3652596]	[120]	[]	[]	[58338090]	[]
765_10563	chr17	79009615	79010015	+	778	34.0	[5.9933476]	[162]	[]	[]	[79009804]	[]
765_10569	chr18	10850813	10851213	+	612	34.0	[12.052997]	[115]	[]	[]	[10851018]	[]
765_10570	chr18	46060258	46060658	+	882	34.0	[8.153599]	[159]	[]	[]	[46060468]	[]
765_10571	chr19	3184161	3184561	+	919	34.0	[8.161925]	[141]	[]	[]	[3184372]	[]
765_10573	chr19	35003298	35003698	+	1000	34.0	[]	[]	[8.93221]	[130]	[]	[35003485]
765_10574	chr19	48698173	48698573	+	868	34.0	[]	[]	[6.869615, 6.4446983, 7.3355446]	[73, 109, 151]	[]	[48698328, 48698364, 48698406]
765_1058	chr17	8190073	8190473	+	1000	149.0	[14.216931, 9.941657]	[117, 126]	[]	[]	[8190289, 8190298]	[]
