#PeakID(python identify_motif.py ./ENCODE_processed_files/STAT2_idr.fa STAT2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
877_10226	chr19	55643316	55643716	+	753	18.0	[]	[]	[8.067295, 8.313011]	[155, 172]	[]	[55643545, 55643562]
877_10229	chr19	57819427	57819827	+	862	18.0	[7.9749885]	[200]	[]	[]	[57819673]	[]
877_10245	chr2	28894325	28894725	+	797	18.0	[]	[]	[8.067295]	[93]	[]	[28894478]
877_10264	chr2	74267026	74267426	+	835	18.0	[]	[]	[8.313011]	[121]	[]	[74267246]
877_10273	chr2	108271866	108272266	+	833	18.0	[8.313011, 8.313011]	[84, 90]	[]	[]	[108272044, 108272050]	[]
877_10275	chr2	112272630	112273030	+	621	18.0	[7.9749885]	[70]	[]	[]	[112272785]	[]
877_10286	chr2	173965127	173965527	+	797	18.0	[8.313011]	[184]	[]	[]	[173965325]	[]
877_10291	chr2	191637451	191637851	+	737	18.0	[8.313011]	[86]	[8.405317, 8.067295]	[140, 162]	[191637624]	[191637678, 191637700]
877_10310	chr20	35907380	35907780	+	736	18.0	[7.9749885]	[60]	[]	[]	[35907533]	[]
877_10330	chr21	33716110	33716510	+	796	18.0	[8.067295]	[150]	[]	[]	[33716353]	[]
877_10331	chr21	39313597	39313997	+	786	18.0	[8.067295]	[186]	[]	[]	[39313795]	[]
877_10332	chr21	44892712	44893112	+	655	18.0	[8.313011]	[125]	[]	[]	[44892883]	[]
877_10341	chr22	20017104	20017504	+	672	18.0	[8.313011]	[130]	[]	[]	[20017318]	[]
877_10348	chr22	21569663	21570063	+	826	18.0	[]	[]	[7.9749885]	[188]	[]	[21569887]
877_1036	chr1	51429895	51430295	+	1000	45.0	[]	[]	[7.9749885]	[65]	[]	[51430050]
877_10363	chr22	31490346	31490746	+	799	18.0	[]	[]	[8.313011]	[147]	[]	[31490556]
877_10372	chr3	5565008	5565408	+	633	18.0	[8.313011]	[112]	[]	[]	[5565197]	[]
877_10373	chr3	5754612	5755012	+	756	18.0	[]	[]	[7.9749885]	[82]	[]	[5754794]
877_10374	chr3	6541048	6541448	+	681	18.0	[8.405317]	[179]	[]	[]	[6541296]	[]
877_10378	chr3	16309558	16309958	+	870	18.0	[]	[]	[8.313011]	[100]	[]	[16309746]
877_10381	chr3	24510016	24510416	+	768	18.0	[]	[]	[8.405317]	[85]	[]	[24510192]
877_10386	chr3	42590474	42590874	+	609	18.0	[]	[]	[8.405317]	[133]	[]	[42590668]
877_10388	chr3	45269916	45270316	+	779	18.0	[7.9749885]	[136]	[]	[]	[45270105]	[]
877_1039	chr1	148334393	148334793	+	1000	45.0	[8.405317]	[100]	[]	[]	[148334560]	[]
877_10397	chr3	71208264	71208664	+	638	18.0	[]	[]	[8.313011, 7.9749885]	[127, 163]	[]	[71208469, 71208505]
877_10398	chr3	72182221	72182621	+	843	18.0	[]	[]	[8.313011]	[129]	[]	[72182399]
877_10399	chr3	72319166	72319566	+	750	18.0	[]	[]	[7.9749885]	[103]	[]	[72319349]
877_10400	chr3	77179711	77180111	+	815	18.0	[]	[]	[8.405317]	[87]	[]	[77179884]
877_10403	chr3	125375266	125375666	+	781	18.0	[7.9749885]	[170]	[]	[]	[125375444]	[]
877_10406	chr3	129249222	129249622	+	792	18.0	[7.9749885]	[104]	[]	[]	[129249413]	[]
877_10423	chr4	6715825	6716225	+	842	18.0	[8.313011]	[181]	[]	[]	[6716064]	[]
877_10430	chr4	38383432	38383832	+	776	18.0	[]	[]	[7.9749885]	[126]	[]	[38383649]
877_10443	chr4	78484613	78485013	+	826	18.0	[8.405317]	[95]	[]	[]	[78484774]	[]
877_10444	chr4	79678616	79679016	+	736	18.0	[8.067295]	[186]	[]	[]	[79678864]	[]
877_10452	chr4	109026987	109027387	+	761	18.0	[8.067295]	[160]	[]	[]	[109027208]	[]
877_10455	chr4	126735308	126735708	+	819	18.0	[7.9749885]	[138]	[]	[]	[126735545]	[]
877_10462	chr4	184355172	184355572	+	796	18.0	[]	[]	[8.313011]	[163]	[]	[184355414]
877_10467	chr5	10708535	10708935	+	803	18.0	[8.067295]	[89]	[]	[]	[10708700]	[]
877_10474	chr5	75381463	75381863	+	699	18.0	[]	[]	[8.313011]	[156]	[]	[75381713]
877_10479	chr5	109703795	109704195	+	861	18.0	[8.405317]	[72]	[]	[]	[109703955]	[]
877_1048	chr10	102781186	102781586	+	1000	45.0	[8.405317]	[127]	[]	[]	[102781407]	[]
877_10487	chr5	132318712	132319112	+	654	18.0	[]	[]	[8.313011]	[157]	[]	[132318914]
877_1050	chr11	59960403	59960803	+	1000	45.0	[8.405317]	[76]	[]	[]	[59960561]	[]
877_10502	chr5	176619214	176619614	+	734	18.0	[]	[]	[7.9749885]	[130]	[]	[176619428]
877_10512	chr6	3053719	3054119	+	659	18.0	[8.405317]	[159]	[]	[]	[3053955]	[]
877_10519	chr6	6696870	6697270	+	734	18.0	[]	[]	[8.067295]	[143]	[]	[6697110]
877_10527	chr6	15569344	15569744	+	804	18.0	[]	[]	[7.9749885]	[138]	[]	[15569540]
877_10528	chr6	17869074	17869474	+	780	18.0	[]	[]	[7.9749885]	[208]	[]	[17869309]
877_10530	chr6	25971159	25971559	+	796	18.0	[8.405317]	[97]	[]	[]	[25971353]	[]
877_10532	chr6	27078833	27079233	+	616	18.0	[8.067295]	[162]	[7.9749885]	[114]	[27079052]	[27079004]
877_10534	chr6	27205862	27206262	+	658	18.0	[]	[]	[8.313011]	[192]	[]	[27206088]
877_10539	chr6	28837319	28837719	+	817	18.0	[7.9749885]	[122]	[]	[]	[28837511]	[]
877_10549	chr6	32288425	32288825	+	787	18.0	[8.313011]	[147]	[]	[]	[32288664]	[]
877_10554	chr6	37423470	37423870	+	784	18.0	[8.067295]	[174]	[]	[]	[37423713]	[]
877_10560	chr6	47424417	47424817	+	655	18.0	[7.9749885]	[116]	[8.405317]	[176]	[47424590]	[47424650]
877_10580	chr6	137955355	137955755	+	862	18.0	[]	[]	[8.405317]	[95]	[]	[137955532]
877_10595	chr6	167857028	167857428	+	743	18.0	[7.9749885]	[82]	[]	[]	[167857202]	[]
877_106	chr18	62506246	62506646	+	1000	130.0	[]	[]	[8.405317, 8.405317, 8.405317, 8.313011, 7.9749885]	[85, 91, 121, 132, 149]	[]	[62506421, 62506427, 62506457, 62506468, 62506485]
877_10603	chr7	24924476	24924876	+	803	18.0	[]	[]	[8.067295]	[173]	[]	[24924661]
877_10616	chr7	76358072	76358472	+	781	18.0	[7.9749885]	[233]	[]	[]	[76358312]	[]
877_10622	chr7	100167712	100168112	+	668	18.0	[]	[]	[8.067295]	[145]	[]	[100167931]
877_10631	chr7	103406876	103407276	+	653	18.0	[8.313011]	[85]	[]	[]	[103407057]	[]
877_10638	chr7	107659658	107660058	+	821	18.0	[]	[]	[8.313011]	[174]	[]	[107659907]
877_10640	chr7	108235431	108235831	+	785	18.0	[]	[]	[8.313011]	[146]	[]	[108235664]
877_10653	chr7	136078687	136079087	+	774	18.0	[7.9749885]	[101]	[]	[]	[136078885]	[]
877_10656	chr7	139107677	139108077	+	758	18.0	[7.9749885]	[135]	[]	[]	[139107908]	[]
877_10662	chr7	150959799	150960199	+	833	18.0	[]	[]	[7.9749885]	[111]	[]	[150959995]
877_10680	chr8	41818660	41819060	+	683	18.0	[]	[]	[7.9749885]	[90]	[]	[41818816]
877_10692	chr8	123154670	123155070	+	826	18.0	[]	[]	[8.313011]	[166]	[]	[123154900]
877_10693	chr8	124527201	124527601	+	758	18.0	[8.405317]	[94]	[]	[]	[124527389]	[]
877_107	chr2	37156794	37157194	+	1000	130.0	[]	[]	[8.405317]	[86]	[]	[37156975]
877_10701	chr9	6927813	6928213	+	748	18.0	[7.9749885]	[132]	[]	[]	[6928018]	[]
877_10712	chr9	97280767	97281167	+	627	18.0	[]	[]	[8.067295]	[212]	[]	[97281012]
877_10727	chr9	129883004	129883404	+	678	18.0	[8.313011]	[96]	[]	[]	[129883180]	[]
877_10732	chr9	131112369	131112769	+	620	18.0	[8.405317]	[220]	[]	[]	[131112593]	[]
877_10733	chr9	133869616	133870016	+	615	18.0	[8.313011]	[119]	[]	[]	[133869827]	[]
877_10739	chrX	12946769	12947169	+	714	18.0	[]	[]	[7.9749885]	[78]	[]	[12946942]
877_10746	chrX	48547386	48547786	+	551	18.0	[7.9749885]	[139]	[]	[]	[48547602]	[]
877_10753	chrX	124764361	124764761	+	836	18.0	[]	[]	[8.405317]	[78]	[]	[124764530]
877_10756	chrX	154123842	154124242	+	613	18.0	[8.313011]	[125]	[8.405317]	[98]	[154124047]	[154124020]
877_10778	chr1	20633084	20633484	+	681	17.0	[]	[]	[8.405317]	[77]	[]	[20633251]
877_10781	chr1	23872472	23872872	+	748	17.0	[8.313011]	[136]	[]	[]	[23872703]	[]
877_10783	chr1	25357175	25357575	+	628	17.0	[]	[]	[7.9749885]	[173]	[]	[25357390]
877_10793	chr1	28065923	28066323	+	732	17.0	[7.9749885]	[141]	[]	[]	[28066164]	[]
877_10804	chr1	34845212	34845612	+	781	17.0	[8.067295]	[100]	[]	[]	[34845364]	[]
877_10809	chr1	40152980	40153380	+	652	17.0	[8.067295]	[105]	[]	[]	[40153157]	[]
877_10812	chr1	43345217	43345617	+	783	17.0	[7.9749885]	[165]	[]	[]	[43345456]	[]
877_10813	chr1	45037495	45037895	+	606	17.0	[8.313011]	[62]	[]	[]	[45037652]	[]
877_10815	chr1	52700907	52701307	+	684	17.0	[]	[]	[7.9749885]	[141]	[]	[52701138]
877_10816	chr1	53324783	53325183	+	579	17.0	[8.067295]	[90]	[]	[]	[53324965]	[]
877_10826	chr1	93042403	93042803	+	702	17.0	[]	[]	[8.405317, 8.405317]	[84, 90]	[]	[93042576, 93042582]
877_10837	chr1	113388475	113388875	+	759	17.0	[8.405317]	[125]	[8.313011]	[112]	[113388661]	[113388648]
877_10846	chr1	151715382	151715782	+	770	17.0	[]	[]	[7.9749885]	[125]	[]	[151715585]
877_1085	chr6	42028515	42028915	+	1000	45.0	[]	[]	[8.405317]	[126]	[]	[42028737]
877_10851	chr1	155226531	155226931	+	807	17.0	[]	[]	[7.9749885, 7.9749885, 8.067295]	[128, 161, 185]	[]	[155226713, 155226746, 155226770]
877_10855	chr1	160607088	160607488	+	628	17.0	[8.405317]	[131]	[]	[]	[160607314]	[]
877_10856	chr1	161019693	161020093	+	750	17.0	[7.9749885]	[104]	[]	[]	[161019853]	[]
877_1086	chr6	135325535	135325935	+	1000	45.0	[8.405317]	[86]	[7.9749885]	[63]	[135325710]	[135325687]
877_10868	chr1	197902605	197903005	+	666	17.0	[8.405317]	[127]	[]	[]	[197902789]	[]
877_10869	chr1	198598862	198599262	+	708	17.0	[8.313011]	[163]	[]	[]	[198599059]	[]
877_10875	chr1	202999259	202999659	+	707	17.0	[8.405317]	[100]	[]	[]	[202999459]	[]
877_10877	chr1	203039305	203039705	+	710	17.0	[7.9749885]	[165]	[]	[]	[203039523]	[]
877_10899	chr1	247389976	247390376	+	724	17.0	[8.405317]	[94]	[]	[]	[247390128]	[]
877_1090	chr7	8762758	8763158	+	1000	45.0	[]	[]	[8.067295]	[78]	[]	[8762935]
877_10910	chr10	24944732	24945132	+	729	17.0	[]	[]	[7.9749885]	[169]	[]	[24944966]
877_10913	chr10	30534496	30534896	+	575	17.0	[]	[]	[8.313011]	[83]	[]	[30534648]
877_10921	chr10	70382779	70383179	+	744	17.0	[8.313011]	[134]	[]	[]	[70382970]	[]
877_10923	chr10	70671948	70672348	+	680	17.0	[7.9749885, 7.9749885, 8.313011]	[87, 91, 182]	[]	[]	[70672100, 70672104, 70672195]	[]
877_10929	chr10	72834219	72834619	+	708	17.0	[]	[]	[8.405317]	[115]	[]	[72834432]
877_10936	chr10	87878994	87879394	+	622	17.0	[8.313011]	[91]	[]	[]	[87879165]	[]
877_10940	chr10	95493367	95493767	+	739	17.0	[7.9749885]	[128]	[]	[]	[95493538]	[]
877_1095	chr9	97503359	97503759	+	1000	45.0	[]	[]	[8.405317]	[203]	[]	[97503595]
877_10955	chr11	10654222	10654622	+	712	17.0	[]	[]	[7.9749885]	[108]	[]	[10654414]
877_10965	chr11	47946824	47947224	+	641	17.0	[]	[]	[8.067295]	[186]	[]	[47947047]
877_10971	chr11	61385552	61385952	+	567	17.0	[]	[]	[8.313011]	[103]	[]	[61385726]
877_10978	chr11	66328377	66328777	+	670	17.0	[]	[]	[7.9749885]	[178]	[]	[66328563]
877_11000	chr11	100808880	100809280	+	720	17.0	[8.313011]	[100]	[]	[]	[100809062]	[]
877_1101	chr1	11731677	11732077	+	1000	44.0	[]	[]	[8.405317, 8.067295, 8.313011]	[64, 70, 79]	[]	[11731839, 11731845, 11731854]
877_11018	chr12	8033254	8033654	+	627	17.0	[7.9749885, 7.9749885]	[133, 152]	[]	[]	[8033471, 8033490]	[]
877_11020	chr12	10363398	10363798	+	599	17.0	[]	[]	[8.313011]	[217]	[]	[10363621]
877_11031	chr12	53201231	53201631	+	699	17.0	[]	[]	[8.067295]	[144]	[]	[53201456]
877_11038	chr12	56376067	56376467	+	735	17.0	[]	[]	[8.405317]	[95]	[]	[56376229]
877_11039	chr12	57088483	57088883	+	687	17.0	[8.405317]	[56]	[]	[]	[57088636]	[]
877_11044	chr12	71671794	71672194	+	755	17.0	[]	[]	[7.9749885]	[152]	[]	[71672015]
877_1105	chr1	84506315	84506715	+	1000	44.0	[]	[]	[8.405317]	[183]	[]	[84506501]
877_11054	chr12	112387317	112387717	+	761	17.0	[7.9749885]	[94]	[]	[]	[112387500]	[]
877_11058	chr12	122952287	122952687	+	680	17.0	[]	[]	[8.067295]	[100]	[]	[122952470]
877_1107	chr1	184031324	184031724	+	1000	44.0	[7.9749885, 8.313011]	[95, 99]	[]	[]	[184031502, 184031506]	[]
877_11073	chr14	22598952	22599352	+	729	17.0	[7.9749885]	[241]	[]	[]	[22599194]	[]
877_11078	chr14	24317281	24317681	+	752	17.0	[8.313011]	[112]	[]	[]	[24317485]	[]
877_11082	chr14	50955673	50956073	+	782	17.0	[8.313011]	[68]	[]	[]	[50955839]	[]
877_11084	chr14	60989591	60989991	+	622	17.0	[8.405317]	[118]	[]	[]	[60989798]	[]
877_11085	chr14	67816593	67816993	+	762	17.0	[7.9749885]	[83]	[8.067295]	[149]	[67816752]	[67816818]
877_1109	chr1	226111129	226111529	+	1000	44.0	[8.405317]	[106]	[]	[]	[226111304]	[]
877_111	chr7	139044103	139044503	+	1000	127.0	[]	[]	[8.405317]	[82]	[]	[139044284]
877_11102	chr15	51673426	51673826	+	761	17.0	[7.9749885]	[158]	[]	[]	[51673661]	[]
877_11103	chr15	51692227	51692627	+	740	17.0	[]	[]	[8.405317]	[96]	[]	[51692421]
877_11107	chr15	58987410	58987810	+	789	17.0	[8.313011]	[82]	[8.067295]	[127]	[58987591]	[58987636]
877_11132	chr16	4768615	4769015	+	606	17.0	[8.313011]	[189]	[7.9749885]	[153]	[4768833]	[4768797]
877_11133	chr16	10918715	10919115	+	546	17.0	[]	[]	[8.313011]	[135]	[]	[10918919]
877_11134	chr16	12037026	12037426	+	580	17.0	[8.405317]	[95]	[]	[]	[12037206]	[]
877_11136	chr16	15487586	15487986	+	629	17.0	[7.9749885]	[66]	[]	[]	[15487738]	[]
877_11140	chr16	19886273	19886673	+	735	17.0	[]	[]	[8.067295]	[129]	[]	[19886499]
877_11141	chr16	20904498	20904898	+	728	17.0	[8.313011]	[111]	[]	[]	[20904669]	[]
877_11143	chr16	29645688	29646088	+	703	17.0	[]	[]	[8.405317]	[160]	[]	[29645876]
877_11165	chr16	84423510	84423910	+	717	17.0	[7.9749885, 8.313011]	[76, 83]	[]	[]	[84423661, 84423668]	[]
877_11171	chr16	87394403	87394803	+	718	17.0	[8.405317]	[106]	[]	[]	[87394579]	[]
877_11172	chr16	87765793	87766193	+	749	17.0	[8.313011]	[85]	[]	[]	[87765953]	[]
877_11175	chr16	89333646	89334046	+	728	17.0	[8.313011]	[128]	[]	[]	[89333812]	[]
877_11180	chr17	3667255	3667655	+	763	17.0	[]	[]	[8.313011]	[64]	[]	[3667417]
877_11192	chr17	27356348	27356748	+	715	17.0	[]	[]	[8.313011]	[174]	[]	[27356593]
877_112	chr16	11297456	11297856	+	1000	124.0	[7.9749885, 8.405317]	[114, 120]	[8.067295]	[151]	[11297663, 11297669]	[11297700]
877_1121	chr12	1439661	1440061	+	1000	44.0	[8.313011]	[110]	[8.405317]	[117]	[1439855]	[1439862]
877_11214	chr17	47830909	47831309	+	764	17.0	[8.313011]	[126]	[]	[]	[47831123]	[]
877_11219	chr17	50153539	50153939	+	707	17.0	[7.9749885]	[101]	[]	[]	[50153721]	[]
877_11237	chr17	76234234	76234634	+	719	17.0	[8.405317]	[119]	[]	[]	[76234434]	[]
877_11242	chr18	3703556	3703956	+	775	17.0	[8.313011]	[100]	[7.9749885]	[150]	[3703747]	[3703797]
877_11249	chr19	1040336	1040736	+	747	17.0	[7.9749885]	[148]	[]	[]	[1040508]	[]
877_11268	chr19	13399567	13399967	+	620	17.0	[]	[]	[8.313011]	[132]	[]	[13399777]
877_11277	chr19	19388495	19388895	+	728	17.0	[8.313011]	[92]	[]	[]	[19388674]	[]
877_11278	chr19	24086868	24087268	+	739	17.0	[]	[]	[7.9749885]	[116]	[]	[24087033]
877_1128	chr16	84594019	84594419	+	1000	44.0	[8.067295]	[131]	[]	[]	[84594248]	[]
877_11294	chr19	45809731	45810131	+	704	17.0	[8.313011]	[83]	[]	[]	[45809909]	[]
877_11303	chr19	51656896	51657296	+	711	17.0	[7.9749885]	[137]	[]	[]	[51657100]	[]
877_11312	chr2	15561692	15562092	+	622	17.0	[7.9749885]	[104]	[7.9749885, 8.067295]	[112, 140]	[15561862]	[15561870, 15561898]
877_11313	chr2	16746707	16747107	+	745	17.0	[]	[]	[7.9749885, 8.313011, 8.067295]	[169, 175, 189]	[]	[16746923, 16746929, 16746943]
877_11318	chr2	27428134	27428534	+	680	17.0	[]	[]	[7.9749885]	[85]	[]	[27428292]
877_1132	chr17	41679021	41679421	+	1000	44.0	[8.405317]	[117]	[]	[]	[41679176]	[]
877_11342	chr2	73970840	73971240	+	774	17.0	[]	[]	[8.313011, 7.9749885]	[57, 61]	[]	[73970994, 73970998]
877_11346	chr2	106208844	106209244	+	729	17.0	[8.405317]	[91]	[]	[]	[106209025]	[]
877_11348	chr2	110679202	110679602	+	732	17.0	[7.9749885, 8.313011]	[173, 177]	[]	[]	[110679406, 110679410]	[]
877_11356	chr2	144595187	144595587	+	707	17.0	[]	[]	[8.313011]	[193]	[]	[144595426]
877_11374	chr2	225602222	225602622	+	763	17.0	[]	[]	[8.313011]	[104]	[]	[225602405]
877_11384	chr20	22908908	22909308	+	751	17.0	[8.405317]	[162]	[]	[]	[22909146]	[]
877_11390	chr20	36138717	36139117	+	554	17.0	[8.405317]	[185]	[]	[]	[36138925]	[]
877_11392	chr20	36843379	36843779	+	711	17.0	[7.9749885]	[140]	[8.313011]	[108]	[36843600]	[36843568]
877_11393	chr20	38995627	38996027	+	733	17.0	[7.9749885]	[127]	[]	[]	[38995805]	[]
877_11394	chr20	41538687	41539087	+	717	17.0	[]	[]	[8.405317]	[106]	[]	[41538853]
877_11397	chr20	50724832	50725232	+	667	17.0	[8.313011]	[181]	[]	[]	[50725077]	[]
877_11408	chr21	29348414	29348814	+	669	17.0	[7.9749885]	[104]	[8.313011]	[156]	[29348603]	[29348655]
877_11424	chr22	20526793	20527193	+	742	17.0	[]	[]	[8.067295]	[87]	[]	[20526955]
877_11436	chr22	21862810	21863210	+	682	17.0	[8.313011]	[98]	[8.313011]	[175]	[21862967]	[21863044]
877_11438	chr22	21875632	21876032	+	637	17.0	[8.067295]	[156]	[]	[]	[21875832]	[]
877_11439	chr22	21876468	21876868	+	628	17.0	[8.405317]	[186]	[]	[]	[21876662]	[]
877_11440	chr22	21992572	21992972	+	766	17.0	[8.405317]	[139]	[]	[]	[21992763]	[]
877_11452	chr22	23271980	23272380	+	715	17.0	[8.067295]	[170]	[]	[]	[23272230]	[]
877_11455	chr22	31227873	31228273	+	711	17.0	[7.9749885]	[93]	[]	[]	[31228062]	[]
877_11456	chr22	35447817	35448217	+	737	17.0	[8.313011]	[90]	[]	[]	[35448007]	[]
877_11468	chr3	10198968	10199368	+	625	17.0	[]	[]	[8.313011]	[153]	[]	[10199203]
877_11470	chr3	13125478	13125878	+	750	17.0	[]	[]	[8.405317]	[75]	[]	[13125643]
877_11471	chr3	13404584	13404984	+	630	17.0	[7.9749885]	[198]	[7.9749885]	[179]	[13404804]	[13404785]
877_11476	chr3	36922790	36923190	+	740	17.0	[]	[]	[7.9749885]	[139]	[]	[36922966]
877_11478	chr3	43670666	43671066	+	727	17.0	[]	[]	[7.9749885]	[90]	[]	[43670817]
877_11494	chr3	110504863	110505263	+	748	17.0	[]	[]	[8.405317]	[163]	[]	[110505108]
877_11496	chr3	129399502	129399902	+	764	17.0	[]	[]	[8.313011]	[162]	[]	[129399716]
877_11498	chr3	142445970	142446370	+	683	17.0	[8.405317]	[82]	[]	[]	[142446147]	[]
877_11500	chr3	151875763	151876163	+	657	17.0	[]	[]	[7.9749885]	[136]	[]	[151875973]
877_11502	chr3	155027206	155027606	+	711	17.0	[]	[]	[7.9749885]	[114]	[]	[155027411]
877_11513	chr3	186932728	186933128	+	639	17.0	[]	[]	[8.313011, 8.405317, 8.313011, 8.067295]	[81, 97, 108, 114]	[]	[186932909, 186932925, 186932936, 186932942]
877_11514	chr3	187005922	187006322	+	772	17.0	[]	[]	[8.313011]	[137]	[]	[187006134]
877_11529	chr4	48739489	48739889	+	694	17.0	[8.405317]	[105]	[]	[]	[48739694]	[]
877_11536	chr4	99894211	99894611	+	704	17.0	[]	[]	[8.067295]	[165]	[]	[99894452]
877_11543	chr4	169625969	169626369	+	676	17.0	[8.313011]	[210]	[]	[]	[169626183]	[]
877_11546	chr4	185318636	185319036	+	792	17.0	[]	[]	[7.9749885]	[159]	[]	[185318884]
877_1156	chr3	46111143	46111543	+	1000	44.0	[8.405317]	[117]	[8.405317, 8.067295]	[97, 120]	[46111352]	[46111332, 46111355]
877_11565	chr5	112996000	112996400	+	729	17.0	[8.067295]	[86]	[]	[]	[112996168]	[]
877_11568	chr5	132176978	132177378	+	702	17.0	[7.9749885]	[103]	[]	[]	[132177175]	[]
877_11569	chr5	134466277	134466677	+	717	17.0	[8.313011]	[136]	[]	[]	[134466493]	[]
877_11586	chr6	1703167	1703567	+	779	17.0	[8.067295]	[131]	[]	[]	[1703384]	[]
877_11590	chr6	6686682	6687082	+	709	17.0	[8.313011]	[131]	[8.067295]	[111]	[6686882]	[6686862]
877_11591	chr6	8435284	8435684	+	721	17.0	[]	[]	[8.067295]	[140]	[]	[8435472]
877_11599	chr6	16322681	16323081	+	665	17.0	[]	[]	[8.313011]	[165]	[]	[16322903]
877_11607	chr6	28220424	28220824	+	627	17.0	[8.067295]	[124]	[]	[]	[28220637]	[]
877_11617	chr6	34661322	34661722	+	750	17.0	[8.067295]	[87]	[8.405317]	[90]	[34661486]	[34661489]
877_1162	chr5	56288873	56289273	+	1000	44.0	[]	[]	[8.405317]	[155]	[]	[56289110]
877_11628	chr6	43807605	43808005	+	730	17.0	[]	[]	[8.313011]	[86]	[]	[43807763]
877_11632	chr6	53171806	53172206	+	591	17.0	[8.067295]	[83]	[]	[]	[53171969]	[]
877_11639	chr6	116562644	116563044	+	709	17.0	[7.9749885, 8.405317]	[65, 137]	[]	[]	[116562808, 116562880]	[]
877_11644	chr6	129507889	129508289	+	731	17.0	[]	[]	[8.313011, 7.9749885]	[94, 125]	[]	[129508071, 129508102]
877_11649	chr6	142566868	142567268	+	774	17.0	[]	[]	[7.9749885]	[161]	[]	[142567050]
877_11653	chr6	157892243	157892643	+	707	17.0	[8.313011]	[128]	[]	[]	[157892449]	[]
877_1167	chr6	26322753	26323153	+	1000	44.0	[]	[]	[7.9749885]	[103]	[]	[26322954]
877_11670	chr7	23546967	23547367	+	544	17.0	[8.313011]	[110]	[]	[]	[23547125]	[]
877_1168	chr6	26571564	26571964	+	1000	44.0	[7.9749885, 7.9749885]	[105, 173]	[]	[]	[26571742, 26571810]	[]
877_11683	chr7	67019790	67020190	+	736	17.0	[]	[]	[8.313011]	[113]	[]	[67019990]
