#PeakID(python identify_motif.py ./ENCODE_processed_files/TEAD4_idr.fa TEAD4 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
171_10155	chr3	39260892	39261292	+	1000	142.0	[6.7503724]	[152]	[9.258564]	[119]	[39261137]	[39261104]
171_10159	chr3	153032880	153033280	+	1000	142.0	[9.258564]	[62]	[]	[]	[153033041]	[]
171_10167	chr6	52517518	52517918	+	1000	142.0	[]	[]	[6.7683716]	[141]	[]	[52517757]
171_10168	chr6	106315982	106316382	+	1000	142.0	[]	[]	[8.9795]	[81]	[]	[106316158]
171_10172	chr6	162364460	162364860	+	1000	142.0	[]	[]	[6.8987784]	[138]	[]	[162364695]
171_10173	chr7	75694686	75695086	+	1000	142.0	[9.303733, 9.293543]	[78, 164]	[]	[]	[75694846, 75694932]	[]
171_10174	chr7	84675666	84676066	+	1000	142.0	[14.352782]	[131]	[]	[]	[84675879]	[]
171_10182	chr8	123149003	123149403	+	1000	142.0	[10.314102]	[122]	[]	[]	[123149222]	[]
171_10184	chr8	142653486	142653886	+	1000	142.0	[9.605281]	[103]	[]	[]	[142653685]	[]
171_10192	chrX	136884813	136885213	+	1000	142.0	[]	[]	[6.8938127]	[140]	[]	[136885053]
171_10194	chr1	16615391	16615791	+	1000	141.0	[11.988031]	[80]	[]	[]	[16615569]	[]
171_10196	chr1	28552709	28553109	+	1000	141.0	[10.0733185]	[66]	[]	[]	[28552873]	[]
171_10199	chr1	89906694	89907094	+	1000	141.0	[11.988031]	[111]	[]	[]	[89906888]	[]
171_1020	chr11	64888945	64889345	+	1000	487.0	[]	[]	[6.621249]	[121]	[]	[64889164]
171_10206	chr1	180527285	180527685	+	1000	141.0	[]	[]	[11.970033]	[113]	[]	[180527496]
171_10216	chr13	50599919	50600319	+	1000	141.0	[]	[]	[11.970033]	[121]	[]	[50600111]
171_10217	chr13	107900762	107901162	+	1000	141.0	[]	[]	[7.5245605]	[125]	[]	[107900985]
171_10222	chr15	58399746	58400146	+	1000	141.0	[7.0647864]	[76]	[]	[]	[58399917]	[]
171_10223	chr15	90040656	90041056	+	1000	141.0	[7.9874573]	[140]	[]	[]	[90040891]	[]
171_10225	chr17	3969116	3969516	+	1000	141.0	[6.809868]	[79]	[]	[]	[3969291]	[]
171_10228	chr17	43545894	43546294	+	1000	141.0	[]	[]	[10.314102]	[96]	[]	[43546083]
171_10239	chr2	112481065	112481465	+	1000	141.0	[]	[]	[10.314102]	[95]	[]	[112481242]
171_10243	chr21	36945767	36946167	+	1000	141.0	[7.5952926]	[90]	[9.112068]	[145]	[36945956]	[36946011]
171_10247	chr3	24260050	24260450	+	1000	141.0	[]	[]	[7.5245605]	[75]	[]	[24260214]
171_10248	chr3	33067413	33067813	+	1000	141.0	[]	[]	[9.153993]	[111]	[]	[33067616]
171_10258	chr4	1883597	1883997	+	1000	141.0	[8.239074]	[79]	[]	[]	[1883759]	[]
171_10263	chr5	132176962	132177362	+	1000	141.0	[6.9442596]	[93]	[]	[]	[132177118]	[]
171_10272	chr6	139449642	139450042	+	1000	141.0	[]	[]	[7.9493513]	[135]	[]	[139449870]
171_10274	chr7	54743528	54743928	+	1000	141.0	[]	[]	[7.9874573]	[133]	[]	[54743757]
171_10277	chr7	107890833	107891233	+	1000	141.0	[8.239074]	[118]	[]	[]	[107891017]	[]
171_1028	chr17	58492681	58493081	+	1000	486.0	[7.5700417]	[55]	[]	[]	[58492836]	[]
171_1029	chr19	53517207	53517607	+	1000	486.0	[6.910793]	[89]	[]	[]	[53517382]	[]
171_10290	chr1	55179206	55179606	+	1000	140.0	[9.043116, 7.5245605]	[94, 136]	[]	[]	[55179398, 55179440]	[]
171_10291	chr1	63403372	63403772	+	1000	140.0	[]	[]	[7.5245605]	[135]	[]	[63403606]
171_10296	chr1	169060919	169061319	+	1000	140.0	[]	[]	[11.970033]	[142]	[]	[169061141]
171_10298	chr10	22433896	22434296	+	1000	140.0	[]	[]	[6.910793]	[71]	[]	[22434061]
171_10299	chr10	61822915	61823315	+	1000	140.0	[6.9442596]	[73]	[8.9615]	[80]	[61823083]	[61823090]
171_10302	chr11	77634678	77635078	+	1000	140.0	[]	[]	[11.988031]	[65]	[]	[77634842]
171_10303	chr11	78395598	78395998	+	1000	140.0	[7.9493513]	[154]	[]	[]	[78395840]	[]
171_10305	chr11	118620743	118621143	+	1000	140.0	[]	[]	[14.352782]	[112]	[]	[118620951]
171_10312	chr12	131955786	131956186	+	1000	140.0	[14.352782]	[97]	[]	[]	[131955968]	[]
171_10318	chr16	11149021	11149421	+	1000	140.0	[]	[]	[7.6905684]	[136]	[]	[11149250]
171_10329	chr19	6578893	6579293	+	1000	140.0	[]	[]	[14.352782]	[112]	[]	[6579103]
171_10336	chr2	157453851	157454251	+	1000	140.0	[]	[]	[10.370207]	[120]	[]	[157454064]
171_10337	chr20	1434862	1435262	+	1000	140.0	[]	[]	[6.920983]	[139]	[]	[1435092]
171_10346	chr3	16550798	16551198	+	1000	140.0	[]	[]	[8.239074]	[144]	[]	[16551037]
171_10347	chr3	21526426	21526826	+	1000	140.0	[]	[]	[8.239074]	[84]	[]	[21526606]
171_10354	chr4	38242718	38243118	+	1000	140.0	[7.3083315]	[156]	[9.303733]	[142]	[38242951]	[38242937]
171_10355	chr4	55670693	55671093	+	1000	140.0	[11.344251]	[76]	[]	[]	[55670864]	[]
171_10358	chr5	173766398	173766798	+	1000	140.0	[9.364644]	[127]	[9.9073105]	[72]	[173766624]	[173766569]
171_10369	chr7	76178160	76178560	+	1000	140.0	[11.988031]	[125]	[]	[]	[76178373]	[]
171_10374	chr7	138249967	138250367	+	1000	140.0	[9.303733]	[95]	[]	[]	[138250154]	[]
171_10382	chr8	129456210	129456610	+	1000	140.0	[]	[]	[11.344251]	[84]	[]	[129456385]
171_10394	chr1	61049877	61050277	+	1000	139.0	[]	[]	[7.5952926]	[125]	[]	[61050086]
171_104	chr19	48878659	48879059	+	1000	705.0	[]	[]	[11.344251]	[115]	[]	[48878871]
171_10405	chr10	92464350	92464750	+	1000	139.0	[6.729318]	[91]	[]	[]	[92464533]	[]
171_10414	chr12	93757961	93758361	+	1000	139.0	[]	[]	[7.5700417]	[130]	[]	[93758162]
171_10420	chr14	100755717	100756117	+	1000	139.0	[]	[]	[6.747317]	[66]	[]	[100755878]
171_10421	chr14	105981872	105982272	+	1000	139.0	[]	[]	[10.370207]	[81]	[]	[105982053]
171_10424	chr15	65927558	65927958	+	1000	139.0	[]	[]	[6.729318, 14.352782]	[58, 105]	[]	[65927711, 65927758]
171_10427	chr15	89017484	89017884	+	1000	139.0	[]	[]	[6.9442596]	[105]	[]	[89017686]
171_10431	chr16	25063914	25064314	+	1000	139.0	[10.603825]	[115]	[]	[]	[25064123]	[]
171_10432	chr16	31244033	31244433	+	1000	139.0	[]	[]	[7.9493513]	[111]	[]	[31244214]
171_10441	chr17	62234004	62234404	+	1000	139.0	[6.678365]	[79]	[]	[]	[62234181]	[]
171_10442	chr17	76219978	76220378	+	1000	139.0	[6.621249, 14.352782]	[54, 93]	[]	[]	[76220129, 76220168]	[]
171_10448	chr2	68565804	68566204	+	1000	139.0	[7.012898, 7.9874573]	[69, 115]	[]	[]	[68565969, 68566015]	[]
171_10450	chr2	99609868	99610268	+	1000	139.0	[9.303733]	[148]	[]	[]	[99610110]	[]
171_10460	chr3	107421185	107421585	+	1000	139.0	[]	[]	[7.5245605, 7.931352]	[113, 121]	[]	[107421397, 107421405]
171_10461	chr3	193656490	193656890	+	1000	139.0	[7.5700417]	[113]	[6.7712426]	[168]	[193656681]	[193656736]
171_10469	chr4	174192997	174193397	+	1000	139.0	[8.913587]	[133]	[9.605281]	[140]	[174193220]	[174193227]
171_10473	chr5	139232269	139232669	+	1000	139.0	[]	[]	[10.603825]	[103]	[]	[139232447]
171_10475	chr5	163498895	163499295	+	1000	139.0	[]	[]	[14.352782]	[92]	[]	[163499079]
171_10481	chr6	89797281	89797681	+	1000	139.0	[]	[]	[7.5700417]	[113]	[]	[89797484]
171_10482	chr6	107510078	107510478	+	1000	139.0	[]	[]	[6.729318]	[146]	[]	[107510315]
171_10496	chr9	5817918	5818318	+	1000	139.0	[11.988031]	[107]	[]	[]	[5818123]	[]
171_10497	chr9	35914431	35914831	+	1000	139.0	[]	[]	[10.314102]	[132]	[]	[35914653]
171_10498	chr9	124322698	124323098	+	1000	139.0	[]	[]	[6.7503724]	[141]	[]	[124322933]
171_10504	chrUn_KI270467v1	3229	3629	+	1000	139.0	[]	[]	[6.9442596]	[113]	[]	[3434]
171_10505	chr1	10459123	10459523	+	1000	138.0	[]	[]	[6.660366]	[59]	[]	[10459277]
171_10506	chr1	18681355	18681755	+	1000	138.0	[]	[]	[11.970033]	[105]	[]	[18681553]
171_10511	chr1	44652853	44653253	+	1000	138.0	[]	[]	[9.605281]	[124]	[]	[44653060]
171_10514	chr1	160108922	160109322	+	1000	138.0	[11.970033]	[91]	[]	[]	[160109112]	[]
171_10520	chr10	17169797	17170197	+	1000	138.0	[9.174619]	[101]	[10.370207]	[156]	[17169979]	[17170034]
171_10521	chr10	56370221	56370621	+	1000	138.0	[]	[]	[11.970033]	[130]	[]	[56370439]
171_10524	chr11	6225001	6225401	+	1000	138.0	[8.9615]	[114]	[]	[]	[6225191]	[]
171_10536	chr12	108823744	108824144	+	1000	138.0	[]	[]	[6.678365]	[92]	[]	[108823927]
171_10539	chr14	20820431	20820831	+	1000	138.0	[8.9615]	[78]	[]	[]	[20820601]	[]
171_10541	chr15	64571854	64572254	+	1000	138.0	[]	[]	[9.303733]	[62]	[]	[64572011]
171_10544	chr16	30491910	30492310	+	1000	138.0	[9.174619]	[152]	[]	[]	[30492156]	[]
171_10547	chr17	2399616	2400016	+	1000	138.0	[14.352782, 14.352782]	[102, 143]	[]	[]	[2399803, 2399844]	[]
171_1055	chr10	28839624	28840024	+	1000	483.0	[]	[]	[10.370207]	[132]	[]	[28839852]
171_10550	chr17	60469772	60470172	+	1000	138.0	[10.603825]	[118]	[]	[]	[60469981]	[]
171_10557	chr19	49546924	49547324	+	1000	138.0	[]	[]	[11.344251]	[86]	[]	[49547105]
171_10565	chr2	197969370	197969770	+	1000	138.0	[7.012898]	[141]	[]	[]	[197969592]	[]
171_10566	chr2	200125042	200125442	+	1000	138.0	[10.314102]	[136]	[]	[]	[200125275]	[]
171_10568	chr2	222677915	222678315	+	1000	138.0	[]	[]	[7.931352]	[125]	[]	[222678139]
171_10572	chr21	34888541	34888941	+	1000	138.0	[8.9795]	[113]	[]	[]	[34888741]	[]
171_10573	chr21	37450662	37451062	+	1000	138.0	[9.9073105]	[168]	[]	[]	[37450910]	[]
171_10575	chr22	39953811	39954211	+	1000	138.0	[9.9073105, 14.352782, 7.5425596, 6.621249]	[69, 92, 111, 116]	[]	[]	[39953980, 39954003, 39954022, 39954027]	[]
171_10577	chr3	13650427	13650827	+	1000	138.0	[]	[]	[7.3263307]	[117]	[]	[13650644]
171_10578	chr3	40299840	40300240	+	1000	138.0	[10.370207]	[135]	[]	[]	[40300054]	[]
171_10582	chr4	78665201	78665601	+	1000	138.0	[]	[]	[8.913587]	[57]	[]	[78665354]
171_10588	chr5	85841617	85842017	+	1000	138.0	[]	[]	[6.910793]	[141]	[]	[85841849]
171_10591	chr5	112795370	112795770	+	1000	138.0	[11.344251]	[139]	[]	[]	[112795601]	[]
171_10596	chr6	24658880	24659280	+	1000	138.0	[8.9795]	[94]	[]	[]	[24659073]	[]
171_10604	chr6	149846328	149846728	+	1000	138.0	[]	[]	[9.952792]	[79]	[]	[149846506]
171_10605	chr6	156839515	156839915	+	1000	138.0	[]	[]	[7.6905684]	[114]	[]	[156839706]
171_10609	chr7	36415119	36415519	+	1000	138.0	[]	[]	[7.9493513]	[72]	[]	[36415290]
171_10623	chr8	53731264	53731664	+	1000	138.0	[10.314102]	[95]	[]	[]	[53731454]	[]
171_10625	chr9	88800309	88800709	+	1000	138.0	[6.678365]	[76]	[8.9615]	[122]	[88800480]	[88800526]
171_10629	chr1	24656034	24656434	+	1000	137.0	[]	[]	[9.395648]	[91]	[]	[24656218]
171_10632	chr1	41238390	41238790	+	1000	137.0	[9.133122]	[110]	[]	[]	[41238595]	[]
171_10633	chr1	52203951	52204351	+	1000	137.0	[]	[]	[6.8758135]	[138]	[]	[52204175]
171_10642	chr1	223700868	223701268	+	1000	137.0	[8.9615]	[113]	[]	[]	[223701068]	[]
171_10649	chr10	72260446	72260846	+	1000	137.0	[6.910793]	[107]	[]	[]	[72260641]	[]
171_10651	chr10	113867005	113867405	+	1000	137.0	[]	[]	[7.6905684]	[81]	[]	[113867172]
171_10653	chr11	9550169	9550569	+	1000	137.0	[10.603825]	[148]	[]	[]	[9550407]	[]
171_10657	chr12	121927370	121927770	+	1000	137.0	[]	[]	[11.344251]	[94]	[]	[121927564]
171_1066	chr2	88016317	88016717	+	1000	482.0	[9.952792]	[62]	[]	[]	[88016478]	[]
171_10666	chr16	87870711	87871111	+	1000	137.0	[9.605281]	[71]	[]	[]	[87870874]	[]
171_10668	chr17	28719194	28719594	+	1000	137.0	[11.970033]	[112]	[]	[]	[28719373]	[]
171_10679	chr2	12493169	12493569	+	1000	137.0	[14.352782]	[90]	[]	[]	[12493349]	[]
171_10688	chr20	4119410	4119810	+	1000	137.0	[]	[]	[6.8987784]	[58]	[]	[4119561]
171_10689	chr20	35884296	35884696	+	1000	137.0	[11.988031]	[95]	[9.9073105]	[114]	[35884490]	[35884509]
171_1069	chr18	968195	968595	+	1000	481.0	[7.5245605]	[134]	[]	[]	[968426]	[]
171_10692	chr22	21784688	21785088	+	1000	137.0	[]	[]	[6.678365]	[95]	[]	[21784863]
171_10694	chr22	38785662	38786062	+	1000	137.0	[]	[]	[7.5700417]	[72]	[]	[38785826]
171_10703	chr5	121745382	121745782	+	1000	137.0	[7.9493513]	[126]	[]	[]	[121745602]	[]
171_10708	chr6	33616920	33617320	+	1000	137.0	[]	[]	[6.910793]	[63]	[]	[33617072]
171_1071	chr5	131996727	131997127	+	1000	481.0	[]	[]	[6.920983]	[142]	[]	[131996966]
171_10717	chr7	42987647	42988047	+	1000	137.0	[]	[]	[9.9073105]	[135]	[]	[42987878]
171_10720	chr7	130187336	130187736	+	1000	137.0	[]	[]	[7.931352]	[126]	[]	[130187550]
171_10723	chr8	1741881	1742281	+	1000	137.0	[6.910793]	[141]	[]	[]	[1742113]	[]
171_10727	chrX	42096198	42096598	+	1000	137.0	[9.605281]	[135]	[]	[]	[42096429]	[]
171_10731	chr1	36149574	36149974	+	1000	136.0	[8.9615]	[143]	[9.303733]	[170]	[36149794]	[36149821]
171_10733	chr1	42686454	42686854	+	1000	136.0	[7.9493513]	[99]	[]	[]	[42686652]	[]
171_10739	chr1	185152207	185152607	+	1000	136.0	[]	[]	[14.352782, 9.952792]	[105, 112]	[]	[185152411, 185152418]
171_10742	chr1	248913926	248914326	+	1000	136.0	[6.920983]	[103]	[]	[]	[248914123]	[]
171_10746	chr10	70742536	70742936	+	1000	136.0	[8.9795]	[93]	[]	[]	[70742718]	[]
171_10747	chr11	64501411	64501811	+	1000	136.0	[]	[]	[11.988031]	[107]	[]	[64501585]
171_10752	chr12	57632995	57633395	+	1000	136.0	[]	[]	[8.239074]	[106]	[]	[57633194]
171_10757	chr14	39174089	39174489	+	1000	136.0	[]	[]	[7.3083315]	[158]	[]	[39174333]
171_10765	chr16	20946026	20946426	+	1000	136.0	[9.605281]	[154]	[]	[]	[20946265]	[]
171_10769	chr17	28230586	28230986	+	1000	136.0	[]	[]	[11.344251]	[109]	[]	[28230788]
171_10773	chr19	38728177	38728577	+	1000	136.0	[]	[]	[7.588041]	[103]	[]	[38728380]
171_10775	chr19	50588494	50588894	+	1000	136.0	[10.603825]	[91]	[]	[]	[50588672]	[]
171_10776	chr19	50741279	50741679	+	1000	136.0	[9.133122]	[122]	[6.7712426]	[108]	[50741487]	[50741473]
171_1078	chr1	41003657	41004057	+	1000	479.0	[6.660366]	[117]	[]	[]	[41003871]	[]
171_10780	chr2	10120155	10120555	+	1000	136.0	[]	[]	[8.239074]	[108]	[]	[10120332]
171_10787	chr2	108594103	108594503	+	1000	136.0	[8.5457]	[112]	[7.9493513]	[102]	[108594300]	[108594290]
171_10797	chr22	22342910	22343310	+	1000	136.0	[]	[]	[14.352782]	[115]	[]	[22343119]
171_10799	chr3	11770502	11770902	+	1000	136.0	[9.952792]	[87]	[6.729318]	[94]	[11770686]	[11770693]
171_108	chr11	62041966	62042366	+	1000	703.0	[]	[]	[6.910793]	[83]	[]	[62042148]
171_1080	chr12	51368675	51369075	+	1000	479.0	[]	[]	[7.9874573]	[54]	[]	[51368826]
171_10802	chr3	136343801	136344201	+	1000	136.0	[11.344251]	[114]	[]	[]	[136344012]	[]
171_10804	chr3	158312520	158312920	+	1000	136.0	[6.9442596]	[123]	[]	[]	[158312738]	[]
171_1081	chr15	66774327	66774727	+	1000	479.0	[]	[]	[11.970033]	[108]	[]	[66774532]
171_10812	chr5	38265548	38265948	+	1000	136.0	[14.352782]	[106]	[]	[]	[38265749]	[]
171_10823	chr6	20444696	20445096	+	1000	136.0	[]	[]	[9.133122]	[80]	[]	[20444868]
171_1083	chr3	155037927	155038327	+	1000	479.0	[]	[]	[9.043116, 6.910793]	[117, 140]	[]	[155038128, 155038151]
171_10834	chr8	92945156	92945556	+	1000	136.0	[10.314102]	[124]	[]	[]	[92945354]	[]
171_10836	chr9	37840141	37840541	+	1000	136.0	[6.789242, 6.747317]	[75, 139]	[]	[]	[37840309, 37840373]	[]
171_10848	chr1	117655097	117655497	+	1000	135.0	[]	[]	[9.112068]	[74]	[]	[117655271]
171_10849	chr1	152533300	152533700	+	1000	135.0	[]	[]	[7.5952926]	[146]	[]	[152533538]
171_10850	chr1	154324559	154324959	+	1000	135.0	[]	[]	[9.364644]	[74]	[]	[154324730]
171_10854	chr1	204624890	204625290	+	1000	135.0	[8.9795]	[128]	[]	[]	[204625113]	[]
171_10857	chr10	22159963	22160363	+	1000	135.0	[11.344251]	[109]	[]	[]	[22160169]	[]
171_10858	chr10	22454664	22455064	+	1000	135.0	[11.344251]	[65]	[]	[]	[22454820]	[]
171_10861	chr10	72319966	72320366	+	1000	135.0	[]	[]	[14.352782]	[95]	[]	[72320155]
171_10867	chr11	60864075	60864475	+	1000	135.0	[11.970033]	[99]	[]	[]	[60864249]	[]
171_10872	chr12	30450811	30451211	+	1000	135.0	[]	[]	[7.931352]	[113]	[]	[30451017]
171_10876	chr12	83335766	83336166	+	1000	135.0	[6.729318]	[92]	[]	[]	[83335940]	[]
171_10884	chr15	63918835	63919235	+	1000	135.0	[6.7683716]	[130]	[]	[]	[63919059]	[]
171_10888	chr16	20760421	20760821	+	1000	135.0	[]	[]	[6.7918687]	[108]	[]	[20760623]
171_10889	chr16	79412723	79413123	+	1000	135.0	[]	[]	[7.5700417]	[100]	[]	[79412921]
171_10895	chr17	76641552	76641952	+	1000	135.0	[7.0647864]	[62]	[7.5700417]	[112]	[76641710]	[76641760]
171_10898	chr18	47999700	48000100	+	1000	135.0	[8.9615]	[145]	[]	[]	[47999943]	[]
171_10900	chr19	13154153	13154553	+	1000	135.0	[8.9795]	[70]	[]	[]	[13154319]	[]
171_10901	chr19	21140967	21141367	+	1000	135.0	[6.910793]	[64]	[]	[]	[21141120]	[]
171_10910	chr2	145207878	145208278	+	1000	135.0	[9.293543]	[137]	[]	[]	[145208112]	[]
171_10911	chr2	173938981	173939381	+	1000	135.0	[7.3616753]	[78]	[7.3263307]	[91]	[173939150]	[173939163]
171_10914	chr2	238204283	238204683	+	1000	135.0	[10.603825]	[95]	[]	[]	[238204474]	[]
171_10915	chr20	34888531	34888931	+	1000	135.0	[]	[]	[6.920983, 9.043116]	[142, 151]	[]	[34888756, 34888765]
171_10917	chr21	23809613	23810013	+	1000	135.0	[9.395648, 6.809868]	[73, 78]	[]	[]	[23809779, 23809784]	[]
171_10918	chr21	46307651	46308051	+	1000	135.0	[7.0647864]	[71]	[]	[]	[46307806]	[]
171_10924	chr4	55638099	55638499	+	1000	135.0	[]	[]	[14.352782, 6.7712426]	[99, 149]	[]	[55638287, 55638337]
171_10925	chr4	119213636	119214036	+	1000	135.0	[11.988031]	[102]	[]	[]	[119213833]	[]
171_10927	chr5	43320834	43321234	+	1000	135.0	[]	[]	[6.910793]	[141]	[]	[43321072]
171_1093	chr3	15305536	15305936	+	1000	478.0	[]	[]	[14.352782]	[109]	[]	[15305740]
171_10932	chr5	180049263	180049663	+	1000	135.0	[9.258564]	[113]	[]	[]	[180049473]	[]
171_10937	chr6	150861776	150862176	+	1000	135.0	[]	[]	[6.621249, 9.9073105]	[96, 101]	[]	[150861969, 150861974]
171_10944	chr7	148721375	148721775	+	1000	135.0	[6.747317]	[151]	[]	[]	[148721618]	[]
171_10946	chr8	38128792	38129192	+	1000	135.0	[7.931352]	[87]	[]	[]	[38128973]	[]
171_10947	chr8	73317857	73318257	+	1000	135.0	[]	[]	[8.239074]	[81]	[]	[73318011]
171_10948	chr8	100238203	100238603	+	1000	135.0	[]	[]	[10.603825]	[65]	[]	[100238368]
171_10949	chr8	101153716	101154116	+	1000	135.0	[]	[]	[9.9073105]	[125]	[]	[101153933]
171_10954	chrX	44542846	44543246	+	1000	135.0	[]	[]	[9.364644]	[99]	[]	[44543026]
171_10958	chr1	1013031	1013431	+	1000	134.0	[]	[]	[11.988031]	[111]	[]	[1013238]
171_10962	chr1	28278705	28279105	+	1000	134.0	[9.605281]	[89]	[]	[]	[28278890]	[]
171_1097	chr6	134295979	134296379	+	1000	478.0	[9.605281]	[132]	[]	[]	[134296204]	[]
171_10970	chr1	161505171	161505571	+	1000	134.0	[]	[]	[7.0647864]	[86]	[]	[161505335]
171_10976	chr1	246618212	246618612	+	1000	134.0	[]	[]	[11.970033]	[74]	[]	[246618385]
171_1098	chr8	23668603	23669003	+	1000	478.0	[7.030897]	[138]	[]	[]	[23668840]	[]
171_10983	chr11	63574457	63574857	+	1000	134.0	[]	[]	[7.030897]	[122]	[]	[63574673]
171_11006	chr16	75038582	75038982	+	1000	134.0	[11.988031]	[94]	[]	[]	[75038776]	[]
171_11017	chr2	42913295	42913695	+	1000	134.0	[6.8938127]	[107]	[]	[]	[42913497]	[]
171_1102	chr13	50613298	50613698	+	1000	477.0	[]	[]	[10.370207]	[61]	[]	[50613451]
171_11021	chr2	151197648	151198048	+	1000	134.0	[9.112068]	[70]	[]	[]	[151197810]	[]
171_11022	chr2	177332335	177332735	+	1000	134.0	[]	[]	[6.6825495]	[72]	[]	[177332504]
171_11024	chr2	218322540	218322940	+	1000	134.0	[]	[]	[9.605281]	[135]	[]	[218322755]
171_11025	chr21	35232535	35232935	+	1000	134.0	[7.9874573]	[94]	[]	[]	[35232723]	[]
171_11029	chr22	46773823	46774223	+	1000	134.0	[]	[]	[7.931352]	[114]	[]	[46774032]
171_11036	chr3	167978075	167978475	+	1000	134.0	[]	[]	[7.931352]	[110]	[]	[167978285]
171_11053	chr7	36389379	36389779	+	1000	134.0	[]	[]	[7.9874573, 10.603825]	[76, 140]	[]	[36389542, 36389606]
171_11061	chr8	42015111	42015511	+	1000	134.0	[9.303733]	[165]	[]	[]	[42015361]	[]
171_11067	chr9	73149495	73149895	+	1000	134.0	[7.5425596]	[112]	[6.6825495]	[110]	[73149703]	[73149701]
171_11070	chr9	97168139	97168539	+	1000	134.0	[9.691082]	[150]	[]	[]	[97168386]	[]
171_11080	chr1	109370560	109370960	+	1000	133.0	[6.747317]	[187]	[10.603825]	[152]	[109370785]	[109370750]
171_11091	chr10	77919690	77920090	+	1000	133.0	[]	[]	[7.931352]	[117]	[]	[77919906]
171_11094	chr10	85901990	85902390	+	1000	133.0	[7.5425596]	[72]	[8.239074]	[66]	[85902149]	[85902143]
