#PeakID(python identify_motif.py ./ENCODE_processed_files/ELF1_idr.fa ELF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
686_10197	chr4	98995506	98995906	+	724	30.5	[]	[]	[8.793456, 9.595095, 7.1942296]	[150, 173, 191]	[]	[98995692, 98995715, 98995733]
686_10199	chr4	118835017	118835417	+	773	30.5	[9.441459]	[178]	[]	[]	[118835238]	[]
686_10201	chr5	32537501	32537901	+	782	30.5	[13.502466, 12.800334]	[93, 108]	[7.225245]	[165]	[32537676, 32537691]	[32537748]
686_10211	chr5	178232643	178233043	+	742	30.5	[]	[]	[8.725028]	[137]	[]	[178232866]
686_10213	chr6	6890337	6890737	+	773	30.5	[9.938401]	[88]	[]	[]	[6890521]	[]
686_10214	chr6	13395312	13395712	+	789	30.5	[]	[]	[7.971261]	[194]	[]	[13395538]
686_10216	chr6	16266652	16267052	+	787	30.5	[7.505192]	[143]	[]	[]	[16266894]	[]
686_10218	chr6	28474406	28474806	+	801	30.5	[]	[]	[6.863509]	[159]	[]	[28474655]
686_1022	chr1	156193751	156194151	+	1000	134.5	[8.784873]	[122]	[8.24912]	[134]	[156193973]	[156193985]
686_10227	chr6	87728074	87728474	+	723	30.5	[]	[]	[6.770984]	[190]	[]	[87728316]
686_10228	chr6	104670812	104671212	+	693	30.5	[16.017126]	[116]	[]	[]	[104670964]	[]
686_10229	chr6	119312861	119313261	+	788	30.5	[7.527656, 9.286342]	[110, 142]	[]	[]	[119313034, 119313066]	[]
686_10230	chr6	149755543	149755943	+	766	30.5	[6.4641566]	[198]	[7.8291354]	[236]	[149755731]	[149755769]
686_10236	chr7	93591360	93591760	+	776	30.5	[6.5988393]	[141]	[7.382767, 7.0373144]	[150, 167]	[93591539]	[93591548, 93591565]
686_10242	chr7	134327855	134328255	+	670	30.5	[13.115062]	[145]	[9.942367]	[136]	[134328042]	[134328033]
686_10243	chr7	139124484	139124884	+	718	30.5	[]	[]	[13.15916]	[107]	[]	[139124665]
686_10244	chr7	148983631	148984031	+	729	30.5	[]	[]	[7.4349017]	[227]	[]	[148983880]
686_10247	chr8	14860202	14860602	+	787	30.5	[16.017126]	[164]	[]	[]	[14860407]	[]
686_1025	chr12	124917508	124917908	+	1000	134.5	[13.502466]	[165]	[9.938401]	[201]	[124917721]	[124917757]
686_10250	chr8	81858528	81858928	+	707	30.5	[]	[]	[7.5696073, 9.688612]	[139, 163]	[]	[81858744, 81858768]
686_10251	chr8	90226431	90226831	+	731	30.5	[16.017126]	[102]	[8.243634]	[96]	[90226621]	[90226615]
686_10254	chr8	141104692	141105092	+	768	30.5	[]	[]	[16.017126]	[211]	[]	[141104935]
686_10255	chr9	92293296	92293696	+	766	30.5	[]	[]	[7.123239]	[132]	[]	[92293462]
686_10256	chr9	123343326	123343726	+	546	30.5	[]	[]	[13.115062]	[194]	[]	[123343545]
686_10260	chr9	131077727	131078127	+	781	30.5	[]	[]	[9.595095]	[80]	[]	[131077883]
686_10267	chr1	9142278	9142678	+	754	30.0	[9.054054]	[121]	[]	[]	[9142453]	[]
686_10272	chr1	24248827	24249227	+	752	30.0	[]	[]	[7.6130667]	[89]	[]	[24249008]
686_10277	chr1	51297037	51297437	+	744	30.0	[]	[]	[6.6342473]	[69]	[]	[51297188]
686_10279	chr1	100351967	100352367	+	726	30.0	[]	[]	[7.114076]	[113]	[]	[100352140]
686_10282	chr1	159077040	159077440	+	713	30.0	[7.6130667]	[128]	[]	[]	[159077228]	[]
686_10288	chr1	207311162	207311562	+	768	30.0	[7.0323467]	[141]	[]	[]	[207311355]	[]
686_10291	chr10	24569332	24569732	+	775	30.0	[]	[]	[7.0279646]	[158]	[]	[24569538]
686_10297	chr11	65381640	65382040	+	619	30.0	[13.15916]	[207]	[]	[]	[65381860]	[]
686_10298	chr11	66616846	66617246	+	605	30.0	[11.651423]	[118]	[]	[]	[66616997]	[]
686_1030	chr13	78658933	78659333	+	1000	134.0	[6.4493685]	[121]	[]	[]	[78659145]	[]
686_10301	chr11	120952766	120953166	+	567	30.0	[]	[]	[12.453062]	[90]	[]	[120952948]
686_10302	chr12	6943796	6944196	+	764	30.0	[]	[]	[8.716876]	[130]	[]	[6943995]
686_10303	chr12	11798862	11799262	+	727	30.0	[9.495998, 12.453062]	[63, 79]	[9.495998, 12.712791]	[68, 96]	[11799021, 11799037]	[11799026, 11799054]
686_10304	chr12	46549819	46550219	+	752	30.0	[]	[]	[12.800334]	[96]	[]	[46549973]
686_10307	chr12	57547011	57547411	+	597	30.0	[13.115062]	[115]	[]	[]	[57547185]	[]
686_10308	chr12	93571370	93571770	+	774	30.0	[]	[]	[6.591644]	[69]	[]	[93571534]
686_1031	chr15	78540171	78540571	+	1000	134.0	[]	[]	[7.0178514]	[110]	[]	[78540375]
686_10311	chr12	121711851	121712251	+	547	30.0	[12.453062]	[127]	[]	[]	[121712078]	[]
686_1032	chr17	7239504	7239904	+	1000	134.0	[9.919916]	[168]	[]	[]	[7239738]	[]
686_10332	chr17_GL000205v2_random	76566	76966	+	639	30.0	[]	[]	[8.651784]	[206]	[]	[76775]
686_10336	chr18	26088665	26089065	+	577	30.0	[]	[]	[10.647848]	[107]	[]	[26088871]
686_10337	chr19	3275373	3275773	+	759	30.0	[6.6342473]	[157]	[]	[]	[3275593]	[]
686_10347	chr19	18340042	18340442	+	770	30.0	[8.240355]	[166]	[12.712791]	[115]	[18340249]	[18340198]
686_10349	chr19	39406207	39406607	+	765	30.0	[]	[]	[7.265795]	[180]	[]	[39406425]
686_10354	chr2	31811967	31812367	+	744	30.0	[]	[]	[13.15916]	[139]	[]	[31812151]
686_10361	chr2	113012752	113013152	+	619	30.0	[]	[]	[7.114076]	[73]	[]	[113012918]
686_10363	chr2	174031935	174032335	+	759	30.0	[]	[]	[13.15916]	[185]	[]	[174032147]
686_10364	chr2	183125819	183126219	+	599	30.0	[]	[]	[9.449611, 9.106304]	[97, 156]	[]	[183125988, 183126047]
686_10367	chr2	226772616	226773016	+	781	30.0	[9.441459, 7.343513]	[120, 127]	[9.441459]	[141]	[226772799, 226772806]	[226772820]
686_10368	chr20	4222460	4222860	+	679	30.0	[]	[]	[6.3342037, 8.460052]	[198, 233]	[]	[4222618, 4222653]
686_1037	chr1	85276308	85276708	+	1000	133.5	[]	[]	[8.716876]	[153]	[]	[85276527]
686_10390	chr22	22674616	22675016	+	715	30.0	[7.225245]	[150]	[]	[]	[22674829]	[]
686_10394	chr22	39439140	39439540	+	567	30.0	[9.351434]	[71]	[]	[]	[39439306]	[]
686_10395	chr3	5442306	5442706	+	785	30.0	[12.453062]	[203]	[]	[]	[5442548]	[]
686_10397	chr3	10373608	10374008	+	718	30.0	[]	[]	[9.473548]	[130]	[]	[10373795]
686_10400	chr3	39154240	39154640	+	609	30.0	[]	[]	[7.1053114]	[185]	[]	[39154462]
686_10402	chr3	85504262	85504662	+	760	30.0	[]	[]	[11.107086]	[198]	[]	[85504484]
686_10405	chr3	183252806	183253206	+	661	30.0	[7.7344794, 7.789881]	[100, 174]	[]	[]	[183252960, 183253034]	[]
686_10406	chr3	194002461	194002861	+	772	30.0	[7.431055]	[149]	[]	[]	[194002620]	[]
686_10408	chr4	82901395	82901795	+	667	30.0	[8.460052, 6.6586843]	[69, 112]	[]	[]	[82901553, 82901596]	[]
686_10411	chr5	72234177	72234577	+	760	30.0	[11.651423]	[152]	[]	[]	[72234375]	[]
686_10414	chr5	132179897	132180297	+	747	30.0	[]	[]	[6.591644]	[224]	[]	[132180141]
686_10415	chr5	132528327	132528727	+	636	30.0	[]	[]	[16.017126, 9.595095]	[105, 181]	[]	[132528486, 132528562]
686_10418	chr5	164347151	164347551	+	758	30.0	[]	[]	[9.062206]	[139]	[]	[164347303]
686_10422	chr6	4678509	4678909	+	761	30.0	[]	[]	[13.15916]	[198]	[]	[4678738]
686_10430	chr6	30815156	30815556	+	779	30.0	[]	[]	[6.511952]	[156]	[]	[30815349]
686_10434	chr6	37630371	37630771	+	567	30.0	[6.5834923, 8.793456]	[100, 126]	[]	[]	[37630549, 37630575]	[]
686_10438	chr6	56542344	56542744	+	667	30.0	[6.7688527]	[127]	[]	[]	[56542553]	[]
686_10439	chr7	6995509	6995909	+	647	30.0	[9.106304]	[137]	[]	[]	[6995664]	[]
686_10441	chr7	12727587	12727987	+	688	30.0	[7.963109]	[133]	[]	[]	[12727797]	[]
686_10443	chr7	43572363	43572763	+	779	30.0	[8.224974]	[159]	[]	[]	[43572537]	[]
686_10446	chr7	56061502	56061902	+	590	30.0	[]	[]	[9.136763]	[268]	[]	[56061707]
686_10447	chr7	65980780	65981180	+	771	30.0	[]	[]	[7.5276423, 13.115062]	[98, 135]	[]	[65980959, 65980996]
686_10450	chr7	74452430	74452830	+	754	30.0	[13.15916]	[99]	[]	[]	[74452589]	[]
686_10451	chr7	78020509	78020909	+	743	30.0	[7.453959, 7.1053114]	[134, 142]	[]	[]	[78020712, 78020720]	[]
686_10454	chr7	100546206	100546606	+	760	30.0	[]	[]	[9.026612]	[180]	[]	[100546425]
686_10455	chr7	100840393	100840793	+	742	30.0	[7.08763, 9.595095, 6.378302]	[142, 169, 183]	[]	[]	[100840570, 100840597, 100840611]	[]
686_10457	chr7	106658460	106658860	+	752	30.0	[]	[]	[6.3342037]	[190]	[]	[106658706]
686_10461	chr7	108538184	108538584	+	755	30.0	[9.595095]	[144]	[]	[]	[108538397]	[]
686_10467	chr8	10649511	10649911	+	660	30.0	[]	[]	[6.5988393]	[172]	[]	[10649755]
686_10468	chr8	55757429	55757829	+	758	30.0	[]	[]	[7.8291354]	[124]	[]	[55757594]
686_10472	chr9	35079910	35080310	+	744	30.0	[6.5906878]	[110]	[]	[]	[35080115]	[]
686_10473	chr9	83921381	83921781	+	780	30.0	[13.115062]	[141]	[7.054231]	[92]	[83921589]	[83921540]
686_10476	chr9	128217535	128217935	+	763	30.0	[8.240355]	[216]	[7.4055414]	[166]	[128217786]	[128217736]
686_10479	chr9	131121743	131122143	+	587	30.0	[]	[]	[10.454414]	[123]	[]	[131121964]
686_10486	chrUn_KI270742v1	6555	6955	+	723	30.0	[7.1053114]	[195]	[10.831991]	[130]	[6800]	[6735]
686_1049	chr8	37891890	37892290	+	1000	133.0	[]	[]	[16.017126]	[102]	[]	[37892086]
686_10490	chr1	9234295	9234695	+	695	29.5	[]	[]	[6.893543]	[220]	[]	[9234534]
686_10493	chr1	15795380	15795780	+	721	29.5	[]	[]	[6.770984]	[150]	[]	[15795630]
686_10495	chr1	20493774	20494174	+	730	29.5	[9.373884]	[157]	[]	[]	[20494020]	[]
686_10496	chr1	24642475	24642875	+	640	29.5	[]	[]	[10.758294]	[162]	[]	[24642696]
686_10498	chr1	26093382	26093782	+	748	29.5	[]	[]	[9.026612, 10.6445]	[115, 163]	[]	[26093579, 26093627]
686_10503	chr1	28748003	28748403	+	724	29.5	[9.148726]	[79]	[]	[]	[28748165]	[]
686_10504	chr1	28846150	28846550	+	750	29.5	[]	[]	[9.550997]	[178]	[]	[28846380]
686_10505	chr1	32964899	32965299	+	710	29.5	[7.431055]	[178]	[10.758294]	[172]	[32965133]	[32965127]
686_10509	chr1	40979136	40979536	+	747	29.5	[]	[]	[9.351434]	[146]	[]	[40979298]
686_10510	chr1	42941746	42942146	+	752	29.5	[]	[]	[9.062206]	[138]	[]	[42941942]
686_10513	chr1	52613639	52614039	+	726	29.5	[]	[]	[13.115062]	[100]	[]	[52613812]
686_10515	chr1	111099264	111099664	+	733	29.5	[]	[]	[12.800334]	[78]	[]	[111099424]
686_10516	chr1	111592618	111593018	+	713	29.5	[]	[]	[9.942367]	[175]	[]	[111592837]
686_10517	chr1	146035665	146036065	+	745	29.5	[7.4349017]	[132]	[]	[]	[146035858]	[]
686_10519	chr1	161566085	161566485	+	753	29.5	[]	[]	[9.373884]	[119]	[]	[161566289]
686_10526	chr1	225975937	225976337	+	624	29.5	[9.550997]	[147]	[7.9740243, 7.123038, 9.595095]	[64, 91, 155]	[225976173]	[225976090, 225976117, 225976181]
686_10528	chr1	245345316	245345716	+	657	29.5	[]	[]	[8.7474785]	[103]	[]	[245345512]
686_10529	chr10	5472406	5472806	+	661	29.5	[]	[]	[6.6380315]	[108]	[]	[5472585]
686_10535	chr10	71893840	71894240	+	746	29.5	[9.441459, 7.40341]	[107, 115]	[]	[]	[71894034, 71894042]	[]
686_10536	chr10	72310112	72310512	+	747	29.5	[16.017126]	[143]	[]	[]	[72310323]	[]
686_10538	chr10	110304708	110305108	+	618	29.5	[6.511952, 6.378302]	[143, 198]	[]	[]	[110304881, 110304936]	[]
686_10540	chr11	62855464	62855864	+	766	29.5	[7.971261]	[123]	[]	[]	[62855626]	[]
686_10543	chr11	65941312	65941712	+	754	29.5	[8.240355]	[110]	[]	[]	[65941498]	[]
686_10546	chr11	86234802	86235202	+	683	29.5	[9.026612, 9.026612]	[118, 137]	[]	[]	[86234985, 86235004]	[]
686_10549	chr12	47205870	47206270	+	699	29.5	[]	[]	[11.651423]	[245]	[]	[47206064]
686_10550	chr12	47742277	47742677	+	735	29.5	[]	[]	[16.017126, 10.132787]	[158, 196]	[]	[47742456, 47742494]
686_10553	chr12	57227254	57227654	+	708	29.5	[6.3747187, 9.875818]	[166, 209]	[]	[]	[57227453, 57227496]	[]
686_10556	chr12	93372808	93373208	+	600	29.5	[6.466288]	[127]	[]	[]	[93373025]	[]
686_1056	chr8	65643739	65644139	+	1000	132.5	[8.460052]	[59]	[]	[]	[65643891]	[]
686_10560	chr13	93332619	93333019	+	681	29.5	[7.0098963]	[164]	[]	[]	[93332784]	[]
686_10561	chr14	20624271	20624671	+	592	29.5	[7.6718717, 6.4718184]	[110, 155]	[]	[]	[20624423, 20624468]	[]
686_10568	chr15	58430047	58430447	+	743	29.5	[7.8562293]	[115]	[]	[]	[58430233]	[]
686_10569	chr15	74598476	74598876	+	619	29.5	[11.964272]	[133]	[]	[]	[74598643]	[]
686_10574	chr16	30381190	30381590	+	572	29.5	[]	[]	[6.699158]	[112]	[]	[30381396]
686_10575	chr16	67268153	67268553	+	588	29.5	[]	[]	[6.5834923]	[180]	[]	[67268403]
686_10576	chr16	67514339	67514739	+	732	29.5	[7.431055]	[94]	[13.115062]	[147]	[67514532]	[67514585]
686_10577	chr16	74700920	74701320	+	716	29.5	[7.453959]	[107]	[]	[]	[74701077]	[]
686_10578	chr16	75122101	75122501	+	750	29.5	[6.594993]	[156]	[]	[]	[75122333]	[]
686_10581	chr16	88993446	88993846	+	659	29.5	[]	[]	[9.449611, 9.106304, 6.591644, 9.595095]	[78, 93, 108, 172]	[]	[88993597, 88993612, 88993627, 88993691]
686_10591	chr17	80261450	80261850	+	667	29.5	[11.95612]	[182]	[]	[]	[80261641]	[]
686_10597	chr19	4868009	4868409	+	580	29.5	[]	[]	[10.831991]	[130]	[]	[4868226]
686_106	chr19	44955006	44955406	+	1000	354.0	[12.777884]	[169]	[9.062206]	[178]	[44955242]	[44955251]
686_10604	chr19	32421932	32422332	+	716	29.5	[8.224974]	[159]	[]	[]	[32422114]	[]
686_10606	chr19	40489117	40489517	+	730	29.5	[7.0011244]	[98]	[]	[]	[40489271]	[]
686_10609	chr19	48753775	48754175	+	622	29.5	[10.831991]	[147]	[]	[]	[48753972]	[]
686_10610	chr19	48874042	48874442	+	710	29.5	[9.595095]	[201]	[9.062206]	[159]	[48874284]	[48874242]
686_10613	chr19	51777762	51778162	+	740	29.5	[6.6342473]	[96]	[]	[]	[51777946]	[]
686_10617	chr2	112631092	112631492	+	717	29.5	[]	[]	[11.107086]	[115]	[]	[112631301]
686_10620	chr2	200405917	200406317	+	678	29.5	[13.115062]	[162]	[]	[]	[200406152]	[]
686_10626	chr20	43456867	43457267	+	733	29.5	[9.942367]	[240]	[]	[]	[43457108]	[]
686_10627	chr20	44856772	44857172	+	569	29.5	[7.080435, 9.595095, 9.595095, 6.5834923]	[80, 143, 149, 155]	[]	[]	[44856943, 44857006, 44857012, 44857018]	[]
686_10646	chr22	29388332	29388732	+	744	29.5	[9.919916]	[193]	[]	[]	[29388558]	[]
686_10647	chr22	42444636	42445036	+	724	29.5	[6.741383]	[131]	[9.942367]	[74]	[42444857]	[42444800]
686_10648	chr3	3191929	3192329	+	738	29.5	[12.712791, 6.3342037]	[104, 136]	[]	[]	[3192115, 3192147]	[]
686_10649	chr3	15148629	15149029	+	680	29.5	[]	[]	[6.6342473, 13.502466]	[136, 151]	[]	[15148864, 15148879]
686_1065	chr16	807661	808061	+	1000	131.5	[8.7474785]	[95]	[]	[]	[807824]	[]
686_10651	chr3	43773614	43774014	+	719	29.5	[]	[]	[13.115062]	[208]	[]	[43773830]
686_10655	chr3	129608584	129608984	+	695	29.5	[]	[]	[7.8291354, 9.026612, 9.449611]	[163, 185, 189]	[]	[129608796, 129608818, 129608822]
686_10657	chr3	152197860	152198260	+	608	29.5	[]	[]	[9.688612]	[191]	[]	[152198073]
686_10660	chr3	177339324	177339724	+	670	29.5	[]	[]	[7.080435, 8.537822, 6.591644, 8.537822]	[145, 157, 205, 213]	[]	[177339485, 177339497, 177339545, 177339553]
686_10661	chr3	196192563	196192963	+	583	29.5	[7.2679267]	[176]	[]	[]	[196192770]	[]
686_10666	chr5	1168079	1168479	+	746	29.5	[]	[]	[8.659936]	[103]	[]	[1168268]
686_10667	chr5	10319252	10319652	+	730	29.5	[]	[]	[7.4027147]	[172]	[]	[10319495]
686_10670	chr5	96743325	96743725	+	741	29.5	[]	[]	[16.017126]	[118]	[]	[96743542]
686_10674	chr6	2999930	3000330	+	742	29.5	[]	[]	[6.7326183]	[113]	[]	[3000127]
686_10675	chr6	13044388	13044788	+	737	29.5	[]	[]	[12.712791]	[182]	[]	[13044576]
686_10676	chr6	15400679	15401079	+	637	29.5	[]	[]	[9.595095, 7.080435]	[149, 175]	[]	[15400885, 15400911]
686_10678	chr6	27127168	27127568	+	694	29.5	[]	[]	[11.95612]	[103]	[]	[27127334]
686_1068	chr9	34458382	34458782	+	1000	131.5	[]	[]	[6.770984, 12.777884]	[55, 99]	[]	[34458535, 34458579]
686_10683	chr6	33364531	33364931	+	670	29.5	[6.5834923]	[174]	[]	[]	[33364739]	[]
686_10686	chr6	37183296	37183696	+	648	29.5	[13.15916]	[194]	[12.800334]	[117]	[37183529]	[37183452]
686_10688	chr6	37791541	37791941	+	731	29.5	[]	[]	[13.115062]	[167]	[]	[37791724]
686_10695	chr6	129730642	129731042	+	712	29.5	[8.537822]	[112]	[]	[]	[129730821]	[]
686_10697	chr6	139943410	139943810	+	739	29.5	[16.017126]	[151]	[]	[]	[139943636]	[]
686_10699	chr6	151374109	151374509	+	689	29.5	[13.15916]	[92]	[7.4086046]	[84]	[151374272]	[151374264]
686_10709	chr7	111438856	111439256	+	724	29.5	[]	[]	[8.537822]	[188]	[]	[111439067]
686_10712	chr7	126667935	126668335	+	735	29.5	[11.098322]	[154]	[12.453062]	[117]	[126668142]	[126668105]
686_10713	chr7	129764244	129764644	+	726	29.5	[7.40341]	[121]	[]	[]	[129764453]	[]
686_10716	chr7	145800909	145801309	+	738	29.5	[]	[]	[6.659025]	[286]	[]	[145801115]
686_10719	chr8	30095188	30095588	+	733	29.5	[9.919916]	[119]	[12.777884]	[138]	[30095390]	[30095409]
686_10725	chr8	139675665	139676065	+	751	29.5	[]	[]	[6.6380315]	[120]	[]	[139675860]
686_10726	chr8	143070981	143071381	+	659	29.5	[6.770984]	[131]	[]	[]	[143071163]	[]
686_10727	chr9	97803040	97803440	+	576	29.5	[6.511952, 6.3558517, 9.595095]	[150, 188, 208]	[]	[]	[97803204, 97803242, 97803262]	[]
686_10731	chr9	130791071	130791471	+	717	29.5	[6.8368497, 6.8783298]	[94, 158]	[]	[]	[130791256, 130791320]	[]
686_10732	chr9	131202043	131202443	+	628	29.5	[]	[]	[6.7770047]	[104]	[]	[131202241]
686_10733	chr9	135957499	135957899	+	703	29.5	[8.807323]	[122]	[]	[]	[135957701]	[]
686_10735	chrX	65999260	65999660	+	751	29.5	[]	[]	[7.0098963]	[203]	[]	[65999493]
686_10738	chr1	14884697	14885097	+	694	29.0	[9.595095]	[103]	[]	[]	[14884899]	[]
686_1074	chr19	53431785	53432185	+	1000	131.0	[11.95612]	[131]	[]	[]	[53431988]	[]
686_10741	chr1	33218758	33219158	+	685	29.0	[6.466288]	[123]	[9.688612]	[213]	[33218919]	[33219009]
686_10742	chr1	39064629	39065029	+	639	29.0	[13.115062]	[184]	[]	[]	[39064876]	[]
686_10745	chr1	93664337	93664737	+	715	29.0	[7.5255246]	[173]	[]	[]	[93664519]	[]
686_10747	chr1	117572533	117572933	+	709	29.0	[]	[]	[16.017126]	[135]	[]	[117572752]
686_10749	chr1	149708501	149708901	+	651	29.0	[]	[]	[7.971893]	[165]	[]	[149708725]
