#PeakID(python identify_motif.py ./ENCODE_processed_files/CREB1_idr.fa CREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
789_10158	chr12	123387515	123387915	+	1000	63.0	[]	[]	[6.7814016]	[71]	[]	[123387686]
789_10161	chr12	132379971	132380371	+	1000	63.0	[]	[]	[9.522412, 9.535811]	[110, 141]	[]	[132380176, 132380207]
789_10166	chr14	50668273	50668673	+	1000	63.0	[]	[]	[8.492485]	[203]	[]	[50668485]
789_10170	chr15	82892501	82892901	+	1000	63.0	[7.304901]	[128]	[14.340561]	[128]	[82892726]	[82892726]
789_10172	chr15	93035893	93036293	+	1000	63.0	[6.6679616]	[87]	[6.6679616]	[97]	[93036073]	[93036083]
789_10185	chr16	78796237	78796637	+	1000	63.0	[11.325602, 6.702695]	[69, 114]	[7.587105]	[69]	[78796406, 78796451]	[78796406]
789_1019	chr3	43286309	43286709	+	1000	301.0	[12.391855]	[101]	[12.391855]	[101]	[43286506]	[43286506]
789_10190	chr17	39461187	39461587	+	1000	63.0	[6.7118297]	[131]	[]	[]	[39461402]	[]
789_10202	chr19	3502868	3503268	+	1000	63.0	[7.0666766]	[102]	[6.9910398]	[102]	[3503065]	[3503065]
789_10216	chr2	62195790	62196190	+	1000	63.0	[7.778084]	[146]	[7.8243337]	[146]	[62196024]	[62196024]
789_10224	chr2	215436090	215436490	+	1000	63.0	[12.391855]	[68]	[12.391855]	[68]	[215436244]	[215436244]
789_10225	chr20	10218627	10219027	+	1000	63.0	[12.391855]	[91]	[12.391855]	[91]	[10218810]	[10218810]
789_10229	chr20	41632832	41633232	+	1000	63.0	[]	[]	[6.6892962]	[126]	[]	[41633045]
789_10233	chr20	63339319	63339719	+	1000	63.0	[8.105255]	[151]	[10.268989, 8.320283, 10.268989, 10.268989]	[123, 151, 179, 207]	[63339512]	[63339484, 63339512, 63339540, 63339568]
789_10234	chr21	14270996	14271396	+	1000	63.0	[9.614517, 7.573706]	[64, 126]	[7.3216233]	[126]	[14271149, 14271211]	[14271211]
789_10235	chr21	32884061	32884461	+	1000	63.0	[14.340561]	[104]	[7.304901]	[104]	[32884261]	[32884261]
789_10241	chr22	19175753	19176153	+	1000	63.0	[9.614517]	[135]	[]	[]	[19175947]	[]
789_10273	chr5	55997687	55998087	+	665	63.0	[9.501078, 7.587105]	[97, 134]	[11.325602]	[134]	[55997860, 55997897]	[55997897]
789_10274	chr5	60978958	60979358	+	1000	63.0	[6.6389275]	[87]	[]	[]	[60979117]	[]
789_10297	chr6	130993353	130993753	+	1000	63.0	[7.6658115, 10.268989]	[85, 153]	[7.302018]	[85]	[130993507, 130993575]	[130993507]
789_10298	chr6	134065647	134066047	+	1000	63.0	[6.6461034, 7.304901, 7.587105]	[94, 97, 135]	[14.340561, 11.325602]	[97, 135]	[134065827, 134065830, 134065868]	[134065830, 134065868]
789_103	chr16	2267941	2268341	+	1000	637.0	[12.391855, 8.320283]	[81, 131]	[12.391855, 8.105255]	[81, 131]	[2268114, 2268164]	[2268114, 2268164]
789_10302	chr7	56328337	56328737	+	1000	63.0	[12.391855]	[110]	[12.391855]	[110]	[56328547]	[56328547]
789_10308	chr7	138439232	138439632	+	1000	63.0	[7.2208457]	[121]	[]	[]	[138439449]	[]
789_10315	chr8	79793608	79794008	+	1000	63.0	[6.6892962]	[156]	[9.745586]	[159]	[79793848]	[79793851]
789_10316	chr8	101109397	101109797	+	1000	63.0	[9.472043]	[124]	[]	[]	[101109600]	[]
789_10326	chr9	132901867	132902267	+	1000	63.0	[7.3216233]	[113]	[7.573706]	[113]	[132902074]	[132902074]
789_1033	chr4	98929871	98930271	+	1000	299.0	[6.726624]	[144]	[7.2540293]	[155]	[98930098]	[98930109]
789_10330	chr1	7810398	7810798	+	1000	62.0	[7.573706]	[152]	[7.3216233]	[152]	[7810644]	[7810644]
789_10332	chr1	12658954	12659354	+	1000	62.0	[9.745586]	[154]	[]	[]	[12659202]	[]
789_10338	chr1	35499706	35500106	+	1000	62.0	[]	[]	[11.507445]	[69]	[]	[35499861]
789_10349	chr1	154354546	154354946	+	1000	62.0	[]	[]	[6.599558]	[104]	[]	[154354745]
789_10350	chr1	155991091	155991491	+	1000	62.0	[7.587105, 7.587105]	[92, 121]	[11.325602, 11.325602]	[92, 121]	[155991274, 155991303]	[155991274, 155991303]
789_10358	chr1	236353103	236353503	+	1000	62.0	[6.7118297]	[182]	[]	[]	[236353354]	[]
789_10363	chr10	59892699	59893099	+	1000	62.0	[7.8243337]	[106]	[7.778084]	[106]	[59892898]	[59892898]
789_10370	chr11	36115413	36115813	+	1000	62.0	[7.587105]	[77]	[11.325602]	[77]	[36115580]	[36115580]
789_10371	chr11	57402662	57403062	+	1000	62.0	[11.325602]	[62]	[7.587105, 9.745586]	[62, 113]	[57402813]	[57402813, 57402864]
789_10378	chr11	65371141	65371541	+	1000	62.0	[6.730626]	[157]	[]	[]	[65371337]	[]
789_10390	chr14	22715165	22715565	+	1000	62.0	[9.253607, 9.253607]	[96, 173]	[9.253607, 9.253607]	[96, 173]	[22715331, 22715408]	[22715331, 22715408]
789_10396	chr15	63179062	63179462	+	1000	62.0	[12.391855]	[126]	[12.391855]	[126]	[63179254]	[63179254]
789_1040	chr3	170357447	170357847	+	1000	297.0	[12.391855]	[117]	[12.391855]	[117]	[170357661]	[170357661]
789_10400	chr15	90184007	90184407	+	1000	62.0	[]	[]	[6.7118297]	[107]	[]	[90184203]
789_10408	chr16	69396049	69396449	+	1000	62.0	[12.391855]	[97]	[12.391855]	[97]	[69396239]	[69396239]
789_10409	chr16	84881659	84882059	+	1000	62.0	[11.325602]	[140]	[7.587105]	[140]	[84881894]	[84881894]
789_10420	chr18	3585796	3586196	+	1000	62.0	[9.745586]	[127]	[]	[]	[3586018]	[]
789_10423	chr18	62850608	62851008	+	1000	62.0	[]	[]	[9.522412]	[128]	[]	[62850768]
789_10425	chr19	247148	247548	+	1000	62.0	[6.6389275]	[157]	[]	[]	[247364]	[]
789_1043	chr1	42963570	42963970	+	1000	296.0	[14.340561]	[117]	[7.304901]	[117]	[42963769]	[42963769]
789_1044	chr10	63133050	63133450	+	1000	296.0	[12.391855]	[94]	[8.492485, 12.391855]	[56, 94]	[63133240]	[63133202, 63133240]
789_10444	chr2	38552230	38552630	+	1000	62.0	[]	[]	[9.472043]	[108]	[]	[38552430]
789_10456	chr2	196123802	196124202	+	1000	62.0	[]	[]	[6.7580795]	[112]	[]	[196124014]
789_10472	chr22	31055541	31055941	+	1000	62.0	[14.340561]	[76]	[7.304901, 6.7814016]	[76, 79]	[31055699]	[31055699, 31055702]
789_10473	chr22	50247727	50248127	+	1000	62.0	[12.391855]	[127]	[12.391855]	[127]	[50247939]	[50247939]
789_10474	chr3	9715778	9716178	+	1000	62.0	[6.6679616]	[154]	[10.268989]	[157]	[9716018]	[9716021]
789_10482	chr3	45273690	45274090	+	1000	62.0	[]	[]	[6.6461034]	[90]	[]	[45273877]
789_10491	chr4	8479182	8479582	+	940	62.0	[9.501078]	[119]	[7.435873]	[122]	[8479371]	[8479374]
789_10495	chr4	86934040	86934440	+	1000	62.0	[10.268989, 7.2336946]	[76, 126]	[]	[]	[86934209, 86934259]	[]
789_10501	chr4	184474529	184474929	+	1000	62.0	[]	[]	[7.435873]	[166]	[]	[184474773]
789_10512	chr5	141691330	141691730	+	1000	62.0	[]	[]	[6.730626]	[156]	[]	[141691507]
789_10520	chr6	26205892	26206292	+	1000	62.0	[7.7968802]	[93]	[9.55874]	[93]	[26206073]	[26206073]
789_10530	chr6	80250392	80250792	+	1000	62.0	[9.745586]	[119]	[]	[]	[80250596]	[]
789_10531	chr6	131646266	131646666	+	1000	62.0	[7.435873]	[148]	[]	[]	[131646507]	[]
789_10537	chr7	24821349	24821749	+	1000	62.0	[6.730626]	[124]	[]	[]	[24821565]	[]
789_10538	chr7	28409108	28409508	+	1000	62.0	[12.391855, 10.268989]	[113, 130]	[12.391855]	[113]	[28409308, 28409325]	[28409308]
789_10551	chr8	1758965	1759365	+	1000	62.0	[7.611034]	[79]	[7.5305133]	[79]	[1759128]	[1759128]
789_10564	chr9	99075409	99075809	+	1000	62.0	[]	[]	[6.893674]	[107]	[]	[99075573]
789_10579	chr1	30918963	30919363	+	1000	61.0	[7.304901]	[85]	[14.340561]	[85]	[30919127]	[30919127]
789_10594	chr1	169312144	169312544	+	1000	61.0	[6.6389275]	[147]	[]	[]	[169312322]	[]
789_10607	chr10	72296005	72296405	+	1000	61.0	[7.144837]	[107]	[6.9573374]	[107]	[72296198]	[72296198]
789_1061	chr9	2844097	2844497	+	1000	294.0	[12.391855]	[114]	[12.391855]	[114]	[2844304]	[2844304]
789_10614	chr11	32374182	32374582	+	1000	61.0	[]	[]	[9.270329]	[137]	[]	[32374417]
789_10619	chr11	61949564	61949964	+	1000	61.0	[14.340561, 7.435873]	[75, 141]	[7.304901, 6.7814016]	[75, 78]	[61949723, 61949789]	[61949723, 61949726]
789_10623	chr11	77045983	77046383	+	1000	61.0	[7.6658115]	[79]	[7.302018]	[79]	[77046144]	[77046144]
789_10641	chr13	50357573	50357973	+	1000	61.0	[7.0390015, 7.5523715, 6.7814016, 7.304901]	[63, 78, 92, 95]	[10.066811, 14.340561]	[78, 95]	[50357731, 50357746, 50357760, 50357763]	[50357746, 50357763]
789_10642	chr13	107872951	107873351	+	1000	61.0	[14.340561]	[66]	[7.304901, 6.6389275]	[66, 98]	[107873117]	[107873117, 107873149]
789_1065	chr10	35194880	35195280	+	1000	292.0	[9.233536, 14.340561, 14.340561]	[79, 99, 110]	[7.304901, 7.304901]	[99, 110]	[35195054, 35195074, 35195085]	[35195074, 35195085]
789_10653	chr16	22282272	22282672	+	1000	61.0	[]	[]	[6.6679616]	[133]	[]	[22282495]
789_1066	chr14	75660995	75661395	+	1000	292.0	[9.55874]	[91]	[7.7968802]	[91]	[75661185]	[75661185]
789_10660	chr16	86738268	86738668	+	1000	61.0	[7.7968802]	[113]	[9.55874]	[113]	[86738455]	[86738455]
789_10663	chr17	41679145	41679545	+	1000	61.0	[7.587105]	[197]	[11.325602]	[197]	[41679378]	[41679378]
789_10668	chr17	81153265	81153665	+	1000	61.0	[11.507445]	[144]	[]	[]	[81153497]	[]
789_10673	chr18	832118	832518	+	1000	61.0	[9.614517]	[157]	[]	[]	[832344]	[]
789_10682	chr19	13158112	13158512	+	1000	61.0	[14.340561, 14.340561]	[144, 156]	[7.304901, 6.6892962, 7.304901]	[144, 147, 156]	[13158322, 13158334]	[13158322, 13158325, 13158334]
789_10695	chr2	28392628	28393028	+	1000	61.0	[7.778084]	[67]	[7.8243337]	[67]	[28392792]	[28392792]
789_10698	chr2	48265091	48265491	+	1000	61.0	[11.507445]	[139]	[]	[]	[48265327]	[]
789_107	chr1	27914637	27915037	+	1000	633.0	[7.5233374]	[120]	[7.2848296]	[120]	[27914853]	[27914853]
789_10706	chr2	208571813	208572213	+	1000	61.0	[]	[]	[9.614517]	[191]	[]	[208572059]
789_10714	chr20	57709809	57710209	+	1000	61.0	[12.391855]	[119]	[12.391855]	[119]	[57710012]	[57710012]
789_10718	chr22	21659814	21660214	+	1000	61.0	[6.6389275, 7.304901]	[149, 204]	[10.053962, 9.745586, 14.340561]	[152, 190, 204]	[21660006, 21660061]	[21660009, 21660047, 21660061]
789_10719	chr22	22001797	22002197	+	1000	61.0	[7.2336946]	[194]	[6.599558]	[154]	[22002014]	[22001974]
789_1073	chr9	127715508	127715908	+	1000	292.0	[12.391855]	[66]	[12.391855]	[66]	[127715670]	[127715670]
789_10731	chr3	98538511	98538911	+	1000	61.0	[10.053962]	[131]	[6.7118297]	[96]	[98538725]	[98538690]
789_10737	chr4	2433074	2433474	+	1000	61.0	[7.573706, 6.893674]	[85, 94]	[7.3216233, 6.6389275]	[85, 144]	[2433252, 2433261]	[2433252, 2433311]
789_10743	chr5	10303633	10304033	+	1000	61.0	[9.253607]	[118]	[9.253607]	[118]	[10303825]	[10303825]
789_10746	chr5	132666466	132666866	+	1000	61.0	[11.325602]	[92]	[7.587105]	[92]	[132666656]	[132666656]
789_10752	chr5	173851576	173851976	+	1000	61.0	[9.522412, 11.325602]	[71, 89]	[6.6461034, 7.587105]	[74, 89]	[173851746, 173851764]	[173851749, 173851764]
789_10754	chr5	179302481	179302881	+	1000	61.0	[8.492485]	[130]	[]	[]	[179302698]	[]
789_10758	chr6	28104503	28104903	+	1000	61.0	[]	[]	[6.599558]	[145]	[]	[28104668]
789_10769	chr6	167100159	167100559	+	1000	61.0	[6.7814016, 9.233536]	[131, 161]	[]	[]	[167100312, 167100342]	[]
789_10773	chr7	11181576	11181976	+	1000	61.0	[]	[]	[6.939924]	[117]	[]	[11181783]
789_1078	chr6	32130191	32130591	+	1000	291.0	[7.304901]	[91]	[14.340561]	[91]	[32130377]	[32130377]
789_10789	chr7	149872613	149873013	+	1000	61.0	[9.501078]	[198]	[]	[]	[149872821]	[]
789_10799	chr8	143454576	143454976	+	1000	61.0	[7.435873]	[85]	[]	[]	[143454753]	[]
789_10804	chr9	127425788	127426188	+	1000	61.0	[9.472043]	[159]	[]	[]	[127426037]	[]
789_10806	chr9	130926261	130926661	+	1000	61.0	[9.614517]	[114]	[]	[]	[130926431]	[]
789_10809	chr1	1906160	1906560	+	1000	60.0	[6.599558]	[100]	[]	[]	[1906341]	[]
789_10816	chr1	26094233	26094633	+	1000	60.0	[7.3216233]	[110]	[7.573706]	[110]	[26094439]	[26094439]
789_10817	chr1	28105046	28105446	+	1000	60.0	[7.8243337]	[99]	[7.778084]	[99]	[28105230]	[28105230]
789_10819	chr1	29388811	29389211	+	1000	60.0	[7.2540293, 7.7968802]	[57, 120]	[6.9124703, 9.55874]	[93, 120]	[29388968, 29389031]	[29389004, 29389031]
789_10820	chr1	40338699	40339099	+	1000	60.0	[11.507445]	[117]	[]	[]	[40338915]	[]
789_10821	chr1	40866357	40866757	+	1000	60.0	[7.5305133]	[117]	[7.611034]	[117]	[40866567]	[40866567]
789_10827	chr1	62621935	62622335	+	1000	60.0	[6.6892962]	[119]	[]	[]	[62622152]	[]
789_10828	chr1	89902233	89902633	+	1000	60.0	[]	[]	[7.2336946]	[80]	[]	[89902400]
789_10829	chr1	90811562	90811962	+	1000	60.0	[6.726624]	[68]	[]	[]	[90811716]	[]
789_10831	chr1	151057698	151058098	+	1000	60.0	[6.730626, 7.0666766]	[127, 138]	[6.9910398]	[138]	[151057913, 151057924]	[151057924]
789_10833	chr1	154431454	154431854	+	1000	60.0	[6.726624, 6.7118297]	[99, 141]	[]	[]	[154431623, 154431665]	[]
789_10843	chr10	42768807	42769207	+	1000	60.0	[]	[]	[9.522412]	[84]	[]	[42768975]
789_10849	chr10	133313832	133314232	+	1000	60.0	[7.302018, 7.5305133]	[93, 146]	[7.6658115, 7.611034]	[93, 146]	[133314019, 133314072]	[133314019, 133314072]
789_1086	chr2	202265505	202265905	+	1000	289.0	[7.2848296]	[74]	[7.5233374]	[74]	[202265677]	[202265677]
789_1088	chr3	142225425	142225825	+	1000	289.0	[7.302018]	[99]	[7.6658115]	[99]	[142225617]	[142225617]
789_10886	chr16	18983732	18984132	+	1000	60.0	[14.340561]	[133]	[7.304901]	[133]	[18983947]	[18983947]
789_10889	chr16	46387066	46387466	+	1000	60.0	[]	[]	[6.6679616]	[148]	[]	[46387306]
789_1092	chr2	142930946	142931346	+	1000	288.0	[8.320283]	[104]	[8.105255]	[104]	[142931150]	[142931150]
789_10922	chr19	8423883	8424283	+	1000	60.0	[7.587105]	[112]	[11.325602]	[112]	[8424072]	[8424072]
789_10932	chr19	54473417	54473817	+	1000	60.0	[11.507445]	[134]	[]	[]	[54473640]	[]
789_10937	chr2	15562563	15562963	+	1000	60.0	[7.587105]	[90]	[11.325602]	[90]	[15562753]	[15562753]
789_10946	chr2	127000946	127001346	+	1000	60.0	[7.304901]	[87]	[14.340561]	[87]	[127001131]	[127001131]
789_10960	chr20	43459073	43459473	+	1000	60.0	[9.55874]	[112]	[7.7968802]	[112]	[43459279]	[43459279]
789_10971	chr22	36480044	36480444	+	1000	60.0	[]	[]	[9.55974]	[91]	[]	[36480234]
789_10978	chr3	50246680	50247080	+	1000	60.0	[9.55874]	[83]	[7.7968802]	[83]	[50246862]	[50246862]
789_10979	chr3	53891035	53891435	+	1000	60.0	[12.391855]	[123]	[12.391855]	[123]	[53891243]	[53891243]
789_1098	chr19	9788222	9788622	+	1000	287.0	[7.778084]	[113]	[7.8243337]	[113]	[9788432]	[9788432]
789_10984	chr3	142618802	142619202	+	1000	60.0	[6.9124703]	[119]	[]	[]	[142619000]	[]
789_10985	chr3	183357580	183357980	+	1000	60.0	[10.268989]	[241]	[]	[]	[183357822]	[]
789_10987	chr4	8146142	8146542	+	1000	60.0	[12.391855, 7.573706]	[113, 141]	[12.391855, 7.3216233]	[113, 141]	[8146351, 8146379]	[8146351, 8146379]
789_1099	chr19	47514855	47515255	+	1000	287.0	[7.144837]	[104]	[6.9573374]	[104]	[47515045]	[47515045]
789_10991	chr4	98861066	98861466	+	1000	60.0	[7.587105]	[88]	[11.325602]	[88]	[98861249]	[98861249]
789_10999	chr5	96930055	96930455	+	1000	60.0	[14.340561]	[171]	[7.304901]	[171]	[96930304]	[96930304]
789_11001	chr5	108531396	108531796	+	820	60.0	[]	[]	[6.6679616]	[116]	[]	[108531567]
789_11006	chr6	20444705	20445105	+	1000	60.0	[6.726624]	[98]	[]	[]	[20444896]	[]
789_1102	chr5	62538574	62538974	+	1000	287.0	[6.6461034]	[117]	[]	[]	[62538786]	[]
789_11023	chr6	151167024	151167424	+	1000	60.0	[6.9910398, 6.702695]	[107, 143]	[7.0666766]	[107]	[151167229, 151167265]	[151167229]
789_11032	chr7	12475228	12475628	+	1000	60.0	[6.9124703]	[146]	[7.435873, 9.015383]	[72, 149]	[12475468]	[12475394, 12475471]
789_11041	chr7	128209744	128210144	+	1000	60.0	[6.730626]	[119]	[]	[]	[128209958]	[]
789_11053	chr8	26385493	26385893	+	1000	60.0	[9.270329, 7.304901]	[89, 121]	[14.340561]	[121]	[26385682, 26385714]	[26385714]
789_11057	chr8	125192652	125193052	+	1000	60.0	[6.726624]	[102]	[]	[]	[125192845]	[]
789_11058	chr8	144347615	144348015	+	1000	60.0	[7.6658115, 7.304901, 7.587105]	[107, 118, 136]	[10.268989, 7.302018, 14.340561, 11.325602]	[85, 107, 118, 136]	[144347817, 144347828, 144347846]	[144347795, 144347817, 144347828, 144347846]
789_11062	chr9	4799739	4800139	+	1000	60.0	[]	[]	[6.726624]	[73]	[]	[4799910]
789_11066	chr9	112224769	112225169	+	1000	60.0	[6.6679616, 7.2208457]	[118, 129]	[6.730626]	[94]	[112224981, 112224992]	[112224957]
789_11069	chr9	131197598	131197998	+	1000	60.0	[6.599558]	[155]	[]	[]	[131197760]	[]
789_11084	chr1	21453887	21454287	+	1000	59.0	[11.507445]	[132]	[]	[]	[21454104]	[]
789_11110	chr1	207746408	207746808	+	1000	59.0	[6.730626]	[66]	[]	[]	[207746559]	[]
789_11112	chr1	227234917	227235317	+	1000	59.0	[]	[]	[9.614517]	[157]	[]	[227235146]
789_11116	chr10	34758364	34758764	+	1000	59.0	[7.8243337]	[102]	[7.778084]	[102]	[34758557]	[34758557]
789_11117	chr10	69630051	69630451	+	1000	59.0	[11.325602]	[99]	[7.587105]	[99]	[69630240]	[69630240]
789_11121	chr10	100009905	100010305	+	1000	59.0	[6.9573374]	[103]	[7.144837]	[103]	[100010108]	[100010108]
789_11123	chr10	110192549	110192949	+	1000	59.0	[6.730626, 7.304901]	[70, 153]	[14.340561]	[153]	[110192709, 110192792]	[110192792]
789_11128	chr11	47004655	47005055	+	1000	59.0	[11.325602]	[80]	[7.587105]	[80]	[47004819]	[47004819]
789_1113	chr1	212558884	212559284	+	1000	285.0	[12.391855, 8.320283]	[82, 107]	[12.391855, 8.105255]	[82, 107]	[212559064, 212559089]	[212559064, 212559089]
789_11137	chr12	49945487	49945887	+	1000	59.0	[7.8243337]	[102]	[7.778084]	[102]	[49945679]	[49945679]
789_11140	chr12	57457788	57458188	+	1000	59.0	[6.6679616, 7.304901]	[93, 110]	[10.268989, 14.340561]	[96, 110]	[57457977, 57457994]	[57457980, 57457994]
789_1116	chr3	101686618	101687018	+	1000	285.0	[8.320283]	[100]	[8.105255]	[100]	[101686814]	[101686814]
789_11165	chr16	3191272	3191672	+	1000	59.0	[8.105255]	[67]	[8.320283]	[67]	[3191431]	[3191431]
789_11173	chr16	89240767	89241167	+	1000	59.0	[9.726789]	[74]	[]	[]	[89240925]	[]
789_11177	chr17	37849119	37849519	+	1000	59.0	[6.7814016, 7.304901]	[136, 139]	[9.472043, 14.340561]	[88, 139]	[37849327, 37849330]	[37849279, 37849330]
789_11181	chr17	45490560	45490960	+	1000	59.0	[7.302018]	[110]	[9.745586, 7.6658115]	[82, 110]	[45490766]	[45490738, 45490766]
789_11194	chr19	10420083	10420483	+	1000	59.0	[7.2336946]	[141]	[]	[]	[10420314]	[]
789_11197	chr19	14425733	14426133	+	1000	59.0	[7.144837]	[111]	[6.9573374]	[111]	[14425917]	[14425917]
789_11201	chr19	39258273	39258673	+	1000	59.0	[9.77304]	[108]	[]	[]	[39258460]	[]
789_11204	chr19	45817100	45817500	+	1000	59.0	[6.939924]	[64]	[]	[]	[45817259]	[]
789_11210	chr19	54209930	54210330	+	1000	59.0	[6.6461034]	[180]	[]	[]	[54210180]	[]
789_11212	chr2	74036473	74036873	+	1000	59.0	[]	[]	[7.2208457]	[159]	[]	[74036718]
