#PeakID(python identify_motif.py ./ENCODE_processed_files/JUNB_idr.fa JUNB --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
771_10441	chr6	41723433	41723833	+	988	31.0	[9.236603]	[173]	[7.677511]	[173]	[41723662]	[41723662]
771_10453	chr6	83867579	83867979	+	899	31.0	[13.061545, 8.124977]	[79, 156]	[10.770802, 10.846566]	[79, 156]	[83867743, 83867820]	[83867743, 83867820]
771_10454	chr6	106520804	106521204	+	887	31.0	[]	[]	[6.5979047]	[132]	[]	[106520991]
771_10459	chr6	136756567	136756967	+	965	31.0	[10.861151]	[144]	[7.0216236, 13.712336]	[135, 144]	[136756786]	[136756777, 136756786]
771_1046	chr15	75043002	75043402	+	1000	81.0	[13.712336]	[101]	[10.861151]	[101]	[75043193]	[75043193]
771_10462	chr6	146917129	146917529	+	877	31.0	[13.191141]	[146]	[10.641206]	[146]	[146917369]	[146917369]
771_10465	chr6	150297291	150297691	+	845	31.0	[15.927315, 13.061545]	[88, 95]	[13.506975, 10.770802]	[88, 95]	[150297472, 150297479]	[150297472, 150297479]
771_10468	chr6	163587725	163588125	+	806	31.0	[11.291996]	[164]	[6.3611712, 13.28149]	[149, 164]	[163587953]	[163587938, 163587953]
771_1047	chr15	101255579	101255979	+	1000	81.0	[7.9050317]	[104]	[10.325372]	[104]	[101255777]	[101255777]
771_10475	chr7	32892776	32893176	+	991	31.0	[12.31283]	[180]	[9.462089]	[180]	[32892990]	[32892990]
771_1048	chr17	38871446	38871846	+	1000	81.0	[7.9050317]	[126]	[10.325372]	[126]	[38871661]	[38871661]
771_10485	chr7	99126811	99127211	+	780	31.0	[7.253499, 8.490399]	[95, 132]	[]	[]	[99127005, 99127042]	[]
771_10492	chr7	112422853	112423253	+	982	31.0	[13.061545]	[154]	[10.770802]	[154]	[112423080]	[112423080]
771_105	chr7	101138461	101138861	+	1000	238.0	[11.066511, 11.066511, 7.771173]	[79, 98, 111]	[8.646172, 8.646172, 11.136225]	[79, 98, 111]	[101138632, 101138651, 101138664]	[101138632, 101138651, 101138664]
771_1050	chr19	13731108	13731508	+	1000	81.0	[6.8162637, 10.770802]	[85, 96]	[10.097851, 13.061545]	[85, 96]	[13731289, 13731300]	[13731289, 13731300]
771_10501	chr7	130982063	130982463	+	668	31.0	[7.4102755]	[233]	[7.0978985]	[233]	[130982299]	[130982299]
771_10509	chr7	143507163	143507563	+	899	31.0	[8.270454]	[129]	[]	[]	[143507383]	[]
771_1051	chr19	40416836	40417236	+	1000	81.0	[10.861151]	[112]	[13.712336]	[112]	[40417034]	[40417034]
771_10517	chr7	158819772	158820172	+	873	31.0	[6.504784]	[82]	[]	[]	[158819941]	[]
771_1052	chr19	48876235	48876635	+	1000	81.0	[11.291996, 6.782992]	[106, 120]	[13.28149, 6.671851, 8.182513]	[106, 120, 137]	[48876434, 48876448]	[48876434, 48876448, 48876465]
771_10521	chr8	27614598	27614998	+	801	31.0	[13.28149]	[89]	[11.291996]	[89]	[27614780]	[27614780]
771_10522	chr8	28202925	28203325	+	593	31.0	[13.28149]	[163]	[11.291996]	[163]	[28203166]	[28203166]
771_10523	chr8	29737365	29737765	+	733	31.0	[]	[]	[7.812632]	[100]	[]	[29737524]
771_10524	chr8	30743309	30743709	+	694	31.0	[]	[]	[7.691465]	[149]	[]	[30743527]
771_10526	chr8	41604226	41604626	+	548	31.0	[8.124977]	[166]	[10.846566]	[166]	[41604434]	[41604434]
771_10527	chr8	54212240	54212640	+	976	31.0	[6.5886245]	[207]	[]	[]	[54212453]	[]
771_10530	chr8	72035059	72035459	+	996	31.0	[10.846566]	[99]	[8.124977]	[99]	[72035252]	[72035252]
771_10534	chr8	116728562	116728962	+	710	31.0	[13.506975]	[103]	[15.927315]	[103]	[116728735]	[116728735]
771_10535	chr8	122689619	122690019	+	1000	31.0	[7.2471085]	[95]	[9.667006]	[95]	[122689808]	[122689808]
771_10542	chr8	144787330	144787730	+	928	31.0	[]	[]	[6.4250097]	[198]	[]	[144787574]
771_10548	chr9	107755256	107755656	+	988	31.0	[]	[]	[6.9073806]	[167]	[]	[107755468]
771_10549	chr9	112717478	112717878	+	831	31.0	[6.9500747]	[124]	[6.723277]	[124]	[112717682]	[112717682]
771_1055	chr21	44869829	44870229	+	1000	81.0	[7.9050317, 7.9050317]	[95, 131]	[10.325372, 10.325372]	[95, 131]	[44870014, 44870050]	[44870014, 44870050]
771_10551	chr9	121234232	121234632	+	740	31.0	[10.545317]	[113]	[8.426227]	[113]	[121234385]	[121234385]
771_10552	chr9	122580316	122580716	+	957	31.0	[15.927315]	[152]	[13.506975]	[152]	[122580545]	[122580545]
771_10554	chr9	127209180	127209580	+	748	31.0	[13.506975]	[106]	[15.927315]	[106]	[127209383]	[127209383]
771_10556	chr9	128001747	128002147	+	786	31.0	[9.743723, 7.889711]	[96, 106]	[9.625255]	[96]	[128001935, 128001945]	[128001935]
771_1056	chr3	194089525	194089925	+	1000	81.0	[9.89249]	[111]	[11.882428]	[111]	[194089694]	[194089694]
771_10560	chr9	129334034	129334434	+	878	31.0	[11.291996]	[122]	[13.28149]	[122]	[129334199]	[129334199]
771_10561	chr9	129413516	129413916	+	985	31.0	[]	[]	[7.0216236]	[143]	[]	[129413745]
771_10572	chr9	131206559	131206959	+	843	31.0	[]	[]	[7.976533]	[107]	[]	[131206725]
771_10577	chrX	11239202	11239602	+	621	31.0	[11.066511]	[140]	[8.646172]	[140]	[11239407]	[11239407]
771_10579	chrX	71229812	71230212	+	608	31.0	[11.066511]	[121]	[8.646172]	[121]	[71230012]	[71230012]
771_10582	chr1	831604	832004	+	896	30.0	[10.770802]	[130]	[13.061545]	[130]	[831819]	[831819]
771_10588	chr1	12057374	12057774	+	944	30.0	[10.861151]	[158]	[13.712336]	[158]	[12057598]	[12057598]
771_10596	chr1	17128304	17128704	+	552	30.0	[13.712336]	[195]	[10.861151]	[195]	[17128543]	[17128543]
771_1060	chr6	29964836	29965236	+	1000	81.0	[10.770802]	[109]	[13.061545]	[109]	[29965020]	[29965020]
771_10600	chr1	23098535	23098935	+	722	30.0	[6.3611712]	[227]	[7.325743]	[184]	[23098768]	[23098725]
771_10604	chr1	26470272	26470672	+	874	30.0	[]	[]	[7.8418097]	[63]	[]	[26470427]
771_1061	chr6	30344235	30344635	+	1000	81.0	[10.861151]	[76]	[13.712336]	[76]	[30344408]	[30344408]
771_10612	chr1	31928705	31929105	+	957	30.0	[]	[]	[8.691453]	[139]	[]	[31928919]
771_10617	chr1	41238451	41238851	+	868	30.0	[15.927315]	[163]	[13.506975]	[163]	[41238633]	[41238633]
771_10618	chr1	42922952	42923352	+	698	30.0	[]	[]	[7.3206153]	[112]	[]	[42923145]
771_1062	chr6	36442752	36443152	+	1000	81.0	[10.846566]	[119]	[8.124977]	[119]	[36442960]	[36442960]
