#PeakID(python identify_motif.py ./ENCODE_processed_files/ELK1_idr.fa ELK1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
120_1082	chr6	84763270	84763670	+	1000	60.0	[]	[]	[7.6020155]	[127]	[]	[84763491]
120_1083	chr6	99394022	99394422	+	1000	60.0	[]	[]	[7.7027783]	[100]	[]	[99394201]
120_1085	chr6	159789540	159789940	+	1000	60.0	[9.914867, 11.697124]	[107, 190]	[]	[]	[159789707, 159789790]	[]
120_1087	chr8	56074351	56074751	+	1000	60.0	[6.9851656]	[133]	[5.7344956]	[108]	[56074571]	[56074546]
120_1089	chr1	9943228	9943628	+	1000	59.0	[]	[]	[11.900691, 14.663861, 6.372642]	[82, 101, 172]	[]	[9943386, 9943405, 9943476]
120_109	chr8	143281526	143281926	+	1000	159.0	[13.681358, 13.681358, 7.898935]	[51, 71, 82]	[]	[]	[143281677, 143281697, 143281708]	[]
120_1090	chr1	28581648	28582048	+	1000	59.0	[6.3777375]	[109]	[]	[]	[28581849]	[]
120_1091	chr1	156660061	156660461	+	1000	59.0	[]	[]	[14.663861]	[151]	[]	[156660285]
120_1092	chr1	207963519	207963919	+	1000	59.0	[5.544434]	[160]	[]	[]	[207963756]	[]
120_1093	chr1	235161076	235161476	+	1000	59.0	[7.579411]	[148]	[12.6155815, 5.8366838, 11.900691]	[101, 108, 118]	[235161318]	[235161271, 235161278, 235161288]
120_1094	chr1	236794855	236795255	+	1000	59.0	[]	[]	[13.550472]	[181]	[]	[236795091]
120_1095	chr11	34917945	34918345	+	1000	59.0	[6.1569576]	[81]	[]	[]	[34918124]	[]
120_1096	chr11	57530577	57530977	+	1000	59.0	[9.135932, 7.6939425]	[80, 143]	[12.6155815, 10.785713]	[98, 140]	[57530742, 57530805]	[57530760, 57530802]
120_1097	chr11	61792421	61792821	+	1000	59.0	[11.419997, 7.7027783, 5.95339]	[90, 129, 135]	[5.5428443]	[144]	[61792592, 61792631, 61792637]	[61792646]
120_1098	chr12	42325957	42326357	+	1000	59.0	[14.663861]	[98]	[]	[]	[42326154]	[]
120_1099	chr12	51172715	51173115	+	1000	59.0	[]	[]	[13.681358, 16.446117]	[85, 107]	[]	[51172899, 51172921]
120_11	chr17	45317090	45317490	+	1000	689.0	[]	[]	[9.833254]	[108]	[]	[45317296]
120_110	chr22	21629167	21629567	+	1000	158.0	[9.8508215]	[121]	[]	[]	[21629368]	[]
120_1100	chr15	43185211	43185611	+	1000	59.0	[12.6155815, 7.579411]	[107, 138]	[]	[]	[43185416, 43185447]	[]
120_1101	chr15	79958667	79959067	+	1000	59.0	[]	[]	[10.702384]	[115]	[]	[79958876]
120_1102	chr16	50458211	50458611	+	854	59.0	[6.8718476]	[100]	[]	[]	[50458384]	[]
120_1103	chr16	88570153	88570553	+	1000	59.0	[9.833897]	[95]	[]	[]	[88570329]	[]
120_1105	chr17	75667100	75667500	+	1000	59.0	[12.6155815]	[125]	[]	[]	[75667315]	[]
120_1106	chr17	81703149	81703549	+	1000	59.0	[]	[]	[10.946643]	[128]	[]	[81703370]
120_1108	chr18	3261826	3262226	+	1000	59.0	[]	[]	[6.111302]	[118]	[]	[3261978]
120_1109	chr19	1876008	1876408	+	1000	59.0	[]	[]	[11.900691, 7.1501074]	[81, 87]	[]	[1876187, 1876193]
120_111	chr5	66143990	66144390	+	1000	158.0	[]	[]	[11.899101]	[113]	[]	[66144193]
120_1110	chr19	10106126	10106526	+	1000	59.0	[14.663861, 11.899101]	[115, 136]	[]	[]	[10106329, 10106350]	[]
120_1111	chr19	11435383	11435783	+	1000	59.0	[16.446117]	[138]	[8.183473]	[161]	[11435601]	[11435624]
120_1112	chr19	14136941	14137341	+	1000	59.0	[11.900691]	[125]	[]	[]	[14137143]	[]
120_1113	chr19	45485243	45485643	+	1000	59.0	[13.550472]	[111]	[]	[]	[45485424]	[]
120_1114	chr2	85611924	85612324	+	1000	59.0	[]	[]	[16.446117]	[73]	[]	[85612092]
120_1116	chr2	112584247	112584647	+	1000	59.0	[10.946643, 10.118435, 9.63774]	[65, 101, 141]	[]	[]	[112584398, 112584434, 112584474]	[]
120_1117	chr2	189762556	189762956	+	1000	59.0	[12.6155815, 6.466769]	[129, 144]	[]	[]	[189762781, 189762796]	[]
120_1118	chr21	34745546	34745946	+	1000	59.0	[6.1569576]	[124]	[]	[]	[34745747]	[]
120_112	chr6	28080732	28081132	+	1000	157.0	[16.446117]	[106]	[]	[]	[28080933]	[]
120_1121	chr3	9890421	9890821	+	1000	59.0	[14.663861]	[104]	[]	[]	[9890600]	[]
120_1122	chr3	51995770	51996170	+	1000	59.0	[6.116678, 7.5894604]	[81, 137]	[]	[]	[51995936, 51995992]	[]
120_1124	chr3	196942403	196942803	+	1000	59.0	[7.353675, 5.418713]	[98, 104]	[6.8277817]	[185]	[196942561, 196942567]	[196942648]
120_1125	chr5	150449607	150450007	+	1000	59.0	[12.6155815, 8.524351]	[86, 126]	[7.866587, 6.771575]	[76, 123]	[150449778, 150449818]	[150449768, 150449815]
120_1127	chr6	31547317	31547717	+	1000	59.0	[]	[]	[12.329792, 9.914867]	[121, 147]	[]	[31547521, 31547547]
120_1128	chr7	135977171	135977571	+	1000	59.0	[]	[]	[16.446117, 6.1569576]	[92, 127]	[]	[135977356, 135977391]
120_1129	chr8	37899282	37899682	+	1000	59.0	[]	[]	[11.899101]	[185]	[]	[37899528]
120_113	chr1	26636507	26636907	+	1000	156.0	[7.585262]	[86]	[]	[]	[26636683]	[]
120_1130	chr8	103415160	103415560	+	1000	59.0	[9.986728, 11.900691, 6.1042967]	[93, 113, 146]	[]	[]	[103415342, 103415362, 103415395]	[]
120_1131	chr8	116755664	116756064	+	1000	59.0	[13.681358, 11.900691]	[73, 79]	[]	[]	[116755835, 116755841]	[]
120_1133	chr9	130579323	130579723	+	1000	59.0	[14.663861]	[151]	[]	[]	[130579556]	[]
120_1135	chr1	28926859	28927259	+	1000	58.0	[5.87242]	[154]	[]	[]	[28927095]	[]
120_1136	chr1	47179024	47179424	+	1000	58.0	[5.453353]	[148]	[7.8935585, 6.6503706]	[115, 160]	[47179255]	[47179222, 47179267]
120_1138	chr12	133037034	133037434	+	1000	58.0	[]	[]	[13.550472]	[101]	[]	[133037223]
120_1139	chr12	133181200	133181600	+	1000	58.0	[]	[]	[9.8508215]	[80]	[]	[133181356]
120_114	chr6	73564732	73565132	+	1000	156.0	[7.806739, 7.0684943]	[105, 151]	[9.536335]	[148]	[73564927, 73564973]	[73564970]
120_1141	chr14	23095277	23095677	+	1000	58.0	[14.663861]	[141]	[9.833254]	[84]	[23095494]	[23095437]
120_1142	chr14	57268707	57269107	+	1000	58.0	[14.663861]	[98]	[]	[]	[57268891]	[]
120_1143	chr15	34969587	34969987	+	1000	58.0	[14.663861]	[141]	[]	[]	[34969818]	[]
120_1144	chr16	684240	684640	+	1000	58.0	[12.6155815, 7.5894604]	[92, 118]	[]	[]	[684431, 684457]	[]
120_1145	chr16	4615992	4616392	+	1000	58.0	[10.946643]	[170]	[]	[]	[4616211]	[]
120_1146	chr16	30650252	30650652	+	1000	58.0	[11.419997]	[93]	[]	[]	[30650429]	[]
120_1147	chr17	74203441	74203841	+	1000	58.0	[6.133603, 11.697124]	[125, 131]	[]	[]	[74203657, 74203663]	[]
120_1148	chr19	8832110	8832510	+	1000	58.0	[]	[]	[9.135932, 13.681358, 9.833897]	[103, 109, 143]	[]	[8832312, 8832318, 8832352]
120_1149	chr19	13952283	13952683	+	1000	58.0	[13.550472]	[119]	[]	[]	[13952487]	[]
120_1150	chr19	49451607	49452007	+	1000	58.0	[]	[]	[16.446117]	[121]	[]	[49451823]
120_1151	chr2	75710534	75710934	+	1000	58.0	[16.446117]	[129]	[]	[]	[75710746]	[]
120_1152	chr2	169824723	169825123	+	1000	58.0	[11.899101]	[79]	[]	[]	[169824897]	[]
120_1153	chr2	178112172	178112572	+	1000	58.0	[7.785617]	[139]	[]	[]	[178112382]	[]
120_1156	chr3	14178602	14179002	+	1000	58.0	[]	[]	[12.7289, 7.0684943]	[78, 102]	[]	[14178771, 14178795]
120_1157	chr3	33798353	33798753	+	1000	58.0	[12.6155815]	[142]	[]	[]	[33798580]	[]
120_1158	chr3	39051817	39052217	+	1000	58.0	[13.550472, 5.4489355]	[108, 154]	[7.1942153]	[105]	[39051993, 39052039]	[39051990]
120_1159	chr3	169764170	169764570	+	1000	58.0	[6.8745704]	[135]	[]	[]	[169764393]	[]
120_116	chr4	10116678	10117078	+	1000	154.0	[9.8508215]	[94]	[]	[]	[10116872]	[]
120_1160	chr5	271396	271796	+	1000	58.0	[12.6155815]	[132]	[]	[]	[271609]	[]
120_1161	chr5	442905	443305	+	1000	58.0	[5.4549427, 11.899101, 11.900691]	[86, 159, 165]	[11.899101]	[144]	[443073, 443146, 443152]	[443131]
120_1162	chr5	12574601	12575001	+	1000	58.0	[8.601443, 9.8508215]	[96, 113]	[]	[]	[12574795, 12574812]	[]
120_1163	chr5	80407656	80408056	+	1000	58.0	[]	[]	[16.446117]	[122]	[]	[80407875]
120_1164	chr5	83077385	83077785	+	1000	58.0	[16.446117, 13.550472]	[112, 141]	[]	[]	[83077593, 83077622]	[]
120_1165	chr5	181176259	181176659	+	1000	58.0	[]	[]	[6.8718476]	[121]	[]	[181176472]
120_1166	chr6	34887874	34888274	+	1000	58.0	[]	[]	[10.702384]	[71]	[]	[34888043]
120_1167	chr6	69796658	69797058	+	1000	58.0	[8.145725]	[126]	[13.681358]	[145]	[69796867]	[69796886]
120_1169	chr6	142146973	142147373	+	1000	58.0	[6.671003]	[160]	[]	[]	[142147179]	[]
120_1170	chr7	44044458	44044858	+	1000	58.0	[9.8508215]	[140]	[8.183473, 6.155368, 9.96414]	[58, 64, 84]	[44044696]	[44044614, 44044620, 44044640]
120_1171	chr7	100611982	100612382	+	1000	58.0	[10.118435]	[124]	[]	[]	[100612159]	[]
120_1172	chr8	9002686	9003086	+	1000	58.0	[12.6155815]	[133]	[]	[]	[9002904]	[]
120_1173	chr9	92115231	92115631	+	1000	58.0	[8.720509]	[70]	[8.720509]	[67]	[92115386]	[92115383]
120_1174	chrUn_KI270438v1	100791	101191	+	1000	58.0	[5.840594]	[112]	[]	[]	[100998]	[]
120_1175	chrX	151397000	151397400	+	1000	58.0	[]	[]	[14.663861, 14.663861, 16.446117]	[75, 94, 113]	[]	[151397168, 151397187, 151397206]
120_1176	chr1	17053966	17054366	+	1000	57.0	[]	[]	[13.681358]	[87]	[]	[17054153]
120_1177	chr1	29181921	29182321	+	1000	57.0	[12.6155815]	[130]	[]	[]	[29182134]	[]
120_1179	chr1	155834532	155834932	+	1000	57.0	[6.2567697]	[158]	[8.601443]	[154]	[155834776]	[155834772]
120_118	chr19	42325265	42325665	+	1000	151.0	[12.6155815]	[98]	[]	[]	[42325446]	[]
120_1180	chr1	155857012	155857412	+	1000	57.0	[16.446117]	[87]	[]	[]	[155857195]	[]
120_1181	chr1	204411642	204412042	+	1000	57.0	[9.63774]	[133]	[]	[]	[204411858]	[]
120_1182	chr10	43418011	43418411	+	1000	57.0	[8.898363]	[140]	[]	[]	[43418232]	[]
120_1183	chr11	68271861	68272261	+	1000	57.0	[14.663861]	[167]	[]	[]	[68272080]	[]
120_1184	chr11	69675163	69675563	+	1000	57.0	[10.785713]	[115]	[13.550472]	[112]	[69675351]	[69675348]
120_1185	chr11	74170982	74171382	+	1000	57.0	[8.312699]	[90]	[11.616154, 16.446117]	[62, 154]	[74171162]	[74171134, 74171226]
120_1186	chr12	75511417	75511817	+	1000	57.0	[9.833254]	[115]	[13.681358]	[103]	[75511619]	[75511607]
120_1188	chr16	58249727	58250127	+	1000	57.0	[13.681358]	[58]	[7.8935585]	[82]	[58249878]	[58249902]
120_1189	chr19	507238	507638	+	1000	57.0	[]	[]	[13.681358]	[169]	[]	[507479]
120_119	chr19	55653604	55654004	+	1000	151.0	[12.6155815]	[141]	[11.697124]	[95]	[55653845]	[55653799]
120_1190	chr19	2273644	2274044	+	1000	57.0	[]	[]	[14.663861, 9.8508215]	[96, 123]	[]	[2273818, 2273845]
120_1191	chr19	35931531	35931931	+	1000	57.0	[7.8849635]	[91]	[]	[]	[35931715]	[]
120_1192	chr19	39391185	39391585	+	1000	57.0	[]	[]	[14.663861]	[113]	[]	[39391398]
120_1194	chr19	47244067	47244467	+	1000	57.0	[]	[]	[10.785713]	[142]	[]	[47244260]
120_1195	chr19	49580446	49580846	+	1000	57.0	[16.446117, 9.005046, 7.0684943]	[94, 118, 168]	[10.118435]	[74]	[49580623, 49580647, 49580697]	[49580603]
120_1196	chr19	51571043	51571443	+	1000	57.0	[16.446117]	[136]	[]	[]	[51571264]	[]
120_1197	chr2	73926651	73927051	+	1000	57.0	[10.118435, 10.118435]	[121, 136]	[]	[]	[73926862, 73926877]	[]
120_1198	chr2	177618548	177618948	+	1000	57.0	[9.96414, 6.671003]	[121, 127]	[]	[]	[177618755, 177618761]	[]
120_120	chr9	120793257	120793657	+	1000	151.0	[7.353675, 6.259324]	[104, 133]	[5.54794, 16.446117]	[98, 119]	[120793454, 120793483]	[120793448, 120793469]
120_1200	chr22	23223864	23224264	+	1000	57.0	[5.676263]	[210]	[]	[]	[23224100]	[]
120_1203	chr4	82891060	82891460	+	1000	57.0	[]	[]	[12.6155815, 12.6155815]	[108, 161]	[]	[82891241, 82891294]
120_1204	chr5	131635385	131635785	+	1000	57.0	[10.785713, 9.005046]	[83, 155]	[]	[]	[131635544, 131635616]	[]
120_1206	chr6	33276877	33277277	+	1000	57.0	[]	[]	[11.899101]	[106]	[]	[33277080]
120_1207	chr6	36985963	36986363	+	1000	57.0	[]	[]	[12.6155815]	[91]	[]	[36986151]
120_1208	chr6	166342403	166342803	+	1000	57.0	[14.663861]	[85]	[7.9376245]	[106]	[166342571]	[166342592]
120_1209	chr7	1569860	1570260	+	1000	57.0	[12.6155815, 13.550472]	[90, 150]	[8.720509, 7.163222]	[147, 171]	[1570024, 1570084]	[1570081, 1570105]
120_1210	chr7	2242011	2242411	+	1000	57.0	[14.663861, 9.8508215]	[93, 134]	[16.446117]	[112]	[2242197, 2242238]	[2242216]
120_1211	chr7	100705836	100706236	+	1000	57.0	[12.6155815, 8.932364]	[106, 173]	[]	[]	[100706001, 100706068]	[]
120_1212	chr7	103347424	103347824	+	1000	57.0	[13.681358]	[131]	[16.446117]	[99]	[103347651]	[103347619]
120_1213	chr9	95875729	95876129	+	1000	57.0	[14.663861]	[121]	[7.221968]	[86]	[95875931]	[95875896]
120_1215	chrX	65534745	65535145	+	1000	57.0	[14.663861]	[80]	[]	[]	[65534922]	[]
120_1216	chr1	37514618	37515018	+	1000	56.0	[]	[]	[10.785713]	[121]	[]	[37514837]
120_1218	chr1	224113863	224114263	+	1000	56.0	[16.446117]	[116]	[]	[]	[224114076]	[]
120_1219	chr1	231528457	231528857	+	1000	56.0	[14.663861]	[102]	[14.663861]	[123]	[231528644]	[231528665]
120_1220	chr11	70398268	70398668	+	1000	56.0	[5.7344956]	[193]	[]	[]	[70398502]	[]
120_1221	chr14	72907529	72907929	+	1000	56.0	[7.806739]	[121]	[]	[]	[72907746]	[]
120_1222	chr17	13639110	13639510	+	1000	56.0	[5.95339]	[107]	[]	[]	[13639307]	[]
120_1223	chr17	63826926	63827326	+	1000	56.0	[]	[]	[11.900691, 9.135932]	[83, 89]	[]	[63827107, 63827113]
120_1224	chr19	3762470	3762870	+	1000	56.0	[7.0684943]	[139]	[8.524351]	[136]	[3762663]	[3762660]
120_1225	chr19	9818600	9819000	+	1000	56.0	[7.579411]	[108]	[11.900691, 13.681358]	[150, 156]	[9818788]	[9818830, 9818836]
120_1226	chr2	64524058	64524458	+	1000	56.0	[12.6155815]	[136]	[]	[]	[64524293]	[]
120_1227	chr2	86195293	86195693	+	1000	56.0	[13.681358]	[100]	[]	[]	[86195488]	[]
120_1230	chr20	46364203	46364603	+	1000	56.0	[6.0425715, 16.446117, 7.7827754]	[108, 122, 136]	[]	[]	[46364391, 46364405, 46364419]	[]
120_1231	chr21	42923858	42924258	+	1000	56.0	[14.663861]	[142]	[]	[]	[42924093]	[]
120_1233	chr22	20393714	20394114	+	1000	56.0	[]	[]	[6.0021086]	[180]	[]	[20393941]
120_1234	chr3	139343773	139344173	+	1000	56.0	[]	[]	[14.663861]	[129]	[]	[139343998]
120_1235	chr3	157159989	157160389	+	1000	56.0	[]	[]	[7.353675]	[127]	[]	[157160216]
120_1236	chr4	83455652	83456052	+	1000	56.0	[13.681358]	[88]	[]	[]	[83455835]	[]
120_1238	chr4	151099325	151099725	+	1000	56.0	[6.7590513, 9.63774]	[133, 148]	[]	[]	[151099529, 151099544]	[]
120_1239	chr5	168579463	168579863	+	1000	56.0	[]	[]	[7.353675]	[107]	[]	[168579659]
120_124	chr1	151165828	151166228	+	1000	148.0	[12.6155815, 5.676263]	[100, 119]	[9.833254]	[63]	[151166023, 151166042]	[151165986]
120_1240	chr5	173853344	173853744	+	1000	56.0	[]	[]	[8.876061]	[133]	[]	[173853559]
120_1241	chr7	100436279	100436679	+	1000	56.0	[9.96414]	[114]	[]	[]	[100436485]	[]
120_1242	chr7	144835880	144836280	+	1000	56.0	[5.5428443]	[145]	[9.8508215]	[135]	[144836120]	[144836110]
120_1243	chr8	143267204	143267604	+	1000	56.0	[12.6155815]	[129]	[9.914867]	[173]	[143267401]	[143267445]
120_1244	chr9	37465288	37465688	+	1000	56.0	[11.900691]	[85]	[]	[]	[37465439]	[]
120_1249	chrX	118345733	118346133	+	1000	56.0	[]	[]	[14.663861]	[111]	[]	[118345942]
120_125	chr7	129054901	129055301	+	1000	148.0	[13.681358]	[121]	[10.118435]	[153]	[129055118]	[129055150]
120_1250	chr1	1658823	1659223	+	1000	55.0	[]	[]	[10.702384, 8.307604]	[112, 150]	[]	[1659002, 1659040]
120_1253	chr1	95072746	95073146	+	1000	55.0	[]	[]	[12.6155815]	[111]	[]	[95072923]
120_1254	chr1	143216079	143216479	+	1000	55.0	[5.840594]	[57]	[]	[]	[143216236]	[]
120_1257	chr1	151399288	151399688	+	1000	55.0	[8.204471]	[108]	[11.900691]	[155]	[151399487]	[151399534]
120_1258	chr1	161389762	161390162	+	1000	55.0	[]	[]	[16.446117]	[115]	[]	[161389969]
120_1259	chr1	161399142	161399542	+	1000	55.0	[8.69865]	[109]	[12.7289]	[142]	[161399347]	[161399380]
120_126	chr6	31665687	31666087	+	1000	147.0	[]	[]	[9.135932, 13.681358]	[88, 94]	[]	[31665864, 31665870]
