#PeakID(python identify_motif.py ./ENCODE_processed_files/SREBF2_idr.fa SREBF2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
99_10711	chr19	15125476	15125876	+	1000	44.0	[16.1302]	[203]	[16.1302]	[203]	[15125707]	[15125707]
99_10731	chr19	45039779	45040179	+	1000	44.0	[10.27358]	[135]	[9.16307]	[135]	[45039964]	[45039964]
99_10735	chr19	45607118	45607518	+	1000	44.0	[5.367403]	[158]	[7.253585]	[158]	[45607357]	[45607357]
99_10741	chr19	48584139	48584539	+	1000	44.0	[5.809614]	[217]	[4.8827033]	[217]	[48584385]	[48584385]
99_10761	chr2	43609344	43609744	+	1000	44.0	[6.168754]	[112]	[5.6044965]	[112]	[43609552]	[43609552]
99_10767	chr2	64854751	64855151	+	1000	44.0	[6.244045, 4.7514]	[133, 181]	[8.123887, 5.7983303]	[133, 181]	[64854909, 64854957]	[64854909, 64854957]
99_10805	chr20	32539120	32539520	+	1000	44.0	[7.5412455]	[202]	[7.983921]	[202]	[32539368]	[32539368]
99_10811	chr20	35541490	35541890	+	1000	44.0	[5.7498374]	[156]	[7.480763]	[156]	[35541690]	[35541690]
99_10826	chr21	38804714	38805114	+	1000	44.0	[5.180429]	[120]	[]	[]	[38804885]	[]
99_1083	chr9	131162865	131163265	+	1000	76.0	[8.334932]	[205]	[7.79502]	[205]	[131163077]	[131163077]
99_10832	chr21	45555798	45556198	+	1000	44.0	[6.4171405]	[113]	[]	[]	[45555970]	[]
99_10837	chr22	16654719	16655119	+	1000	44.0	[11.355849, 5.144649]	[100, 114]	[11.104618, 5.916586]	[100, 114]	[16654896, 16654910]	[16654896, 16654910]
99_10842	chr22	19148482	19148882	+	1000	44.0	[4.8048553]	[180]	[7.7311254]	[180]	[19148673]	[19148673]
99_10843	chr22	19156161	19156561	+	1000	44.0	[4.918883]	[191]	[6.626487]	[191]	[19156375]	[19156375]
99_10861	chr22	19930238	19930638	+	1000	44.0	[8.026171]	[157]	[9.6365385]	[157]	[19930428]	[19930428]
99_10869	chr22	20271532	20271932	+	957	44.0	[]	[]	[5.5897145]	[124]	[]	[20271713]
99_10884	chr22	22045058	22045458	+	1000	44.0	[10.27358]	[130]	[9.16307]	[130]	[22045272]	[22045272]
99_1091	chr1	203861355	203861755	+	1000	75.0	[6.538294, 6.487368]	[132, 182]	[5.1848216, 6.6691823]	[132, 182]	[203861517, 203861567]	[203861517, 203861567]
99_10928	chr3	36957998	36958398	+	1000	44.0	[5.1606174]	[158]	[4.986595]	[158]	[36958221]	[36958221]
99_10930	chr3	39291944	39292344	+	1000	44.0	[5.4843426]	[163]	[6.0839815]	[163]	[39292156]	[39292156]
99_10935	chr3	45052796	45053196	+	1000	44.0	[4.8246136]	[84]	[5.1176724]	[84]	[45052961]	[45052961]
99_10944	chr3	50612162	50612562	+	1000	44.0	[]	[]	[5.6879616]	[131]	[]	[50612388]
99_10960	chr3	196941086	196941486	+	1000	44.0	[6.589189]	[148]	[6.174386]	[148]	[196941321]	[196941321]
99_10969	chr4	87058756	87059156	+	1000	44.0	[6.3137712]	[177]	[5.0314274]	[177]	[87058953]	[87058953]
99_10975	chr4	143184351	143184751	+	1000	44.0	[6.381235]	[122]	[4.780242]	[122]	[143184571]	[143184571]
99_10978	chr4	151760764	151761164	+	1000	44.0	[11.114115]	[168]	[12.74451]	[168]	[151761001]	[151761001]
99_1099	chr15	44663576	44663976	+	1000	75.0	[5.365669]	[148]	[4.9508657]	[148]	[44663734]	[44663734]
99_10994	chr5	76372906	76373306	+	1000	44.0	[9.938496]	[184]	[11.298452]	[184]	[76373107]	[76373107]
99_11017	chr5	177390441	177390841	+	1000	44.0	[7.9888544]	[116]	[6.9175787]	[116]	[177390598]	[177390598]
99_11019	chr5	180861366	180861766	+	1000	44.0	[14.125089]	[120]	[12.742215]	[120]	[180861550]	[180861550]
99_1102	chr2	171687693	171688093	+	1000	75.0	[12.74451]	[111]	[11.114115]	[111]	[171687862]	[171687862]
99_11028	chr6	4175713	4176113	+	1000	44.0	[10.27358]	[75]	[9.16307]	[75]	[4175876]	[4175876]
99_11030	chr6	6851065	6851465	+	879	44.0	[5.180429]	[117]	[]	[]	[6851256]	[]
99_11031	chr6	7042695	7043095	+	1000	44.0	[]	[]	[5.095657]	[202]	[]	[7042904]
99_11042	chr6	15248843	15249243	+	1000	44.0	[6.328761]	[210]	[6.985234]	[210]	[15249094]	[15249094]
99_11051	chr6	26195430	26195830	+	1000	44.0	[4.9095244]	[107]	[]	[]	[26195582]	[]
99_11065	chr6	30131002	30131402	+	1000	44.0	[5.51405]	[132]	[]	[]	[30131226]	[]
99_11069	chr6	31707137	31707537	+	1000	44.0	[5.6541166]	[157]	[7.88572]	[157]	[31707322]	[31707322]
99_11074	chr6	33901730	33902130	+	1000	44.0	[7.5412455]	[118]	[7.983921]	[118]	[33901938]	[33901938]
99_11089	chr6	44072482	44072882	+	1000	44.0	[5.5678797]	[137]	[6.522595]	[137]	[44072715]	[44072715]
99_11101	chr6	139826059	139826459	+	979	44.0	[4.8516054]	[209]	[5.942088]	[209]	[139826297]	[139826297]
99_11103	chr6	146876256	146876656	+	1000	44.0	[9.881098]	[156]	[10.132329]	[156]	[146876436]	[146876436]
99_11109	chr6	157489665	157490065	+	1000	44.0	[]	[]	[7.524402]	[127]	[]	[157489825]
99_11113	chr6	161153156	161153556	+	1000	44.0	[9.109005]	[193]	[9.356526]	[193]	[161153396]	[161153396]
99_11122	chr7	16397564	16397964	+	1000	44.0	[6.652468, 9.818341, 10.012176, 8.123691, 5.206837, 8.069822]	[114, 143, 154, 165, 185, 196]	[5.5208254, 11.213679, 9.796326, 5.206837, 7.98505, 5.326991]	[114, 143, 154, 165, 185, 196]	[16397727, 16397756, 16397767, 16397778, 16397798, 16397809]	[16397727, 16397756, 16397767, 16397778, 16397798, 16397809]
99_11125	chr7	30743394	30743794	+	1000	44.0	[4.805952]	[109]	[5.427188]	[109]	[30743568]	[30743568]
99_11130	chr7	44146472	44146872	+	1000	44.0	[4.9508657]	[160]	[5.365669]	[160]	[44146714]	[44146714]
99_11134	chr7	66627686	66628086	+	1000	44.0	[9.16307]	[160]	[10.27358]	[160]	[66627917]	[66627917]
99_11138	chr7	78018996	78019396	+	1000	44.0	[]	[]	[5.2188683]	[74]	[]	[78019166]
99_11140	chr7	99312668	99313068	+	796	44.0	[7.0714707]	[235]	[7.691886]	[235]	[99312906]	[99312906]
99_11157	chr7	106996338	106996738	+	1000	44.0	[8.867815]	[169]	[8.509716]	[169]	[106996569]	[106996569]
99_11158	chr7	107008465	107008865	+	1000	44.0	[5.115098]	[215]	[5.830057]	[215]	[107008713]	[107008713]
99_11177	chr7	130913212	130913612	+	1000	44.0	[5.2537107]	[86]	[]	[]	[130913385]	[]
99_11180	chr7	132318711	132319111	+	1000	44.0	[6.0138993]	[159]	[8.916592]	[159]	[132318944]	[132318944]
99_11181	chr7	133253427	133253827	+	1000	44.0	[5.7786255]	[101]	[8.097008]	[101]	[133253611]	[133253611]
99_11199	chr7	150919231	150919631	+	1000	44.0	[9.818341]	[72]	[11.213679]	[72]	[150919395]	[150919395]
99_11201	chr7	151113749	151114149	+	1000	44.0	[6.223306]	[144]	[5.233354]	[144]	[151113922]	[151113922]
99_11204	chr7	152406153	152406553	+	1000	44.0	[7.71893]	[142]	[6.339766]	[142]	[152406358]	[152406358]
99_11208	chr7	157399079	157399479	+	1000	44.0	[]	[]	[8.615629]	[174]	[]	[157399269]
99_1121	chr5	36242215	36242615	+	1000	75.0	[6.671065]	[112]	[]	[]	[36242408]	[]
99_11230	chr8	140464946	140465346	+	1000	44.0	[6.1819606]	[174]	[5.414555]	[174]	[140465129]	[140465129]
99_11243	chr9	120820666	120821066	+	1000	44.0	[5.2874784]	[210]	[]	[]	[120820914]	[]
99_11253	chr9	128927869	128928269	+	1000	44.0	[]	[]	[5.3542013]	[105]	[]	[128928067]
99_11260	chr9	136785027	136785427	+	1000	44.0	[7.691886, 5.0314274]	[122, 148]	[7.0714707, 6.3137712]	[122, 148]	[136785235, 136785261]	[136785235, 136785261]
99_11266	chrX	55161306	55161706	+	1000	44.0	[8.73989]	[140]	[7.6992993]	[140]	[55161466]	[55161466]
99_11270	chr1	1309650	1310050	+	1000	43.0	[9.602491]	[227]	[11.42953]	[227]	[1309889]	[1309889]
99_11280	chr1	6475435	6475835	+	1000	43.0	[4.8142886]	[100]	[]	[]	[6475619]	[]
99_11305	chr1	24419628	24420028	+	1000	43.0	[4.757032]	[167]	[6.783023]	[167]	[24419861]	[24419861]
99_11326	chr1	38265638	38266038	+	1000	43.0	[6.174386]	[94]	[6.589189]	[94]	[38265800]	[38265800]
99_11342	chr1	86913435	86913835	+	1000	43.0	[]	[]	[5.8832946]	[171]	[]	[86913668]
99_11345	chr1	109248692	109249092	+	1000	43.0	[6.309554]	[227]	[7.004441]	[227]	[109248925]	[109248925]
99_11352	chr1	110412493	110412893	+	1000	43.0	[]	[]	[4.9095244]	[128]	[]	[110412656]
99_11358	chr1	116416567	116416967	+	1000	43.0	[]	[]	[5.146488]	[154]	[]	[116416743]
99_11362	chr1	150630500	150630900	+	1000	43.0	[7.0714707]	[207]	[7.691886]	[207]	[150630730]	[150630730]
99_11365	chr1	155307512	155307912	+	1000	43.0	[7.0714707]	[160]	[7.691886]	[160]	[155307754]	[155307754]
99_11379	chr1	161427949	161428349	+	1000	43.0	[8.3210535]	[151]	[5.07576]	[151]	[161428200]	[161428200]
99_11381	chr1	165601482	165601882	+	1000	43.0	[7.88572]	[168]	[5.6541166]	[168]	[165601705]	[165601705]
99_1139	chr9	130787714	130788114	+	1000	75.0	[8.216677]	[177]	[7.401771]	[177]	[130787903]	[130787903]
99_11391	chr1	173476807	173477207	+	1000	43.0	[5.224309, 9.047765]	[128, 148]	[10.950523]	[148]	[173477035, 173477055]	[173477055]
99_11392	chr1	173526883	173527283	+	1000	43.0	[9.16307]	[177]	[10.27358]	[177]	[173527076]	[173527076]
99_11397	chr1	179217207	179217607	+	1000	43.0	[8.856226]	[147]	[9.356904]	[147]	[179217403]	[179217403]
99_1141	chr9	130812758	130813158	+	1000	75.0	[10.27358]	[178]	[9.16307]	[178]	[130812991]	[130812991]
99_11419	chr1	207635479	207635879	+	1000	43.0	[]	[]	[4.8152113]	[192]	[]	[207635682]
99_11420	chr1	207805803	207806203	+	1000	43.0	[7.819484]	[150]	[5.754647]	[150]	[207806000]	[207806000]
99_11442	chr1	246699149	246699549	+	883	43.0	[4.8383703]	[154]	[]	[]	[246699347]	[]
99_1145	chr9	131157932	131158332	+	1000	75.0	[5.115098]	[159]	[7.524402, 5.830057]	[119, 159]	[131158175]	[131158135, 131158175]
99_11450	chr10	47326851	47327251	+	1000	43.0	[]	[]	[5.6781764]	[152]	[]	[47327062]
99_11451	chr10	49298264	49298664	+	1000	43.0	[6.413446]	[206]	[6.216803]	[206]	[49298497]	[49298497]
99_1146	chr9	131195631	131196031	+	1000	75.0	[10.27358]	[145]	[9.16307]	[145]	[131195803]	[131195803]
99_11468	chr10	71881514	71881914	+	1000	43.0	[9.16307]	[107]	[10.27358]	[107]	[71881702]	[71881702]
99_11478	chr10	78043462	78043862	+	1000	43.0	[4.8358445]	[179]	[]	[]	[78043668]	[]
99_11486	chr10	94362736	94363136	+	1000	43.0	[4.8104844]	[120]	[]	[]	[94362913]	[]
99_11488	chr11	537107	537507	+	1000	43.0	[6.626487]	[84]	[4.780242]	[84]	[537270]	[537270]
99_11501	chr11	60830812	60831212	+	642	43.0	[10.132329]	[95]	[9.881098]	[95]	[60830990]	[60830990]
99_11502	chr11	62862738	62863138	+	1000	43.0	[6.783546]	[123]	[5.3234625, 7.524402]	[123, 198]	[62862903]	[62862903, 62862978]
99_11520	chr11	75096800	75097200	+	1000	43.0	[]	[]	[5.9712152]	[162]	[]	[75097003]
99_1153	chr1	32394520	32394920	+	1000	74.0	[5.317862]	[129]	[]	[]	[32394725]	[]
99_11535	chr12	49622475	49622875	+	1000	43.0	[9.831349]	[184]	[9.078938]	[184]	[49622714]	[49622714]
99_11543	chr12	63780226	63780626	+	1000	43.0	[9.513585]	[61]	[9.513585]	[61]	[63780380]	[63780380]
99_11554	chr12	110403972	110404372	+	1000	43.0	[]	[]	[7.04495]	[67]	[]	[110404128]
99_11564	chr12	123385573	123385973	+	949	43.0	[4.798817]	[191]	[]	[]	[123385804]	[]
99_11565	chr12	123386920	123387320	+	1000	43.0	[6.586282]	[112]	[9.0321665]	[112]	[123387088]	[123387088]
99_11584	chr13	93290537	93290937	+	1000	43.0	[5.1339345]	[185]	[5.558383]	[185]	[93290762]	[93290762]
99_11592	chr14	54773377	54773777	+	1000	43.0	[5.4843426]	[122]	[6.0839815]	[122]	[54773597]	[54773597]
99_11594	chr14	67360273	67360673	+	1000	43.0	[9.356904]	[82]	[8.856226]	[82]	[67360452]	[67360452]
99_11599	chr15	42509598	42509998	+	1000	43.0	[10.27358]	[331]	[9.16307]	[331]	[42509846]	[42509846]
99_11604	chr15	52011103	52011503	+	1000	43.0	[7.88572]	[136]	[5.6541166]	[136]	[52011291]	[52011291]
99_11621	chr16	4253499	4253899	+	1000	43.0	[6.216803]	[167]	[6.413446]	[167]	[4253735]	[4253735]
99_11636	chr16	67245895	67246295	+	1000	43.0	[6.5676956]	[181]	[5.4006715]	[181]	[67246079]	[67246079]
99_11649	chr16	85027336	85027736	+	1000	43.0	[6.1819606]	[70]	[5.414555]	[70]	[85027493]	[85027493]
99_1165	chr17	36948597	36948997	+	1000	74.0	[9.796326]	[113]	[10.012176]	[113]	[36948795]	[36948795]
99_11651	chr16	85522395	85522795	+	887	43.0	[7.1114125]	[152]	[6.5715]	[152]	[85522615]	[85522615]
99_11652	chr16	85528631	85529031	+	1000	43.0	[]	[]	[5.5897145]	[156]	[]	[85528826]
99_11653	chr16	87387981	87388381	+	1000	43.0	[11.029983]	[101]	[12.30228]	[101]	[87388155]	[87388155]
99_11660	chr17	19977719	19978119	+	945	43.0	[9.830373]	[145]	[6.6088166]	[145]	[19977929]	[19977929]
99_11679	chr17	46779620	46780020	+	1000	43.0	[5.115098]	[224]	[5.830057]	[224]	[46779855]	[46779855]
99_11693	chr17	78257132	78257532	+	1000	43.0	[]	[]	[4.8142886]	[94]	[]	[78257297]
99_11700	chr18	779907	780307	+	1000	43.0	[5.830057]	[143]	[5.115098]	[143]	[780137]	[780137]
99_11713	chr19	4815516	4815916	+	1000	43.0	[5.144649]	[234]	[5.916586]	[234]	[4815763]	[4815763]
99_11717	chr19	8304909	8305309	+	923	43.0	[]	[]	[5.3542013]	[141]	[]	[8305082]
99_11724	chr19	11577947	11578347	+	1000	43.0	[8.73989]	[189]	[7.6992993]	[189]	[11578170]	[11578170]
99_11726	chr19	12640187	12640587	+	1000	43.0	[5.441064]	[75]	[]	[]	[12640346]	[]
99_11744	chr19	18291672	18292072	+	1000	43.0	[6.5715]	[77]	[7.1114125]	[77]	[18291849]	[18291849]
99_11747	chr19	19115914	19116314	+	1000	43.0	[6.216803]	[151]	[6.413446]	[151]	[19116163]	[19116163]
99_11756	chr19	39356659	39357059	+	1000	43.0	[6.7558374]	[99]	[]	[]	[39356831]	[]
99_11759	chr19	42252659	42253059	+	1000	43.0	[5.3869996]	[145]	[]	[]	[42252871]	[]
99_1176	chr22	20840283	20840683	+	1000	74.0	[]	[]	[6.375795]	[244]	[]	[20840530]
99_11762	chr19	44770782	44771182	+	1000	43.0	[4.8323154]	[116]	[]	[]	[44770996]	[]
99_1179	chr22	21822908	21823308	+	1000	74.0	[10.27358]	[124]	[9.16307]	[124]	[21823074]	[21823074]
99_11816	chr2	169824914	169825314	+	1000	43.0	[]	[]	[7.601611]	[111]	[]	[169825072]
99_1182	chr22	22718409	22718809	+	1000	74.0	[7.9399495]	[110]	[5.374046]	[110]	[22718587]	[22718587]
99_11823	chr2	207625460	207625860	+	1000	43.0	[4.7707453]	[199]	[5.2378263]	[199]	[207625708]	[207625708]
99_11843	chr21	37338557	37338957	+	1000	43.0	[]	[]	[5.7233167]	[166]	[]	[37338781]
99_11844	chr21	37449968	37450368	+	1000	43.0	[4.986595]	[185]	[5.0219765]	[185]	[37450160]	[37450160]
99_11851	chr21	45439208	45439608	+	1000	43.0	[]	[]	[4.9095244]	[125]	[]	[45439386]
99_11854	chr22	16584857	16585257	+	1000	43.0	[7.0714707]	[138]	[7.691886]	[138]	[16585064]	[16585064]
99_11855	chr22	16649792	16650192	+	1000	43.0	[6.5715]	[133]	[7.1114125]	[133]	[16649957]	[16649957]
99_11857	chr22	16789819	16790219	+	1000	43.0	[9.0321665]	[144]	[6.586282]	[144]	[16790051]	[16790051]
99_1186	chr3	10248047	10248447	+	1000	74.0	[5.942088]	[200]	[4.8516054]	[200]	[10248286]	[10248286]
99_11861	chr22	19113613	19114013	+	934	43.0	[10.27358]	[203]	[9.16307]	[203]	[19113836]	[19113836]
99_11864	chr22	19230942	19231342	+	1000	43.0	[4.961886]	[193]	[]	[]	[19231177]	[]
99_11866	chr22	19325220	19325620	+	1000	43.0	[7.691886]	[124]	[7.0714707]	[124]	[19325393]	[19325393]
99_11873	chr22	19490383	19490783	+	1000	43.0	[9.16307]	[169]	[10.27358]	[169]	[19490607]	[19490607]
99_11877	chr22	19559372	19559772	+	1000	43.0	[5.0598764]	[119]	[5.796432]	[119]	[19559590]	[19559590]
99_1188	chr5	32174345	32174745	+	1000	74.0	[7.852982]	[64]	[5.6541166]	[64]	[32174502]	[32174502]
99_11882	chr22	19697363	19697763	+	1000	43.0	[7.0714707]	[128]	[7.691886]	[128]	[19697521]	[19697521]
99_11886	chr22	19860071	19860471	+	1000	43.0	[7.691886]	[109]	[7.0714707]	[109]	[19860267]	[19860267]
99_11891	chr22	20139691	20140091	+	1000	43.0	[6.4487815]	[144]	[6.1542315]	[144]	[20139888]	[20139888]
99_11897	chr22	20519446	20519846	+	1000	43.0	[9.16307]	[239]	[10.27358]	[239]	[20519686]	[20519686]
99_11898	chr22	20562373	20562773	+	1000	43.0	[7.691886]	[140]	[7.0714707]	[140]	[20562613]	[20562613]
99_11907	chr22	21091161	21091561	+	1000	43.0	[7.641859]	[184]	[]	[]	[21091411]	[]
99_11920	chr22	22471073	22471473	+	1000	43.0	[5.115098]	[100]	[5.830057]	[100]	[22471245]	[22471245]
99_11939	chr3	5057914	5058314	+	1000	43.0	[7.0714707]	[198]	[7.691886]	[198]	[5058117]	[5058117]
99_11941	chr3	13001321	13001721	+	1000	43.0	[]	[]	[4.961886]	[155]	[]	[13001507]
99_11942	chr3	13451355	13451755	+	1000	43.0	[7.691886]	[140]	[7.0714707]	[140]	[13451515]	[13451515]
