#PeakID(python scan_motif.py ./ENCODE_processed_files/CREM_idr.fa CREM --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
978_0	chr16	2267946	2268346	+	1000	870.0	[12.827382, 8.6803]	[68, 118]	[12.82774, 8.678796]	[68, 118]	[2268110, 2268160]	[2268110, 2268160]
978_10023	chr12	57522110	57522510	+	1000	128.0	[7.162315, 8.781467]	[101, 106]	[7.1610827, 8.776813]	[101, 106]	[57522298, 57522303]	[57522298, 57522303]
978_10026	chr12	113136066	113136466	+	1000	128.0	[10.245765]	[94]	[10.237755]	[94]	[113136254]	[113136254]
978_10031	chr14	58281165	58281565	+	1000	128.0	[10.049357]	[123]	[10.052485]	[123]	[58281382]	[58281382]
978_10032	chr14	81005545	81005945	+	1000	128.0	[12.779715]	[111]	[12.77833]	[111]	[81005750]	[81005750]
978_10033	chr14	81303304	81303704	+	1000	128.0	[9.272504]	[159]	[9.2775755]	[159]	[81303546]	[81303546]
978_1004	chr3	101686615	101687015	+	1000	481.0	[8.362087]	[97]	[8.362808]	[97]	[101686810]	[101686810]
978_10041	chr16	57976524	57976924	+	1000	128.0	[6.606615]	[99]	[6.6048985]	[99]	[57976704]	[57976704]
978_10047	chr17	55303627	55304027	+	1000	128.0	[15.108516]	[98]	[15.107543]	[98]	[55303820]	[55303820]
978_1005	chr3	170357455	170357855	+	1000	481.0	[8.361481, 15.054843]	[84, 109]	[8.363768, 15.059579]	[84, 109]	[170357632, 170357657]	[170357632, 170357657]
978_10052	chr19	1251295	1251695	+	1000	128.0	[8.565098]	[124]	[8.556258]	[124]	[1251515]	[1251515]
978_10056	chr19	32421878	32422278	+	1000	128.0	[7.5400953]	[124]	[7.5314775]	[124]	[32422093]	[32422093]
978_10058	chr19	55062367	55062767	+	1000	128.0	[7.8024454]	[95]	[7.7976027]	[95]	[55062554]	[55062554]
978_1006	chrX	19343715	19344115	+	1000	481.0	[8.349766]	[80]	[8.35278]	[80]	[19343895]	[19343895]
978_10061	chr2	46858296	46858696	+	1000	128.0	[13.447536, 7.3279977]	[89, 126]	[13.445972, 7.3189874]	[89, 126]	[46858484, 46858521]	[46858484, 46858521]
978_10063	chr2	231706156	231706556	+	1000	128.0	[6.800243]	[141]	[6.8013787]	[141]	[231706393]	[231706393]
978_10065	chr20	3658802	3659202	+	1000	128.0	[6.6641574]	[91]	[6.6605854]	[91]	[3658989]	[3658989]
978_10066	chr20	13638731	13639131	+	1000	128.0	[7.8891573]	[132]	[7.884736]	[132]	[13638961]	[13638961]
978_10067	chr20	25237776	25238176	+	1000	128.0	[7.304472]	[172]	[7.3135056]	[172]	[25238019]	[25238019]
978_1007	chr10	13161290	13161690	+	1000	480.0	[10.860274]	[155]	[10.853247]	[155]	[13161525]	[13161525]
978_10072	chr20	49812427	49812827	+	1000	128.0	[11.731939]	[96]	[11.73179]	[96]	[49812607]	[49812607]
978_10078	chr3	28348323	28348723	+	1000	128.0	[7.4215484]	[83]	[7.415774]	[83]	[28348504]	[28348504]
978_1008	chr11	18526756	18527156	+	1000	480.0	[7.055522]	[101]	[7.056368]	[101]	[18526955]	[18526955]
978_10080	chr3	113577738	113578138	+	1000	128.0	[13.979431]	[87]	[13.973944]	[87]	[113577921]	[113577921]
978_10081	chr4	76213635	76214035	+	1000	128.0	[9.0520115]	[101]	[9.057158]	[101]	[76213836]	[76213836]
978_10082	chr4	121696133	121696533	+	1000	128.0	[9.389923]	[95]	[9.392767]	[95]	[121696319]	[121696319]
978_10084	chr4	143773998	143774398	+	1000	128.0	[10.216566]	[107]	[10.221592]	[107]	[143774199]	[143774199]
978_10089	chr5	139543311	139543711	+	1000	128.0	[8.240675]	[143]	[8.242057]	[143]	[139543549]	[139543549]
978_10096	chr6	25962529	25962929	+	1000	128.0	[6.6784024]	[95]	[6.677614]	[95]	[25962719]	[25962719]
978_10100	chr6	73422363	73422763	+	1000	128.0	[7.604903]	[104]	[7.6028156]	[104]	[73422562]	[73422562]
978_10103	chr7	993126	993526	+	1000	128.0	[8.152933]	[121]	[8.152933]	[121]	[993338]	[993338]
978_10105	chr7	64307265	64307665	+	1000	128.0	[9.085848]	[167]	[9.082901]	[167]	[64307496]	[64307496]
978_1011	chr6	26204280	26204680	+	1000	480.0	[14.918352]	[95]	[14.917852]	[95]	[26204475]	[26204475]
978_10114	chr9	87551682	87552082	+	1000	128.0	[7.374832]	[73]	[7.3774476]	[73]	[87551841]	[87551841]
978_10115	chr9	95411607	95412007	+	1000	128.0	[10.888007, 7.308376]	[127, 152]	[10.887735, 7.303142]	[127, 152]	[95411825, 95411850]	[95411825, 95411850]
978_10119	chr9	136766447	136766847	+	1000	128.0	[10.664955, 7.3860006]	[75, 128]	[10.660405, 7.391829]	[75, 128]	[136766621, 136766674]	[136766621, 136766674]
978_10120	chrX	14064895	14065295	+	1000	128.0	[6.704465]	[124]	[6.6997676]	[124]	[14065081]	[14065081]
978_10128	chr1	32722105	32722505	+	1000	127.0	[8.812577]	[133]	[8.805943]	[133]	[32722335]	[32722335]
978_1013	chr1	110963931	110964331	+	1000	479.0	[7.6379137]	[111]	[7.639902]	[111]	[110964139]	[110964139]
978_10134	chr10	4708394	4708794	+	1000	127.0	[10.110578]	[110]	[10.109508]	[110]	[4708604]	[4708604]
978_10136	chr10	22369487	22369887	+	1000	127.0	[7.546141, 6.488558]	[97, 122]	[7.5483665, 6.4944425]	[97, 122]	[22369680, 22369705]	[22369680, 22369705]
978_10139	chr11	32894226	32894626	+	1000	127.0	[8.822909]	[112]	[8.821283]	[112]	[32894419]	[32894419]
978_10140	chr11	44780993	44781393	+	1000	127.0	[8.670545]	[129]	[8.671773]	[129]	[44781211]	[44781211]
978_10145	chr12	57454881	57455281	+	1000	127.0	[7.1856327]	[87]	[7.1853857]	[87]	[57455056]	[57455056]
978_10146	chr12	106956668	106957068	+	1000	127.0	[9.523526]	[111]	[9.520889]	[111]	[106956869]	[106956869]
978_10147	chr12	112342575	112342975	+	1000	127.0	[13.477578]	[118]	[13.479725]	[118]	[112342793]	[112342793]
978_1015	chr19	49496168	49496568	+	1000	479.0	[10.284995]	[102]	[10.281968]	[102]	[49496366]	[49496366]
978_10156	chr13	110715243	110715643	+	1000	127.0	[8.287608]	[137]	[8.279895]	[137]	[110715438]	[110715438]
978_10157	chr14	49999113	49999513	+	1000	127.0	[7.497747]	[91]	[7.5034437]	[91]	[49999297]	[49999297]
978_1016	chr19	57363314	57363714	+	1000	479.0	[15.3265295]	[84]	[15.324016]	[84]	[57363494]	[57363494]
978_10167	chr16	68538744	68539144	+	1000	127.0	[7.8710594]	[118]	[7.873693]	[118]	[68538947]	[68538947]
978_1017	chr3	179604470	179604870	+	1000	479.0	[6.960716]	[92]	[6.962575]	[92]	[179604659]	[179604659]
978_10171	chr17	40098960	40099360	+	1000	127.0	[7.167418]	[80]	[7.161212]	[80]	[40099125]	[40099125]
978_10174	chr19	8423889	8424289	+	1000	127.0	[12.78048]	[93]	[12.775139]	[93]	[8424068]	[8424068]
978_10179	chr19	48107347	48107747	+	1000	127.0	[7.8776064]	[137]	[7.883726]	[137]	[48107574]	[48107574]
978_10180	chr19	48553852	48554252	+	1000	127.0	[9.306295, 6.6332226]	[81, 136]	[9.301134, 6.6319437]	[81, 136]	[48554019, 48554074]	[48554019, 48554074]
978_10181	chr19	55175059	55175459	+	1000	127.0	[10.320515]	[103]	[10.32452]	[103]	[55175257]	[55175257]
978_10183	chr2	65294736	65295136	+	1000	127.0	[9.264893]	[104]	[9.273697]	[104]	[65294940]	[65294940]
978_10185	chr2	88600101	88600501	+	1000	127.0	[12.063261, 6.597241]	[90, 113]	[12.062157, 6.591971]	[90, 113]	[88600283, 88600306]	[88600283, 88600306]
978_1019	chr5	176869991	176870391	+	1000	479.0	[8.195263]	[61]	[8.200555]	[61]	[176870151]	[176870151]
978_10191	chr20	38083662	38084062	+	1000	127.0	[7.373333]	[109]	[7.3778634]	[109]	[38083868]	[38083868]
978_102	chr12	82358218	82358618	+	1000	715.0	[6.473916]	[104]	[6.479784]	[104]	[82358422]	[82358422]
978_1021	chr1	1858615	1859015	+	1000	478.0	[15.42836]	[98]	[15.431219]	[98]	[1858811]	[1858811]
978_10224	chr8	2181698	2182098	+	1000	127.0	[9.865229, 12.419882, 7.120965]	[62, 104, 146]	[9.863366, 12.417668, 7.1171455]	[62, 104, 146]	[2181858, 2181900, 2181942]	[2181858, 2181900, 2181942]
978_10225	chr8	55885399	55885799	+	1000	127.0	[9.6651125]	[105]	[9.66374]	[105]	[55885601]	[55885601]
978_10226	chr8	65633990	65634390	+	1000	127.0	[9.113578]	[116]	[9.104533]	[116]	[65634190]	[65634190]
978_10227	chr8	96213558	96213958	+	1000	127.0	[6.915659]	[61]	[6.913078]	[61]	[96213715]	[96213715]
978_10229	chr8	129692272	129692672	+	1000	127.0	[9.625126]	[121]	[9.626022]	[121]	[129692484]	[129692484]
978_1023	chr19	7943486	7943886	+	1000	478.0	[6.9091387]	[102]	[6.915297]	[102]	[7943686]	[7943686]
978_10231	chrX	119685400	119685800	+	1000	127.0	[10.805991]	[89]	[10.807172]	[89]	[119685578]	[119685578]
978_10233	chr1	11841224	11841624	+	1000	126.0	[15.889581]	[106]	[15.890714]	[106]	[11841423]	[11841423]
978_10234	chr1	15152306	15152706	+	1000	126.0	[10.270022]	[116]	[10.2639265]	[116]	[15152518]	[15152518]
978_10241	chr1	46246772	46247172	+	1000	126.0	[7.226166]	[131]	[7.234045]	[131]	[46246995]	[46246995]
978_10247	chr1	205749448	205749848	+	1000	126.0	[10.912886]	[106]	[10.910581]	[106]	[205749632]	[205749632]
978_10248	chr1	212485922	212486322	+	1000	126.0	[7.7527037]	[120]	[7.7600045]	[120]	[212486137]	[212486137]
978_1025	chr12	121016332	121016732	+	1000	477.0	[13.466967, 7.141533]	[93, 98]	[13.466655, 7.146298]	[93, 98]	[121016525, 121016530]	[121016525, 121016530]
978_10253	chr10	62057428	62057828	+	1000	126.0	[6.5488462, 6.578578]	[97, 124]	[6.535908, 6.5739493]	[97, 124]	[62057611, 62057638]	[62057611, 62057638]
978_10257	chr10	112912463	112912863	+	1000	126.0	[14.590253]	[121]	[14.592722]	[121]	[112912668]	[112912668]
978_10258	chr10	126199334	126199734	+	1000	126.0	[7.357447]	[104]	[7.3578405]	[104]	[126199535]	[126199535]
978_1026	chr14	74019137	74019537	+	1000	477.0	[8.266477]	[91]	[8.26581]	[91]	[74019326]	[74019326]
978_10263	chr11	134272430	134272830	+	1000	126.0	[17.111032]	[98]	[17.106876]	[98]	[134272618]	[134272618]
978_10264	chr12	6904540	6904940	+	1000	126.0	[10.165499]	[90]	[10.165988]	[90]	[6904716]	[6904716]
978_10266	chr12	31733704	31734104	+	1000	126.0	[6.5586443]	[58]	[6.5638847]	[58]	[31733861]	[31733861]
978_10268	chr12	132337513	132337913	+	1000	126.0	[8.604512, 8.456158, 9.0576515, 12.700779]	[97, 116, 135, 154]	[8.602815, 8.4548235, 9.055041, 12.699456]	[97, 116, 135, 154]	[132337694, 132337713, 132337732, 132337751]	[132337694, 132337713, 132337732, 132337751]
978_10269	chr13	110575366	110575766	+	1000	126.0	[14.256594, 9.13959]	[89, 144]	[14.25524, 9.137192]	[89, 144]	[110575537, 110575592]	[110575537, 110575592]
978_1027	chr17	76726388	76726788	+	1000	477.0	[6.634687]	[75]	[6.633456]	[75]	[76726559]	[76726559]
978_1028	chr7	112940128	112940528	+	1000	477.0	[10.198732]	[99]	[10.202785]	[99]	[112940327]	[112940327]
978_10280	chr16	57062374	57062774	+	1000	126.0	[9.461749]	[91]	[9.460981]	[91]	[57062556]	[57062556]
978_10284	chr17	19304099	19304499	+	1000	126.0	[11.9221945]	[109]	[11.923208]	[109]	[19304307]	[19304307]
978_10285	chr17	28336238	28336638	+	1000	126.0	[11.457867]	[101]	[11.461112]	[101]	[28336436]	[28336436]
978_10287	chr17	41645821	41646221	+	1000	126.0	[12.747844]	[117]	[12.744718]	[117]	[41646021]	[41646021]
978_10288	chr17	44108644	44109044	+	1000	126.0	[7.8465004]	[149]	[7.8471513]	[149]	[44108882]	[44108882]
978_10298	chr19	6811890	6812290	+	1000	126.0	[8.735324]	[87]	[8.734816]	[87]	[6812071]	[6812071]
978_103	chr3	16264798	16265198	+	1000	714.0	[8.218489]	[117]	[8.212645]	[117]	[16265012]	[16265012]
978_1030	chr1	230978846	230979246	+	1000	476.0	[8.045629]	[110]	[8.039444]	[110]	[230979050]	[230979050]
978_10300	chr19	45455696	45456096	+	1000	126.0	[11.964642]	[153]	[11.962177]	[153]	[45455931]	[45455931]
978_10303	chr2	30191782	30192182	+	1000	126.0	[7.101296]	[146]	[7.0906487]	[146]	[30192025]	[30192025]
978_1031	chr12	27243908	27244308	+	1000	476.0	[6.5114355, 12.55359]	[72, 107]	[6.5205884, 12.551785]	[72, 107]	[27244077, 27244112]	[27244077, 27244112]
978_10312	chr20	36162445	36162845	+	1000	126.0	[8.230518]	[159]	[8.231995]	[159]	[36162691]	[36162691]
978_10313	chr20	47331285	47331685	+	1000	126.0	[6.6508417]	[94]	[6.664481]	[94]	[47331468]	[47331468]
978_10315	chr22	44025760	44026160	+	1000	126.0	[6.924329]	[103]	[6.9171267]	[103]	[44025962]	[44025962]
978_1032	chr16	30075738	30076138	+	1000	476.0	[10.253365]	[100]	[10.248425]	[100]	[30075937]	[30075937]
978_10324	chr5	96743327	96743727	+	1000	126.0	[7.1949534]	[106]	[7.1938224]	[106]	[96743532]	[96743532]
978_10326	chr6	36660800	36661200	+	1000	126.0	[10.218993]	[69]	[10.22629]	[69]	[36660963]	[36660963]
978_10327	chr6	53313778	53314178	+	1000	126.0	[6.7018538, 10.813079]	[100, 105]	[6.703544, 10.809008]	[100, 105]	[53313972, 53313977]	[53313972, 53313977]
978_10334	chr6	137351883	137352283	+	1000	126.0	[12.610931, 7.7784653]	[85, 103]	[12.61307, 7.7857027]	[85, 103]	[137352066, 137352084]	[137352066, 137352084]
978_10335	chr6	145893578	145893978	+	1000	126.0	[7.936477]	[88]	[7.944392]	[88]	[145893758]	[145893758]
978_10336	chr7	5045651	5046051	+	1000	126.0	[7.4183273]	[131]	[7.4232836]	[131]	[5045880]	[5045880]
978_10339	chr7	100601992	100602392	+	1000	126.0	[11.143353]	[85]	[11.144603]	[85]	[100602175]	[100602175]
978_10340	chr7	135923673	135924073	+	1000	126.0	[6.6690807]	[156]	[6.6670327]	[156]	[135923904]	[135923904]
978_10344	chr8	145002789	145003189	+	1000	126.0	[9.253974]	[160]	[9.248454]	[160]	[145003011]	[145003011]
978_10345	chr9	71638672	71639072	+	1000	126.0	[8.143425]	[105]	[8.146975]	[105]	[71638868]	[71638868]
978_10349	chr9	129268636	129269036	+	1000	126.0	[6.987306]	[113]	[6.982284]	[113]	[129268849]	[129268849]
978_10353	chrX	103310799	103311199	+	1000	126.0	[9.978909]	[65]	[9.971047]	[65]	[103310963]	[103310963]
978_10358	chr1	31447219	31447619	+	1000	125.0	[6.736269]	[115]	[6.740906]	[115]	[31447393]	[31447393]
978_10359	chr1	32920121	32920521	+	1000	125.0	[13.798454]	[88]	[13.803302]	[88]	[32920305]	[32920305]
978_1036	chr1	15524440	15524840	+	1000	475.0	[7.2568383]	[124]	[7.2582116]	[124]	[15524663]	[15524663]
978_10362	chr1	64966425	64966825	+	1000	125.0	[11.835435]	[98]	[11.837057]	[98]	[64966618]	[64966618]
978_10370	chr10	3665234	3665634	+	1000	125.0	[7.8254895]	[125]	[7.8259506]	[125]	[3665447]	[3665447]
978_10378	chr11	10490570	10490970	+	1000	125.0	[9.380857]	[104]	[9.381887]	[104]	[10490770]	[10490770]
978_10379	chr11	32379589	32379989	+	1000	125.0	[7.464815]	[132]	[7.461691]	[132]	[32379794]	[32379794]
978_1038	chr10	91923558	91923958	+	1000	475.0	[11.287143]	[86]	[11.283288]	[86]	[91923738]	[91923738]
978_10380	chr11	61971683	61972083	+	1000	125.0	[6.691296]	[156]	[6.696838]	[156]	[61971930]	[61971930]
978_10385	chr11	76445553	76445953	+	1000	125.0	[6.6220894]	[79]	[6.6212907]	[79]	[76445722]	[76445722]
978_10387	chr11	109940753	109941153	+	1000	125.0	[6.4991455]	[79]	[6.4990172]	[79]	[109940924]	[109940924]
978_10388	chr11	118338546	118338946	+	1000	125.0	[8.896893]	[99]	[8.895109]	[99]	[118338732]	[118338732]
978_1039	chr19	13152803	13153203	+	1000	475.0	[18.344078]	[106]	[18.344442]	[106]	[13153004]	[13153004]
978_10391	chr12	48814588	48814988	+	1000	125.0	[8.174683]	[144]	[8.173047]	[144]	[48814811]	[48814811]
978_10392	chr12	56496703	56497103	+	1000	125.0	[11.265174]	[92]	[11.2619]	[92]	[56496890]	[56496890]
978_1040	chr19	47113605	47114005	+	1000	475.0	[17.455175, 10.103232]	[84, 109]	[17.452736, 10.105737]	[84, 109]	[47113787, 47113812]	[47113787, 47113812]
978_10402	chr16	1990168	1990568	+	1000	125.0	[17.532227]	[92]	[17.532068]	[92]	[1990358]	[1990358]
978_10405	chr17	40218595	40218995	+	1000	125.0	[7.792452]	[83]	[7.78763]	[83]	[40218777]	[40218777]
978_10412	chr18	9575488	9575888	+	1000	125.0	[7.7845387]	[107]	[7.790428]	[107]	[9575692]	[9575692]
978_10422	chr2	32960696	32961096	+	1000	125.0	[8.428496]	[140]	[8.428497]	[140]	[32960931]	[32960931]
978_10423	chr2	88250362	88250762	+	1000	125.0	[6.775954]	[124]	[6.7746143]	[124]	[88250575]	[88250575]
978_10424	chr2	135052370	135052770	+	1000	125.0	[13.247364]	[113]	[13.241618]	[113]	[135052566]	[135052566]
978_10437	chr22	22100221	22100621	+	1000	125.0	[10.663611]	[118]	[10.655317]	[118]	[22100439]	[22100439]
978_10442	chr3	143165658	143166058	+	1000	125.0	[7.1670957]	[144]	[7.1700206]	[144]	[143165888]	[143165888]
978_10445	chr3	194323773	194324173	+	1000	125.0	[6.9881687]	[125]	[6.980345]	[125]	[194323980]	[194323980]
978_10446	chr4	39182125	39182525	+	1000	125.0	[9.121989]	[122]	[9.118351]	[122]	[39182341]	[39182341]
978_10448	chr5	68239571	68239971	+	1000	125.0	[7.089619]	[113]	[7.0910687]	[113]	[68239776]	[68239776]
978_10449	chr5	141651293	141651693	+	1000	125.0	[9.292598]	[92]	[9.294856]	[92]	[141651485]	[141651485]
978_1045	chr12	109093287	109093687	+	1000	474.0	[9.801853]	[101]	[9.808271]	[101]	[109093486]	[109093486]
978_10450	chr6	5671082	5671482	+	1000	125.0	[7.8712034]	[100]	[7.876412]	[100]	[5671282]	[5671282]
978_10451	chr6	14890121	14890521	+	1000	125.0	[7.0901933]	[100]	[7.0858545]	[100]	[14890315]	[14890315]
978_10460	chr7	113087666	113088066	+	1000	125.0	[9.461454]	[117]	[9.465443]	[117]	[113087873]	[113087873]
978_10462	chr8	9171665	9172065	+	1000	125.0	[7.308086]	[99]	[7.310579]	[99]	[9171859]	[9171859]
978_10463	chr8	102811269	102811669	+	1000	125.0	[7.150892]	[128]	[7.151169]	[128]	[102811490]	[102811490]
978_10466	chr8	142012739	142013139	+	1000	125.0	[8.17571, 7.0223827]	[98, 154]	[8.175217, 7.021637]	[98, 154]	[142012930, 142012986]	[142012930, 142012986]
978_1047	chr6	36118436	36118836	+	1000	474.0	[12.832069]	[80]	[12.837192]	[80]	[36118615]	[36118615]
978_10470	chr9	124202334	124202734	+	1000	125.0	[7.818217]	[69]	[7.814001]	[69]	[124202492]	[124202492]
978_10473	chr1	7810424	7810824	+	1000	124.0	[7.3493156]	[125]	[7.3561316]	[125]	[7810640]	[7810640]
978_10477	chr1	109298580	109298980	+	1000	124.0	[6.5231886, 13.337607]	[79, 109]	[6.5136833, 13.335644]	[79, 109]	[109298747, 109298777]	[109298747, 109298777]
978_10481	chr1	181022770	181023170	+	1000	124.0	[7.568502]	[139]	[7.567663]	[139]	[181023005]	[181023005]
978_1049	chr3	49723768	49724168	+	1000	473.0	[10.084208]	[103]	[10.080284]	[103]	[49723970]	[49723970]
978_10492	chr10	130110350	130110750	+	1000	124.0	[8.520217]	[56]	[8.531097]	[56]	[130110505]	[130110505]
978_10495	chr11	57402619	57403019	+	1000	124.0	[9.622988]	[90]	[9.625252]	[90]	[57402809]	[57402809]
978_10497	chr11	57761567	57761967	+	1000	124.0	[12.008077]	[95]	[12.004048]	[95]	[57761761]	[57761761]
978_10500	chr11	95254240	95254640	+	1000	124.0	[9.370868]	[99]	[9.373996]	[99]	[95254439]	[95254439]
978_10501	chr11	107928046	107928446	+	1000	124.0	[7.661305]	[91]	[7.656327]	[91]	[107928226]	[107928226]
978_1051	chr12	89709523	89709923	+	1000	472.0	[8.947758]	[75]	[8.939482]	[75]	[89709698]	[89709698]
978_10510	chr13	33542609	33543009	+	1000	124.0	[9.198796]	[76]	[9.1878395]	[76]	[33542769]	[33542769]
978_10518	chr16	29900376	29900776	+	1000	124.0	[14.914335]	[86]	[14.917143]	[86]	[29900553]	[29900553]
978_10519	chr16	35533697	35534097	+	1000	124.0	[6.581497, 8.695003, 9.894717, 10.910869, 8.956998]	[66, 90, 108, 125, 143]	[6.5874963, 8.692004, 9.894615, 10.910615, 8.960235]	[66, 90, 108, 125, 143]	[35533859, 35533883, 35533901, 35533918, 35533936]	[35533859, 35533883, 35533901, 35533918, 35533936]
978_10525	chr17	4833107	4833507	+	1000	124.0	[6.5663257]	[127]	[6.5704184]	[127]	[4833307]	[4833307]
978_10526	chr17	17682253	17682653	+	1000	124.0	[15.0752535]	[100]	[15.073593]	[100]	[17682453]	[17682453]
978_10529	chr17	42750987	42751387	+	1000	124.0	[7.881691]	[93]	[7.8737683]	[93]	[42751178]	[42751178]
978_10530	chr17	44385621	44386021	+	1000	124.0	[12.2113]	[105]	[12.210469]	[105]	[44385825]	[44385825]
978_10535	chr17	81519469	81519869	+	1000	124.0	[11.48816]	[136]	[11.482423]	[136]	[81519694]	[81519694]
978_10536	chr18	3664806	3665206	+	1000	124.0	[7.3636603, 9.414281]	[63, 95]	[7.358352, 9.411737]	[63, 95]	[3664966, 3664998]	[3664966, 3664998]
978_10537	chr18	59139593	59139993	+	1000	124.0	[6.622941]	[144]	[6.622566]	[144]	[59139837]	[59139837]
978_10539	chr19	12881339	12881739	+	1000	124.0	[9.274945]	[75]	[9.2791]	[75]	[12881495]	[12881495]
978_1054	chr10	63133039	63133439	+	1000	471.0	[14.835643]	[99]	[14.832234]	[99]	[63133236]	[63133236]
978_10546	chr2	10448311	10448711	+	1000	124.0	[8.409013]	[91]	[8.409388]	[91]	[10448494]	[10448494]
978_10548	chr2	58023873	58024273	+	1000	124.0	[8.260626]	[109]	[8.261941]	[109]	[58024079]	[58024079]
978_10557	chr20	23132983	23133383	+	1000	124.0	[11.722761]	[73]	[11.729257]	[73]	[23133156]	[23133156]
978_10562	chr22	21709723	21710123	+	1000	124.0	[7.2144]	[131]	[7.2196684]	[131]	[21709946]	[21709946]
978_10564	chr3	14124183	14124583	+	1000	124.0	[8.473871]	[130]	[8.476627]	[130]	[14124408]	[14124408]
978_10568	chr4	2433067	2433467	+	1000	124.0	[9.673632]	[86]	[9.675377]	[86]	[2433248]	[2433248]
978_10570	chr4	48698245	48698645	+	1000	124.0	[10.807321]	[70]	[10.801663]	[70]	[48698411]	[48698411]
978_10571	chr5	71388256	71388656	+	1000	124.0	[13.993636]	[111]	[13.9901705]	[111]	[71388463]	[71388463]
978_10579	chr6	15569238	15569638	+	1000	124.0	[11.305404]	[86]	[11.297501]	[86]	[15569415]	[15569415]
978_10583	chr6	52517526	52517926	+	1000	124.0	[7.763281]	[128]	[7.7592835]	[128]	[52517741]	[52517741]
978_1059	chr3	197960005	197960405	+	1000	471.0	[8.444115]	[98]	[8.454473]	[98]	[197960202]	[197960202]
978_10590	chr7	75920425	75920825	+	1000	124.0	[11.1825905, 9.823833]	[77, 82]	[11.183928, 9.825767]	[77, 82]	[75920602, 75920607]	[75920602, 75920607]
978_1060	chrX	40580677	40581077	+	1000	471.0	[8.793553]	[92]	[8.787178]	[92]	[40580865]	[40580865]
978_10604	chr8	106060363	106060763	+	1000	124.0	[8.818686]	[150]	[8.82254]	[150]	[106060609]	[106060609]
978_10605	chr9	85741799	85742199	+	1000	124.0	[6.514537]	[70]	[6.514479]	[70]	[85741965]	[85741965]
978_1061	chr1	30769049	30769449	+	1000	470.0	[8.120109]	[80]	[8.119682]	[80]	[30769223]	[30769223]
978_10618	chr1	11785129	11785529	+	1000	123.0	[10.3303175]	[77]	[10.32279]	[77]	[11785306]	[11785306]
978_1062	chr15	43492978	43493378	+	1000	470.0	[12.64105]	[86]	[12.645544]	[86]	[43493164]	[43493164]
978_10620	chr1	52913558	52913958	+	1000	123.0	[6.5148244]	[107]	[6.5066066]	[107]	[52913760]	[52913760]
978_10627	chr1	151574926	151575326	+	1000	123.0	[9.380823]	[92]	[9.38317]	[92]	[151575110]	[151575110]
978_10630	chr1	156257080	156257480	+	1000	123.0	[8.64046]	[112]	[8.644516]	[112]	[156257292]	[156257292]
978_10631	chr1	160101015	160101415	+	1000	123.0	[8.642857]	[134]	[8.652321]	[134]	[160101247]	[160101247]
978_10634	chr1	181127054	181127454	+	1000	123.0	[12.371722]	[96]	[12.372143]	[96]	[181127248]	[181127248]
978_10636	chr1	226680025	226680425	+	1000	123.0	[12.1352215]	[109]	[12.133643]	[109]	[226680227]	[226680227]
978_10637	chr1	228406789	228407189	+	1000	123.0	[10.000598]	[105]	[10.0058975]	[105]	[228406990]	[228406990]
978_1064	chr6	29649989	29650389	+	1000	470.0	[14.059004]	[91]	[14.061946]	[91]	[29650177]	[29650177]
