#PeakID(python identify_motif.py ./ENCODE_processed_files/NR2F2_idr.fa NR2F2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
507_1010	chr8	124476190	124476590	+	1000	262.0	[8.614196]	[118]	[]	[]	[124476400]	[]
507_10100	chr5	68320077	68320477	+	1000	80.0	[9.964856, 7.58023]	[125, 146]	[]	[]	[68320279, 68320300]	[]
507_10101	chr5	132539676	132540076	+	1000	80.0	[]	[]	[7.9180784, 8.015333]	[90, 100]	[]	[132539859, 132539869]
507_10102	chr6	4125897	4126297	+	1000	80.0	[12.953519]	[135]	[]	[]	[4126117]	[]
507_10104	chr6	10643109	10643509	+	1000	80.0	[]	[]	[12.953519]	[146]	[]	[10643345]
507_10111	chr6	31781608	31782008	+	1000	80.0	[12.953519, 9.739339]	[80, 87]	[7.663098]	[164]	[31781775, 31781782]	[31781859]
507_1012	chr10	17003137	17003537	+	1000	261.0	[7.7032084]	[102]	[]	[]	[17003327]	[]
507_10120	chr6	113018619	113019019	+	795	80.0	[12.953519]	[90]	[]	[]	[113018808]	[]
507_10123	chr7	4738799	4739199	+	1000	80.0	[]	[]	[8.015333]	[138]	[]	[4739005]
507_10124	chr7	6057677	6058077	+	1000	80.0	[]	[]	[9.739339]	[123]	[]	[6057857]
507_10126	chr7	76359596	76359996	+	1000	80.0	[]	[]	[8.614196]	[162]	[]	[76359833]
507_10128	chr7	107118471	107118871	+	1000	80.0	[12.953519]	[138]	[]	[]	[107118704]	[]
507_10129	chr7	127856770	127857170	+	1000	80.0	[7.663098, 9.5729685]	[95, 114]	[]	[]	[127856965, 127856984]	[]
507_1013	chr11	57531155	57531555	+	1000	261.0	[9.964856]	[85]	[]	[]	[57531337]	[]
507_1014	chr19	10334286	10334686	+	1000	261.0	[12.953519]	[128]	[]	[]	[10334506]	[]
507_10140	chr8	30052511	30052911	+	1000	80.0	[7.663098]	[108]	[]	[]	[30052718]	[]
507_10141	chr8	101051640	101052040	+	1000	80.0	[]	[]	[7.7032084]	[110]	[]	[101051829]
507_10144	chr9	306946	307346	+	1000	80.0	[]	[]	[9.739339, 9.964856]	[100, 189]	[]	[307103, 307192]
507_10145	chr9	79583816	79584216	+	1000	80.0	[8.015333]	[143]	[]	[]	[79584057]	[]
507_10146	chr9	93456515	93456915	+	1000	80.0	[7.7804747, 7.4965763]	[108, 115]	[]	[]	[93456708, 93456715]	[]
507_10148	chr9	137202536	137202936	+	1000	80.0	[9.739339]	[141]	[]	[]	[137202746]	[]
507_1015	chr19	38270011	38270411	+	1000	261.0	[]	[]	[8.614196]	[78]	[]	[38270187]
507_10154	chr1	6437962	6438362	+	1000	79.0	[7.5738697]	[65]	[]	[]	[6438123]	[]
507_10160	chr1	35788094	35788494	+	1000	79.0	[]	[]	[12.953519]	[110]	[]	[35788253]
507_10161	chr1	61079890	61080290	+	1000	79.0	[]	[]	[7.4965763]	[139]	[]	[61080094]
507_10162	chr1	86448641	86449041	+	1000	79.0	[]	[]	[7.4965763]	[90]	[]	[86448812]
507_1017	chr20	41116262	41116662	+	1000	261.0	[]	[]	[12.953519]	[84]	[]	[41116444]
507_10172	chr1	185819831	185820231	+	1000	79.0	[]	[]	[8.614196]	[146]	[]	[185820069]
507_10173	chr1	223628203	223628603	+	1000	79.0	[]	[]	[8.614196]	[115]	[]	[223628408]
507_10174	chr1	227379247	227379647	+	1000	79.0	[7.7032084]	[139]	[]	[]	[227379456]	[]
507_10178	chr10	46020303	46020703	+	1000	79.0	[]	[]	[12.953519, 7.58023]	[132, 147]	[]	[46020530, 46020545]
507_10179	chr10	63396143	63396543	+	1000	79.0	[]	[]	[7.4965763]	[99]	[]	[63396316]
507_1018	chr20	49765102	49765502	+	1000	261.0	[]	[]	[8.015333]	[147]	[]	[49765340]
507_10180	chr10	70233641	70234041	+	1000	79.0	[7.5738697]	[116]	[]	[]	[70233827]	[]
507_10183	chr10	89332020	89332420	+	1000	79.0	[8.015333]	[108]	[]	[]	[89332215]	[]
507_10184	chr10	94405415	94405815	+	1000	79.0	[9.739339]	[112]	[]	[]	[94405608]	[]
507_10189	chr11	44528054	44528454	+	1000	79.0	[]	[]	[12.953519]	[149]	[]	[44528281]
507_1019	chr4	159151099	159151499	+	1000	261.0	[8.015333, 8.015333]	[110, 125]	[]	[]	[159151308, 159151323]	[]
507_10190	chr11	61267439	61267839	+	1000	79.0	[12.953519]	[79]	[]	[]	[61267612]	[]
507_10194	chr11	67606725	67607125	+	1000	79.0	[7.5738697]	[145]	[]	[]	[67606967]	[]
507_10195	chr11	67630597	67630997	+	1000	79.0	[]	[]	[9.739339]	[154]	[]	[67630843]
507_1020	chr5	88378030	88378430	+	1000	261.0	[]	[]	[7.5738697]	[72]	[]	[88378196]
507_10202	chr12	47194519	47194919	+	1000	79.0	[12.953519]	[102]	[8.015333, 7.7032084]	[86, 143]	[47194708]	[47194692, 47194749]
507_10205	chr12	52660547	52660947	+	844	79.0	[]	[]	[12.953519]	[183]	[]	[52660792]
507_1021	chr7	143426471	143426871	+	1000	261.0	[]	[]	[9.739339, 12.953519]	[56, 112]	[]	[143426624, 143426680]
507_10210	chr12	74292563	74292963	+	1000	79.0	[7.58023]	[98]	[]	[]	[74292759]	[]
507_10212	chr12	116346212	116346612	+	1000	79.0	[]	[]	[7.4965763]	[62]	[]	[116346366]
507_10213	chr13	50335039	50335439	+	1000	79.0	[]	[]	[7.7032084, 9.739339]	[111, 118]	[]	[50335230, 50335237]
507_10215	chr14	100246832	100247232	+	1000	79.0	[12.953519]	[131]	[]	[]	[100247055]	[]
507_10216	chr15	45200396	45200796	+	1000	79.0	[7.9201093]	[61]	[]	[]	[45200555]	[]
507_10218	chr15	69462749	69463149	+	1000	79.0	[]	[]	[8.614196]	[90]	[]	[69462912]
507_10219	chr16	2497301	2497701	+	1000	79.0	[8.614196]	[142]	[]	[]	[2497511]	[]
507_10226	chr16	77191548	77191948	+	1000	79.0	[9.739339]	[126]	[]	[]	[77191770]	[]
507_10227	chr17	2398695	2399095	+	1000	79.0	[]	[]	[12.953519]	[155]	[]	[2398929]
507_10228	chr17	27365317	27365717	+	1000	79.0	[9.5729685]	[155]	[]	[]	[27365554]	[]
507_10231	chr17	38752362	38752762	+	1000	79.0	[]	[]	[7.7804747]	[162]	[]	[38752603]
507_10232	chr17	45197867	45198267	+	1000	79.0	[9.739339]	[104]	[]	[]	[45198070]	[]
507_10234	chr17	56985726	56986126	+	1000	79.0	[]	[]	[7.58023]	[66]	[]	[56985882]
507_10236	chr17	64392887	64393287	+	1000	79.0	[8.015333]	[110]	[]	[]	[64393048]	[]
507_10244	chr18	59957987	59958387	+	1000	79.0	[]	[]	[7.7032084]	[95]	[]	[59958149]
507_10246	chr19	34980251	34980651	+	1000	79.0	[]	[]	[12.953519]	[105]	[]	[34980443]
507_10248	chr19	41934883	41935283	+	1000	79.0	[8.015333]	[103]	[]	[]	[41935086]	[]
507_10249	chr19	44886122	44886522	+	1000	79.0	[9.739339, 12.953519, 12.953519]	[103, 117, 130]	[]	[]	[44886292, 44886306, 44886319]	[]
507_10250	chr19	45245320	45245720	+	1000	79.0	[]	[]	[7.58023]	[104]	[]	[45245515]
507_10254	chr2	17642514	17642914	+	1000	79.0	[]	[]	[12.953519]	[112]	[]	[17642711]
507_10256	chr2	30234610	30235010	+	937	79.0	[]	[]	[8.614196, 7.4965763]	[125, 142]	[]	[30234796, 30234813]
507_10257	chr2	32274805	32275205	+	1000	79.0	[9.739339]	[101]	[]	[]	[32274994]	[]
507_10258	chr2	65437646	65438046	+	1000	79.0	[8.015333, 9.739339]	[145, 154]	[]	[]	[65437886, 65437895]	[]
507_1026	chr15	63896701	63897101	+	1000	260.0	[9.739339, 8.614196]	[74, 100]	[12.953519]	[81]	[63896871, 63896897]	[63896878]
507_10265	chr2	197515610	197516010	+	1000	79.0	[]	[]	[7.9180784]	[108]	[]	[197515802]
507_10271	chr21	33215604	33216004	+	1000	79.0	[8.015333]	[83]	[]	[]	[33215775]	[]
507_10277	chr3	15267981	15268381	+	1000	79.0	[7.7804747]	[122]	[]	[]	[15268192]	[]
507_10278	chr3	32848198	32848598	+	1000	79.0	[7.7032084]	[76]	[]	[]	[32848362]	[]
507_10281	chr3	46948202	46948602	+	1000	79.0	[9.964856]	[110]	[]	[]	[46948402]	[]
507_10284	chr3	133141066	133141466	+	1000	79.0	[8.015333]	[132]	[]	[]	[133141280]	[]
507_10286	chr3	141485798	141486198	+	1000	79.0	[]	[]	[12.953519]	[130]	[]	[141486017]
507_10291	chr4	56466355	56466755	+	1000	79.0	[12.953519]	[99]	[]	[]	[56466550]	[]
507_10292	chr4	109810991	109811391	+	1000	79.0	[7.9201093, 8.015333]	[107, 151]	[]	[]	[109811195, 109811239]	[]
507_10293	chr4	110193168	110193568	+	1000	79.0	[9.739339]	[133]	[]	[]	[110193389]	[]
507_10294	chr4	128259875	128260275	+	1000	79.0	[]	[]	[9.964856]	[78]	[]	[128260040]
507_10297	chr4	173211871	173212271	+	1000	79.0	[12.953519]	[178]	[]	[]	[173212119]	[]
507_10299	chr5	5421932	5422332	+	1000	79.0	[12.953519]	[131]	[]	[]	[5422143]	[]
507_1030	chr6	36954201	36954601	+	1000	260.0	[]	[]	[8.015333]	[147]	[]	[36954430]
507_10302	chr5	54313234	54313634	+	1000	79.0	[]	[]	[8.614196]	[94]	[]	[54313399]
507_10304	chr5	95986926	95987326	+	1000	79.0	[]	[]	[12.953519]	[96]	[]	[95987105]
507_10309	chr6	2999131	2999531	+	1000	79.0	[]	[]	[12.953519, 12.953519]	[84, 141]	[]	[2999308, 2999365]
507_10310	chr6	13992534	13992934	+	1000	79.0	[7.663098]	[170]	[]	[]	[13992743]	[]
507_10322	chr6	41895314	41895714	+	1000	79.0	[8.614196]	[107]	[]	[]	[41895517]	[]
507_10323	chr6	51166938	51167338	+	1000	79.0	[]	[]	[9.5729685]	[138]	[]	[51167154]
507_10325	chr6	57172484	57172884	+	1000	79.0	[7.663098]	[134]	[9.739339]	[89]	[57172710]	[57172665]
507_10328	chr6	136566183	136566583	+	1000	79.0	[9.739339]	[87]	[7.4965763]	[111]	[136566353]	[136566377]
507_1033	chr7	103119706	103120106	+	1000	260.0	[7.4063363]	[166]	[]	[]	[103119948]	[]
507_10330	chr6	154734153	154734553	+	1000	79.0	[]	[]	[7.7032084]	[102]	[]	[154734325]
507_10333	chr7	16344960	16345360	+	1000	79.0	[9.739339]	[123]	[]	[]	[16345175]	[]
507_10335	chr7	30290250	30290650	+	1000	79.0	[9.964856, 7.7032084]	[67, 108]	[]	[]	[30290414, 30290455]	[]
507_10337	chr7	44848246	44848646	+	1000	79.0	[7.5738697]	[156]	[]	[]	[44848412]	[]
507_10341	chr7	105008665	105009065	+	1000	79.0	[9.739339]	[94]	[]	[]	[105008844]	[]
507_10345	chr7	150407092	150407492	+	1000	79.0	[12.953519]	[156]	[8.614196]	[87]	[150407331]	[150407262]
507_10349	chr8	27440375	27440775	+	1000	79.0	[8.614196]	[86]	[]	[]	[27440549]	[]
507_10351	chr8	38151672	38152072	+	1000	79.0	[12.953519]	[146]	[]	[]	[38151862]	[]
507_10352	chr8	38383108	38383508	+	1000	79.0	[9.5729685, 9.5729685]	[98, 184]	[]	[]	[38383266, 38383352]	[]
507_10357	chr8	144456642	144457042	+	1000	79.0	[]	[]	[7.9201093]	[116]	[]	[144456845]
507_10362	chr9	128870375	128870775	+	1000	79.0	[9.739339]	[112]	[]	[]	[128870586]	[]
507_10367	chr9	137277397	137277797	+	1000	79.0	[]	[]	[9.739339]	[139]	[]	[137277586]
507_1037	chr11	86931961	86932361	+	1000	259.0	[]	[]	[12.953519]	[173]	[]	[86932205]
507_10371	chr1	6280728	6281128	+	1000	78.0	[9.739339]	[144]	[]	[]	[6280943]	[]
507_10372	chr1	9234093	9234493	+	1000	78.0	[8.614196]	[119]	[]	[]	[9234299]	[]
507_10374	chr1	25039284	25039684	+	1000	78.0	[12.953519]	[122]	[]	[]	[25039487]	[]
507_10376	chr1	27538718	27539118	+	1000	78.0	[8.614196]	[90]	[]	[]	[27538896]	[]
507_1038	chr14	68620165	68620565	+	1000	259.0	[]	[]	[8.015333]	[92]	[]	[68620356]
507_10383	chr1	53183378	53183778	+	1000	78.0	[]	[]	[7.58023]	[134]	[]	[53183611]
507_10384	chr1	101025712	101026112	+	1000	78.0	[12.953519]	[138]	[]	[]	[101025945]	[]
507_10386	chr1	110209780	110210180	+	1000	78.0	[9.739339]	[121]	[]	[]	[110209998]	[]
507_10387	chr1	111139238	111139638	+	1000	78.0	[12.953519]	[83]	[]	[]	[111139418]	[]
507_1039	chr19	11268965	11269365	+	1000	259.0	[8.015333]	[111]	[]	[]	[11269164]	[]
507_10390	chr1	153923916	153924316	+	1000	78.0	[12.953519]	[100]	[]	[]	[153924104]	[]
507_10391	chr1	155563073	155563473	+	1000	78.0	[]	[]	[8.015333]	[56]	[]	[155563229]
507_10392	chr1	168195216	168195616	+	665	78.0	[]	[]	[12.953519, 9.5729685]	[132, 150]	[]	[168195433, 168195451]
507_10397	chr1	202192783	202193183	+	1000	78.0	[8.015333]	[69]	[]	[]	[202192941]	[]
507_10404	chr1	228370301	228370701	+	1000	78.0	[]	[]	[9.739339]	[127]	[]	[228370504]
507_10407	chr1	247359971	247360371	+	1000	78.0	[12.953519]	[148]	[]	[]	[247360216]	[]
507_1041	chr8	107215267	107215667	+	1000	259.0	[8.614196]	[59]	[7.4965763]	[67]	[107215422]	[107215430]
507_10411	chr10	31862473	31862873	+	1000	78.0	[]	[]	[9.739339]	[96]	[]	[31862664]
507_10412	chr10	32992843	32993243	+	1000	78.0	[8.614196]	[98]	[]	[]	[32993031]	[]
507_10417	chr11	59201345	59201745	+	1000	78.0	[]	[]	[12.953519]	[113]	[]	[59201557]
507_10419	chr11	64501432	64501832	+	1000	78.0	[]	[]	[7.9180784]	[144]	[]	[64501676]
507_10421	chr12	47819091	47819491	+	1000	78.0	[]	[]	[7.58023]	[139]	[]	[47819314]
507_10423	chr12	51028155	51028555	+	1000	78.0	[7.58023]	[74]	[]	[]	[51028306]	[]
507_10428	chr12	93677576	93677976	+	1000	78.0	[]	[]	[7.4965763]	[164]	[]	[93677813]
507_10430	chr12	110262419	110262819	+	1000	78.0	[9.739339]	[120]	[]	[]	[110262629]	[]
507_10432	chr12	121629798	121630198	+	1000	78.0	[7.7804747]	[95]	[12.953519]	[114]	[121629985]	[121630004]
507_10439	chr14	103116713	103117113	+	1000	78.0	[12.953519]	[175]	[]	[]	[103116942]	[]
507_10442	chr15	88985714	88986114	+	1000	78.0	[]	[]	[7.7804747]	[137]	[]	[88985933]
507_10447	chr16	75624842	75625242	+	1000	78.0	[]	[]	[7.663098]	[133]	[]	[75625068]
507_10449	chr17	16381043	16381443	+	1000	78.0	[9.739339]	[186]	[7.9180784]	[152]	[16381239]	[16381205]
507_10458	chr17	81910468	81910868	+	1000	78.0	[8.614196]	[160]	[]	[]	[81910709]	[]
507_10461	chr18	74251631	74252031	+	1000	78.0	[7.9201093, 7.4965763]	[102, 109]	[]	[]	[74251831, 74251838]	[]
507_10467	chr19	18375298	18375698	+	1000	78.0	[]	[]	[7.9201093]	[96]	[]	[18375471]
507_10469	chr19	19105368	19105768	+	1000	78.0	[]	[]	[12.953519]	[82]	[]	[19105539]
507_1047	chr16	50071075	50071475	+	1000	258.0	[]	[]	[9.964856]	[85]	[]	[50071259]
507_10470	chr19	47683035	47683435	+	776	78.0	[]	[]	[9.5729685]	[109]	[]	[47683235]
507_10471	chr19	48398920	48399320	+	1000	78.0	[8.614196]	[92]	[]	[]	[48399080]	[]
507_10473	chr19	51690378	51690778	+	1000	78.0	[]	[]	[8.614196]	[118]	[]	[51690570]
507_10477	chr2	10333132	10333532	+	1000	78.0	[9.739339]	[145]	[]	[]	[10333346]	[]
507_10478	chr2	12456190	12456590	+	1000	78.0	[]	[]	[8.614196]	[74]	[]	[12456353]
507_10479	chr2	72993022	72993422	+	1000	78.0	[9.5729685, 12.953519]	[83, 125]	[]	[]	[72993181, 72993223]	[]
507_1048	chr17	27748075	27748475	+	1000	258.0	[7.5738697]	[156]	[7.58023, 9.739339]	[115, 122]	[27748326]	[27748285, 27748292]
507_10483	chr2	126308103	126308503	+	1000	78.0	[7.7032084]	[153]	[]	[]	[126308346]	[]
507_10484	chr2	144230719	144231119	+	1000	78.0	[7.9201093]	[95]	[7.6892543]	[104]	[144230893]	[144230902]
507_10486	chr2	189661017	189661417	+	1000	78.0	[9.739339]	[123]	[]	[]	[189661223]	[]
507_10487	chr2	215388315	215388715	+	1000	78.0	[7.7032084, 8.614196]	[52, 77]	[7.5738697]	[81]	[215388467, 215388492]	[215388496]
507_10488	chr20	5776089	5776489	+	1000	78.0	[12.953519]	[124]	[]	[]	[5776307]	[]
507_10490	chr20	58390321	58390721	+	1000	78.0	[7.663098]	[151]	[7.6892543]	[117]	[58390569]	[58390535]
507_10491	chr20	64066022	64066422	+	1000	78.0	[9.739339]	[112]	[]	[]	[64066200]	[]
507_10497	chr22	46314233	46314633	+	1000	78.0	[9.739339]	[96]	[]	[]	[46314418]	[]
507_1050	chr2	102050743	102051143	+	1000	258.0	[12.953519]	[114]	[]	[]	[102050946]	[]
507_10503	chr3	38275171	38275571	+	1000	78.0	[12.953519]	[73]	[]	[]	[38275343]	[]
507_10506	chr3	52182148	52182548	+	1000	78.0	[]	[]	[9.739339]	[87]	[]	[52182304]
507_10507	chr3	156599539	156599939	+	1000	78.0	[12.953519]	[115]	[9.964856]	[89]	[156599753]	[156599727]
507_1051	chr20	4673607	4674007	+	1000	258.0	[7.7032084]	[155]	[]	[]	[4673849]	[]
507_10516	chr4	190122342	190122742	+	1000	78.0	[8.614196, 8.614196, 8.614196, 8.614196, 8.614196]	[90, 96, 102, 108, 114]	[]	[]	[190122528, 190122534, 190122540, 190122546, 190122552]	[]
507_10517	chr5	32297696	32298096	+	1000	78.0	[12.953519]	[149]	[]	[]	[32297937]	[]
507_1052	chr20	33339470	33339870	+	1000	258.0	[8.015333]	[86]	[]	[]	[33339646]	[]
507_10521	chr5	140564694	140565094	+	1000	78.0	[7.5738697]	[130]	[12.953519]	[183]	[140564856]	[140564909]
507_10522	chr5	149466674	149467074	+	1000	78.0	[7.4965763]	[148]	[]	[]	[149466908]	[]
507_10526	chr6	3324456	3324856	+	1000	78.0	[]	[]	[8.614196]	[92]	[]	[3324644]
507_10532	chr6	27601539	27601939	+	1000	78.0	[]	[]	[12.953519]	[142]	[]	[27601749]
507_1054	chr3	143222549	143222949	+	1000	258.0	[12.953519]	[103]	[7.7032084]	[94]	[143222747]	[143222738]
507_10540	chr6	37164530	37164930	+	1000	78.0	[9.739339]	[147]	[]	[]	[37164759]	[]
507_10545	chr6	108565909	108566309	+	1000	78.0	[]	[]	[9.739339]	[130]	[]	[108566138]
507_1055	chr3	187522270	187522670	+	1000	258.0	[8.614196]	[150]	[12.953519]	[89]	[187522518]	[187522457]
507_10550	chr7	18036728	18037128	+	878	78.0	[12.953519]	[127]	[]	[]	[18036952]	[]
507_10553	chr7	44870353	44870753	+	1000	78.0	[]	[]	[7.58023]	[136]	[]	[44870581]
507_10554	chr7	73530780	73531180	+	1000	78.0	[7.663098]	[61]	[]	[]	[73530932]	[]
507_10555	chr7	77798384	77798784	+	1000	78.0	[]	[]	[7.9180784]	[150]	[]	[77798573]
507_10558	chr7	106815641	106816041	+	1000	78.0	[12.953519, 12.953519]	[139, 146]	[]	[]	[106815853, 106815860]	[]
507_10559	chr7	120941890	120942290	+	1000	78.0	[]	[]	[12.953519]	[112]	[]	[120942096]
507_10563	chr7	153385501	153385901	+	1000	78.0	[7.7804747]	[119]	[]	[]	[153385715]	[]
507_10567	chr8	97763578	97763978	+	1000	78.0	[]	[]	[12.953519, 8.614196]	[97, 111]	[]	[97763757, 97763771]
507_10569	chr8	124196814	124197214	+	1000	78.0	[]	[]	[7.663098]	[129]	[]	[124197022]
507_10570	chr8	124830631	124831031	+	1000	78.0	[]	[]	[9.739339]	[163]	[]	[124830865]
507_10571	chr9	35814164	35814564	+	1000	78.0	[]	[]	[9.739339]	[130]	[]	[35814389]
507_10573	chr9	112544447	112544847	+	1000	78.0	[7.7804747, 12.953519]	[78, 122]	[]	[]	[112544612, 112544656]	[]
507_10575	chr9	124143850	124144250	+	1000	78.0	[9.739339]	[125]	[]	[]	[124144052]	[]
507_10577	chr9	130869301	130869701	+	1000	78.0	[7.4063363, 9.964856]	[73, 94]	[]	[]	[130869460, 130869481]	[]
507_10578	chr9	132780709	132781109	+	1000	78.0	[12.953519]	[107]	[7.7032084]	[87]	[132780913]	[132780893]
507_10579	chrX	21993299	21993699	+	1000	78.0	[]	[]	[9.739339]	[144]	[]	[21993536]
507_1058	chrX	109859661	109860061	+	1000	258.0	[7.7032084, 9.739339]	[104, 135]	[]	[]	[109859860, 109859891]	[]
507_10581	chrX	153776195	153776595	+	1000	78.0	[]	[]	[8.614196, 9.739339]	[89, 110]	[]	[153776383, 153776404]
507_10584	chr1	9382873	9383273	+	1000	77.0	[8.015333]	[128]	[]	[]	[9383092]	[]
507_10587	chr1	26280293	26280693	+	1000	77.0	[]	[]	[8.614196]	[124]	[]	[26280475]
507_10597	chr1	61170040	61170440	+	1000	77.0	[7.9201093]	[150]	[]	[]	[61170283]	[]
507_10599	chr1	84478997	84479397	+	1000	77.0	[9.5729685]	[150]	[]	[]	[84479213]	[]
507_106	chr20	36183156	36183556	+	1000	483.0	[12.953519]	[79]	[]	[]	[36183332]	[]
507_1060	chr10	32960076	32960476	+	1000	257.0	[7.7032084, 12.953519, 12.953519]	[59, 94, 129]	[7.5738697]	[113]	[32960232, 32960267, 32960302]	[32960286]
507_10600	chr1	89900779	89901179	+	1000	77.0	[7.9201093]	[69]	[]	[]	[89900945]	[]
507_10602	chr1	119859650	119860050	+	1000	77.0	[7.9201093]	[97]	[]	[]	[119859834]	[]
507_10605	chr1	155273429	155273829	+	1000	77.0	[7.4965763]	[118]	[]	[]	[155273631]	[]
507_10608	chr1	167933839	167934239	+	1000	77.0	[8.614196, 12.953519]	[77, 83]	[]	[]	[167934000, 167934006]	[]
507_10609	chr1	180632437	180632837	+	1000	77.0	[9.5729685]	[174]	[9.739339]	[135]	[180632683]	[180632644]
507_1061	chr11	86931523	86931923	+	1000	257.0	[]	[]	[7.5738697]	[134]	[]	[86931752]
507_10610	chr1	182430654	182431054	+	1000	77.0	[12.953519]	[147]	[]	[]	[182430886]	[]
507_10614	chr1	227846449	227846849	+	1000	77.0	[12.953519]	[136]	[]	[]	[227846678]	[]
507_10618	chr10	4827973	4828373	+	1000	77.0	[9.739339]	[111]	[]	[]	[4828177]	[]
507_10619	chr10	12195752	12196152	+	1000	77.0	[]	[]	[9.964856]	[97]	[]	[12195930]
