#PeakID(python scan_motif.py ./ENCODE_processed_files/TEAD1_idr.fa TEAD1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
682_10124	chr10	23047380	23047780	+	1000	46.5	[]	[]	[8.53598]	[163]	[]	[23047547]
682_10125	chr10	50624177	50624577	+	1000	46.5	[10.451979]	[213]	[]	[]	[50624413]	[]
682_10126	chr10	63438624	63439024	+	1000	46.5	[8.53598]	[152]	[]	[]	[63438821]	[]
682_10128	chr10	70528718	70529118	+	1000	46.5	[]	[]	[10.451979, 8.396125]	[120, 130]	[]	[70528912, 70528922]
682_1013	chr1	16890637	16891037	+	1000	115.0	[10.451979]	[76]	[10.451979]	[107]	[16890800]	[16890831]
682_10133	chr11	14520702	14521102	+	1000	46.5	[]	[]	[10.451979]	[168]	[]	[14520895]
682_10136	chr11	65903128	65903528	+	1000	46.5	[10.451979]	[87]	[]	[]	[65903314]	[]
682_10138	chr11	66834294	66834694	+	1000	46.5	[8.53598]	[152]	[]	[]	[66834501]	[]
682_10139	chr11	94741334	94741734	+	1000	46.5	[10.451979]	[156]	[]	[]	[94741550]	[]
682_1014	chr11	119101960	119102360	+	1000	115.0	[10.451979]	[123]	[]	[]	[119102175]	[]
682_10141	chr11	118912188	118912588	+	1000	46.5	[8.786715]	[157]	[8.53598]	[166]	[118912416]	[118912425]
682_10143	chr12	46258093	46258493	+	1000	46.5	[]	[]	[8.53598]	[77]	[]	[46258246]
682_10144	chr12	49567867	49568267	+	1000	46.5	[10.451979]	[165]	[]	[]	[49568048]	[]
682_10145	chr12	62724901	62725301	+	872	46.5	[]	[]	[10.451979]	[115]	[]	[62725115]
682_10147	chr12	76329119	76329519	+	1000	46.5	[8.396125, 10.451979, 8.53598]	[90, 142, 155]	[]	[]	[76329304, 76329356, 76329369]	[]
682_10148	chr12	89162595	89162995	+	1000	46.5	[6.8707166]	[202]	[]	[]	[89162839]	[]
682_10149	chr12	108120121	108120521	+	1000	46.5	[]	[]	[8.786715]	[92]	[]	[108120296]
682_10150	chr12	118034796	118035196	+	1000	46.5	[8.786715]	[104]	[]	[]	[118034981]	[]
682_10151	chr12	121352340	121352740	+	1000	46.5	[]	[]	[8.53598]	[104]	[]	[121352530]
682_10153	chr12	130870879	130871279	+	1000	46.5	[10.451979]	[127]	[]	[]	[130871059]	[]
682_10156	chr13	97194389	97194789	+	1000	46.5	[10.451979, 8.53598]	[90, 108]	[]	[]	[97194577, 97194595]	[]
682_10159	chr15	39882636	39883036	+	1000	46.5	[10.451979]	[152]	[]	[]	[39882874]	[]
682_1016	chr17_KI270729v1_random	1384	1784	+	1000	115.0	[10.451979, 10.451979, 10.451979, 10.451979, 10.451979, 10.451979, 10.451979, 10.451979, 8.396125, 8.53598]	[54, 59, 64, 69, 89, 94, 99, 119, 139, 144]	[]	[]	[1537, 1542, 1547, 1552, 1572, 1577, 1582, 1602, 1622, 1627]	[]
682_10163	chr15	67550427	67550827	+	1000	46.5	[]	[]	[10.451979]	[125]	[]	[67550650]
682_10164	chr15	82739051	82739451	+	1000	46.5	[]	[]	[8.396125]	[157]	[]	[82739246]
682_10169	chr16	30699069	30699469	+	1000	46.5	[]	[]	[8.396125]	[159]	[]	[30699308]
682_1017	chr8	124651081	124651481	+	1000	115.0	[8.786715]	[101]	[6.8707166]	[111]	[124651275]	[124651285]
682_10176	chr17	32877346	32877746	+	1000	46.5	[8.53598]	[94]	[]	[]	[32877533]	[]
682_10178	chr17	40111333	40111733	+	1000	46.5	[10.451979]	[109]	[]	[]	[40111514]	[]
682_10183	chr17	55816809	55817209	+	1000	46.5	[]	[]	[8.53598, 6.8707166]	[101, 142]	[]	[55817006, 55817047]
682_10184	chr17	58364185	58364585	+	1000	46.5	[]	[]	[6.8707166]	[144]	[]	[58364348]
682_10186	chr17	82211587	82211987	+	1000	46.5	[]	[]	[10.451979]	[127]	[]	[82211788]
682_10187	chr18	9681186	9681586	+	1000	46.5	[8.53598]	[57]	[]	[]	[9681339]	[]
682_1019	chr1	243105844	243106244	+	1000	114.5	[8.396125]	[121]	[]	[]	[243106063]	[]
682_10198	chr19	13154155	13154555	+	1000	46.5	[8.396125, 6.8707166]	[74, 106]	[]	[]	[13154320, 13154352]	[]
682_102	chr1	100785727	100786127	+	1000	329.5	[8.53598]	[69]	[10.451979]	[100]	[100785893]	[100785924]
682_10200	chr19	18919299	18919699	+	1000	46.5	[]	[]	[8.396125]	[136]	[]	[18919526]
682_10206	chr19	45769058	45769458	+	1000	46.5	[10.451979, 8.396125]	[116, 150]	[8.396125]	[148]	[45769262, 45769296]	[45769294]
682_10207	chr19	47335835	47336235	+	1000	46.5	[]	[]	[8.396125]	[135]	[]	[47336062]
682_10208	chr19	50794347	50794747	+	1000	46.5	[]	[]	[8.53598]	[148]	[]	[50794585]
682_1021	chr12	54295692	54296092	+	1000	114.5	[]	[]	[10.451979]	[165]	[]	[54295942]
682_10212	chr2	38665729	38666129	+	1000	46.5	[10.451979]	[73]	[]	[]	[38665885]	[]
682_10216	chr2	111897931	111898331	+	1000	46.5	[]	[]	[10.451979]	[166]	[]	[111898137]
682_10218	chr2	144703851	144704251	+	1000	46.5	[]	[]	[8.396125]	[177]	[]	[144704073]
682_10219	chr2	151784125	151784525	+	1000	46.5	[6.8707166]	[160]	[]	[]	[151784371]	[]
682_10223	chr2	183010158	183010558	+	1000	46.5	[]	[]	[8.53598]	[153]	[]	[183010402]
682_10231	chr20	54207804	54208204	+	1000	46.5	[]	[]	[10.451979]	[80]	[]	[54207978]
682_10232	chr21	10425893	10426293	+	1000	46.5	[8.53598]	[78]	[]	[]	[10426069]	[]
682_10237	chr22	16799695	16800095	+	1000	46.5	[]	[]	[8.53598]	[165]	[]	[16799906]
682_10238	chr22	19120849	19121249	+	1000	46.5	[10.451979]	[113]	[]	[]	[19121026]	[]
682_10247	chr22	22020231	22020631	+	1000	46.5	[]	[]	[10.451979]	[171]	[]	[22020450]
682_1025	chr3	46549306	46549706	+	1000	114.5	[10.451979]	[66]	[]	[]	[46549466]	[]
682_10250	chr22	22798329	22798729	+	1000	46.5	[8.396125, 6.8707166]	[140, 145]	[]	[]	[22798492, 22798497]	[]
682_10252	chr22	22854356	22854756	+	1000	46.5	[10.451979]	[135]	[]	[]	[22854534]	[]
682_10255	chr22	23031740	23032140	+	1000	46.5	[8.396125]	[93]	[]	[]	[23031906]	[]
682_10265	chr3	13007429	13007829	+	988	46.5	[6.8707166]	[172]	[8.53598, 10.451979]	[145, 150]	[13007633]	[13007606, 13007611]
682_10268	chr3	38149599	38149999	+	1000	46.5	[]	[]	[10.451979, 8.396125]	[129, 193]	[]	[38149766, 38149830]
682_10270	chr3	46078787	46079187	+	1000	46.5	[8.786715, 8.53598]	[91, 130]	[]	[]	[46078961, 46079000]	[]
682_10275	chr3	193800411	193800811	+	1000	46.5	[10.451979]	[160]	[]	[]	[193800579]	[]
682_10278	chr4	10200855	10201255	+	1000	46.5	[]	[]	[8.53598]	[120]	[]	[10201013]
682_10279	chr4	38967222	38967622	+	1000	46.5	[]	[]	[8.396125]	[63]	[]	[38967383]
682_1028	chr9	129246609	129247009	+	1000	114.5	[]	[]	[8.396125]	[75]	[]	[129246783]
682_10287	chr5	124649658	124650058	+	1000	46.5	[8.53598]	[79]	[]	[]	[124649830]	[]
682_10288	chr5	126746264	126746664	+	1000	46.5	[]	[]	[8.53598]	[98]	[]	[126746451]
682_10290	chr5	140611969	140612369	+	1000	46.5	[10.451979]	[93]	[]	[]	[140612160]	[]
682_10292	chr6	4612559	4612959	+	1000	46.5	[8.53598]	[131]	[]	[]	[4612776]	[]
682_10299	chr6	31706597	31706997	+	1000	46.5	[10.451979]	[119]	[]	[]	[31706784]	[]
682_103	chr1	143264478	143264878	+	1000	329.5	[]	[]	[8.396125]	[87]	[]	[143264663]
682_10300	chr6	36028136	36028536	+	1000	46.5	[]	[]	[8.396125]	[300]	[]	[36028370]
682_10304	chr6	42901461	42901861	+	1000	46.5	[]	[]	[8.786715]	[147]	[]	[42901681]
682_10307	chr6	85041316	85041716	+	1000	46.5	[8.786715]	[92]	[]	[]	[85041499]	[]
682_10310	chr6	134358212	134358612	+	1000	46.5	[8.396125]	[100]	[]	[]	[134358369]	[]
682_1032	chr1	236354387	236354787	+	1000	114.0	[8.396125]	[96]	[8.396125]	[148]	[236354561]	[236354613]
682_10320	chr7	76364663	76365063	+	1000	46.5	[8.53598]	[190]	[]	[]	[76364861]	[]
682_10324	chr7	107165244	107165644	+	1000	46.5	[10.451979, 6.8707166]	[102, 145]	[]	[]	[107165436, 107165479]	[]
682_1033	chr10	50574331	50574731	+	1000	114.0	[]	[]	[10.451979]	[125]	[]	[50574544]
682_10331	chr7	153404748	153405148	+	1000	46.5	[]	[]	[10.451979]	[164]	[]	[153404969]
682_10336	chr8	96339110	96339510	+	1000	46.5	[]	[]	[10.451979, 6.8707166, 8.53598]	[89, 152, 162]	[]	[96339287, 96339350, 96339360]
682_10337	chr9	95317509	95317909	+	1000	46.5	[8.53598, 8.396125]	[98, 149]	[]	[]	[95317704, 95317755]	[]
682_10342	chr9	130758999	130759399	+	1000	46.5	[]	[]	[8.53598]	[189]	[]	[130759203]
682_10352	chrX	48578636	48579036	+	1000	46.5	[10.451979]	[84]	[]	[]	[48578791]	[]
682_10353	chr1	8938450	8938850	+	1000	46.0	[]	[]	[8.396125]	[121]	[]	[8938650]
682_10362	chr1	36161073	36161473	+	1000	46.0	[10.451979]	[185]	[]	[]	[36161319]	[]
682_10363	chr1	39271986	39272386	+	702	46.0	[10.451979]	[154]	[8.53598]	[163]	[39272214]	[39272223]
682_10365	chr1	53146145	53146545	+	1000	46.0	[8.786715]	[96]	[8.786715]	[72]	[53146339]	[53146315]
682_1037	chr5	177116843	177117243	+	1000	114.0	[]	[]	[10.451979]	[108]	[]	[177117041]
682_10370	chr1	70043731	70044131	+	1000	46.0	[]	[]	[8.53598]	[139]	[]	[70043952]
682_10376	chr1	143220113	143220513	+	1000	46.0	[]	[]	[10.451979, 10.451979]	[139, 144]	[]	[143220318, 143220323]
682_10385	chr1	201828917	201829317	+	1000	46.0	[10.451979]	[64]	[]	[]	[201829079]	[]
682_10387	chr1	204166974	204167374	+	1000	46.0	[8.396125]	[75]	[]	[]	[204167131]	[]
682_10389	chr1	207807697	207808097	+	1000	46.0	[10.451979]	[120]	[]	[]	[207807865]	[]
682_1039	chr7	1537175	1537575	+	1000	114.0	[]	[]	[10.451979]	[66]	[]	[1537330]
682_10393	chr1	213055092	213055492	+	1000	46.0	[]	[]	[6.8707166]	[125]	[]	[213055316]
682_10394	chr1	222464750	222465150	+	1000	46.0	[8.396125]	[173]	[]	[]	[222464979]	[]
682_10395	chr1	224061391	224061791	+	1000	46.0	[8.786715]	[209]	[]	[]	[224061641]	[]
682_10399	chr1	234778382	234778782	+	1000	46.0	[]	[]	[8.786715]	[207]	[]	[234778594]
682_104	chr16	23597265	23597665	+	1000	328.5	[8.396125]	[144]	[]	[]	[23597508]	[]
682_10408	chr10	22851855	22852255	+	1000	46.0	[]	[]	[10.451979, 8.53598]	[97, 156]	[]	[22852040, 22852099]
682_10413	chr10	95229623	95230023	+	1000	46.0	[]	[]	[10.451979]	[105]	[]	[95229820]
682_1042	chr8	134710051	134710451	+	1000	114.0	[]	[]	[6.8707166]	[146]	[]	[134710286]
682_10424	chr11	68009457	68009857	+	1000	46.0	[]	[]	[8.396125]	[111]	[]	[68009662]
682_10430	chr12	47820609	47821009	+	1000	46.0	[]	[]	[10.451979]	[172]	[]	[47820827]
682_10435	chr12	93785197	93785597	+	899	46.0	[]	[]	[8.786715, 8.786715]	[111, 139]	[]	[93785398, 93785426]
682_10436	chr12	101407763	101408163	+	1000	46.0	[]	[]	[8.396125]	[143]	[]	[101407962]
682_10438	chr12	120196842	120197242	+	1000	46.0	[]	[]	[8.786715]	[156]	[]	[120197082]
682_10442	chr13	93249442	93249842	+	1000	46.0	[]	[]	[6.8707166]	[125]	[]	[93249628]
682_10443	chr13	107872955	107873355	+	1000	46.0	[]	[]	[10.451979]	[136]	[]	[107873129]
682_10445	chr14	58281171	58281571	+	1000	46.0	[8.53598]	[171]	[]	[]	[58281412]	[]
682_10447	chr14	100676097	100676497	+	1000	46.0	[8.53598]	[66]	[10.451979]	[79]	[100676261]	[100676274]
682_10448	chr15	27694646	27695046	+	1000	46.0	[10.451979]	[107]	[]	[]	[27694847]	[]
682_10451	chr15	58469989	58470389	+	1000	46.0	[8.53598]	[174]	[10.451979]	[168]	[58470238]	[58470232]
682_10452	chr15	64246762	64247162	+	1000	46.0	[8.53598]	[234]	[]	[]	[64247012]	[]
682_10457	chr16	30096262	30096662	+	1000	46.0	[10.451979]	[65]	[]	[]	[30096423]	[]
682_1046	chr20	33909483	33909883	+	1000	113.5	[]	[]	[10.451979]	[90]	[]	[33909663]
682_10460	chr16	67846609	67847009	+	1000	46.0	[]	[]	[8.396125]	[120]	[]	[67846818]
682_10464	chr17	38848920	38849320	+	1000	46.0	[8.53598]	[110]	[]	[]	[38849074]	[]
682_10465	chr17	42019850	42020250	+	1000	46.0	[]	[]	[8.396125]	[126]	[]	[42020035]
682_10471	chr18	2002568	2002968	+	1000	46.0	[]	[]	[10.451979]	[141]	[]	[2002799]
682_10472	chr18	3703674	3704074	+	1000	46.0	[8.396125]	[190]	[]	[]	[3703902]	[]
682_10474	chr18	49487661	49488061	+	1000	46.0	[8.396125]	[163]	[]	[]	[49487836]	[]
682_10476	chr19	1075458	1075858	+	1000	46.0	[8.786715]	[140]	[]	[]	[1075680]	[]
682_10477	chr19	3975649	3976049	+	1000	46.0	[8.396125]	[132]	[]	[]	[3975819]	[]
682_1048	chr22	22942661	22943061	+	1000	113.5	[6.8707166]	[104]	[]	[]	[22942848]	[]
682_10483	chr19	42433496	42433896	+	1000	46.0	[]	[]	[10.451979]	[74]	[]	[42433665]
682_10493	chr2	74503001	74503401	+	1000	46.0	[]	[]	[10.451979]	[166]	[]	[74503238]
682_10499	chr2	164061132	164061532	+	1000	46.0	[]	[]	[8.396125]	[110]	[]	[164061339]
682_10500	chr2	168713346	168713746	+	999	46.0	[8.396125]	[85]	[]	[]	[168713515]	[]
682_10506	chr2	227406157	227406557	+	1000	46.0	[8.396125]	[121]	[8.396125, 8.396125]	[92, 107]	[227406344]	[227406315, 227406330]
682_1051	chr6	28687649	28688049	+	1000	113.5	[]	[]	[10.451979, 10.451979]	[131, 136]	[]	[28687874, 28687879]
682_10510	chr21	8992683	8993083	+	1000	46.0	[10.451979]	[122]	[]	[]	[8992849]	[]
682_10511	chr21	28992864	28993264	+	1000	46.0	[10.451979]	[118]	[]	[]	[28993038]	[]
682_10516	chr21	37547625	37548025	+	1000	46.0	[8.396125]	[91]	[]	[]	[37547812]	[]
682_10517	chr21	39003907	39004307	+	1000	46.0	[8.53598]	[71]	[]	[]	[39004076]	[]
682_10519	chr21	39587351	39587751	+	1000	46.0	[]	[]	[10.451979]	[134]	[]	[39587583]
682_10520	chr22	19641368	19641768	+	1000	46.0	[10.451979]	[127]	[]	[]	[19641585]	[]
682_10521	chr22	21104133	21104533	+	1000	46.0	[]	[]	[8.396125]	[110]	[]	[21104341]
682_10523	chr22	21776798	21777198	+	1000	46.0	[8.396125]	[201]	[8.396125]	[199]	[21777043]	[21777041]
682_10524	chr22	21843068	21843468	+	1000	46.0	[8.396125]	[138]	[10.451979]	[113]	[21843247]	[21843222]
682_10525	chr22	22187177	22187577	+	1000	46.0	[]	[]	[10.451979]	[177]	[]	[22187400]
682_10526	chr22	22574359	22574759	+	1000	46.0	[8.396125]	[129]	[10.451979]	[142]	[22574537]	[22574550]
682_10529	chr22	22695250	22695650	+	1000	46.0	[8.53598]	[143]	[]	[]	[22695472]	[]
682_1053	chr6	157515068	157515468	+	1000	113.5	[]	[]	[10.451979]	[176]	[]	[157515270]
682_10533	chr22	23008606	23009006	+	1000	46.0	[]	[]	[10.451979]	[180]	[]	[23008855]
682_10535	chr22	23195920	23196320	+	1000	46.0	[6.8707166]	[92]	[]	[]	[23196100]	[]
682_10537	chr22	23272057	23272457	+	1000	46.0	[]	[]	[8.396125]	[114]	[]	[23272243]
682_1054	chr8	130193859	130194259	+	1000	113.5	[8.53598]	[136]	[]	[]	[130194086]	[]
682_10541	chr3	14251414	14251814	+	974	46.0	[8.396125]	[124]	[]	[]	[14251577]	[]
682_10542	chr3	15364123	15364523	+	1000	46.0	[]	[]	[10.451979]	[107]	[]	[15364276]
682_10547	chr3	36954857	36955257	+	1000	46.0	[8.786715]	[155]	[]	[]	[36955064]	[]
682_1055	chr9	97051773	97052173	+	1000	113.5	[]	[]	[10.451979]	[128]	[]	[97051995]
682_10553	chr3	51669232	51669632	+	1000	46.0	[]	[]	[10.451979]	[93]	[]	[51669413]
682_10554	chr3	66394870	66395270	+	1000	46.0	[10.451979]	[80]	[]	[]	[66395044]	[]
682_10555	chr3	141359338	141359738	+	1000	46.0	[8.53598]	[150]	[8.53598]	[189]	[141359550]	[141359589]
682_10563	chr3	195259551	195259951	+	1000	46.0	[8.396125]	[197]	[]	[]	[195259755]	[]
682_10566	chr4	49108538	49108938	+	1000	46.0	[10.451979, 10.451979, 10.451979, 10.451979, 10.451979, 10.451979, 10.451979, 8.53598, 10.451979, 10.451979, 10.451979]	[71, 96, 101, 106, 111, 121, 126, 136, 146, 151, 156]	[]	[]	[49108692, 49108717, 49108722, 49108727, 49108732, 49108742, 49108747, 49108757, 49108767, 49108772, 49108777]	[]
682_10571	chr5	5651688	5652088	+	1000	46.0	[]	[]	[8.53598]	[90]	[]	[5651878]
682_10582	chr6	13733094	13733494	+	1000	46.0	[]	[]	[8.53598]	[129]	[]	[13733298]
682_10586	chr6	28137612	28138012	+	988	46.0	[]	[]	[8.396125]	[165]	[]	[28137786]
682_10587	chr6	28709581	28709981	+	835	46.0	[8.53598]	[110]	[]	[]	[28709789]	[]
682_10588	chr6	41961668	41962068	+	1000	46.0	[8.53598]	[133]	[]	[]	[41961896]	[]
682_10597	chr6	157763290	157763690	+	1000	46.0	[]	[]	[10.451979]	[153]	[]	[157763535]
682_10598	chr6	161033602	161034002	+	1000	46.0	[8.53598]	[137]	[]	[]	[161033775]	[]
682_10599	chr6	167856986	167857386	+	1000	46.0	[8.396125]	[73]	[6.8707166]	[92]	[167857146]	[167857165]
682_1060	chr18	23540857	23541257	+	1000	113.0	[8.786715]	[115]	[]	[]	[23541063]	[]
682_10602	chr7	6226105	6226505	+	1000	46.0	[10.451979]	[103]	[]	[]	[6226297]	[]
682_10608	chr7	106482040	106482440	+	1000	46.0	[8.53598]	[112]	[]	[]	[106482234]	[]
682_10610	chr7	106656004	106656404	+	1000	46.0	[8.396125]	[72]	[]	[]	[106656165]	[]
682_10612	chr7	116426410	116426810	+	1000	46.0	[10.451979]	[190]	[]	[]	[116426653]	[]
682_10614	chr7	134316017	134316417	+	1000	46.0	[]	[]	[6.8707166]	[143]	[]	[134316180]
682_10615	chr7	135659335	135659735	+	1000	46.0	[]	[]	[6.8707166]	[110]	[]	[135659488]
682_10619	chr7	153401877	153402277	+	1000	46.0	[10.451979]	[90]	[]	[]	[153402028]	[]
682_10620	chr7	156920631	156921031	+	1000	46.0	[]	[]	[6.8707166]	[71]	[]	[156920798]
682_10622	chr8	27315299	27315699	+	1000	46.0	[8.53598]	[151]	[]	[]	[27315516]	[]
682_10623	chr8	37135493	37135893	+	1000	46.0	[8.396125]	[107]	[]	[]	[37135688]	[]
682_10624	chr8	38003811	38004211	+	1000	46.0	[]	[]	[10.451979]	[99]	[]	[38003998]
682_10628	chr8	95101519	95101919	+	1000	46.0	[10.451979]	[110]	[]	[]	[95101726]	[]
682_1063	chr6	137162866	137163266	+	1000	113.0	[10.451979]	[98]	[]	[]	[137163062]	[]
682_10630	chr8	107305883	107306283	+	1000	46.0	[]	[]	[8.53598]	[149]	[]	[107306095]
682_10637	chr9	93594127	93594527	+	1000	46.0	[10.451979]	[163]	[]	[]	[93594367]	[]
682_10639	chr9	98851215	98851615	+	1000	46.0	[8.53598]	[162]	[]	[]	[98851381]	[]
682_10645	chr9	128696891	128697291	+	1000	46.0	[]	[]	[10.451979]	[195]	[]	[128697108]
682_10652	chr9	131191370	131191770	+	1000	46.0	[]	[]	[8.53598]	[113]	[]	[131191563]
682_10657	chrX	49167254	49167654	+	1000	46.0	[]	[]	[10.451979]	[143]	[]	[49167481]
682_10664	chr1	20187794	20188194	+	1000	45.5	[10.451979]	[123]	[]	[]	[20187995]	[]
682_10665	chr1	21027735	21028135	+	1000	45.5	[]	[]	[6.8707166, 8.396125]	[99, 176]	[]	[21027888, 21027965]
682_10667	chr1	24878786	24879186	+	1000	45.5	[8.396125]	[149]	[]	[]	[24878994]	[]
682_1067	chr10	61588734	61589134	+	1000	112.5	[8.53598]	[120]	[10.451979]	[107]	[61588929]	[61588916]
682_10672	chr1	27607231	27607631	+	1000	45.5	[10.451979]	[95]	[]	[]	[27607412]	[]
682_10673	chr1	28352094	28352494	+	1000	45.5	[10.451979]	[237]	[8.396125]	[224]	[28352343]	[28352330]
682_10674	chr1	36134936	36135336	+	1000	45.5	[]	[]	[10.451979, 10.451979]	[66, 117]	[]	[36135091, 36135142]
682_10679	chr1	89762912	89763312	+	1000	45.5	[]	[]	[8.396125]	[63]	[]	[89763067]
682_10680	chr1	89823606	89824006	+	1000	45.5	[]	[]	[6.8707166]	[165]	[]	[89823846]
682_10685	chr1	115977463	115977863	+	1000	45.5	[10.451979]	[147]	[]	[]	[115977682]	[]
682_10687	chr1	143254036	143254436	+	1000	45.5	[8.396125]	[51]	[]	[]	[143254187]	[]
682_1069	chr15	74546088	74546488	+	1000	112.5	[8.786715]	[113]	[]	[]	[74546282]	[]
682_10702	chr1	234873546	234873946	+	1000	45.5	[8.786715]	[203]	[]	[]	[234873762]	[]
682_10706	chr1	247357013	247357413	+	1000	45.5	[]	[]	[10.451979]	[134]	[]	[247357236]
682_10711	chr10	28808150	28808550	+	1000	45.5	[]	[]	[8.53598]	[174]	[]	[28808386]
682_10716	chr10	73495987	73496387	+	1000	45.5	[10.451979]	[179]	[8.53598, 8.53598]	[116, 123]	[73496203]	[73496140, 73496147]
682_10719	chr10	103918385	103918785	+	1000	45.5	[8.396125]	[112]	[]	[]	[103918586]	[]
682_10720	chr11	9758788	9759188	+	1000	45.5	[8.396125]	[130]	[]	[]	[9759014]	[]
682_10722	chr11	27392721	27393121	+	1000	45.5	[]	[]	[8.53598]	[116]	[]	[27392922]
682_10723	chr11	47848196	47848596	+	1000	45.5	[10.451979]	[162]	[]	[]	[47848418]	[]
682_10724	chr11	57735682	57736082	+	1000	45.5	[8.53598]	[100]	[]	[]	[57735845]	[]
682_10727	chr11	65455304	65455704	+	999	45.5	[]	[]	[8.53598]	[183]	[]	[65455507]
682_10729	chr11	72191935	72192335	+	1000	45.5	[10.451979]	[95]	[]	[]	[72192129]	[]
682_1073	chr21	14270970	14271370	+	1000	112.5	[10.451979]	[95]	[8.786715]	[67]	[14271157]	[14271129]
682_10733	chr11	119323493	119323893	+	832	45.5	[]	[]	[8.396125]	[96]	[]	[119323682]
682_10736	chr12	12704600	12705000	+	884	45.5	[10.451979]	[94]	[]	[]	[12704779]	[]
682_10737	chr12	46476210	46476610	+	1000	45.5	[]	[]	[8.396125, 8.786715]	[158, 169]	[]	[46476419, 46476430]
682_10738	chr12	50614171	50614571	+	1000	45.5	[10.451979]	[159]	[]	[]	[50614401]	[]
