#PeakID(python identify_motif.py ./ENCODE_processed_files/CUX1_idr.fa CUX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
152_10228	chr3	196142442	196142842	+	1000	37.0	[]	[]	[5.975493]	[188]	[]	[196142663]
152_1023	chrX	134548346	134548746	+	1000	89.0	[10.935475]	[103]	[10.935475]	[103]	[134548545]	[134548545]
152_10230	chr4	4037250	4037650	+	748	37.0	[10.203943]	[103]	[6.0151424]	[103]	[4037422]	[4037422]
152_10237	chr4	40212038	40212438	+	1000	37.0	[10.203943, 5.975493]	[83, 111]	[6.0151424, 5.975493]	[83, 139]	[40212206, 40212234]	[40212206, 40212262]
152_10239	chr4	52376143	52376543	+	1000	37.0	[10.935475]	[104]	[10.935475]	[104]	[52376323]	[52376323]
152_1024	chr1	12040441	12040841	+	1000	88.0	[10.935475]	[103]	[10.935475]	[103]	[12040629]	[12040629]
152_10241	chr4	79213694	79214094	+	1000	37.0	[6.0151424]	[92]	[10.203943]	[92]	[79213874]	[79213874]
152_10245	chr4	84257414	84257814	+	1000	37.0	[10.203943, 10.203943, 10.935475, 10.935475, 10.935475]	[102, 106, 110, 114, 118]	[6.0151424, 6.0151424, 10.935475, 10.935475, 10.935475]	[102, 106, 110, 114, 118]	[84257614, 84257618, 84257622, 84257626, 84257630]	[84257614, 84257618, 84257622, 84257626, 84257630]
152_1025	chr1	20522000	20522400	+	1000	88.0	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[113, 135, 139, 143, 147]	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[113, 135, 139, 143, 147]	[20522207, 20522229, 20522233, 20522237, 20522241]	[20522207, 20522229, 20522233, 20522237, 20522241]
152_10252	chr4	129144890	129145290	+	1000	37.0	[10.203943]	[119]	[6.0151424]	[119]	[129145108]	[129145108]
152_10255	chr4	165360409	165360809	+	1000	37.0	[10.203943]	[123]	[6.0151424]	[123]	[165360624]	[165360624]
152_10257	chr4	176924253	176924653	+	1000	37.0	[10.935475, 6.0151424, 10.935475, 10.935475, 10.935475, 6.0151424, 10.203943]	[121, 125, 129, 133, 137, 141, 158]	[10.935475, 10.203943, 10.935475, 10.935475, 10.935475, 10.203943, 6.0151424]	[121, 125, 129, 133, 137, 141, 158]	[176924452, 176924456, 176924460, 176924464, 176924468, 176924472, 176924489]	[176924452, 176924456, 176924460, 176924464, 176924468, 176924472, 176924489]
152_10262	chr5	39117424	39117824	+	568	37.0	[5.975493]	[104]	[]	[]	[39117621]	[]
152_10263	chr5	39376418	39376818	+	1000	37.0	[6.0151424]	[150]	[10.203943]	[150]	[39376651]	[39376651]
152_10264	chr5	43153735	43154135	+	983	37.0	[5.975493, 6.0151424]	[142, 164]	[5.975493, 10.203943]	[123, 164]	[43153929, 43153951]	[43153910, 43153951]
152_10266	chr5	44810858	44811258	+	1000	37.0	[6.0151424]	[164]	[10.203943]	[164]	[44811083]	[44811083]
152_10268	chr5	56983950	56984350	+	871	37.0	[5.975493]	[116]	[]	[]	[56984163]	[]
152_1027	chr1	52007281	52007681	+	1000	88.0	[10.935475, 5.975493]	[107, 130]	[10.935475]	[107]	[52007487, 52007510]	[52007487]
152_10272	chr5	78646919	78647319	+	1000	37.0	[10.203943]	[160]	[6.0151424]	[160]	[78647127]	[78647127]
152_10273	chr5	82420404	82420804	+	1000	37.0	[6.0151424]	[108]	[10.203943]	[108]	[82420586]	[82420586]
152_10276	chr5	95707443	95707843	+	1000	37.0	[10.203943]	[89]	[6.0151424]	[89]	[95707626]	[95707626]
152_10278	chr5	115634680	115635080	+	974	37.0	[]	[]	[5.975493]	[158]	[]	[115634926]
152_1028	chr1	112826238	112826638	+	1000	88.0	[6.0151424]	[149]	[10.203943]	[149]	[112826449]	[112826449]
152_10289	chr6	2978892	2979292	+	1000	37.0	[6.0151424]	[195]	[10.203943]	[195]	[2979122]	[2979122]
152_10292	chr6	4172323	4172723	+	1000	37.0	[10.203943]	[152]	[6.0151424]	[152]	[4172561]	[4172561]
152_10293	chr6	4732803	4733203	+	1000	37.0	[5.975493]	[160]	[]	[]	[4732975]	[]
152_10295	chr6	8001299	8001699	+	1000	37.0	[10.203943]	[93]	[6.0151424]	[93]	[8001488]	[8001488]
152_10298	chr6	13681166	13681566	+	1000	37.0	[10.203943]	[204]	[6.0151424]	[204]	[13681404]	[13681404]
152_10301	chr6	13988609	13989009	+	1000	37.0	[10.935475]	[153]	[10.935475]	[153]	[13988835]	[13988835]
152_10304	chr6	25958707	25959107	+	1000	37.0	[10.203943]	[113]	[6.0151424]	[113]	[25958915]	[25958915]
152_10312	chr6	30569773	30570173	+	1000	37.0	[6.0151424]	[114]	[5.975493, 10.203943]	[110, 114]	[30569963]	[30569959, 30569963]
152_10316	chr6	33609153	33609553	+	1000	37.0	[10.203943]	[70]	[6.0151424]	[70]	[33609319]	[33609319]
152_10325	chr6	37240332	37240732	+	989	37.0	[5.975493]	[167]	[]	[]	[37240556]	[]
152_1033	chr1	207318042	207318442	+	1000	88.0	[10.203943]	[98]	[6.0151424]	[98]	[207318211]	[207318211]
152_10341	chr6	68045309	68045709	+	1000	37.0	[6.0151424, 10.203943]	[105, 109]	[10.203943, 6.0151424]	[105, 109]	[68045504, 68045508]	[68045504, 68045508]
152_10345	chr6	109302198	109302598	+	1000	37.0	[6.0151424]	[71]	[10.203943]	[71]	[109302367]	[109302367]
152_10349	chr6	135555286	135555686	+	1000	37.0	[6.0151424]	[143]	[10.203943]	[143]	[135555508]	[135555508]
152_10357	chr6	150333244	150333644	+	926	37.0	[6.0151424]	[155]	[10.203943]	[155]	[150333481]	[150333481]
152_10359	chr6	155313777	155314177	+	1000	37.0	[6.0151424]	[126]	[10.203943]	[126]	[155313969]	[155313969]
152_1036	chr15	45200315	45200715	+	1000	88.0	[6.0151424]	[150]	[10.203943]	[150]	[45200561]	[45200561]
152_10360	chr6	155642478	155642878	+	1000	37.0	[10.203943]	[161]	[6.0151424]	[161]	[155642719]	[155642719]
152_10363	chr6	158605266	158605666	+	1000	37.0	[6.0151424]	[89]	[10.203943]	[89]	[158605440]	[158605440]
152_10365	chr6	159143033	159143433	+	1000	37.0	[10.203943, 6.0151424]	[188, 207]	[6.0151424, 10.203943]	[188, 207]	[159143262, 159143281]	[159143262, 159143281]
152_10369	chr7	20214655	20215055	+	1000	37.0	[6.0151424]	[74]	[10.203943]	[74]	[20214808]	[20214808]
152_1037	chr17	242032	242432	+	1000	88.0	[6.0151424]	[143]	[10.203943]	[143]	[242261]	[242261]
152_10370	chr7	24911161	24911561	+	1000	37.0	[10.203943]	[143]	[6.0151424]	[143]	[24911379]	[24911379]
152_10371	chr7	30897381	30897781	+	1000	37.0	[6.0151424]	[162]	[10.203943]	[162]	[30897623]	[30897623]
152_10382	chr7	77553117	77553517	+	852	37.0	[6.0151424]	[106]	[10.203943]	[106]	[77553309]	[77553309]
152_10386	chr7	100344769	100345169	+	1000	37.0	[6.0151424]	[119]	[10.203943]	[119]	[100344985]	[100344985]
152_10388	chr7	100844826	100845226	+	1000	37.0	[10.203943]	[78]	[6.0151424]	[78]	[100844983]	[100844983]
152_10391	chr7	103152386	103152786	+	1000	37.0	[10.935475]	[166]	[10.935475]	[166]	[103152625]	[103152625]
152_10392	chr7	106122737	106123137	+	1000	37.0	[10.935475]	[96]	[10.935475]	[96]	[106122907]	[106122907]
152_10393	chr7	106537053	106537453	+	1000	37.0	[10.203943, 6.0151424]	[97, 134]	[6.0151424, 10.203943]	[97, 134]	[106537235, 106537272]	[106537235, 106537272]
152_10394	chr7	106617575	106617975	+	1000	37.0	[5.975493]	[172]	[]	[]	[106617821]	[]
152_1040	chr2	169946589	169946989	+	1000	88.0	[10.203943]	[99]	[6.0151424]	[99]	[169946765]	[169946765]
152_10402	chr7	108590939	108591339	+	1000	37.0	[10.935475]	[156]	[10.935475]	[156]	[108591178]	[108591178]
152_10404	chr7	111510918	111511318	+	1000	37.0	[5.975493]	[123]	[]	[]	[111511124]	[]
152_10406	chr7	113015097	113015497	+	1000	37.0	[6.0151424]	[162]	[10.203943]	[162]	[113015286]	[113015286]
152_10408	chr7	120805813	120806213	+	1000	37.0	[10.203943]	[105]	[6.0151424]	[105]	[120805966]	[120805966]
152_1041	chr22	16393467	16393867	+	1000	88.0	[10.203943, 6.0151424, 6.0151424, 6.0151424]	[68, 75, 112, 142]	[6.0151424, 10.203943, 10.203943, 10.203943]	[68, 75, 112, 142]	[16393633, 16393640, 16393677, 16393707]	[16393633, 16393640, 16393677, 16393707]
152_10413	chr7	128740600	128741000	+	1000	37.0	[6.0151424]	[140]	[10.203943]	[140]	[128740838]	[128740838]
152_10417	chr7	130203583	130203983	+	1000	37.0	[10.203943]	[193]	[6.0151424]	[193]	[130203832]	[130203832]
152_10423	chr7	140054028	140054428	+	1000	37.0	[10.203943]	[95]	[6.0151424]	[95]	[140054201]	[140054201]
152_10426	chr7	150351992	150352392	+	941	37.0	[6.0151424, 6.0151424]	[155, 169]	[10.203943, 10.203943]	[155, 169]	[150352218, 150352232]	[150352218, 150352232]
152_10431	chr7	152760323	152760723	+	873	37.0	[10.935475]	[76]	[10.935475]	[76]	[152760480]	[152760480]
152_10432	chr8	19754655	19755055	+	1000	37.0	[10.203943]	[157]	[6.0151424]	[157]	[19754888]	[19754888]
152_10433	chr8	23495691	23496091	+	1000	37.0	[10.203943]	[104]	[6.0151424]	[104]	[23495848]	[23495848]
152_10436	chr8	28887241	28887641	+	1000	37.0	[10.203943]	[158]	[6.0151424]	[158]	[28887459]	[28887459]
152_1044	chr4	67721667	67722067	+	1000	88.0	[6.0151424]	[106]	[10.203943]	[106]	[67721873]	[67721873]
152_10445	chr8	61767275	61767675	+	1000	37.0	[6.0151424]	[117]	[10.203943]	[117]	[61767479]	[61767479]
152_1045	chr4	88858799	88859199	+	1000	88.0	[6.0151424]	[128]	[10.203943]	[128]	[88859018]	[88859018]
152_10450	chr8	116705898	116706298	+	1000	37.0	[6.0151424]	[188]	[10.203943]	[188]	[116706134]	[116706134]
152_10457	chr8	130094662	130095062	+	1000	37.0	[]	[]	[5.975493]	[95]	[]	[130094823]
152_10459	chr8	140464296	140464696	+	1000	37.0	[10.203943]	[192]	[6.0151424]	[192]	[140464545]	[140464545]
152_10462	chr9	87410194	87410594	+	1000	37.0	[10.203943]	[194]	[6.0151424]	[194]	[87410431]	[87410431]
152_10465	chr9	107284752	107285152	+	1000	37.0	[10.935475]	[103]	[10.935475, 5.975493]	[103, 119]	[107284945]	[107284945, 107284961]
152_10467	chr9	112379218	112379618	+	1000	37.0	[6.0151424]	[113]	[10.203943]	[113]	[112379407]	[112379407]
152_10468	chr9	113737416	113737816	+	1000	37.0	[10.935475]	[140]	[10.935475]	[140]	[113737644]	[113737644]
152_1047	chr5	91200623	91201023	+	1000	88.0	[10.935475]	[157]	[5.975493, 10.935475, 5.975493]	[139, 157, 179]	[91200843]	[91200825, 91200843, 91200865]
152_10470	chr9	116153365	116153765	+	1000	37.0	[6.0151424]	[120]	[10.203943]	[120]	[116153569]	[116153569]
152_1048	chr6	25910359	25910759	+	1000	88.0	[10.935475]	[134]	[10.935475]	[134]	[25910580]	[25910580]
152_10488	chrUn_GL000216v2	5941	6341	+	1000	37.0	[5.975493]	[73]	[]	[]	[6114]	[]
152_10491	chrUn_KI270442v1	390984	391384	+	1000	37.0	[5.975493]	[92]	[]	[]	[391171]	[]
152_10493	chrX	39472250	39472650	+	1000	37.0	[10.203943]	[131]	[6.0151424]	[131]	[39472462]	[39472462]
152_10496	chrX	44245819	44246219	+	1000	37.0	[6.0151424]	[150]	[10.203943]	[150]	[44246062]	[44246062]
152_105	chr12	113649324	113649724	+	1000	220.0	[10.203943]	[102]	[6.0151424]	[102]	[113649510]	[113649510]
152_10500	chrX	135411132	135411532	+	1000	37.0	[6.0151424]	[101]	[10.203943]	[101]	[135411328]	[135411328]
152_10504	chrY	56826060	56826460	+	1000	37.0	[5.975493]	[147]	[]	[]	[56826275]	[]
152_10510	chr1	23691665	23692065	+	1000	36.0	[5.975493]	[121]	[]	[]	[23691873]	[]
152_10511	chr1	24511267	24511667	+	952	36.0	[6.0151424, 6.0151424]	[98, 177]	[10.203943, 10.203943]	[98, 177]	[24511420, 24511499]	[24511420, 24511499]
152_10514	chr1	26237147	26237547	+	1000	36.0	[5.975493]	[131]	[]	[]	[26237342]	[]
152_10519	chr1	27822334	27822734	+	937	36.0	[10.203943, 6.0151424, 6.0151424]	[97, 105, 114]	[6.0151424, 10.203943, 10.203943]	[97, 105, 114]	[27822504, 27822512, 27822521]	[27822504, 27822512, 27822521]
152_1052	chr6	111591455	111591855	+	1000	88.0	[6.0151424]	[115]	[10.203943]	[115]	[111591669]	[111591669]
152_10521	chr1	28126671	28127071	+	1000	36.0	[6.0151424]	[89]	[10.203943]	[89]	[28126846]	[28126846]
152_1053	chr7	27071634	27072034	+	1000	88.0	[6.0151424]	[147]	[10.203943]	[147]	[27071880]	[27071880]
152_10530	chr1	37562931	37563331	+	1000	36.0	[]	[]	[5.975493]	[143]	[]	[37563124]
152_10531	chr1	38037353	38037753	+	1000	36.0	[10.203943]	[118]	[6.0151424]	[118]	[38037536]	[38037536]
152_1054	chr7	131111192	131111592	+	1000	88.0	[10.935475]	[75]	[10.935475]	[75]	[131111354]	[131111354]
152_10540	chr1	43269278	43269678	+	1000	36.0	[10.203943, 6.0151424]	[114, 136]	[6.0151424, 10.203943]	[114, 136]	[43269473, 43269495]	[43269473, 43269495]
152_10551	chr1	70674516	70674916	+	1000	36.0	[10.935475]	[111]	[10.935475]	[111]	[70674706]	[70674706]
152_10552	chr1	75423145	75423545	+	1000	36.0	[6.0151424]	[153]	[10.203943]	[153]	[75423392]	[75423392]
152_1056	chr9	96256717	96257117	+	1000	88.0	[]	[]	[5.975493]	[121]	[]	[96256926]
152_10563	chr1	108701188	108701588	+	955	36.0	[10.203943]	[115]	[6.0151424]	[115]	[108701353]	[108701353]
152_10567	chr1	113813446	113813846	+	633	36.0	[6.0151424]	[159]	[10.203943]	[159]	[113813692]	[113813692]
152_1057	chr9	109134052	109134452	+	1000	88.0	[]	[]	[5.975493]	[112]	[]	[109134237]
152_10580	chr1	166703218	166703618	+	1000	36.0	[10.203943]	[157]	[6.0151424]	[157]	[166703425]	[166703425]
152_10588	chr1	181142351	181142751	+	1000	36.0	[]	[]	[5.975493]	[171]	[]	[181142544]
152_10590	chr1	182290615	182291015	+	1000	36.0	[6.0151424, 6.0151424]	[91, 121]	[10.203943, 10.203943]	[91, 121]	[182290797, 182290827]	[182290797, 182290827]
152_10593	chr1	184740320	184740720	+	1000	36.0	[10.203943]	[90]	[6.0151424]	[90]	[184740505]	[184740505]
152_10594	chr1	185520395	185520795	+	917	36.0	[6.0151424, 10.203943]	[89, 96]	[10.203943, 6.0151424]	[89, 96]	[185520578, 185520585]	[185520578, 185520585]
152_10597	chr1	200139643	200140043	+	1000	36.0	[10.203943]	[144]	[6.0151424]	[144]	[200139864]	[200139864]
152_106	chr9	72557602	72558002	+	1000	219.0	[6.0151424]	[86]	[10.203943]	[86]	[72557780]	[72557780]
152_1060	chr1	21687003	21687403	+	1000	87.0	[5.975493]	[105]	[]	[]	[21687204]	[]
152_10602	chr1	202029109	202029509	+	1000	36.0	[6.0151424]	[151]	[10.203943]	[151]	[202029355]	[202029355]
152_10604	chr1	205983817	205984217	+	1000	36.0	[6.0151424, 10.203943]	[119, 123]	[10.203943, 6.0151424]	[119, 123]	[205984025, 205984029]	[205984025, 205984029]
152_10610	chr1	209931050	209931450	+	1000	36.0	[6.0151424]	[136]	[10.203943]	[136]	[209931220]	[209931220]
152_10616	chr1	228383851	228384251	+	993	36.0	[6.0151424]	[112]	[10.203943]	[112]	[228384061]	[228384061]
152_10618	chr1	231511089	231511489	+	742	36.0	[10.203943]	[106]	[6.0151424]	[106]	[231511241]	[231511241]
152_10619	chr1	231603527	231603927	+	1000	36.0	[10.203943]	[138]	[6.0151424]	[138]	[231603684]	[231603684]
152_1062	chr1	31940045	31940445	+	1000	87.0	[6.0151424]	[113]	[10.203943]	[113]	[31940249]	[31940249]
152_10622	chr1	234603454	234603854	+	1000	36.0	[10.203943]	[110]	[6.0151424]	[110]	[234603653]	[234603653]
152_10625	chr1	244828935	244829335	+	1000	36.0	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[114, 118, 122, 126, 130, 134, 138]	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[114, 118, 122, 126, 130, 134, 138]	[244829139, 244829143, 244829147, 244829151, 244829155, 244829159, 244829163]	[244829139, 244829143, 244829147, 244829151, 244829155, 244829159, 244829163]
152_10627	chr1	246137518	246137918	+	1000	36.0	[10.935475]	[116]	[10.935475]	[116]	[246137688]	[246137688]
152_10628	chr1	247576450	247576850	+	1000	36.0	[10.203943]	[93]	[6.0151424]	[93]	[247576639]	[247576639]
152_10629	chr10	3784514	3784914	+	946	36.0	[10.935475]	[187]	[10.935475]	[187]	[3784763]	[3784763]
152_1063	chr1	110341272	110341672	+	1000	87.0	[10.935475]	[100]	[10.935475]	[100]	[110341471]	[110341471]
152_10634	chr10	17003019	17003419	+	708	36.0	[]	[]	[5.975493]	[128]	[]	[17003228]
152_10635	chr10	17509140	17509540	+	1000	36.0	[]	[]	[5.975493]	[99]	[]	[17509332]
152_10636	chr10	21044575	21044975	+	1000	36.0	[5.975493]	[140]	[]	[]	[21044814]	[]
152_10637	chr10	25061643	25062043	+	1000	36.0	[10.203943]	[126]	[6.0151424]	[126]	[25061847]	[25061847]
152_10638	chr10	28822794	28823194	+	1000	36.0	[10.203943]	[191]	[6.0151424]	[191]	[28823028]	[28823028]
152_10642	chr10	42099935	42100335	+	1000	36.0	[10.203943]	[120]	[6.0151424]	[120]	[42100155]	[42100155]
152_10645	chr10	48431789	48432189	+	735	36.0	[]	[]	[5.975493]	[131]	[]	[48431959]
152_1065	chr1	196147498	196147898	+	1000	87.0	[6.0151424, 6.0151424]	[114, 128]	[10.203943, 10.203943]	[114, 128]	[196147699, 196147713]	[196147699, 196147713]
152_10658	chr10	74033193	74033593	+	981	36.0	[10.203943]	[222]	[6.0151424]	[222]	[74033432]	[74033432]
152_10659	chr10	77641696	77642096	+	1000	36.0	[10.203943]	[169]	[5.975493, 6.0151424]	[122, 169]	[77641936]	[77641889, 77641936]
152_1066	chr11	3604919	3605319	+	1000	87.0	[10.203943]	[136]	[5.975493, 6.0151424]	[112, 136]	[3605153]	[3605129, 3605153]
