#PeakID(python identify_motif.py ./ENCODE_processed_files/CREM_idr.fa CREM --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
978_0	chr16	2267946	2268346	+	1000	870.0	[12.827382, 8.6803]	[68, 118]	[12.82774, 8.678796]	[68, 118]	[2268110, 2268160]	[2268110, 2268160]
978_1040	chr19	47113605	47114005	+	1000	475.0	[17.455175, 10.103232]	[84, 109]	[17.452736, 10.105737]	[84, 109]	[47113787, 47113812]	[47113787, 47113812]
978_10402	chr16	1990168	1990568	+	1000	125.0	[17.532227]	[92]	[17.532068]	[92]	[1990358]	[1990358]
978_10405	chr17	40218595	40218995	+	1000	125.0	[7.792452]	[83]	[7.78763]	[83]	[40218777]	[40218777]
978_10412	chr18	9575488	9575888	+	1000	125.0	[7.7845387]	[107]	[7.790428]	[107]	[9575692]	[9575692]
978_10422	chr2	32960696	32961096	+	1000	125.0	[8.428496]	[140]	[8.428497]	[140]	[32960931]	[32960931]
978_10423	chr2	88250362	88250762	+	1000	125.0	[6.775954]	[124]	[6.7746143]	[124]	[88250575]	[88250575]
978_10442	chr3	143165658	143166058	+	1000	125.0	[7.1670957]	[144]	[7.1700206]	[144]	[143165888]	[143165888]
978_10448	chr5	68239571	68239971	+	1000	125.0	[7.089619]	[113]	[7.0910687]	[113]	[68239776]	[68239776]
978_10451	chr6	14890121	14890521	+	1000	125.0	[7.0901933]	[100]	[7.0858545]	[100]	[14890315]	[14890315]
978_10462	chr8	9171665	9172065	+	1000	125.0	[7.308086]	[99]	[7.310579]	[99]	[9171859]	[9171859]
978_10463	chr8	102811269	102811669	+	1000	125.0	[7.150892]	[128]	[7.151169]	[128]	[102811490]	[102811490]
978_10466	chr8	142012739	142013139	+	1000	125.0	[8.17571, 7.0223827]	[98, 154]	[8.175217, 7.021637]	[98, 154]	[142012930, 142012986]	[142012930, 142012986]
978_10470	chr9	124202334	124202734	+	1000	125.0	[7.818217]	[69]	[7.814001]	[69]	[124202492]	[124202492]
978_10473	chr1	7810424	7810824	+	1000	124.0	[7.3493156]	[125]	[7.3561316]	[125]	[7810640]	[7810640]
978_10481	chr1	181022770	181023170	+	1000	124.0	[7.568502]	[139]	[7.567663]	[139]	[181023005]	[181023005]
978_10495	chr11	57402619	57403019	+	1000	124.0	[9.622988]	[90]	[9.625252]	[90]	[57402809]	[57402809]
978_10497	chr11	57761567	57761967	+	1000	124.0	[12.008077]	[95]	[12.004048]	[95]	[57761761]	[57761761]
978_10501	chr11	107928046	107928446	+	1000	124.0	[7.661305]	[91]	[7.656327]	[91]	[107928226]	[107928226]
978_10519	chr16	35533697	35534097	+	1000	124.0	[6.581497, 8.695003, 9.894717, 10.910869, 8.956998]	[66, 90, 108, 125, 143]	[6.5874963, 8.692004, 9.894615, 10.910615, 8.960235]	[66, 90, 108, 125, 143]	[35533859, 35533883, 35533901, 35533918, 35533936]	[35533859, 35533883, 35533901, 35533918, 35533936]
978_10536	chr18	3664806	3665206	+	1000	124.0	[7.3636603, 9.414281]	[63, 95]	[7.358352, 9.411737]	[63, 95]	[3664966, 3664998]	[3664966, 3664998]
978_1054	chr10	63133039	63133439	+	1000	471.0	[14.835643]	[99]	[14.832234]	[99]	[63133236]	[63133236]
978_10546	chr2	10448311	10448711	+	1000	124.0	[8.409013]	[91]	[8.409388]	[91]	[10448494]	[10448494]
978_10548	chr2	58023873	58024273	+	1000	124.0	[8.260626]	[109]	[8.261941]	[109]	[58024079]	[58024079]
978_10564	chr3	14124183	14124583	+	1000	124.0	[8.473871]	[130]	[8.476627]	[130]	[14124408]	[14124408]
978_10568	chr4	2433067	2433467	+	1000	124.0	[9.673632]	[86]	[9.675377]	[86]	[2433248]	[2433248]
978_10571	chr5	71388256	71388656	+	1000	124.0	[13.993636]	[111]	[13.9901705]	[111]	[71388463]	[71388463]
978_10579	chr6	15569238	15569638	+	1000	124.0	[11.305404]	[86]	[11.297501]	[86]	[15569415]	[15569415]
978_10583	chr6	52517526	52517926	+	1000	124.0	[7.763281]	[128]	[7.7592835]	[128]	[52517741]	[52517741]
978_10604	chr8	106060363	106060763	+	1000	124.0	[8.818686]	[150]	[8.82254]	[150]	[106060609]	[106060609]
978_10605	chr9	85741799	85742199	+	1000	124.0	[6.514537]	[70]	[6.514479]	[70]	[85741965]	[85741965]
978_1062	chr15	43492978	43493378	+	1000	470.0	[12.64105]	[86]	[12.645544]	[86]	[43493164]	[43493164]
978_10620	chr1	52913558	52913958	+	1000	123.0	[6.5148244]	[107]	[6.5066066]	[107]	[52913760]	[52913760]
978_10630	chr1	156257080	156257480	+	1000	123.0	[8.64046]	[112]	[8.644516]	[112]	[156257292]	[156257292]
978_10631	chr1	160101015	160101415	+	1000	123.0	[8.642857]	[134]	[8.652321]	[134]	[160101247]	[160101247]
978_10634	chr1	181127054	181127454	+	1000	123.0	[12.371722]	[96]	[12.372143]	[96]	[181127248]	[181127248]
978_10637	chr1	228406789	228407189	+	1000	123.0	[10.000598]	[105]	[10.0058975]	[105]	[228406990]	[228406990]
978_10647	chr11	61342216	61342616	+	1000	123.0	[7.3776765]	[138]	[7.376514]	[138]	[61342438]	[61342438]
978_1065	chr10	5548843	5549243	+	1000	469.0	[7.328165, 16.946024, 6.856387]	[79, 103, 108]	[7.330628, 16.946363, 6.854375]	[79, 103, 108]	[5549020, 5549044, 5549049]	[5549020, 5549044, 5549049]
978_10667	chr13	49792460	49792860	+	1000	123.0	[8.471826]	[72]	[8.459495]	[72]	[49792626]	[49792626]
978_10671	chr15	82892532	82892932	+	1000	123.0	[11.614582]	[93]	[11.61269]	[93]	[82892722]	[82892722]
978_10684	chr18	832143	832543	+	1000	123.0	[7.0354767]	[105]	[7.043425]	[105]	[832340]	[832340]
978_10697	chr2	47520847	47521247	+	1000	123.0	[8.368371]	[139]	[8.373695]	[139]	[47521073]	[47521073]
978_1071	chr16	4847192	4847592	+	1000	468.0	[15.351662, 6.6988373]	[93, 140]	[15.346931, 6.6944036]	[93, 140]	[4847384, 4847431]	[4847384, 4847431]
978_10711	chr21	39208922	39209322	+	1000	123.0	[9.573589]	[91]	[9.574064]	[91]	[39209111]	[39209111]
978_10723	chr4	67523111	67523511	+	1000	123.0	[8.36094, 8.587263]	[82, 145]	[8.353537, 8.585916]	[82, 145]	[67523262, 67523325]	[67523262, 67523325]
978_10724	chr4	81725031	81725431	+	1000	123.0	[9.2022705, 6.5966353]	[103, 127]	[9.2020235, 6.5951]	[103, 127]	[81725222, 81725246]	[81725222, 81725246]
978_10729	chr5	95728646	95729046	+	1000	123.0	[6.792991]	[189]	[6.785866]	[189]	[95728874]	[95728874]
978_10735	chr6	26475129	26475529	+	1000	123.0	[7.2156105]	[70]	[7.205948]	[70]	[26475297]	[26475297]
978_1075	chr20	50115854	50116254	+	1000	468.0	[8.94187]	[125]	[8.951624]	[125]	[50116063]	[50116063]
978_10750	chr8	22188631	22189031	+	1000	123.0	[15.302285]	[88]	[15.3007965]	[88]	[22188814]	[22188814]
978_10756	chr9	127611932	127612332	+	1000	123.0	[9.231163]	[129]	[9.224373]	[129]	[127612157]	[127612157]
978_10759	chrX	30910077	30910477	+	1000	123.0	[7.658178]	[120]	[7.6593704]	[120]	[30910292]	[30910292]
978_10761	chrX	154123890	154124290	+	1000	123.0	[7.508413]	[178]	[7.5137835]	[178]	[154124140]	[154124140]
978_10763	chr1	37455040	37455440	+	1000	122.0	[9.738504, 10.408875, 9.583473]	[68, 105, 117]	[9.748797, 10.406453, 9.580475]	[68, 105, 117]	[37455202, 37455239, 37455251]	[37455202, 37455239, 37455251]
978_10765	chr1	41160480	41160880	+	1000	122.0	[6.751631]	[113]	[6.7548456]	[113]	[41160692]	[41160692]
978_10774	chr10	23047273	23047673	+	1000	122.0	[9.080378]	[96]	[9.074499]	[96]	[23047458]	[23047458]
978_10788	chr16	49837660	49838060	+	1000	122.0	[14.548345]	[95]	[14.548654]	[95]	[49837854]	[49837854]
978_108	chr1	1511868	1512268	+	1000	711.0	[11.821018]	[96]	[11.822867]	[96]	[1512063]	[1512063]
978_10806	chr19	10701224	10701624	+	1000	122.0	[10.146393]	[69]	[10.147376]	[69]	[10701389]	[10701389]
978_10807	chr19	38681042	38681442	+	1000	122.0	[6.543292]	[70]	[6.5408516]	[70]	[38681210]	[38681210]
978_10808	chr19	40549185	40549585	+	1000	122.0	[7.056217]	[129]	[7.0572147]	[129]	[40549411]	[40549411]
978_10826	chr22	38514561	38514961	+	1000	122.0	[11.914041]	[96]	[11.916812]	[96]	[38514749]	[38514749]
978_1085	chr19	45467502	45467902	+	1000	466.0	[13.994972, 6.913417]	[72, 137]	[13.989114, 6.9216313]	[72, 137]	[45467667, 45467732]	[45467667, 45467732]
978_10855	chr8	1758930	1759330	+	1000	122.0	[6.6463127]	[98]	[6.6447034]	[98]	[1759124]	[1759124]
978_10857	chr8	95067583	95067983	+	1000	122.0	[7.670932]	[76]	[7.6604624]	[76]	[95067744]	[95067744]
978_10862	chr9	135950216	135950616	+	1000	122.0	[9.787266]	[110]	[9.786216]	[110]	[135950411]	[135950411]
978_10866	chr1	28902708	28903108	+	1000	121.0	[9.017361]	[99]	[9.012996]	[99]	[28902895]	[28902895]
978_1087	chr6	44387251	44387651	+	1000	466.0	[7.191506, 16.259903]	[77, 103]	[7.1916265, 16.260653]	[77, 103]	[44387424, 44387450]	[44387424, 44387450]
978_10876	chr1	166839219	166839619	+	1000	121.0	[9.082116]	[80]	[9.080489]	[80]	[166839399]	[166839399]
978_10892	chr11	91791097	91791497	+	1000	121.0	[7.478449]	[89]	[7.4817657]	[89]	[91791279]	[91791279]
978_1090	chr11	8964251	8964651	+	1000	465.0	[7.4015856]	[102]	[7.4114027]	[102]	[8964447]	[8964447]
978_1091	chr16	89700137	89700537	+	1000	465.0	[16.243763]	[103]	[16.245758]	[103]	[89700339]	[89700339]
978_10913	chr17	22088659	22089059	+	1000	121.0	[7.4579444]	[79]	[7.4618487]	[79]	[22088838]	[22088838]
978_10914	chr17	64572753	64573153	+	1000	121.0	[8.171074]	[86]	[8.167805]	[86]	[64572934]	[64572934]
978_10937	chr2	238425474	238425874	+	1000	121.0	[6.611633]	[121]	[6.602747]	[121]	[238425680]	[238425680]
978_10951	chr4	6782408	6782808	+	1000	121.0	[6.4773765]	[84]	[6.4761825]	[84]	[6782575]	[6782575]
978_10953	chr4	40292248	40292648	+	1000	121.0	[7.418996]	[150]	[7.4142294]	[150]	[40292496]	[40292496]
978_10954	chr4	71857782	71858182	+	1000	121.0	[6.801751]	[98]	[6.803741]	[98]	[71857978]	[71857978]
978_10957	chr5	10303669	10304069	+	1000	121.0	[9.054787]	[58]	[9.053849]	[58]	[10303821]	[10303821]
978_10959	chr5	80256010	80256410	+	1000	121.0	[7.779346]	[95]	[7.784002]	[95]	[80256198]	[80256198]
978_10976	chr7	6130034	6130434	+	1000	121.0	[11.913583]	[119]	[11.920204]	[119]	[6130238]	[6130238]
978_10987	chr8	130016273	130016673	+	1000	121.0	[11.881989]	[96]	[11.88091]	[96]	[130016463]	[130016463]
978_10988	chr8	141414670	141415070	+	1000	121.0	[7.6149445]	[93]	[7.614078]	[93]	[141414853]	[141414853]
978_10989	chr9	112069660	112070060	+	1000	121.0	[14.04215]	[100]	[14.040576]	[100]	[112069853]	[112069853]
978_10999	chr1	40866369	40866769	+	1000	120.0	[10.886358]	[98]	[10.883866]	[98]	[40866563]	[40866563]
978_11004	chr1	147242375	147242775	+	1000	120.0	[7.136841]	[73]	[7.131741]	[73]	[147242539]	[147242539]
978_11005	chr1	151472825	151473225	+	1000	120.0	[7.913382, 6.635424]	[75, 89]	[7.91445, 6.6356845]	[75, 89]	[151472999, 151473013]	[151472999, 151473013]
978_11015	chr10	87863394	87863794	+	1000	120.0	[6.651196]	[62]	[6.648888]	[62]	[87863553]	[87863553]
978_11018	chr11	45563743	45564143	+	1000	120.0	[7.1562304]	[103]	[7.156839]	[103]	[45563943]	[45563943]
978_1105	chr5	69093804	69094204	+	1000	462.0	[7.450129]	[89]	[7.4461455]	[89]	[69093993]	[69093993]
978_11050	chr17	82230874	82231274	+	1000	120.0	[9.240251]	[143]	[9.236603]	[143]	[82231116]	[82231116]
978_11069	chr2	10497884	10498284	+	1000	120.0	[10.336795]	[98]	[10.337303]	[98]	[10498075]	[10498075]
978_11087	chr3	149851260	149851660	+	1000	120.0	[7.068169]	[106]	[7.0672746]	[106]	[149851459]	[149851459]
978_11090	chr4	26263165	26263565	+	1000	120.0	[6.9399033]	[99]	[6.940581]	[99]	[26263364]	[26263364]
978_11091	chr4	128349801	128350201	+	1000	120.0	[8.035294]	[86]	[8.0363245]	[86]	[128349987]	[128349987]
978_11108	chr6	37579403	37579803	+	1000	120.0	[14.572846]	[117]	[14.570502]	[117]	[37579619]	[37579619]
978_11117	chr7	1855043	1855443	+	1000	120.0	[10.488011]	[116]	[10.495308]	[116]	[1855241]	[1855241]
978_11119	chr7	43768847	43769247	+	1000	120.0	[9.819495, 8.215408, 7.819016]	[91, 113, 145]	[9.820757, 8.216835, 7.827197]	[91, 113, 145]	[43769027, 43769049, 43769081]	[43769027, 43769049, 43769081]
978_11120	chr7	73851435	73851835	+	1000	120.0	[8.087028]	[124]	[8.095279]	[124]	[73851653]	[73851653]
978_11130	chr8	67055053	67055453	+	1000	120.0	[7.225751]	[59]	[7.227783]	[59]	[67055208]	[67055208]
978_11139	chrX	120575652	120576052	+	1000	120.0	[6.6323686, 14.526372, 10.527248]	[68, 90, 133]	[6.627508, 14.523498, 10.520389]	[68, 90, 133]	[120575806, 120575828, 120575871]	[120575806, 120575828, 120575871]
978_11147	chr1	201444794	201445194	+	1000	119.0	[12.992944]	[90]	[12.99057]	[90]	[201444982]	[201444982]
978_11168	chr14	22797421	22797821	+	1000	119.0	[7.072586]	[55]	[7.075141]	[55]	[22797573]	[22797573]
978_1118	chr3	25789783	25790183	+	1000	460.0	[8.390189]	[78]	[8.381662]	[78]	[25789960]	[25789960]
978_11183	chr16	87145400	87145800	+	1000	119.0	[8.469415]	[114]	[8.466048]	[114]	[87145602]	[87145602]
978_11254	chr7	56328337	56328737	+	1000	119.0	[16.52622]	[106]	[16.5255]	[106]	[56328543]	[56328543]
978_11259	chr7	157513028	157513428	+	1000	119.0	[12.060531]	[104]	[12.057664]	[104]	[157513224]	[157513224]
978_1127	chr9	94166643	94167043	+	1000	458.0	[9.779377, 15.398839]	[56, 91]	[9.779573, 15.393581]	[56, 91]	[94166798, 94166833]	[94166798, 94166833]
978_11270	chr1	11749154	11749554	+	1000	118.0	[8.491757]	[142]	[8.487334]	[142]	[11749395]	[11749395]
978_11283	chr1	167620028	167620428	+	1000	118.0	[9.626231]	[115]	[9.62683]	[115]	[167620236]	[167620236]
978_11287	chr1	204647528	204647928	+	1000	118.0	[7.134611]	[148]	[7.1331663]	[148]	[204647773]	[204647773]
978_113	chr7	44885424	44885824	+	1000	710.0	[14.657834]	[98]	[14.658543]	[98]	[44885622]	[44885622]
978_1130	chr1	46718970	46719370	+	1000	457.0	[16.74509]	[111]	[16.743843]	[111]	[46719177]	[46719177]
978_11306	chr11	96255573	96255973	+	1000	118.0	[9.210993]	[108]	[9.205445]	[108]	[96255773]	[96255773]
978_11309	chr12	55830623	55831023	+	1000	118.0	[13.673772]	[83]	[13.670903]	[83]	[55830788]	[55830788]
978_1132	chr16	58129438	58129838	+	1000	457.0	[10.984378]	[127]	[10.985998]	[127]	[58129665]	[58129665]
978_11328	chr16	31253606	31254006	+	1000	118.0	[6.7537055]	[155]	[6.7601004]	[155]	[31253844]	[31253844]
978_11330	chr17	14334871	14335271	+	1000	118.0	[16.32797]	[92]	[16.328747]	[92]	[14335060]	[14335060]
978_11332	chr17	47197816	47198216	+	1000	118.0	[10.733228]	[119]	[10.728831]	[119]	[47198028]	[47198028]
978_11361	chr22	31159973	31160373	+	1000	118.0	[6.7577486]	[136]	[6.7576065]	[136]	[31160176]	[31160176]
978_11371	chr5	69189679	69190079	+	1000	118.0	[10.873053]	[86]	[10.876332]	[86]	[69189862]	[69189862]
978_11372	chr5	133902405	133902805	+	1000	118.0	[8.379748]	[66]	[8.380962]	[66]	[133902570]	[133902570]
978_11375	chr5	176372117	176372517	+	1000	118.0	[14.474623]	[87]	[14.472511]	[87]	[176372298]	[176372298]
978_11389	chr8	79882641	79883041	+	1000	118.0	[13.370836]	[114]	[13.374138]	[114]	[79882851]	[79882851]
978_114	chr9	33290218	33290618	+	1000	710.0	[13.257226]	[90]	[13.252025]	[90]	[33290406]	[33290406]
978_11404	chr1	109615939	109616339	+	1000	117.0	[6.4542475]	[91]	[]	[]	[109616130]	[]
978_11407	chr1	206816960	206817360	+	1000	117.0	[11.707542]	[87]	[11.706266]	[87]	[206817143]	[206817143]
978_11411	chr10	4982010	4982410	+	1000	117.0	[8.077831]	[161]	[8.073629]	[161]	[4982252]	[4982252]
978_11414	chr10	28797136	28797536	+	1000	117.0	[8.835735]	[174]	[8.838718]	[174]	[28797384]	[28797384]
978_11416	chr10	69318526	69318926	+	1000	117.0	[8.839052]	[52]	[8.839189]	[52]	[69318678]	[69318678]
978_11417	chr10	70387503	70387903	+	1000	117.0	[6.4796576]	[146]	[6.4841547]	[146]	[70387747]	[70387747]
978_1142	chr20	50166037	50166437	+	1000	456.0	[7.1747227]	[105]	[7.184303]	[105]	[50166236]	[50166236]
978_11423	chr11	74642943	74643343	+	1000	117.0	[8.732023, 7.8551207]	[108, 120]	[8.731035, 7.8584075]	[108, 120]	[74643148, 74643160]	[74643148, 74643160]
978_11425	chr11	129966249	129966649	+	1000	117.0	[10.319925]	[131]	[10.311591]	[131]	[129966459]	[129966459]
978_11427	chr12	24900965	24901365	+	1000	117.0	[8.461014]	[101]	[8.463087]	[101]	[24901165]	[24901165]
978_11430	chr13	37000534	37000934	+	1000	117.0	[6.8844934]	[73]	[6.892408]	[73]	[37000707]	[37000707]
978_11434	chr14	20682610	20683010	+	1000	117.0	[6.919125]	[106]	[6.9297]	[106]	[20682811]	[20682811]
978_11447	chr17	44142213	44142613	+	1000	117.0	[11.127093]	[107]	[11.126582]	[107]	[44142407]	[44142407]
978_11452	chr17	82206135	82206535	+	1000	117.0	[6.652709]	[106]	[6.6568346]	[106]	[82206336]	[82206336]
978_11454	chr18	55577778	55578178	+	1000	117.0	[10.871839]	[127]	[10.869609]	[127]	[55578004]	[55578004]
978_11457	chr19	5139214	5139614	+	1000	117.0	[9.789828]	[115]	[9.7837]	[115]	[5139417]	[5139417]
