#PeakID(python identify_motif.py ./ENCODE_processed_files/GATA1_idr.fa GATA1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
156_10070	chr3	157500177	157500577	+	1000	42.0	[8.635739]	[107]	[7.392081]	[105]	[157500372]	[157500370]
156_10071	chr3	170579583	170579983	+	1000	42.0	[]	[]	[11.148683]	[144]	[]	[170579817]
156_10089	chr5	31378703	31379103	+	1000	42.0	[8.635739, 12.392342]	[96, 101]	[]	[]	[31378887, 31378892]	[]
156_10092	chr5	72226952	72227352	+	1000	42.0	[7.3913875]	[127]	[]	[]	[72227154]	[]
156_10093	chr5	76874218	76874618	+	1000	42.0	[11.148683]	[113]	[11.148683]	[80]	[76874429]	[76874396]
156_10098	chr5	119070681	119071081	+	1000	42.0	[8.230114]	[80]	[]	[]	[119070846]	[]
156_101	chr22	21947636	21948036	+	1000	371.0	[8.230114]	[78]	[]	[]	[21947811]	[]
156_10127	chr6	106847078	106847478	+	1000	42.0	[11.148683]	[91]	[]	[]	[106847261]	[]
156_10129	chr6	135306784	135307184	+	1000	42.0	[7.842722, 12.392342, 8.230114]	[110, 122, 129]	[]	[]	[135306974, 135306986, 135306993]	[]
156_1013	chr10	98460973	98461373	+	1000	172.0	[]	[]	[7.392081, 11.148683]	[86, 127]	[]	[98461157, 98461198]
156_10135	chr6	158409428	158409828	+	1000	42.0	[]	[]	[11.148683]	[122]	[]	[158409642]
156_10136	chr6	161225865	161226265	+	1000	42.0	[]	[]	[8.230114]	[113]	[]	[161226073]
156_10139	chr7	38907753	38908153	+	1000	42.0	[]	[]	[11.148683]	[118]	[]	[38907968]
156_1014	chr11	117224259	117224659	+	1000	172.0	[8.230114]	[89]	[]	[]	[117224444]	[]
156_10148	chr7	129951376	129951776	+	1000	42.0	[8.230114]	[155]	[]	[]	[129951593]	[]
156_10149	chr7	130136488	130136888	+	1000	42.0	[]	[]	[11.148683]	[102]	[]	[130136687]
156_10169	chr9	130795196	130795596	+	1000	42.0	[]	[]	[7.74083, 12.392342]	[109, 192]	[]	[130795358, 130795441]
156_10177	chrX	37679843	37680243	+	1000	42.0	[11.148683]	[114]	[]	[]	[37680048]	[]
156_10178	chrX	53374400	53374800	+	1000	42.0	[11.148683]	[107]	[]	[]	[53374604]	[]
156_10186	chr1	19113264	19113664	+	1000	41.0	[11.148683]	[90]	[]	[]	[19113448]	[]
156_10188	chr1	28266928	28267328	+	1000	41.0	[11.148683]	[138]	[]	[]	[28267130]	[]
156_10194	chr1	39385494	39385894	+	1000	41.0	[8.230114]	[85]	[]	[]	[39385667]	[]
156_10196	chr1	42922685	42923085	+	771	41.0	[]	[]	[11.148683]	[76]	[]	[42922857]
156_102	chr7	134834864	134835264	+	1000	371.0	[12.392342]	[86]	[]	[]	[134835048]	[]
156_1020	chr5	150481941	150482341	+	1000	172.0	[8.230114, 8.230114]	[65, 131]	[]	[]	[150482103, 150482169]	[]
156_10205	chr1	99768402	99768802	+	1000	41.0	[7.3913875]	[94]	[]	[]	[99768585]	[]
156_10207	chr1	111513389	111513789	+	1000	41.0	[]	[]	[11.148683]	[144]	[]	[111513609]
156_1021	chr9	69188924	69189324	+	1000	172.0	[]	[]	[7.392081]	[112]	[]	[69189129]
156_10210	chr1	151548767	151549167	+	1000	41.0	[11.148683]	[87]	[]	[]	[151548953]	[]
156_10212	chr1	154352625	154353025	+	1000	41.0	[11.148683]	[84]	[]	[]	[154352796]	[]
156_10213	chr1	155077320	155077720	+	818	41.0	[]	[]	[11.148683]	[111]	[]	[155077526]
156_10224	chr1	206941718	206942118	+	1000	41.0	[]	[]	[11.148683]	[101]	[]	[206941914]
156_10236	chr10	72275779	72276179	+	1000	41.0	[]	[]	[11.148683]	[131]	[]	[72275940]
156_10242	chr10	126205516	126205916	+	996	41.0	[11.148683]	[97]	[]	[]	[126205705]	[]
156_10250	chr11	43920574	43920974	+	1000	41.0	[]	[]	[8.635739]	[134]	[]	[43920767]
156_10252	chr11	47518406	47518806	+	1000	41.0	[11.148683]	[129]	[]	[]	[47518617]	[]
156_10256	chr11	117839249	117839649	+	1000	41.0	[7.392081]	[102]	[12.392342]	[122]	[117839444]	[117839464]
156_10257	chr12	6337472	6337872	+	1000	41.0	[8.230114]	[155]	[]	[]	[6337697]	[]
156_1026	chr17	58185352	58185752	+	1000	171.0	[9.473773]	[117]	[]	[]	[58185562]	[]
156_10260	chr12	23731467	23731867	+	1000	41.0	[7.392081, 8.230114]	[71, 130]	[]	[]	[23731619, 23731678]	[]
156_10268	chr12	62604848	62605248	+	1000	41.0	[8.203644, 7.3913875, 11.148683]	[91, 96, 147]	[]	[]	[62605009, 62605014, 62605065]	[]
156_10278	chr13	28411750	28412150	+	672	41.0	[11.148683]	[109]	[9.473773]	[148]	[28411947]	[28411986]
156_10286	chr14	70716947	70717347	+	1000	41.0	[8.230114]	[72]	[11.148683, 11.148683]	[113, 127]	[70717116]	[70717157, 70717171]
156_10289	chr15	28912362	28912762	+	1000	41.0	[11.148683]	[67]	[]	[]	[28912516]	[]
156_10291	chr15	44796423	44796823	+	648	41.0	[7.392081]	[95]	[]	[]	[44796616]	[]
156_103	chr7	107007343	107007743	+	1000	370.0	[7.842722]	[147]	[]	[]	[107007589]	[]
156_10301	chr15	95930659	95931059	+	1000	41.0	[11.148683]	[100]	[8.230114]	[114]	[95930852]	[95930866]
156_10305	chr16	57266056	57266456	+	1000	41.0	[]	[]	[7.3913875]	[92]	[]	[57266244]
156_10313	chr17	16298331	16298731	+	1000	41.0	[]	[]	[11.148683]	[141]	[]	[16298549]
156_10325	chr18	2976248	2976648	+	1000	41.0	[8.230114, 8.230114]	[68, 139]	[]	[]	[2976410, 2976481]	[]
156_10326	chr18	3512057	3512457	+	1000	41.0	[]	[]	[7.392081]	[81]	[]	[3512234]
156_10331	chr18	58058676	58059076	+	1000	41.0	[]	[]	[12.392342]	[113]	[]	[58058877]
156_10334	chr19	40623804	40624204	+	1000	41.0	[8.230114]	[114]	[]	[]	[40624002]	[]
156_10337	chr2	11753991	11754391	+	1000	41.0	[]	[]	[11.148683]	[143]	[]	[11754215]
156_10338	chr2	16413263	16413663	+	1000	41.0	[]	[]	[11.148683]	[119]	[]	[16413467]
156_1034	chr16	25216757	25217157	+	1000	170.0	[]	[]	[11.148683]	[110]	[]	[25216966]
156_10343	chr2	68889512	68889912	+	1000	41.0	[11.148683]	[108]	[]	[]	[68889712]	[]
156_1035	chr17	12438814	12439214	+	1000	170.0	[]	[]	[8.230114, 8.230114]	[68, 86]	[]	[12438972, 12438990]
156_10350	chr2	177164525	177164925	+	1000	41.0	[]	[]	[7.286461]	[94]	[]	[177164713]
156_10354	chr2	200405600	200406000	+	1000	41.0	[8.230114]	[130]	[]	[]	[200405809]	[]
156_10356	chr2	222859656	222860056	+	1000	41.0	[]	[]	[11.148683, 8.230114, 8.203644]	[66, 110, 125]	[]	[222859821, 222859865, 222859880]
156_1036	chr2	67993352	67993752	+	1000	170.0	[8.230114]	[102]	[]	[]	[67993553]	[]
156_10363	chr20	32681337	32681737	+	1000	41.0	[]	[]	[12.392342]	[131]	[]	[32681506]
156_10377	chr22	17638351	17638751	+	1000	41.0	[]	[]	[7.286461]	[147]	[]	[17638590]
156_1039	chr3	5428847	5429247	+	1000	170.0	[7.392081]	[151]	[]	[]	[5429071]	[]
156_10396	chr3	50612050	50612450	+	1000	41.0	[11.148683]	[93]	[]	[]	[50612243]	[]
156_1040	chr5	39424746	39425146	+	1000	170.0	[9.473773]	[114]	[]	[]	[39424954]	[]
156_10406	chr3	177357401	177357801	+	1000	41.0	[]	[]	[11.148683]	[106]	[]	[177357589]
156_10408	chr3	185328557	185328957	+	1000	41.0	[]	[]	[8.230114]	[111]	[]	[185328758]
156_10409	chr3	191328576	191328976	+	966	41.0	[]	[]	[11.148683]	[125]	[]	[191328769]
156_10416	chr4	122749584	122749984	+	1000	41.0	[11.148683]	[100]	[]	[]	[122749768]	[]
156_10421	chr4	153799834	153800234	+	1000	41.0	[]	[]	[11.148683, 8.230114]	[79, 134]	[]	[153800002, 153800057]
156_10423	chr4	185573805	185574205	+	1000	41.0	[]	[]	[7.3913875, 8.190248]	[134, 139]	[]	[185574021, 185574026]
156_1044	chr1	234730650	234731050	+	1000	169.0	[]	[]	[11.148683]	[118]	[]	[234730858]
156_10441	chr6	28583507	28583907	+	1000	41.0	[7.392081]	[98]	[]	[]	[28583695]	[]
156_10448	chr6	36076494	36076894	+	1000	41.0	[11.148683]	[95]	[7.392081]	[138]	[36076681]	[36076724]
156_10450	chr6	38578061	38578461	+	1000	41.0	[11.148683]	[68]	[7.392081]	[146]	[38578221]	[38578299]
156_10451	chr6	41724465	41724865	+	1000	41.0	[8.230114]	[130]	[11.148683]	[106]	[41724678]	[41724654]
156_1046	chr17	82868578	82868978	+	1000	169.0	[]	[]	[7.392081]	[85]	[]	[82868762]
156_10465	chr6	136251429	136251829	+	1000	41.0	[8.230114, 7.3065944]	[89, 153]	[]	[]	[136251615, 136251679]	[]
156_10468	chr6	146881820	146882220	+	1000	41.0	[8.230114]	[107]	[]	[]	[146882022]	[]
156_10472	chr6	167896634	167897034	+	1000	41.0	[]	[]	[8.04971]	[114]	[]	[167896833]
156_10476	chr7	47074809	47075209	+	1000	41.0	[12.392342]	[143]	[]	[]	[47074960]	[]
156_10477	chr7	65731498	65731898	+	1000	41.0	[]	[]	[8.230114]	[137]	[]	[65731717]
156_1048	chr2	26191679	26192079	+	1000	169.0	[]	[]	[7.392081]	[88]	[]	[26191864]
156_10482	chr7	108489047	108489447	+	1000	41.0	[7.3913875]	[144]	[]	[]	[108489287]	[]
156_10483	chr7	111295072	111295472	+	1000	41.0	[]	[]	[11.148683]	[190]	[]	[111295318]
156_10484	chr7	112619342	112619742	+	1000	41.0	[]	[]	[7.392081]	[91]	[]	[112619516]
156_10489	chr8	782822	783222	+	1000	41.0	[]	[]	[8.203644]	[80]	[]	[782999]
156_10490	chr8	30144521	30144921	+	1000	41.0	[]	[]	[11.148683]	[126]	[]	[30144745]
156_10494	chr8	80864767	80865167	+	1000	41.0	[]	[]	[8.203644]	[151]	[]	[80865011]
156_10499	chr8	140636041	140636441	+	805	41.0	[]	[]	[7.392081]	[134]	[]	[140636246]
156_105	chr10	92756223	92756623	+	1000	369.0	[]	[]	[8.190248]	[137]	[]	[92756453]
156_10504	chr9	91193620	91194020	+	1000	41.0	[11.148683]	[118]	[]	[]	[91193810]	[]
156_10506	chr9	121074349	121074749	+	1000	41.0	[]	[]	[8.230114]	[96]	[]	[121074534]
156_10508	chr9	122402413	122402813	+	1000	41.0	[12.392342]	[87]	[]	[]	[122402593]	[]
156_10510	chr9	128886344	128886744	+	1000	41.0	[8.230114]	[102]	[]	[]	[128886533]	[]
156_10516	chr9	135473721	135474121	+	1000	41.0	[8.230114, 8.230114]	[87, 95]	[]	[]	[135473904, 135473912]	[]
156_10518	chrX	13235995	13236395	+	1000	41.0	[]	[]	[9.473773]	[97]	[]	[13236187]
156_10519	chrX	66008582	66008982	+	1000	41.0	[7.392081]	[95]	[]	[]	[66008773]	[]
156_10520	chrX	100994231	100994631	+	1000	41.0	[11.148683]	[108]	[]	[]	[100994439]	[]
156_10521	chrX	107577922	107578322	+	1000	41.0	[9.473773]	[93]	[]	[]	[107578094]	[]
156_10538	chr1	41200720	41201120	+	1000	40.0	[]	[]	[11.148683, 8.190248]	[98, 105]	[]	[41200904, 41200911]
156_10539	chr1	43053187	43053587	+	1000	40.0	[11.148683, 11.148683, 11.148683]	[81, 118, 123]	[]	[]	[43053351, 43053388, 43053393]	[]
156_10547	chr1	71044858	71045258	+	1000	40.0	[]	[]	[8.230114]	[114]	[]	[71045054]
156_10560	chr1	157155248	157155648	+	1000	40.0	[]	[]	[8.230114]	[118]	[]	[157155451]
156_10565	chr1	198150345	198150745	+	1000	40.0	[8.230114, 7.392081]	[114, 151]	[]	[]	[198150558, 198150595]	[]
156_10566	chr1	198604941	198605341	+	1000	40.0	[11.148683]	[128]	[]	[]	[198605155]	[]
156_10569	chr1	204463131	204463531	+	1000	40.0	[11.148683]	[91]	[]	[]	[204463312]	[]
156_10578	chr1	231037978	231038378	+	1000	40.0	[11.148683]	[125]	[]	[]	[231038172]	[]
156_1058	chr1	211928269	211928669	+	1000	168.0	[]	[]	[8.230114]	[130]	[]	[211928497]
156_10580	chr1	233598938	233599338	+	1000	40.0	[7.392081]	[100]	[]	[]	[233599129]	[]
156_10583	chr1	246497298	246497698	+	1000	40.0	[]	[]	[7.392081]	[130]	[]	[246497523]
156_10587	chr10	17049226	17049626	+	1000	40.0	[]	[]	[9.473773]	[154]	[]	[17049462]
156_1059	chr10	15703375	15703775	+	1000	168.0	[7.392081]	[62]	[8.230114, 7.3913875, 8.203644]	[82, 100, 105]	[15703533]	[15703553, 15703571, 15703576]
156_10595	chr11	9613848	9614248	+	1000	40.0	[]	[]	[8.203644]	[99]	[]	[9614038]
156_10597	chr11	13110921	13111321	+	1000	40.0	[]	[]	[11.148683]	[101]	[]	[13111098]
156_10599	chr11	32421133	32421533	+	1000	40.0	[]	[]	[7.3913875, 11.148683]	[116, 121]	[]	[32421329, 32421334]
156_10601	chr11	60854155	60854555	+	1000	40.0	[]	[]	[11.148683]	[111]	[]	[60854365]
156_10602	chr11	62753575	62753975	+	1000	40.0	[8.230114]	[116]	[]	[]	[62753763]	[]
156_10619	chr12	110270480	110270880	+	1000	40.0	[7.74083]	[85]	[]	[]	[110270648]	[]
156_10620	chr12	117005397	117005797	+	785	40.0	[]	[]	[11.148683]	[100]	[]	[117005592]
156_10621	chr12	118404816	118405216	+	1000	40.0	[7.3913875]	[123]	[]	[]	[118405001]	[]
156_10624	chr13	28611564	28611964	+	704	40.0	[8.230114]	[103]	[]	[]	[28611746]	[]
156_10630	chr14	45250141	45250541	+	1000	40.0	[]	[]	[7.74083, 7.392081]	[98, 130]	[]	[45250329, 45250361]
156_10632	chr14	68758276	68758676	+	1000	40.0	[7.392081]	[67]	[]	[]	[68758430]	[]
156_10636	chr15	37221350	37221750	+	1000	40.0	[7.3065944, 11.148683]	[78, 83]	[]	[]	[37221526, 37221531]	[]
156_10642	chr15	63063380	63063780	+	1000	40.0	[]	[]	[11.148683]	[122]	[]	[63063586]
156_10646	chr16	567046	567446	+	1000	40.0	[11.148683]	[132]	[]	[]	[567261]	[]
156_1065	chr3	4643920	4644320	+	1000	168.0	[8.230114]	[78]	[]	[]	[4644092]	[]
156_10652	chr16	21611831	21612231	+	1000	40.0	[8.203644]	[79]	[]	[]	[21611996]	[]
156_10657	chr16	58034754	58035154	+	1000	40.0	[9.473773]	[113]	[]	[]	[58034965]	[]
156_10659	chr16	88453830	88454230	+	1000	40.0	[]	[]	[8.230114]	[162]	[]	[88454064]
156_10663	chr17	28646221	28646621	+	1000	40.0	[11.148683]	[70]	[]	[]	[28646381]	[]
156_1067	chr3	32140916	32141316	+	1000	168.0	[8.230114]	[93]	[]	[]	[32141106]	[]
156_10678	chr18	37667003	37667403	+	1000	40.0	[11.148683]	[159]	[]	[]	[37667239]	[]
156_10679	chr18	49062131	49062531	+	1000	40.0	[11.148683]	[135]	[]	[]	[49062359]	[]
156_1068	chr3	136135046	136135446	+	1000	168.0	[]	[]	[11.148683, 11.148683]	[105, 110]	[]	[136135247, 136135252]
156_10682	chr18	74861211	74861611	+	1000	40.0	[8.635739]	[95]	[11.148683]	[165]	[74861374]	[74861444]
156_10690	chr19	21127959	21128359	+	1000	40.0	[]	[]	[8.230114]	[115]	[]	[21128167]
156_10691	chr19	46411478	46411878	+	1000	40.0	[7.392081, 7.392081]	[82, 154]	[]	[]	[46411641, 46411713]	[]
156_1070	chr5	124651952	124652352	+	1000	168.0	[12.392342]	[117]	[]	[]	[124652164]	[]
156_10701	chr2	48134705	48135105	+	1000	40.0	[]	[]	[8.230114]	[164]	[]	[48134937]
156_10712	chr2	171893181	171893581	+	1000	40.0	[]	[]	[8.230114]	[123]	[]	[171893400]
156_10726	chr20	32650528	32650928	+	1000	40.0	[]	[]	[8.230114]	[118]	[]	[32650736]
156_10735	chr21	34938034	34938434	+	1000	40.0	[11.148683]	[120]	[]	[]	[34938249]	[]
156_10736	chr21	45114054	45114454	+	1000	40.0	[8.230114]	[125]	[11.148683]	[89]	[45114256]	[45114220]
156_10739	chr22	20920628	20921028	+	1000	40.0	[]	[]	[8.635739]	[176]	[]	[20920836]
156_10753	chr3	33911823	33912223	+	1000	40.0	[8.635739]	[105]	[7.392081]	[173]	[33911997]	[33912065]
156_10755	chr3	46935406	46935806	+	1000	40.0	[11.148683]	[92]	[]	[]	[46935593]	[]
156_10759	chr3	58173328	58173728	+	1000	40.0	[11.148683]	[98]	[]	[]	[58173518]	[]
156_10761	chr3	116314449	116314849	+	1000	40.0	[]	[]	[11.148683]	[108]	[]	[116314639]
156_10762	chr3	123081694	123082094	+	1000	40.0	[7.392081, 11.148683]	[97, 121]	[]	[]	[123081867, 123081891]	[]
156_1077	chr11	64960647	64961047	+	1000	167.0	[7.3913875]	[113]	[12.392342]	[130]	[64960856]	[64960873]
156_10776	chr4	38667166	38667566	+	1000	40.0	[7.842722]	[184]	[7.3913875]	[148]	[38667386]	[38667350]
156_10779	chr4	73222861	73223261	+	1000	40.0	[]	[]	[9.473773]	[114]	[]	[73223062]
156_10781	chr4	74174454	74174854	+	1000	40.0	[]	[]	[11.148683]	[115]	[]	[74174667]
156_10782	chr4	81786020	81786420	+	1000	40.0	[7.464151]	[145]	[11.148683]	[114]	[81786258]	[81786227]
156_10785	chr4	89001507	89001907	+	1000	40.0	[12.392342]	[118]	[]	[]	[89001706]	[]
156_10787	chr4	128338646	128339046	+	1000	40.0	[8.230114]	[117]	[]	[]	[128338851]	[]
156_10788	chr4	128758321	128758721	+	1000	40.0	[11.148683, 7.286461]	[99, 145]	[]	[]	[128758515, 128758561]	[]
156_1079	chr15	58249629	58250029	+	1000	167.0	[7.392081]	[89]	[8.230114]	[130]	[58249810]	[58249851]
156_10793	chr4	174658308	174658708	+	1000	40.0	[8.230114]	[116]	[]	[]	[174658494]	[]
156_10797	chr5	10250006	10250406	+	1000	40.0	[]	[]	[7.696181]	[134]	[]	[10250196]
156_10808	chr5	76662531	76662931	+	1000	40.0	[]	[]	[11.148683]	[94]	[]	[76662703]
156_10810	chr5	97141562	97141962	+	558	40.0	[]	[]	[11.148683]	[90]	[]	[97141734]
156_10819	chr5	173326722	173327122	+	820	40.0	[]	[]	[8.203644]	[126]	[]	[173326947]
156_10822	chr5	180669180	180669580	+	1000	40.0	[12.392342]	[150]	[]	[]	[180669386]	[]
156_10834	chr6	33909703	33910103	+	1000	40.0	[11.148683, 11.148683]	[123, 180]	[]	[]	[33909888, 33909945]	[]
156_10841	chr6	49743449	49743849	+	1000	40.0	[8.04971]	[116]	[]	[]	[49743644]	[]
156_10844	chr6	104956803	104957203	+	1000	40.0	[]	[]	[7.696181]	[138]	[]	[104957025]
156_10846	chr6	110874618	110875018	+	1000	40.0	[7.3065944]	[112]	[7.464151]	[93]	[110874825]	[110874806]
156_10847	chr6	117714256	117714656	+	1000	40.0	[8.230114, 8.230114]	[70, 99]	[]	[]	[117714420, 117714449]	[]
156_10849	chr6	134198091	134198491	+	976	40.0	[]	[]	[7.392081]	[144]	[]	[134198283]
156_10851	chr6	136761600	136762000	+	1000	40.0	[]	[]	[7.392081]	[124]	[]	[136761808]
156_10852	chr6	137867536	137867936	+	1000	40.0	[]	[]	[7.392081]	[146]	[]	[137867781]
156_10858	chr6	163572515	163572915	+	1000	40.0	[8.230114]	[76]	[]	[]	[163572688]	[]
156_10863	chr7	42922338	42922738	+	959	40.0	[]	[]	[11.148683]	[117]	[]	[42922552]
156_10864	chr7	65301022	65301422	+	1000	40.0	[11.148683]	[95]	[]	[]	[65301215]	[]
156_10867	chr7	105269466	105269866	+	1000	40.0	[]	[]	[7.392081, 11.148683]	[96, 172]	[]	[105269635, 105269711]
156_10878	chr7	151111865	151112265	+	1000	40.0	[8.230114, 11.148683]	[79, 100]	[]	[]	[151112034, 151112055]	[]
156_1088	chr1	246214919	246215319	+	1000	166.0	[12.392342]	[95]	[]	[]	[246215111]	[]
156_10883	chr8	42843164	42843564	+	1000	40.0	[]	[]	[9.473773]	[124]	[]	[42843363]
156_10885	chr8	67066245	67066645	+	1000	40.0	[7.3065944]	[150]	[]	[]	[67066484]	[]
156_1089	chr13	28408512	28408912	+	1000	166.0	[7.74083]	[132]	[11.148683]	[111]	[28408739]	[28408718]
156_10896	chr9	108049042	108049442	+	905	40.0	[]	[]	[7.842722]	[93]	[]	[108049235]
156_10902	chr9	126438732	126439132	+	1000	40.0	[11.148683]	[57]	[]	[]	[126438884]	[]
156_1091	chr2	15556306	15556706	+	1000	166.0	[]	[]	[11.148683, 7.74083]	[111, 122]	[]	[15556517, 15556528]
156_10910	chrX	40273265	40273665	+	1000	40.0	[8.230114]	[77]	[]	[]	[40273425]	[]
156_10912	chrX	48787793	48788193	+	997	40.0	[]	[]	[8.230114]	[90]	[]	[48787968]
156_10914	chrX	49862091	49862491	+	1000	40.0	[]	[]	[7.3065944, 11.148683]	[103, 108]	[]	[49862281, 49862286]
156_1092	chr21	35106218	35106618	+	1000	166.0	[]	[]	[11.148683, 11.148683]	[98, 126]	[]	[35106409, 35106437]
156_10922	chr1	19861098	19861498	+	1000	39.0	[]	[]	[9.473773]	[200]	[]	[19861345]
156_10924	chr1	24018807	24019207	+	1000	39.0	[]	[]	[11.148683]	[137]	[]	[24019034]
156_10930	chr1	39178932	39179332	+	577	39.0	[11.148683]	[85]	[]	[]	[39179114]	[]
156_10945	chr1	95084495	95084895	+	1000	39.0	[11.148683]	[192]	[8.04971]	[179]	[95084739]	[95084726]
156_10951	chr1	112583447	112583847	+	1000	39.0	[8.230114]	[140]	[]	[]	[112583634]	[]
156_10963	chr1	167936429	167936829	+	1000	39.0	[7.3913875]	[214]	[]	[]	[167936674]	[]
156_10965	chr1	173917092	173917492	+	1000	39.0	[12.392342]	[86]	[]	[]	[173917265]	[]
156_10967	chr1	192805760	192806160	+	888	39.0	[7.392081, 12.392342]	[79, 101]	[]	[]	[192805914, 192805936]	[]
156_10969	chr1	204971927	204972327	+	1000	39.0	[]	[]	[8.230114]	[95]	[]	[204972097]
156_10977	chr1	221612143	221612543	+	1000	39.0	[]	[]	[11.148683, 11.148683]	[107, 148]	[]	[221612332, 221612373]
156_10983	chr1	230145908	230146308	+	1000	39.0	[8.203644]	[142]	[]	[]	[230146062]	[]
156_10984	chr1	235045023	235045423	+	1000	39.0	[7.392081, 7.286461]	[106, 135]	[]	[]	[235045225, 235045254]	[]
156_10987	chr1	243264768	243265168	+	1000	39.0	[12.392342]	[144]	[]	[]	[243264992]	[]
156_10989	chr10	7383449	7383849	+	1000	39.0	[]	[]	[11.148683]	[116]	[]	[7383659]
156_10992	chr10	43389878	43390278	+	1000	39.0	[11.148683, 7.3913875]	[82, 119]	[]	[]	[43390058, 43390095]	[]
156_10999	chr10	61284210	61284610	+	1000	39.0	[]	[]	[11.148683]	[77]	[]	[61284376]
156_11008	chr10	94239721	94240121	+	1000	39.0	[8.230114]	[103]	[]	[]	[94239907]	[]
156_11009	chr10	101535956	101536356	+	1000	39.0	[8.635739]	[129]	[]	[]	[101536182]	[]
156_11010	chr10	107025666	107026066	+	1000	39.0	[]	[]	[11.148683]	[162]	[]	[107025909]
156_11011	chr10	111087403	111087803	+	600	39.0	[7.286461]	[185]	[8.230114]	[175]	[111087630]	[111087620]
156_11014	chr11	5171864	5172264	+	1000	39.0	[]	[]	[7.3913875]	[130]	[]	[5172065]
156_11047	chr12	120529095	120529495	+	884	39.0	[7.392081]	[131]	[]	[]	[120529266]	[]
156_1105	chr9	135951949	135952349	+	1000	166.0	[]	[]	[11.148683]	[148]	[]	[135952181]
156_11053	chr13	30504115	30504515	+	1000	39.0	[11.148683, 8.635739]	[104, 172]	[7.392081]	[170]	[30504284, 30504352]	[30504350]
156_11065	chr15	27454162	27454562	+	1000	39.0	[11.148683]	[103]	[7.286461]	[134]	[27454345]	[27454376]
156_1108	chr11	59968006	59968406	+	1000	165.0	[7.392081]	[102]	[]	[]	[59968206]	[]
156_11084	chr15	96525023	96525423	+	723	39.0	[11.148683]	[127]	[8.230114]	[110]	[96525229]	[96525212]
156_11090	chr16	29622750	29623150	+	1000	39.0	[]	[]	[11.148683]	[143]	[]	[29622985]
156_11094	chr16	46742797	46743197	+	1000	39.0	[11.148683]	[105]	[]	[]	[46742999]	[]
156_11095	chr16	54927117	54927517	+	1000	39.0	[8.230114]	[98]	[]	[]	[54927314]	[]
156_11103	chr16	87376659	87377059	+	1000	39.0	[8.230114]	[101]	[]	[]	[87376840]	[]
156_11115	chr17	39979855	39980255	+	1000	39.0	[11.148683]	[142]	[]	[]	[39980079]	[]
156_1113	chr6	88171332	88171732	+	1000	165.0	[7.392081, 7.392081]	[60, 112]	[8.635739]	[58]	[88171488, 88171540]	[88171486]
156_11131	chr18	9913075	9913475	+	1000	39.0	[11.148683]	[130]	[]	[]	[9913258]	[]
156_11134	chr18	35042342	35042742	+	1000	39.0	[]	[]	[11.148683, 8.230114]	[125, 156]	[]	[35042513, 35042544]
156_11138	chr18	54806011	54806411	+	1000	39.0	[]	[]	[11.148683]	[116]	[]	[54806204]
