#PeakID(python identify_motif.py ./ENCODE_processed_files/TEAD1_idr.fa TEAD1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
682_10520	chr22	19641368	19641768	+	1000	46.0	[10.451979]	[127]	[]	[]	[19641585]	[]
682_10521	chr22	21104133	21104533	+	1000	46.0	[]	[]	[8.396125]	[110]	[]	[21104341]
682_10523	chr22	21776798	21777198	+	1000	46.0	[8.396125]	[201]	[8.396125]	[199]	[21777043]	[21777041]
682_10524	chr22	21843068	21843468	+	1000	46.0	[8.396125]	[138]	[10.451979]	[113]	[21843247]	[21843222]
682_10526	chr22	22574359	22574759	+	1000	46.0	[8.396125]	[129]	[10.451979]	[142]	[22574537]	[22574550]
682_1053	chr6	157515068	157515468	+	1000	113.5	[]	[]	[10.451979]	[176]	[]	[157515270]
682_10533	chr22	23008606	23009006	+	1000	46.0	[]	[]	[10.451979]	[180]	[]	[23008855]
682_10535	chr22	23195920	23196320	+	1000	46.0	[6.8707166]	[92]	[]	[]	[23196100]	[]
682_10537	chr22	23272057	23272457	+	1000	46.0	[]	[]	[8.396125]	[114]	[]	[23272243]
682_1054	chr8	130193859	130194259	+	1000	113.5	[8.53598]	[136]	[]	[]	[130194086]	[]
682_10541	chr3	14251414	14251814	+	974	46.0	[8.396125]	[124]	[]	[]	[14251577]	[]
682_10542	chr3	15364123	15364523	+	1000	46.0	[]	[]	[10.451979]	[107]	[]	[15364276]
682_10547	chr3	36954857	36955257	+	1000	46.0	[8.786715]	[155]	[]	[]	[36955064]	[]
682_1055	chr9	97051773	97052173	+	1000	113.5	[]	[]	[10.451979]	[128]	[]	[97051995]
682_10554	chr3	66394870	66395270	+	1000	46.0	[10.451979]	[80]	[]	[]	[66395044]	[]
682_10555	chr3	141359338	141359738	+	1000	46.0	[8.53598]	[150]	[8.53598]	[189]	[141359550]	[141359589]
682_10563	chr3	195259551	195259951	+	1000	46.0	[8.396125]	[197]	[]	[]	[195259755]	[]
682_10566	chr4	49108538	49108938	+	1000	46.0	[10.451979, 10.451979, 10.451979, 10.451979, 10.451979, 10.451979, 10.451979, 8.53598, 10.451979, 10.451979, 10.451979]	[71, 96, 101, 106, 111, 121, 126, 136, 146, 151, 156]	[]	[]	[49108692, 49108717, 49108722, 49108727, 49108732, 49108742, 49108747, 49108757, 49108767, 49108772, 49108777]	[]
682_10571	chr5	5651688	5652088	+	1000	46.0	[]	[]	[8.53598]	[90]	[]	[5651878]
682_10586	chr6	28137612	28138012	+	988	46.0	[]	[]	[8.396125]	[165]	[]	[28137786]
682_10587	chr6	28709581	28709981	+	835	46.0	[8.53598]	[110]	[]	[]	[28709789]	[]
682_10588	chr6	41961668	41962068	+	1000	46.0	[8.53598]	[133]	[]	[]	[41961896]	[]
682_10598	chr6	161033602	161034002	+	1000	46.0	[8.53598]	[137]	[]	[]	[161033775]	[]
682_10599	chr6	167856986	167857386	+	1000	46.0	[8.396125]	[73]	[6.8707166]	[92]	[167857146]	[167857165]
682_1060	chr18	23540857	23541257	+	1000	113.0	[8.786715]	[115]	[]	[]	[23541063]	[]
682_10608	chr7	106482040	106482440	+	1000	46.0	[8.53598]	[112]	[]	[]	[106482234]	[]
682_10610	chr7	106656004	106656404	+	1000	46.0	[8.396125]	[72]	[]	[]	[106656165]	[]
682_10614	chr7	134316017	134316417	+	1000	46.0	[]	[]	[6.8707166]	[143]	[]	[134316180]
682_10615	chr7	135659335	135659735	+	1000	46.0	[]	[]	[6.8707166]	[110]	[]	[135659488]
682_10619	chr7	153401877	153402277	+	1000	46.0	[10.451979]	[90]	[]	[]	[153402028]	[]
682_10620	chr7	156920631	156921031	+	1000	46.0	[]	[]	[6.8707166]	[71]	[]	[156920798]
682_10622	chr8	27315299	27315699	+	1000	46.0	[8.53598]	[151]	[]	[]	[27315516]	[]
682_10623	chr8	37135493	37135893	+	1000	46.0	[8.396125]	[107]	[]	[]	[37135688]	[]
682_10624	chr8	38003811	38004211	+	1000	46.0	[]	[]	[10.451979]	[99]	[]	[38003998]
682_10628	chr8	95101519	95101919	+	1000	46.0	[10.451979]	[110]	[]	[]	[95101726]	[]
682_1063	chr6	137162866	137163266	+	1000	113.0	[10.451979]	[98]	[]	[]	[137163062]	[]
682_10630	chr8	107305883	107306283	+	1000	46.0	[]	[]	[8.53598]	[149]	[]	[107306095]
682_10639	chr9	98851215	98851615	+	1000	46.0	[8.53598]	[162]	[]	[]	[98851381]	[]
682_10645	chr9	128696891	128697291	+	1000	46.0	[]	[]	[10.451979]	[195]	[]	[128697108]
682_10652	chr9	131191370	131191770	+	1000	46.0	[]	[]	[8.53598]	[113]	[]	[131191563]
682_10657	chrX	49167254	49167654	+	1000	46.0	[]	[]	[10.451979]	[143]	[]	[49167481]
682_10665	chr1	21027735	21028135	+	1000	45.5	[]	[]	[6.8707166, 8.396125]	[99, 176]	[]	[21027888, 21027965]
682_10667	chr1	24878786	24879186	+	1000	45.5	[8.396125]	[149]	[]	[]	[24878994]	[]
682_10672	chr1	27607231	27607631	+	1000	45.5	[10.451979]	[95]	[]	[]	[27607412]	[]
682_10673	chr1	28352094	28352494	+	1000	45.5	[10.451979]	[237]	[8.396125]	[224]	[28352343]	[28352330]
682_10680	chr1	89823606	89824006	+	1000	45.5	[]	[]	[6.8707166]	[165]	[]	[89823846]
682_10685	chr1	115977463	115977863	+	1000	45.5	[10.451979]	[147]	[]	[]	[115977682]	[]
682_10687	chr1	143254036	143254436	+	1000	45.5	[8.396125]	[51]	[]	[]	[143254187]	[]
682_1069	chr15	74546088	74546488	+	1000	112.5	[8.786715]	[113]	[]	[]	[74546282]	[]
682_10702	chr1	234873546	234873946	+	1000	45.5	[8.786715]	[203]	[]	[]	[234873762]	[]
682_10706	chr1	247357013	247357413	+	1000	45.5	[]	[]	[10.451979]	[134]	[]	[247357236]
682_10719	chr10	103918385	103918785	+	1000	45.5	[8.396125]	[112]	[]	[]	[103918586]	[]
682_10724	chr11	57735682	57736082	+	1000	45.5	[8.53598]	[100]	[]	[]	[57735845]	[]
682_10727	chr11	65455304	65455704	+	999	45.5	[]	[]	[8.53598]	[183]	[]	[65455507]
682_1073	chr21	14270970	14271370	+	1000	112.5	[10.451979]	[95]	[8.786715]	[67]	[14271157]	[14271129]
682_10733	chr11	119323493	119323893	+	832	45.5	[]	[]	[8.396125]	[96]	[]	[119323682]
682_10737	chr12	46476210	46476610	+	1000	45.5	[]	[]	[8.396125, 8.786715]	[158, 169]	[]	[46476419, 46476430]
682_10738	chr12	50614171	50614571	+	1000	45.5	[10.451979]	[159]	[]	[]	[50614401]	[]
682_1075	chr4	74682700	74683100	+	1000	112.5	[8.786715]	[101]	[10.451979]	[87]	[74682896]	[74682882]
682_10750	chr12	124829297	124829697	+	1000	45.5	[8.396125, 10.451979]	[106, 174]	[]	[]	[124829467, 124829535]	[]
682_10753	chr13	17115156	17115556	+	1000	45.5	[8.53598]	[63]	[]	[]	[17115318]	[]
682_10757	chr13	107943191	107943591	+	1000	45.5	[8.786715]	[174]	[]	[]	[107943390]	[]
682_10758	chr14	75442633	75443033	+	1000	45.5	[]	[]	[10.451979]	[104]	[]	[75442832]
682_1076	chr4	184339677	184340077	+	1000	112.5	[]	[]	[8.53598, 10.451979]	[64, 82]	[]	[184339841, 184339859]
682_10760	chr15	40108844	40109244	+	1000	45.5	[8.396125]	[121]	[]	[]	[40109050]	[]
682_10763	chr15	51652075	51652475	+	1000	45.5	[8.396125]	[85]	[]	[]	[51652251]	[]
682_10766	chr15	75831410	75831810	+	1000	45.5	[10.451979]	[114]	[]	[]	[75831581]	[]
682_10769	chr16	405710	406110	+	1000	45.5	[10.451979]	[116]	[]	[]	[405900]	[]
682_10778	chr16	46651327	46651727	+	1000	45.5	[8.53598]	[164]	[]	[]	[46651555]	[]
682_10780	chr16	48381167	48381567	+	1000	45.5	[10.451979]	[141]	[]	[]	[48381394]	[]
682_10781	chr16	50712461	50712861	+	1000	45.5	[]	[]	[10.451979]	[90]	[]	[50712645]
682_10782	chr16	68782703	68783103	+	763	45.5	[]	[]	[8.53598]	[133]	[]	[68782921]
682_10796	chr17	66345858	66346258	+	1000	45.5	[8.53598]	[106]	[]	[]	[66346037]	[]
682_10805	chr19	3185655	3186055	+	1000	45.5	[8.396125]	[97]	[]	[]	[3185838]	[]
682_10806	chr19	6603932	6604332	+	1000	45.5	[8.396125]	[130]	[]	[]	[6604154]	[]
682_10815	chr19	48835753	48836153	+	1000	45.5	[6.8707166]	[164]	[]	[]	[48835995]	[]
682_10817	chr19	56186884	56187284	+	1000	45.5	[]	[]	[10.451979]	[115]	[]	[56187075]
682_1082	chr12	127157551	127157951	+	1000	112.0	[10.451979]	[130]	[]	[]	[127157760]	[]
682_10820	chr2	28155595	28155995	+	1000	45.5	[8.786715]	[125]	[]	[]	[28155794]	[]
682_10823	chr2	61929006	61929406	+	1000	45.5	[]	[]	[8.53598, 8.53598]	[129, 179]	[]	[61929200, 61929250]
682_10826	chr2	74992055	74992455	+	1000	45.5	[]	[]	[10.451979]	[117]	[]	[74992262]
682_1083	chr2	68420233	68420633	+	1000	112.0	[8.786715]	[165]	[]	[]	[68420471]	[]
682_10832	chr2	157453851	157454251	+	1000	45.5	[]	[]	[8.53598, 10.451979]	[104, 152]	[]	[157454017, 157454065]
682_10834	chr2	174059351	174059751	+	1000	45.5	[6.8707166]	[98]	[]	[]	[174059539]	[]
682_10839	chr2	208037538	208037938	+	1000	45.5	[6.8707166]	[69]	[]	[]	[208037697]	[]
682_1084	chr22	22728071	22728471	+	1000	112.0	[]	[]	[8.396125]	[75]	[]	[22728235]
682_10844	chr20	52446861	52447261	+	1000	45.5	[10.451979]	[120]	[]	[]	[52447064]	[]
682_10846	chr20	63214455	63214855	+	1000	45.5	[8.53598]	[116]	[]	[]	[63214663]	[]
682_10848	chr21	34030172	34030572	+	1000	45.5	[]	[]	[8.396125]	[106]	[]	[34030352]
682_10849	chr21	34361823	34362223	+	987	45.5	[]	[]	[8.396125]	[143]	[]	[34362045]
682_10859	chr22	22826145	22826545	+	1000	45.5	[8.396125]	[207]	[]	[]	[22826355]	[]
682_10864	chr22	39774018	39774418	+	1000	45.5	[8.53598]	[122]	[]	[]	[39774221]	[]
682_10866	chr3	5565010	5565410	+	1000	45.5	[8.53598]	[124]	[8.53598]	[115]	[5565201]	[5565192]
682_10867	chr3	9643478	9643878	+	1000	45.5	[]	[]	[8.53598]	[112]	[]	[9643686]
682_10868	chr3	15403960	15404360	+	1000	45.5	[8.53598]	[114]	[10.451979]	[87]	[15404142]	[15404115]
682_10877	chr3	57952134	57952534	+	1000	45.5	[8.53598]	[149]	[]	[]	[57952343]	[]
682_1088	chr1	14817228	14817628	+	1000	111.5	[6.8707166]	[62]	[]	[]	[14817383]	[]
682_10884	chr3	151898565	151898965	+	1000	45.5	[10.451979]	[90]	[]	[]	[151898745]	[]
682_1089	chr1	202532169	202532569	+	1000	111.5	[]	[]	[8.53598, 10.451979]	[122, 141]	[]	[202532375, 202532394]
682_10890	chr4	38002619	38003019	+	1000	45.5	[8.786715]	[170]	[]	[]	[38002821]	[]
682_10898	chr5	10311532	10311932	+	1000	45.5	[]	[]	[8.396125]	[104]	[]	[10311716]
682_1090	chr10	23438818	23439218	+	1000	111.5	[10.451979]	[94]	[]	[]	[23439006]	[]
682_10911	chr5	170331156	170331556	+	1000	45.5	[8.396125]	[140]	[8.786715]	[124]	[170331382]	[170331366]
682_10922	chr6	28349772	28350172	+	1000	45.5	[]	[]	[6.8707166]	[102]	[]	[28349968]
682_10938	chr7	23597006	23597406	+	1000	45.5	[]	[]	[8.786715]	[89]	[]	[23597180]
682_10942	chr7	71989825	71990225	+	1000	45.5	[10.451979, 8.53598]	[128, 147]	[]	[]	[71990035, 71990054]	[]
682_10945	chr7	106866557	106866957	+	1000	45.5	[8.396125, 8.396125]	[97, 153]	[8.53598]	[85]	[106866739, 106866795]	[106866727]
682_10948	chr7	128863352	128863752	+	1000	45.5	[]	[]	[8.396125]	[186]	[]	[128863552]
682_10952	chr7	143205904	143206304	+	1000	45.5	[10.451979]	[102]	[]	[]	[143206099]	[]
682_10953	chr7	149494662	149495062	+	1000	45.5	[8.786715]	[59]	[]	[]	[149494818]	[]
682_10957	chr8	12148776	12149176	+	1000	45.5	[]	[]	[10.451979]	[143]	[]	[12149005]
682_10964	chr8	123178694	123179094	+	1000	45.5	[]	[]	[8.786715]	[119]	[]	[123178883]
682_10965	chr8	123450972	123451372	+	1000	45.5	[8.53598]	[236]	[]	[]	[123451124]	[]
682_10993	chr1	25413292	25413692	+	1000	45.0	[8.53598]	[150]	[8.396125]	[141]	[25413538]	[25413529]
682_11008	chr1	70220058	70220458	+	1000	45.0	[]	[]	[10.451979]	[85]	[]	[70220238]
682_11011	chr1	89902197	89902597	+	1000	45.0	[8.53598]	[108]	[]	[]	[89902389]	[]
682_11014	chr1	117367017	117367417	+	1000	45.0	[]	[]	[10.451979]	[92]	[]	[117367179]
682_11018	chr1	174157478	174157878	+	1000	45.0	[]	[]	[8.53598]	[141]	[]	[174157673]
682_11022	chr1	224182801	224183201	+	1000	45.0	[10.451979]	[76]	[]	[]	[224182972]	[]
682_11023	chr1	224434677	224435077	+	1000	45.0	[]	[]	[8.786715]	[108]	[]	[224434862]
682_1103	chr19	51807112	51807512	+	1000	111.0	[8.53598]	[66]	[]	[]	[51807270]	[]
682_11037	chr10	71795229	71795629	+	1000	45.0	[8.396125]	[61]	[]	[]	[71795386]	[]
682_11044	chr10	110304899	110305299	+	1000	45.0	[]	[]	[10.451979, 8.396125]	[146, 179]	[]	[110305101, 110305134]
682_11050	chr11	61639756	61640156	+	757	45.0	[10.451979, 8.53598]	[145, 163]	[]	[]	[61639989, 61640007]	[]
682_11069	chr12	56360451	56360851	+	1000	45.0	[]	[]	[10.451979]	[126]	[]	[56360632]
682_11071	chr12	79964141	79964541	+	1000	45.0	[]	[]	[8.53598]	[122]	[]	[79964325]
682_11075	chr12	113416185	113416585	+	1000	45.0	[]	[]	[8.53598]	[118]	[]	[113416384]
682_11076	chr13	91398171	91398571	+	1000	45.0	[8.53598]	[174]	[]	[]	[91398385]	[]
682_1108	chr1	28172657	28173057	+	1000	110.5	[10.451979]	[78]	[]	[]	[28172809]	[]
682_1109	chr1	123926133	123926533	+	1000	110.5	[]	[]	[8.396125]	[156]	[]	[123926369]
682_11092	chr15	74889743	74890143	+	863	45.0	[]	[]	[8.53598]	[152]	[]	[74889901]
682_11097	chr16	88526107	88526507	+	1000	45.0	[8.53598]	[141]	[]	[]	[88526334]	[]
682_11101	chr17	19448817	19449217	+	1000	45.0	[8.53598, 10.451979]	[89, 109]	[]	[]	[19449004, 19449024]	[]
682_11106	chr17	50482512	50482912	+	1000	45.0	[]	[]	[10.451979]	[138]	[]	[50482745]
682_11109	chr17	82339135	82339535	+	1000	45.0	[10.451979]	[116]	[]	[]	[82339341]	[]
682_11112	chr18	48962230	48962630	+	1000	45.0	[]	[]	[8.53598, 10.451979]	[62, 81]	[]	[48962387, 48962406]
682_1113	chr20	5634886	5635286	+	1000	110.5	[10.451979]	[103]	[]	[]	[5635074]	[]
682_11143	chr2	100921655	100922055	+	1000	45.0	[8.396125]	[102]	[]	[]	[100921812]	[]
682_11144	chr2	112607670	112608070	+	1000	45.0	[10.451979]	[182]	[8.396125]	[110]	[112607915]	[112607843]
682_11155	chr20	5763361	5763761	+	1000	45.0	[6.8707166]	[193]	[]	[]	[5763603]	[]
682_1116	chr6	26205897	26206297	+	1000	110.5	[10.451979]	[97]	[]	[]	[26206079]	[]
682_11169	chr22	21596638	21597038	+	1000	45.0	[8.53598]	[176]	[]	[]	[21596882]	[]
682_11181	chr22	23174984	23175384	+	1000	45.0	[]	[]	[8.53598]	[140]	[]	[23175209]
682_1119	chr12	57846898	57847298	+	1000	110.0	[10.451979]	[110]	[]	[]	[57847099]	[]
