#PeakID(python identify_motif.py ./ENCODE_processed_files/E2F8_idr.fa E2F8 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
672_10358	chr19	5622558	5622958	+	1000	42.0	[]	[]	[5.3693943]	[65]	[]	[5622722]
672_10363	chr19	18436829	18437229	+	1000	42.0	[]	[]	[5.9620867]	[147]	[]	[18437068]
672_10367	chr19	40529142	40529542	+	1000	42.0	[]	[]	[6.7763777]	[88]	[]	[40529307]
672_10376	chr2	151828536	151828936	+	1000	42.0	[]	[]	[7.4791293]	[122]	[]	[151828709]
672_10381	chr2	178480235	178480635	+	1000	42.0	[]	[]	[8.420836]	[157]	[]	[178480431]
672_1039	chr2	55617591	55617991	+	1000	118.5	[6.878043]	[75]	[]	[]	[55617759]	[]
672_10409	chr3	32510099	32510499	+	1000	42.0	[4.510861]	[138]	[]	[]	[32510305]	[]
672_10412	chr3	43691398	43691798	+	1000	42.0	[8.389559, 10.321585]	[206, 223]	[]	[]	[43691622, 43691639]	[]
672_10417	chr3	131026493	131026893	+	1000	42.0	[6.2494383]	[72]	[]	[]	[131026656]	[]
672_10443	chr5	87267367	87267767	+	1000	42.0	[]	[]	[11.966098]	[208]	[]	[87267589]
672_10444	chr5	90529968	90530368	+	1000	42.0	[5.341686]	[154]	[]	[]	[90530153]	[]
672_10448	chr5	134411737	134412137	+	1000	42.0	[]	[]	[5.150593, 4.1053176]	[59, 85]	[]	[134411892, 134411918]
672_10449	chr5	141618071	141618471	+	1000	42.0	[9.422651]	[150]	[]	[]	[141618314]	[]
672_10453	chr6	6687175	6687575	+	1000	42.0	[]	[]	[7.938021]	[148]	[]	[6687396]
672_10457	chr6	25910262	25910662	+	1000	42.0	[6.20682]	[77]	[]	[]	[25910417]	[]
672_10467	chr6	149128501	149128901	+	1000	42.0	[5.8180404]	[89]	[]	[]	[149128680]	[]
672_1047	chr19	42242546	42242946	+	1000	118.0	[4.807036, 10.284324, 7.6940393]	[108, 121, 147]	[]	[]	[42242729, 42242742, 42242768]	[]
672_10496	chr8	144095877	144096277	+	1000	42.0	[]	[]	[8.714167, 5.973598]	[175, 179]	[]	[144096109, 144096113]
672_105	chr11	64269897	64270297	+	1000	387.0	[]	[]	[5.973598]	[89]	[]	[64270082]
672_1052	chr6	28252063	28252463	+	1000	118.0	[5.8079667]	[93]	[]	[]	[28252252]	[]
672_10532	chr1	36420780	36421180	+	1000	41.5	[6.660889]	[197]	[]	[]	[36421007]	[]
672_1055	chr1	45687962	45688362	+	1000	117.5	[4.4222717]	[125]	[]	[]	[45688183]	[]
672_1056	chr15	42273242	42273642	+	1000	117.5	[4.5198274]	[140]	[5.9337635]	[111]	[42273477]	[42273448]
672_10562	chr10	18659011	18659411	+	1000	41.5	[]	[]	[8.714167]	[133]	[]	[18659172]
672_10564	chr10	25016837	25017237	+	1000	41.5	[]	[]	[9.422651]	[134]	[]	[25017020]
672_10567	chr10	38528505	38528905	+	1000	41.5	[5.341686]	[184]	[]	[]	[38528697]	[]
672_1057	chr19	2783195	2783595	+	1000	117.5	[12.014641]	[137]	[]	[]	[2783408]	[]
672_10571	chr10	68406844	68407244	+	1000	41.5	[]	[]	[6.588517]	[119]	[]	[68407045]
672_10574	chr10	71815466	71815866	+	1000	41.5	[6.168903]	[189]	[]	[]	[71815699]	[]
672_10576	chr10	73591188	73591588	+	1000	41.5	[6.1707196]	[131]	[]	[]	[73591382]	[]
672_10579	chr10	101818286	101818686	+	1000	41.5	[6.1050744]	[170]	[5.814468]	[128]	[101818535]	[101818493]
672_10592	chr11	67353244	67353644	+	601	41.5	[4.5527005, 8.021578, 4.3465433]	[132, 194, 196]	[]	[]	[67353399, 67353461, 67353463]	[]
672_10594	chr11	78574530	78574930	+	1000	41.5	[]	[]	[4.9544487]	[228]	[]	[78574765]
672_10599	chr11	119334148	119334548	+	1000	41.5	[]	[]	[9.985537, 4.132694]	[91, 109]	[]	[119334326, 119334344]
672_1061	chr3	39406652	39407052	+	1000	117.5	[]	[]	[11.966098]	[219]	[]	[39406875]
672_10619	chr14	75069080	75069480	+	1000	41.5	[]	[]	[12.180272]	[108]	[]	[75069263]
672_1062	chr3	196568373	196568773	+	1000	117.5	[]	[]	[7.0106807, 4.293559]	[54, 89]	[]	[196568524, 196568559]
672_10620	chr14	77799947	77800347	+	1000	41.5	[5.9156203]	[87]	[6.9744096]	[69]	[77800132]	[77800114]
672_10625	chr15	65862611	65863011	+	1000	41.5	[5.2780786]	[164]	[]	[]	[65862849]	[]
672_1063	chr8	37849725	37850125	+	1000	117.5	[]	[]	[10.157871, 4.68609, 6.0410166]	[75, 105, 123]	[]	[37849895, 37849925, 37849943]
672_10633	chr16	80540683	80541083	+	1000	41.5	[]	[]	[4.113575]	[141]	[]	[80540872]
672_1064	chr9	97938079	97938479	+	1000	117.5	[]	[]	[12.466178]	[85]	[]	[97938264]
672_10652	chr17	81222833	81223233	+	1000	41.5	[]	[]	[4.280045]	[114]	[]	[81223013]
672_10667	chr19	21141862	21142262	+	1000	41.5	[]	[]	[4.351366]	[166]	[]	[21142041]
672_1067	chr1	110339046	110339446	+	1000	117.0	[8.68729]	[99]	[]	[]	[110339233]	[]
672_10686	chr2	120012741	120013141	+	1000	41.5	[]	[]	[5.729256, 5.341686]	[125, 156]	[]	[120012920, 120012951]
672_10687	chr2	120223024	120223424	+	1000	41.5	[]	[]	[4.811887]	[168]	[]	[120223247]
672_10696	chr20	31560052	31560452	+	1000	41.5	[]	[]	[4.4115458]	[113]	[]	[31560248]
672_10697	chr20	31569537	31569937	+	941	41.5	[]	[]	[5.341686]	[125]	[]	[31569749]
672_10698	chr20	33419212	33419612	+	1000	41.5	[4.0829234, 6.9420266]	[132, 175]	[]	[]	[33419381, 33419424]	[]
672_107	chr2	47782955	47783355	+	1000	385.5	[]	[]	[5.973598, 18.581537]	[81, 93]	[]	[47783136, 47783148]
672_1070	chr6	26204277	26204677	+	1000	117.0	[11.344301]	[95]	[]	[]	[26204457]	[]
672_10719	chr3	98593503	98593903	+	1000	41.5	[12.377394, 11.966098]	[84, 152]	[]	[]	[98593656, 98593724]	[]
672_1072	chr6	30571253	30571653	+	1000	117.0	[]	[]	[8.550409]	[99]	[]	[30571424]
672_10722	chr3	167735553	167735953	+	1000	41.5	[5.014556]	[78]	[8.420836]	[76]	[167735727]	[167735725]
672_10725	chr4	1167120	1167520	+	1000	41.5	[4.576515]	[177]	[]	[]	[1167366]	[]
672_10727	chr4	38662034	38662434	+	1000	41.5	[]	[]	[10.028326]	[61]	[]	[38662187]
672_10730	chr4	55395610	55396010	+	1000	41.5	[6.463767]	[104]	[]	[]	[55395796]	[]
672_10731	chr4	70704340	70704740	+	1000	41.5	[8.732932]	[134]	[]	[]	[70704542]	[]
672_10732	chr4	74445057	74445457	+	1000	41.5	[7.198974]	[167]	[3.9392138]	[165]	[74445278]	[74445276]
672_10733	chr4	98929410	98929810	+	1000	41.5	[]	[]	[8.517044]	[181]	[]	[98929616]
672_10737	chr5	55712099	55712499	+	1000	41.5	[5.844951]	[184]	[]	[]	[55712349]	[]
672_1074	chrX	15675176	15675576	+	1000	117.0	[14.637016]	[111]	[]	[]	[15675364]	[]
672_10744	chr5	141968989	141969389	+	1000	41.5	[5.9156203]	[149]	[]	[]	[141969225]	[]
672_10759	chr6	26440218	26440618	+	1000	41.5	[]	[]	[5.2751875]	[148]	[]	[26440432]
672_10760	chr6	30626503	30626903	+	1000	41.5	[5.35176]	[137]	[]	[]	[30626730]	[]
672_10762	chr6	33771479	33771879	+	1000	41.5	[4.1053176]	[115]	[10.933005]	[149]	[33771670]	[33771704]
672_10767	chr6	41941098	41941498	+	1000	41.5	[5.9865637, 4.282936]	[73, 94]	[]	[]	[41941254, 41941275]	[]
672_10772	chr6	125858720	125859120	+	1000	41.5	[6.1707196]	[206]	[]	[]	[125858960]	[]
672_10779	chr7	73572781	73573181	+	1000	41.5	[7.0106807]	[183]	[]	[]	[73572973]	[]
672_10800	chr8	66613536	66613936	+	1000	41.5	[]	[]	[4.985858]	[147]	[]	[66613753]
672_10808	chr9	113340160	113340560	+	1000	41.5	[6.878043, 5.7321477]	[75, 150]	[]	[]	[113340328, 113340403]	[]
672_1081	chr11	6683158	6683558	+	1000	116.0	[6.1344213, 8.512184]	[72, 105]	[]	[]	[6683323, 6683356]	[]
672_10818	chrX	136880585	136880985	+	1000	41.5	[5.8079667]	[143]	[]	[]	[136880819]	[]
672_1082	chr12	66130566	66130966	+	1000	116.0	[5.2165003]	[145]	[]	[]	[66130801]	[]
672_10828	chr1	23743258	23743658	+	1000	41.0	[4.4050817]	[148]	[5.2621384]	[115]	[23743505]	[23743472]
672_1084	chr2	152718419	152718819	+	1000	116.0	[4.9451327]	[64]	[14.637016]	[101]	[152718579]	[152718616]
672_10842	chr1	95116778	95117178	+	1000	41.0	[5.35176]	[99]	[]	[]	[95116938]	[]
672_10844	chr1	117339942	117340342	+	1000	41.0	[6.1877255]	[88]	[]	[]	[117340115]	[]
672_10850	chr1	162397115	162397515	+	750	41.0	[11.923325]	[108]	[]	[]	[162397319]	[]
672_1087	chr4	17810566	17810966	+	1000	116.0	[]	[]	[4.526918, 5.9156203, 5.1376276]	[94, 112, 152]	[]	[17810735, 17810753, 17810793]
672_10872	chr10	42638323	42638723	+	1000	41.0	[5.3971543]	[232]	[]	[]	[42638573]	[]
672_10886	chr11	31815956	31816356	+	1000	41.0	[9.89509]	[77]	[]	[]	[31816130]	[]
672_10890	chr11	60913708	60914108	+	1000	41.0	[4.3985806]	[173]	[]	[]	[60913908]	[]
672_10895	chr11	65779943	65780343	+	1000	41.0	[]	[]	[4.5527005]	[214]	[]	[65780191]
672_109	chr5	177351499	177351899	+	1000	385.0	[5.9156203]	[122]	[]	[]	[177351715]	[]
672_10904	chr12	6613952	6614352	+	1000	41.0	[]	[]	[8.714167, 11.966098]	[168, 184]	[]	[6614176, 6614192]
672_10905	chr12	6965088	6965488	+	1000	41.0	[]	[]	[4.810372, 4.4086547]	[64, 128]	[]	[6965245, 6965309]
672_10919	chr12	133130048	133130448	+	1000	41.0	[]	[]	[5.8449793]	[130]	[]	[133130258]
672_10920	chr13	42174291	42174691	+	1000	41.0	[]	[]	[5.3179603]	[80]	[]	[42174467]
672_10923	chr14	90500771	90501171	+	1000	41.0	[5.9156203]	[121]	[5.4640827]	[117]	[90500986]	[90500982]
672_10925	chr15	34367448	34367848	+	1000	41.0	[4.0916147]	[126]	[]	[]	[34367599]	[]
672_1093	chr2	170928796	170929196	+	1000	115.5	[6.559143, 6.0838065]	[114, 164]	[]	[]	[170928966, 170929016]	[]
672_10930	chr15	45402125	45402525	+	1000	41.0	[]	[]	[6.585959]	[179]	[]	[45402342]
672_1094	chr22	21632649	21633049	+	1000	115.5	[5.341686]	[117]	[]	[]	[21632849]	[]
672_10942	chr17	63621798	63622198	+	1000	41.0	[5.9865637]	[90]	[]	[]	[63621954]	[]
672_1095	chr5	80654298	80654698	+	1000	115.5	[14.637016]	[152]	[5.211523]	[150]	[80654547]	[80654545]
672_10952	chr18	35041313	35041713	+	1000	41.0	[7.0106807]	[136]	[]	[]	[35041467]	[]
672_10953	chr19	917521	917921	+	1000	41.0	[6.1344485]	[105]	[10.193958]	[135]	[917672]	[917702]
672_10959	chr19	6460041	6460441	+	1000	41.0	[]	[]	[12.828931]	[136]	[]	[6460258]
672_1096	chr6	36423245	36423645	+	1000	115.5	[5.305839]	[56]	[]	[]	[36423397]	[]
672_10962	chr19	14439973	14440373	+	1000	41.0	[5.2881527]	[136]	[]	[]	[14440206]	[]
672_10972	chr19	46991143	46991543	+	1000	41.0	[4.2050653, 5.608702]	[61, 148]	[7.1122723]	[92]	[46991294, 46991381]	[46991325]
672_10986	chr2	70086045	70086445	+	1000	41.0	[]	[]	[4.514547]	[124]	[]	[70086210]
672_1099	chr9	121074655	121075055	+	1000	115.5	[6.9521008, 15.0096245]	[101, 113]	[5.4781313, 4.5327086]	[66, 80]	[121074847, 121074859]	[121074812, 121074826]
672_110	chr1	241847953	241848353	+	1000	384.0	[7.081441]	[91]	[]	[]	[241848135]	[]
672_1102	chr2	10122501	10122901	+	1000	115.0	[7.521902]	[104]	[]	[]	[10122699]	[]
672_11023	chr3	49007305	49007705	+	1000	41.0	[8.5358095]	[202]	[]	[]	[49007526]	[]
672_11029	chr3	139354648	139355048	+	1000	41.0	[11.923325]	[189]	[]	[]	[139354894]	[]
672_11030	chr3	153289465	153289865	+	1000	41.0	[8.517044]	[138]	[]	[]	[153289667]	[]
672_11033	chr3	183428468	183428868	+	1000	41.0	[]	[]	[4.6058893]	[127]	[]	[183428688]
672_11040	chr4	122152054	122152454	+	1000	41.0	[6.296517]	[89]	[]	[]	[122152237]	[]
672_11049	chr5	180293348	180293748	+	1000	41.0	[9.45645]	[105]	[]	[]	[180293530]	[]
672_11066	chr6	35728189	35728589	+	1000	41.0	[]	[]	[6.247292]	[71]	[]	[35728357]
672_11074	chr6	134195537	134195937	+	1000	41.0	[]	[]	[4.983821]	[128]	[]	[134195731]
672_1108	chr7	140924869	140925269	+	1000	115.0	[]	[]	[7.8513193]	[93]	[]	[140925061]
672_11087	chr7	100157191	100157591	+	1000	41.0	[]	[]	[11.933399]	[133]	[]	[100157393]
672_111	chr6	27145914	27146314	+	1000	384.0	[]	[]	[14.637016]	[115]	[]	[27146116]
672_11100	chr8	27362657	27363057	+	1000	41.0	[5.2751875]	[203]	[]	[]	[27362902]	[]
672_11107	chr9	26947004	26947404	+	1000	41.0	[5.0527864]	[127]	[]	[]	[26947155]	[]
672_11113	chr9	128947584	128947984	+	1000	41.0	[10.284324, 6.701682]	[167, 180]	[]	[]	[128947816, 128947829]	[]
672_11137	chr1	37487201	37487601	+	938	40.5	[5.2751875]	[144]	[]	[]	[37487423]	[]
672_1114	chr19	5720060	5720460	+	1000	114.5	[7.988879]	[111]	[]	[]	[5720231]	[]
672_11144	chr1	54272982	54273382	+	1000	40.5	[6.9847994]	[146]	[]	[]	[54273186]	[]
672_11149	chr1	111747223	111747623	+	1000	40.5	[5.2780786]	[59]	[]	[]	[111747380]	[]
672_11152	chr1	149885215	149885615	+	1000	40.5	[5.9770503]	[154]	[]	[]	[149885423]	[]
672_11154	chr1	156958243	156958643	+	1000	40.5	[5.8180404]	[153]	[]	[]	[156958435]	[]
672_11169	chr1	224392583	224392983	+	1000	40.5	[]	[]	[11.94209]	[98]	[]	[224392748]
672_1117	chr4	184734083	184734483	+	1000	114.5	[]	[]	[11.427858, 5.0479636]	[126, 151]	[]	[184734300, 184734325]
672_11173	chr1	247210658	247211058	+	1000	40.5	[8.527119]	[107]	[]	[]	[247210832]	[]
672_11175	chr10	11684754	11685154	+	1000	40.5	[]	[]	[12.79266]	[144]	[]	[11684993]
672_11176	chr10	13415753	13416153	+	1000	40.5	[]	[]	[11.923325]	[175]	[]	[13415949]
672_11179	chr10	72298049	72298449	+	1000	40.5	[]	[]	[4.1062136]	[134]	[]	[72298226]
672_1118	chr6	153002637	153003037	+	1000	114.5	[15.586553]	[107]	[9.389953]	[116]	[153002837]	[153002846]
672_11202	chr11	124800255	124800655	+	1000	40.5	[]	[]	[4.393375]	[80]	[]	[124800427]
672_11209	chr12	64625323	64625723	+	1000	40.5	[]	[]	[5.305839]	[170]	[]	[64625571]
672_11216	chr13	30306956	30307356	+	817	40.5	[]	[]	[4.526918]	[136]	[]	[30307169]
672_11218	chr13	41194294	41194694	+	1000	40.5	[]	[]	[4.0038056]	[219]	[]	[41194541]
672_11221	chr14	64986738	64987138	+	1000	40.5	[]	[]	[5.8707714]	[194]	[]	[64986983]
672_11237	chr16	89560400	89560800	+	1000	40.5	[9.458752]	[104]	[]	[]	[89560563]	[]
672_1124	chr3	14178598	14178998	+	1000	114.0	[15.0096245]	[144]	[4.5607176]	[133]	[14178833]	[14178822]
672_1126	chr4	2468864	2469264	+	1000	114.0	[4.3385262]	[112]	[]	[]	[2469060]	[]
672_11274	chr2	20350900	20351300	+	1000	40.5	[]	[]	[5.8079667, 8.021982]	[120, 194]	[]	[20351061, 20351135]
672_11280	chr2	74502950	74503350	+	1000	40.5	[7.649375]	[140]	[5.307886]	[173]	[74503148]	[74503181]
672_11285	chr2	170770164	170770564	+	1000	40.5	[5.381169]	[183]	[]	[]	[170770396]	[]
672_11290	chr20	20052180	20052580	+	1000	40.5	[]	[]	[4.081171]	[147]	[]	[20052371]
672_11295	chr21	35475653	35476053	+	1000	40.5	[]	[]	[6.883067]	[174]	[]	[35475854]
672_113	chr3	36993333	36993733	+	1000	379.0	[9.655719]	[111]	[6.2494383]	[109]	[36993538]	[36993536]
672_11317	chr3	184711850	184712250	+	1000	40.5	[]	[]	[10.157871]	[158]	[]	[184712060]
672_11324	chr4	6925365	6925765	+	1000	40.5	[11.93629]	[171]	[]	[]	[6925595]	[]
672_1133	chr17	48944652	48945052	+	1000	113.5	[]	[]	[7.6911483]	[125]	[]	[48944867]
672_11331	chr5	10702925	10703325	+	1000	40.5	[6.20682]	[123]	[]	[]	[10703082]	[]
672_1134	chr19	49933530	49933930	+	1000	113.5	[7.093332]	[117]	[]	[]	[49933736]	[]
672_11343	chr5	138352334	138352734	+	1000	40.5	[]	[]	[6.1344485]	[69]	[]	[138352490]
672_11355	chr6	13908853	13909253	+	1000	40.5	[4.4086547]	[119]	[]	[]	[13909053]	[]
672_11368	chr6	63574185	63574585	+	1000	40.5	[8.714167]	[98]	[]	[]	[63574363]	[]
672_11369	chr6	79537350	79537750	+	1000	40.5	[5.9337635, 6.230498]	[153, 167]	[]	[]	[79537531, 79537545]	[]
672_1137	chr3	141311609	141312009	+	1000	113.5	[]	[]	[5.719182]	[125]	[]	[141311820]
672_11373	chr6	137910448	137910848	+	1000	40.5	[8.714167, 8.351413]	[135, 178]	[]	[]	[137910635, 137910678]	[]
672_11380	chr7	16265323	16265723	+	1000	40.5	[]	[]	[5.2780786]	[181]	[]	[16265508]
672_11381	chr7	23597075	23597475	+	1000	40.5	[5.1477017]	[128]	[]	[]	[23597279]	[]
672_11382	chr7	39589712	39590112	+	1000	40.5	[5.7537766]	[105]	[]	[]	[39589873]	[]
672_11410	chr8	100472151	100472551	+	1000	40.5	[]	[]	[5.283879]	[64]	[]	[100472305]
672_11411	chr8	127733945	127734345	+	1000	40.5	[7.681074]	[128]	[]	[]	[127734173]	[]
672_11416	chr9	129726605	129727005	+	1000	40.5	[]	[]	[6.247292, 11.142357]	[88, 138]	[]	[129726769, 129726819]
672_11420	chr9	133255052	133255452	+	1000	40.5	[10.249213, 10.157871]	[112, 188]	[]	[]	[133255219, 133255295]	[]
672_11422	chrX	48696996	48697396	+	1000	40.5	[6.1707196]	[121]	[]	[]	[48697177]	[]
672_11423	chrX	134806958	134807358	+	1000	40.5	[5.8449793]	[149]	[]	[]	[134807192]	[]
672_1143	chr7	99505021	99505421	+	1000	113.5	[]	[]	[5.713676]	[150]	[]	[99505265]
672_11436	chr1	37810994	37811394	+	1000	40.0	[8.5936165]	[94]	[]	[]	[37811160]	[]
672_11444	chr1	100894669	100895069	+	1000	40.0	[]	[]	[8.72424]	[153]	[]	[100894918]
672_11449	chr1	150568088	150568488	+	1000	40.0	[12.828931]	[158]	[]	[]	[150568295]	[]
672_11450	chr1	154326176	154326576	+	1000	40.0	[]	[]	[5.305839]	[110]	[]	[154326383]
672_11461	chr1	192809007	192809407	+	1000	40.0	[]	[]	[15.175256]	[95]	[]	[192809202]
672_11474	chr1	236281722	236282122	+	1000	40.0	[8.361487]	[171]	[]	[]	[236281960]	[]
672_11499	chr11	65110225	65110625	+	1000	40.0	[]	[]	[6.0737576]	[184]	[]	[65110471]
672_115	chr15	43824660	43825060	+	1000	377.5	[18.581537]	[105]	[]	[]	[43824859]	[]
672_11507	chr12	4272422	4272822	+	1000	40.0	[4.816378]	[160]	[]	[]	[4272631]	[]
672_11509	chr12	9647857	9648257	+	1000	40.0	[5.555425]	[185]	[6.4888096, 5.115378, 9.422651]	[110, 158, 165]	[9648093]	[9648018, 9648066, 9648073]
672_1151	chr1	204516178	204516578	+	1000	112.5	[6.585959]	[132]	[5.360451]	[153]	[204516386]	[204516407]
672_11510	chr12	14803355	14803755	+	1000	40.0	[]	[]	[8.47721]	[113]	[]	[14803515]
672_11512	chr12	46372371	46372771	+	1000	40.0	[8.361487]	[147]	[]	[]	[46372609]	[]
