#PeakID(python identify_motif.py ./ENCODE_processed_files/TFDP1_idr.fa TFDP1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
964_10118	chr8	98825240	98825640	+	1000	66.0	[8.8998375]	[99]	[7.5797467]	[162]	[98825419]	[98825482]
964_1012	chr8	94896112	94896512	+	1000	211.0	[9.4829645]	[122]	[8.653531]	[136]	[94896319]	[94896333]
964_10120	chr8	103371350	103371750	+	1000	66.0	[9.4829645]	[82]	[]	[]	[103371501]	[]
964_10122	chr8	134720100	134720500	+	1000	66.0	[8.501586]	[200]	[]	[]	[134720343]	[]
964_10135	chr1	3796317	3796717	+	1000	65.0	[8.169096]	[144]	[]	[]	[3796549]	[]
964_10138	chr1	35192181	35192581	+	1000	65.0	[]	[]	[7.6702986]	[181]	[]	[35192418]
964_10147	chr1	146035562	146035962	+	1000	65.0	[]	[]	[8.519867]	[99]	[]	[146035749]
964_10166	chr10	77846664	77847064	+	1000	65.0	[8.8998375]	[94]	[12.889068]	[128]	[77846837]	[77846871]
964_10174	chr11	33256989	33257389	+	1000	65.0	[9.758087]	[97]	[]	[]	[33257150]	[]
964_10178	chr11	68003986	68004386	+	1000	65.0	[]	[]	[9.758087]	[73]	[]	[68004142]
964_1018	chr17	82519181	82519581	+	1000	210.0	[]	[]	[9.758087]	[178]	[]	[82519417]
964_10180	chr11	102452578	102452978	+	1000	65.0	[]	[]	[9.4829645]	[119]	[]	[102452743]
964_10182	chr12	47079570	47079970	+	1000	65.0	[9.4829645]	[211]	[]	[]	[47079793]	[]
964_10188	chr12	120625703	120626103	+	1000	65.0	[9.758087]	[133]	[]	[]	[120625910]	[]
964_10192	chr13	40789592	40789992	+	1000	65.0	[9.758087]	[156]	[7.5367184]	[111]	[40789813]	[40789768]
964_10193	chr13	79406213	79406613	+	1000	65.0	[12.889068]	[202]	[]	[]	[79406455]	[]
964_10195	chr13	99980425	99980825	+	1000	65.0	[9.758087]	[167]	[]	[]	[99980651]	[]
964_10196	chr13	110712238	110712638	+	1000	65.0	[12.889068]	[186]	[]	[]	[110712472]	[]
964_102	chr3	9986699	9987099	+	1000	498.0	[12.889068]	[109]	[]	[]	[9986906]	[]
964_10205	chr16	30075139	30075539	+	1000	65.0	[12.889068]	[104]	[]	[]	[30075326]	[]
964_10208	chr17	1456101	1456501	+	1000	65.0	[8.519867]	[121]	[]	[]	[1456295]	[]
964_1021	chr18	50374854	50375254	+	1000	209.0	[8.519867]	[64]	[]	[]	[50375006]	[]
964_10210	chr17	4143497	4143897	+	1000	65.0	[7.6702986]	[130]	[]	[]	[4143716]	[]
964_10211	chr17	16438609	16439009	+	1000	65.0	[]	[]	[8.8998375]	[157]	[]	[16438836]
964_10225	chr19	2042163	2042563	+	1000	65.0	[]	[]	[8.8998375]	[228]	[]	[2042410]
964_10227	chr19	6516764	6517164	+	1000	65.0	[]	[]	[12.889068, 8.8998375]	[117, 188]	[]	[6516915, 6516986]
964_10235	chr19	40426288	40426688	+	1000	65.0	[9.4829645]	[198]	[]	[]	[40426530]	[]
964_10237	chr19	45467418	45467818	+	1000	65.0	[]	[]	[7.5797467]	[172]	[]	[45467664]
964_10243	chr19	55038326	55038726	+	1000	65.0	[]	[]	[8.09991]	[96]	[]	[55038497]
964_10248	chr2	48440452	48440852	+	1000	65.0	[8.653531]	[155]	[]	[]	[48440699]	[]
964_1025	chr20	32762051	32762451	+	1000	209.0	[8.8998375]	[146]	[7.5797467, 8.8998375]	[108, 116]	[32762288]	[32762250, 32762258]
964_10260	chr2	201116526	201116926	+	1000	65.0	[]	[]	[7.5846877]	[138]	[]	[201116725]
964_10269	chr20	47365006	47365406	+	1000	65.0	[7.5797467]	[201]	[]	[]	[47365255]	[]
964_1027	chr3	14232610	14233010	+	1000	209.0	[9.4829645]	[178]	[]	[]	[14232837]	[]
964_10273	chr21	33751094	33751494	+	1000	65.0	[7.5797467]	[106]	[]	[]	[33751297]	[]
964_10279	chr22	41621350	41621750	+	1000	65.0	[7.5367184]	[63]	[]	[]	[41621511]	[]
964_10281	chr3	5330970	5331370	+	1000	65.0	[]	[]	[12.889068]	[90]	[]	[5331151]
964_10283	chr3	129013598	129013998	+	1000	65.0	[]	[]	[12.889068]	[81]	[]	[129013752]
964_10297	chr4	108650090	108650490	+	1000	65.0	[]	[]	[9.4829645]	[133]	[]	[108650242]
964_10298	chr4	121696993	121697393	+	1000	65.0	[]	[]	[9.758087]	[101]	[]	[121697159]
964_10307	chr5	109570274	109570674	+	1000	65.0	[9.4829645]	[111]	[]	[]	[109570454]	[]
964_10310	chr5	140113887	140114287	+	1000	65.0	[7.5797467]	[180]	[]	[]	[140114099]	[]
964_10318	chr6	26171872	26172272	+	1000	65.0	[]	[]	[8.8998375]	[141]	[]	[26172101]
964_1032	chr1	53196452	53196852	+	1000	208.0	[]	[]	[12.889068]	[112]	[]	[53196655]
964_10330	chr6	88963615	88964015	+	1000	65.0	[]	[]	[9.758087]	[69]	[]	[88963773]
964_10337	chr7	43758506	43758906	+	1000	65.0	[8.8998375]	[162]	[8.417865]	[86]	[43758746]	[43758670]
964_1036	chr11	59550333	59550733	+	1000	208.0	[12.889068]	[110]	[]	[]	[59550529]	[]
964_10362	chr9	130172068	130172468	+	1000	65.0	[9.4829645]	[126]	[]	[]	[130172261]	[]
964_10367	chrX	47619820	47620220	+	1000	65.0	[8.519867]	[78]	[]	[]	[47619977]	[]
964_1037	chr12	104138260	104138660	+	1000	208.0	[]	[]	[8.519867]	[191]	[]	[104138485]
964_10371	chr1	923707	924107	+	1000	64.0	[9.4829645]	[129]	[8.8998375]	[213]	[923858]	[923942]
964_10375	chr1	21903619	21904019	+	1000	64.0	[7.817822]	[195]	[]	[]	[21903859]	[]
964_10382	chr1	54406867	54407267	+	1000	64.0	[8.653531]	[153]	[]	[]	[54407118]	[]
964_10384	chr1	120942202	120942602	+	1000	64.0	[]	[]	[8.09991]	[178]	[]	[120942434]
964_10392	chr1	161727198	161727598	+	1000	64.0	[]	[]	[8.519867]	[165]	[]	[161727402]
964_10429	chr12	113334776	113335176	+	1000	64.0	[8.8998375]	[102]	[]	[]	[113334970]	[]
964_1043	chr4	1249065	1249465	+	1000	208.0	[9.4829645, 12.889068]	[113, 124]	[]	[]	[1249260, 1249271]	[]
964_10431	chr12	121580390	121580790	+	1000	64.0	[7.5797467, 8.8998375, 9.4829645]	[124, 141, 178]	[]	[]	[121580580, 121580597, 121580634]	[]
964_10436	chr14	35404516	35404916	+	1000	64.0	[9.758087]	[128]	[]	[]	[35404725]	[]
964_10439	chr15	40137689	40138089	+	1000	64.0	[]	[]	[7.5797467, 7.5797467]	[110, 120]	[]	[40137847, 40137857]
964_10440	chr15	45198370	45198770	+	1000	64.0	[]	[]	[8.501586]	[140]	[]	[45198597]
964_10442	chr15	67882464	67882864	+	1000	64.0	[7.6622133]	[86]	[]	[]	[67882635]	[]
964_10452	chr16	71883959	71884359	+	1000	64.0	[9.4829645]	[120]	[]	[]	[71884160]	[]
964_1046	chr12	133181140	133181540	+	1000	207.0	[9.4829645]	[101]	[]	[]	[133181322]	[]
964_10462	chr17	78315734	78316134	+	1000	64.0	[]	[]	[7.5797467, 7.5797467]	[112, 182]	[]	[78315913, 78315983]
964_10464	chr17	81400331	81400731	+	1000	64.0	[]	[]	[8.417865]	[117]	[]	[81400505]
964_10465	chr17	82648232	82648632	+	1000	64.0	[8.169096]	[108]	[]	[]	[82648436]	[]
964_10466	chr18	322627	323027	+	1000	64.0	[12.889068]	[125]	[]	[]	[322840]	[]
964_10470	chr19	1260810	1261210	+	1000	64.0	[8.8998375, 9.758087]	[146, 223]	[]	[]	[1260973, 1261050]	[]
964_10477	chr19	19394726	19395126	+	1000	64.0	[8.417865]	[111]	[]	[]	[19394879]	[]
964_10480	chr19	40602486	40602886	+	1000	64.0	[]	[]	[8.8998375]	[170]	[]	[40602728]
964_10483	chr19	45587821	45588221	+	1000	64.0	[7.5797467]	[134]	[]	[]	[45588025]	[]
964_10484	chr19	46856001	46856401	+	1000	64.0	[7.6702986]	[143]	[8.8998375]	[65]	[46856240]	[46856162]
964_10487	chr19	48898945	48899345	+	1000	64.0	[9.4829645]	[159]	[]	[]	[48899166]	[]
964_10496	chr2	191678595	191678995	+	1000	64.0	[9.4829645]	[147]	[]	[]	[191678753]	[]
964_10510	chr3	13479838	13480238	+	1000	64.0	[]	[]	[9.4829645]	[185]	[]	[13480071]
964_10512	chr3	39180854	39181254	+	1000	64.0	[]	[]	[9.4829645]	[99]	[]	[39181035]
964_1052	chr3	14947565	14947965	+	1000	207.0	[]	[]	[8.8998375, 9.4829645]	[53, 124]	[]	[14947718, 14947789]
964_10528	chr4	4575312	4575712	+	1000	64.0	[9.758087]	[127]	[]	[]	[4575483]	[]
964_10543	chr5	180292199	180292599	+	1000	64.0	[8.519867, 8.8998375]	[136, 181]	[]	[]	[180292395, 180292440]	[]
964_10553	chr6	43898790	43899190	+	1000	64.0	[]	[]	[7.5846877]	[127]	[]	[43899016]
964_10564	chr7	32495401	32495801	+	1000	64.0	[9.4829645]	[78]	[]	[]	[32495555]	[]
964_10566	chr7	43906339	43906739	+	1000	64.0	[]	[]	[9.758087]	[64]	[]	[43906502]
964_1057	chr10	79347302	79347702	+	1000	206.0	[9.758087]	[82]	[8.8998375, 9.758087]	[133, 144]	[79347464]	[79347515, 79347526]
964_10571	chr7	101308359	101308759	+	1000	64.0	[8.8998375, 8.8998375]	[73, 99]	[9.4829645]	[90]	[101308512, 101308538]	[101308529]
964_10572	chr7	102441564	102441964	+	1000	64.0	[8.501586]	[141]	[]	[]	[102441755]	[]
964_10573	chr7	103037858	103038258	+	1000	64.0	[]	[]	[8.501586]	[166]	[]	[103038109]
964_10575	chr7	138981348	138981748	+	721	64.0	[9.758087]	[79]	[]	[]	[138981504]	[]
964_10580	chr8	38850927	38851327	+	1000	64.0	[8.519867]	[77]	[]	[]	[38851089]	[]
964_10586	chr8	132792454	132792854	+	1000	64.0	[]	[]	[12.889068]	[104]	[]	[132792607]
964_10587	chr8	141417569	141417969	+	1000	64.0	[]	[]	[8.8998375, 8.519867]	[83, 114]	[]	[141417751, 141417782]
964_10596	chr9	113886826	113887226	+	1000	64.0	[]	[]	[7.5797467]	[111]	[]	[113887029]
964_10598	chr9	128689879	128690279	+	1000	64.0	[]	[]	[9.4829645, 8.653531]	[152, 169]	[]	[128690056, 128690073]
964_1060	chr2	191020157	191020557	+	1000	206.0	[9.4829645]	[102]	[]	[]	[191020356]	[]
964_10607	chrX	72238858	72239258	+	1000	64.0	[]	[]	[9.4829645]	[142]	[]	[72239012]
964_10611	chr1	16545822	16546222	+	1000	63.0	[7.817822]	[62]	[]	[]	[16545980]	[]
964_1062	chr4	6673780	6674180	+	1000	206.0	[9.4829645, 7.5846877]	[112, 148]	[7.817822]	[131]	[6673972, 6674008]	[6673991]
964_10621	chr1	54406232	54406632	+	1000	63.0	[7.6702986]	[155]	[9.758087]	[163]	[54406443]	[54406451]
964_10651	chr10	75111398	75111798	+	1000	63.0	[8.8998375]	[159]	[8.8998375]	[108]	[75111642]	[75111591]
964_10655	chr10	104232053	104232453	+	1000	63.0	[9.4829645]	[153]	[]	[]	[104232265]	[]
964_10656	chr10	121598348	121598748	+	1000	63.0	[]	[]	[9.758087]	[171]	[]	[121598580]
964_1066	chr19	49118834	49119234	+	1000	205.0	[]	[]	[8.417865]	[118]	[]	[49119021]
964_10670	chr11	124170918	124171318	+	1000	63.0	[]	[]	[8.8998375]	[145]	[]	[124171090]
964_10673	chr12	45728806	45729206	+	1000	63.0	[]	[]	[8.8998375]	[90]	[]	[45728962]
964_10678	chr12	57846614	57847014	+	1000	63.0	[]	[]	[12.889068]	[191]	[]	[57846864]
964_10680	chr12	107760924	107761324	+	1000	63.0	[]	[]	[8.09991, 9.758087, 8.519867]	[91, 96, 110]	[]	[107761081, 107761086, 107761100]
964_10682	chr12	113152926	113153326	+	1000	63.0	[]	[]	[8.8998375]	[198]	[]	[113153154]
964_10691	chr15	34588248	34588648	+	1000	63.0	[7.5797467]	[122]	[]	[]	[34588449]	[]
964_10693	chr15	77803374	77803774	+	1000	63.0	[]	[]	[7.5797467]	[95]	[]	[77803537]
964_10695	chr16	589797	590197	+	1000	63.0	[8.8998375]	[129]	[]	[]	[589974]	[]
964_10696	chr16	737490	737890	+	1000	63.0	[12.889068]	[144]	[]	[]	[737709]	[]
964_1070	chr6	137955294	137955694	+	1000	205.0	[12.889068]	[121]	[]	[]	[137955504]	[]
964_10703	chr16	67109729	67110129	+	1000	63.0	[]	[]	[9.4829645, 8.8998375]	[69, 89]	[]	[67109885, 67109905]
964_10707	chr16	85321896	85322296	+	1000	63.0	[8.501586]	[139]	[]	[]	[85322060]	[]
964_10713	chr17	39687903	39688303	+	1000	63.0	[]	[]	[8.519867]	[160]	[]	[39688141]
964_10717	chr17	47530833	47531233	+	1000	63.0	[]	[]	[9.4829645]	[66]	[]	[47530991]
964_10719	chr17	62703819	62704219	+	1000	63.0	[8.519867]	[96]	[]	[]	[62704008]	[]
964_10721	chr17	68101648	68102048	+	1000	63.0	[]	[]	[9.758087]	[153]	[]	[68101878]
964_10726	chr19	892838	893238	+	1000	63.0	[]	[]	[7.5797467]	[84]	[]	[893016]
964_10738	chr19	47608293	47608693	+	1000	63.0	[]	[]	[9.4829645]	[142]	[]	[47608477]
964_10742	chr2	24083958	24084358	+	1000	63.0	[]	[]	[9.758087]	[106]	[]	[24084153]
964_10746	chr2	85499975	85500375	+	1000	63.0	[]	[]	[7.5797467]	[152]	[]	[85500166]
964_1076	chr4	1721309	1721709	+	1000	204.0	[8.653531]	[70]	[]	[]	[1721472]	[]
964_10761	chr20	44475666	44476066	+	1000	63.0	[]	[]	[8.169096]	[203]	[]	[44475879]
964_10766	chr20	62926218	62926618	+	1000	63.0	[]	[]	[7.5846877]	[122]	[]	[62926428]
964_10769	chr21	46022274	46022674	+	1000	63.0	[]	[]	[9.4829645]	[101]	[]	[46022473]
964_1077	chr5	12574630	12575030	+	1000	204.0	[]	[]	[12.889068]	[125]	[]	[12574838]
964_10781	chr3	40292597	40292997	+	1000	63.0	[]	[]	[7.5797467]	[91]	[]	[40292781]
964_1080	chr9	97982945	97983345	+	1000	204.0	[]	[]	[8.8998375]	[171]	[]	[97983182]
964_10801	chr5	55172987	55173387	+	1000	63.0	[12.889068]	[162]	[]	[]	[55173228]	[]
964_10805	chr5	86617622	86618022	+	1000	63.0	[8.653531]	[87]	[8.501586]	[101]	[86617807]	[86617821]
964_1081	chr9	127699110	127699510	+	1000	204.0	[]	[]	[7.6702986]	[61]	[]	[127699270]
964_10812	chr5	174532420	174532820	+	1000	63.0	[8.169096]	[155]	[]	[]	[174532611]	[]
964_10816	chr6	3361605	3362005	+	1000	63.0	[12.889068]	[168]	[]	[]	[3361828]	[]
964_10819	chr6	14693490	14693890	+	1000	63.0	[7.5797467]	[139]	[8.8998375]	[217]	[14693660]	[14693738]
964_1082	chrX	123732942	123733342	+	1000	204.0	[]	[]	[12.889068]	[97]	[]	[123733130]
964_10822	chr6	15210042	15210442	+	1000	63.0	[8.501586]	[103]	[]	[]	[15210197]	[]
964_10824	chr6	16224331	16224731	+	1000	63.0	[]	[]	[8.519867]	[113]	[]	[16224536]
964_10826	chr6	28737806	28738206	+	1000	63.0	[]	[]	[7.6702986]	[69]	[]	[28737958]
964_1083	chr1	21345417	21345817	+	1000	203.0	[]	[]	[8.8998375]	[145]	[]	[21345625]
964_10838	chr6	137904921	137905321	+	1000	63.0	[]	[]	[7.6622133]	[101]	[]	[137905089]
964_10846	chr7	73715781	73716181	+	1000	63.0	[]	[]	[8.8998375]	[150]	[]	[73715940]
964_10849	chr7	99465993	99466393	+	1000	63.0	[8.09991]	[151]	[]	[]	[99466232]	[]
964_10851	chr7	107836296	107836696	+	1000	63.0	[9.4829645]	[89]	[]	[]	[107836452]	[]
964_10860	chr8	124449320	124449720	+	1000	63.0	[9.4829645]	[130]	[]	[]	[124449530]	[]
964_10864	chr9	94623233	94623633	+	1000	63.0	[7.5797467]	[111]	[]	[]	[94623430]	[]
964_10865	chr9	95434475	95434875	+	1000	63.0	[]	[]	[8.653531]	[202]	[]	[95434722]
964_10873	chr9	130461192	130461592	+	1000	63.0	[9.4829645]	[110]	[]	[]	[130461392]	[]
964_10878	chrX	40094431	40094831	+	1000	63.0	[9.4829645, 8.8998375, 9.4829645]	[133, 140, 170]	[]	[]	[40094613, 40094620, 40094650]	[]
964_10879	chrX	44484676	44485076	+	1000	63.0	[]	[]	[7.5797467]	[113]	[]	[44484875]
964_1088	chr19	18419176	18419576	+	1000	203.0	[9.4829645]	[120]	[8.519867]	[142]	[18419378]	[18419400]
964_10882	chrX	68498555	68498955	+	1000	63.0	[8.09991, 9.4829645]	[159, 170]	[]	[]	[68498744, 68498755]	[]
964_1089	chr3	46812331	46812731	+	1000	203.0	[7.6702986]	[145]	[]	[]	[46812560]	[]
964_10890	chr1	6204826	6205226	+	1000	62.0	[8.519867]	[155]	[]	[]	[6205070]	[]
964_10914	chr1	220093905	220094305	+	1000	62.0	[]	[]	[7.6622133, 8.8998375]	[94, 108]	[]	[220094079, 220094093]
964_10918	chr10	6580267	6580667	+	1000	62.0	[]	[]	[9.758087, 9.4829645]	[111, 125]	[]	[6580465, 6580479]
964_1092	chr9	37592398	37592798	+	1000	203.0	[]	[]	[12.889068]	[161]	[]	[37592624]
964_10927	chr10	72309828	72310228	+	1000	62.0	[]	[]	[8.417865]	[155]	[]	[72310018]
964_10931	chr10	119651039	119651439	+	1000	62.0	[9.4829645]	[162]	[8.501586]	[72]	[119651281]	[119651191]
964_10938	chr11	78354891	78355291	+	1000	62.0	[8.09991]	[149]	[]	[]	[78355133]	[]
964_10949	chr12	124422978	124423378	+	1000	62.0	[9.4829645, 8.8998375]	[180, 197]	[]	[]	[124423209, 124423226]	[]
964_10957	chr14	24232374	24232774	+	1000	62.0	[]	[]	[9.758087]	[138]	[]	[24232596]
964_10961	chr14	105414977	105415377	+	1000	62.0	[]	[]	[8.501586]	[89]	[]	[105415154]
964_10970	chr16	12228573	12228973	+	1000	62.0	[]	[]	[12.889068, 8.501586]	[82, 128]	[]	[12228737, 12228783]
964_10973	chr16	28539145	28539545	+	1000	62.0	[]	[]	[7.817822]	[131]	[]	[28539327]
964_10977	chr16	70685954	70686354	+	1000	62.0	[7.5797467, 9.4829645, 8.501586]	[161, 182, 195]	[]	[]	[70686127, 70686148, 70686161]	[]
964_1098	chr14	22956947	22957347	+	1000	202.0	[12.889068]	[139]	[]	[]	[22957165]	[]
964_10995	chr18	832118	832518	+	1000	62.0	[9.758087]	[116]	[]	[]	[832275]	[]
964_10996	chr18	47930323	47930723	+	1000	62.0	[9.4829645]	[175]	[12.889068]	[129]	[47930556]	[47930510]
964_11004	chr19	17281662	17282062	+	1000	62.0	[12.889068]	[130]	[]	[]	[17281867]	[]
964_11005	chr19	18321721	18322121	+	1000	62.0	[]	[]	[7.6622133]	[95]	[]	[18321911]
964_11010	chr19	35389372	35389772	+	1000	62.0	[8.501586]	[129]	[]	[]	[35389577]	[]
964_11013	chr19	45792601	45793001	+	585	62.0	[8.169096]	[133]	[]	[]	[45792834]	[]
964_11020	chr19	55081166	55081566	+	1000	62.0	[]	[]	[7.5367184]	[151]	[]	[55081368]
964_11040	chr20	64316576	64316976	+	1000	62.0	[8.8998375]	[150]	[8.8998375]	[175]	[64316763]	[64316788]
964_11044	chr22	20076505	20076905	+	1000	62.0	[7.5367184]	[149]	[]	[]	[20076725]	[]
964_11054	chr3	13932838	13933238	+	1000	62.0	[]	[]	[8.169096, 8.169096]	[65, 135]	[]	[13932991, 13933061]
964_1106	chr6	163413425	163413825	+	1000	202.0	[]	[]	[7.5797467]	[221]	[]	[163413670]
964_11060	chr3	53255713	53256113	+	1000	62.0	[8.8998375]	[157]	[]	[]	[53255953]	[]
964_11062	chr3	72996532	72996932	+	1000	62.0	[9.4829645]	[160]	[]	[]	[72996765]	[]
964_11063	chr3	80733496	80733896	+	1000	62.0	[12.889068]	[84]	[]	[]	[80733667]	[]
964_11068	chr3	127672487	127672887	+	1000	62.0	[]	[]	[9.4829645, 12.889068]	[133, 177]	[]	[127672662, 127672706]
964_11074	chr4	37629714	37630114	+	1000	62.0	[]	[]	[8.501586, 9.4829645]	[126, 177]	[]	[37629895, 37629946]
964_11079	chr4	83010712	83011112	+	1000	62.0	[]	[]	[9.4829645]	[99]	[]	[83010898]
964_1108	chr7	44999573	44999973	+	1000	202.0	[7.6702986]	[104]	[9.4829645, 9.4829645]	[130, 142]	[44999775]	[44999801, 44999813]
964_11080	chr4	88007385	88007785	+	1000	62.0	[9.758087, 8.8998375, 8.8998375]	[119, 127, 142]	[]	[]	[88007603, 88007611, 88007626]	[]
964_11081	chr4	109750633	109751033	+	1000	62.0	[8.519867]	[174]	[]	[]	[109750872]	[]
964_11099	chr5	181221606	181222006	+	1000	62.0	[]	[]	[7.6622133]	[149]	[]	[181221760]
964_11103	chr6	20575147	20575547	+	1000	62.0	[8.8998375]	[136]	[]	[]	[20575369]	[]
964_11110	chr6	28754417	28754817	+	1000	62.0	[]	[]	[8.519867]	[218]	[]	[28754645]
964_11112	chr6	31203552	31203952	+	1000	62.0	[]	[]	[8.501586]	[164]	[]	[31203786]
964_11120	chr6	116681087	116681487	+	1000	62.0	[]	[]	[7.6622133]	[116]	[]	[116681273]
964_11138	chr7	140398361	140398761	+	1000	62.0	[]	[]	[9.758087]	[163]	[]	[140398579]
964_11141	chr8	28402360	28402760	+	1000	62.0	[]	[]	[7.6702986]	[135]	[]	[28402575]
964_11146	chr9	71647006	71647406	+	1000	62.0	[]	[]	[7.5797467]	[129]	[]	[71647230]
964_11158	chr9	136400062	136400462	+	1000	62.0	[8.169096]	[66]	[9.758087]	[73]	[136400213]	[136400220]
964_11166	chr1	16678068	16678468	+	1000	61.0	[8.519867, 7.817822]	[114, 147]	[9.4829645]	[133]	[16678279, 16678312]	[16678298]
964_11167	chr1	23791073	23791473	+	1000	61.0	[8.8998375]	[223]	[]	[]	[23791318]	[]
964_11174	chr1	27672176	27672576	+	1000	61.0	[12.889068]	[132]	[]	[]	[27672371]	[]
964_11183	chr1	148402358	148402758	+	1000	61.0	[]	[]	[8.09991]	[260]	[]	[148402549]
964_11189	chr1	161530878	161531278	+	1000	61.0	[7.5367184]	[82]	[]	[]	[161531051]	[]
964_1119	chr22	21754536	21754936	+	1000	201.0	[8.417865]	[167]	[]	[]	[21754773]	[]
964_11200	chr1	225882935	225883335	+	1000	61.0	[12.889068]	[199]	[]	[]	[225883163]	[]
964_11203	chr10	35090284	35090684	+	1000	61.0	[9.758087]	[137]	[]	[]	[35090480]	[]
964_11206	chr10	72340359	72340759	+	1000	61.0	[]	[]	[9.4829645]	[150]	[]	[72340569]
964_11208	chr10	92689781	92690181	+	1000	61.0	[]	[]	[7.6622133]	[123]	[]	[92689993]
964_11219	chr11	45826488	45826888	+	1000	61.0	[]	[]	[8.09991]	[161]	[]	[45826734]
964_11221	chr11	59755575	59755975	+	1000	61.0	[]	[]	[12.889068]	[91]	[]	[59755765]
964_11226	chr11	62706124	62706524	+	1000	61.0	[]	[]	[8.169096, 9.758087]	[134, 151]	[]	[62706297, 62706314]
964_11228	chr11	64230054	64230454	+	1000	61.0	[]	[]	[9.758087]	[169]	[]	[64230302]
964_11231	chr11	76207480	76207880	+	1000	61.0	[8.8998375]	[131]	[]	[]	[76207710]	[]
964_11234	chr11	118051821	118052221	+	1000	61.0	[7.5797467, 12.889068]	[59, 133]	[]	[]	[118051980, 118052054]	[]
964_11238	chr12	3600112	3600512	+	1000	61.0	[7.5797467]	[127]	[]	[]	[3600314]	[]
964_11244	chr12	95204434	95204834	+	1000	61.0	[]	[]	[8.501586]	[55]	[]	[95204586]
964_11263	chr15	58749702	58750102	+	1000	61.0	[]	[]	[9.4829645, 8.09991]	[177, 237]	[]	[58749892, 58749952]
964_11265	chr15	68234121	68234521	+	1000	61.0	[]	[]	[12.889068]	[139]	[]	[68234330]
964_11275	chr16	30896585	30896985	+	1000	61.0	[8.8998375]	[115]	[]	[]	[30896783]	[]
964_11294	chr17	45021818	45022218	+	1000	61.0	[]	[]	[9.4829645]	[117]	[]	[45022024]
964_11298	chr17	80146229	80146629	+	1000	61.0	[]	[]	[7.5846877]	[153]	[]	[80146457]
964_11313	chr19	18588213	18588613	+	1000	61.0	[9.4829645]	[182]	[]	[]	[18588408]	[]
964_11315	chr19	43527166	43527566	+	1000	61.0	[9.758087]	[75]	[]	[]	[43527327]	[]
964_11317	chr19	45300475	45300875	+	1000	61.0	[]	[]	[8.519867]	[175]	[]	[45300684]
964_1132	chr19	12734505	12734905	+	1000	200.0	[8.519867, 8.519867]	[95, 157]	[]	[]	[12734686, 12734748]	[]
964_1133	chr19	14418051	14418451	+	1000	200.0	[]	[]	[8.8998375]	[143]	[]	[14418269]
964_11335	chr2	168247575	168247975	+	1000	61.0	[]	[]	[9.4829645, 9.4829645, 8.501586]	[82, 88, 115]	[]	[168247752, 168247758, 168247785]
