#PeakID(python identify_motif.py ./ENCODE_processed_files/IRF1_idr.fa IRF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
875_118	chr5	35249301	35249701	+	1000	215.5	[]	[]	[9.348386, 19.891161, 12.076416]	[96, 102, 108]	[]	[35249486, 35249492, 35249498]
875_1181	chr17	73305253	73305653	+	1000	75.5	[4.4723673, 11.189882]	[77, 83]	[]	[]	[73305428, 73305434]	[]
875_1188	chr5	6789082	6789482	+	1000	75.5	[]	[]	[17.122715, 12.2766]	[118, 124]	[]	[6789297, 6789303]
875_1189	chr5	140123238	140123638	+	1000	75.5	[7.003215, 4.475785, 20.523804, 7.7225685]	[61, 121, 127, 133]	[]	[]	[140123395, 140123455, 140123461, 140123467]	[]
875_1194	chr1	16248512	16248912	+	1000	75.0	[6.3813148]	[122]	[]	[]	[16248667]	[]
875_1198	chr14	77120732	77121132	+	1000	75.0	[]	[]	[3.9936614, 7.720864, 16.58968, 7.301267]	[77, 81, 88, 94]	[]	[77120906, 77120910, 77120917, 77120923]
875_1200	chr16	79767969	79768369	+	1000	75.0	[]	[]	[8.553426, 18.269264, 6.3835425]	[89, 95, 101]	[]	[79768126, 79768132, 79768138]
875_1201	chr2	99155174	99155574	+	1000	75.0	[]	[]	[5.3592815]	[128]	[]	[99155327]
875_1202	chr2	112542118	112542518	+	1000	75.0	[]	[]	[12.368879]	[151]	[]	[112542332]
875_1207	chr8	85939430	85939830	+	1000	75.0	[]	[]	[9.064739, 17.2735]	[93, 99]	[]	[85939618, 85939624]
875_1208	chr9	36470905	36471305	+	1000	75.0	[18.053013, 14.007341]	[104, 110]	[]	[]	[36471101, 36471107]	[]
875_1209	chr1	174990404	174990804	+	1000	74.5	[10.54193, 20.392363]	[75, 81]	[12.866316]	[156]	[174990557, 174990563]	[174990638]
875_121	chr11	63536628	63537028	+	1000	213.0	[]	[]	[22.179398, 19.031244]	[55, 61]	[]	[63536782, 63536788]
875_1210	chr10	13492791	13493191	+	1000	74.5	[]	[]	[9.477054, 16.423508]	[76, 82]	[]	[13492955, 13492961]
875_122	chr2	151289701	151290101	+	1000	213.0	[17.058283, 9.012227]	[135, 141]	[14.122251]	[119]	[151289928, 151289934]	[151289912]
875_1223	chr5	172777550	172777950	+	1000	74.5	[16.747429]	[122]	[]	[]	[172777734]	[]
875_1224	chr6	26087374	26087774	+	1000	74.5	[8.281313]	[104]	[9.755369]	[87]	[26087576]	[26087559]
875_1227	chr7	120740458	120740858	+	1000	74.5	[11.861243]	[150]	[6.672467]	[169]	[120740645]	[120740664]
875_1231	chr1	6603677	6604077	+	1000	74.0	[6.163939]	[88]	[]	[]	[6603842]	[]
875_1240	chr18	3454479	3454879	+	1000	74.0	[16.31108]	[155]	[]	[]	[3454642]	[]
875_1247	chr3	47282350	47282750	+	1000	74.0	[]	[]	[6.3331037]	[79]	[]	[47282529]
875_1248	chr4	110119498	110119898	+	1000	74.0	[22.634838, 14.046103, 4.547017, 5.170511]	[91, 97, 98, 104]	[4.3733206, 4.6973615, 10.884511, 11.043552, 8.599294, 7.2959075]	[134, 136, 138, 142, 144, 175]	[110119660, 110119666, 110119667, 110119673]	[110119703, 110119705, 110119707, 110119711, 110119713, 110119744]
875_1249	chr5	158875186	158875586	+	1000	74.0	[]	[]	[12.454565, 19.617558]	[89, 95]	[]	[158875375, 158875381]
875_125	chr21	41926514	41926914	+	1000	211.0	[19.472023, 16.429304]	[99, 105]	[]	[]	[41926706, 41926712]	[]
875_1250	chr6	36171556	36171956	+	1000	74.0	[13.528411, 16.900019, 7.0990367]	[201, 207, 213]	[]	[]	[36171780, 36171786, 36171792]	[]
875_1254	chr9	96173649	96174049	+	1000	74.0	[16.679075, 14.903434, 7.052876, 5.4999995]	[77, 83, 84, 89]	[]	[]	[96173800, 96173806, 96173807, 96173812]	[]
875_1259	chr10	11527655	11528055	+	1000	73.5	[]	[]	[17.82494, 20.64545]	[112, 118]	[]	[11527856, 11527862]
875_126	chr3	36907931	36908331	+	1000	211.0	[5.818195, 19.137197, 15.532491]	[95, 101, 107]	[4.174073]	[58]	[36908124, 36908130, 36908136]	[36908087]
875_1263	chr17	59155153	59155553	+	1000	73.5	[9.483674, 4.653975]	[213, 214]	[]	[]	[59155388, 59155389]	[]
875_1264	chr17	65056853	65057253	+	1000	73.5	[18.947556, 10.525487]	[141, 147]	[]	[]	[65057021, 65057027]	[]
875_1270	chr22	21701002	21701402	+	1000	73.5	[4.016222]	[84]	[]	[]	[21701175]	[]
875_1271	chr3	71584399	71584799	+	1000	73.5	[4.6880746]	[193]	[]	[]	[71584639]	[]
875_1275	chr6	26494013	26494413	+	968	73.5	[]	[]	[16.62112, 15.007982, 5.514585]	[193, 199, 203]	[]	[26494245, 26494251, 26494255]
875_128	chr16	11312610	11313010	+	1000	208.5	[21.17147, 15.634614]	[107, 113]	[]	[]	[11312815, 11312821]	[]
875_1282	chr1	110084603	110085003	+	1000	73.0	[4.3017592]	[115]	[]	[]	[110084794]	[]
875_1288	chr12	50271873	50272273	+	1000	73.0	[7.445271, 10.647095]	[121, 127]	[]	[]	[50272087, 50272093]	[]
875_129	chr16	67936662	67937062	+	1000	208.5	[17.422441, 7.96087, 4.042768]	[103, 109, 154]	[]	[]	[67936860, 67936866, 67936911]	[]
875_1292	chr20	5120125	5120525	+	1000	73.0	[11.713424]	[173]	[16.434908, 16.323868]	[83, 89]	[5120371]	[5120281, 5120287]
875_1294	chr3	63912150	63912550	+	1000	73.0	[]	[]	[16.378338]	[156]	[]	[63912374]
875_1296	chr4	186191351	186191751	+	1000	73.0	[15.705054]	[139]	[]	[]	[186191570]	[]
875_1298	chr6	11232668	11233068	+	1000	73.0	[]	[]	[9.203201, 17.974373, 9.270409, 15.745757, 4.0836635]	[93, 99, 160, 166, 177]	[]	[11232832, 11232838, 11232899, 11232905, 11232916]
875_130	chr17	43006592	43006992	+	1000	208.0	[]	[]	[11.315518, 17.966423]	[89, 95]	[]	[43006763, 43006769]
875_1305	chr11	66869314	66869714	+	1000	72.5	[13.632484, 17.389046, 7.197691]	[89, 95, 101]	[4.4428954]	[156]	[66869474, 66869480, 66869486]	[66869541]
875_1313	chr4	7778832	7779232	+	1000	72.5	[]	[]	[12.453224, 19.41147, 8.468749]	[95, 101, 107]	[]	[7778998, 7779004, 7779010]
875_1317	chr7	141738110	141738510	+	1000	72.5	[18.068468, 9.8951235, 6.650609]	[124, 130, 131]	[]	[]	[141738316, 141738322, 141738323]	[]
875_1321	chr1	89198658	89199058	+	1000	72.0	[]	[]	[8.61262]	[196]	[]	[89198878]
875_1322	chr1	237036386	237036786	+	1000	72.0	[]	[]	[4.9244313, 7.1254573, 22.179398, 9.2772]	[66, 99, 105, 111]	[]	[237036540, 237036573, 237036579, 237036585]
875_1333	chr7	76357978	76358378	+	1000	72.0	[8.032018]	[110]	[]	[]	[76358133]	[]
875_1334	chr9	100066496	100066896	+	1000	72.0	[12.69098, 17.81283, 7.467913]	[160, 166, 172]	[]	[]	[100066728, 100066734, 100066740]	[]
875_1340	chr15	95557241	95557641	+	1000	71.5	[4.5841193]	[186]	[]	[]	[95557489]	[]
875_1342	chr17	80263374	80263774	+	1000	71.5	[11.575739]	[102]	[14.563559, 13.769646]	[113, 119]	[80263558]	[80263569, 80263575]
875_1343	chr2	6877457	6877857	+	1000	71.5	[7.120209, 19.740492]	[77, 83]	[9.755369, 6.5590844]	[100, 106]	[6877624, 6877630]	[6877647, 6877653]
875_1345	chr20	36946860	36947260	+	792	71.5	[]	[]	[10.174056, 20.54795]	[114, 120]	[]	[36947063, 36947069]
875_135	chr2	151261572	151261972	+	1000	206.0	[14.287786, 15.127517]	[141, 147]	[]	[]	[151261812, 151261818]	[]
875_1351	chr3	43288361	43288761	+	1000	71.5	[]	[]	[18.53577, 4.7438765, 4.7680554]	[113, 119, 124]	[]	[43288568, 43288574, 43288579]
875_1352	chr3	184142589	184142989	+	1000	71.5	[7.293616, 7.7569604]	[89, 91]	[14.803206, 21.352064, 5.9162397]	[144, 150, 156]	[184142743, 184142745]	[184142798, 184142804, 184142810]
875_1354	chr6	105489074	105489474	+	1000	71.5	[17.534176, 5.132869, 7.768284]	[136, 142, 167]	[]	[]	[105489278, 105489284, 105489309]	[]
875_1362	chr17	47205436	47205836	+	1000	71.0	[]	[]	[7.4304957, 13.085008]	[186, 192]	[]	[47205641, 47205647]
875_1366	chr6	44058820	44059220	+	1000	71.0	[]	[]	[5.3881407]	[150]	[]	[44059042]
875_1367	chr7	93845471	93845871	+	1000	71.0	[6.877991, 11.903411]	[177, 183]	[14.866789, 17.06991]	[223, 229]	[93845656, 93845662]	[93845702, 93845708]
875_1370	chr1	26127483	26127883	+	1000	70.5	[6.542165]	[242]	[]	[]	[26127689]	[]
875_1376	chr15	58628684	58629084	+	1000	70.5	[19.99711, 4.9665213, 6.18957]	[113, 119, 171]	[]	[]	[58628857, 58628863, 58628915]	[]
875_1377	chr17	56290469	56290869	+	1000	70.5	[]	[]	[12.130862, 22.407667]	[131, 137]	[]	[56290670, 56290676]
875_1382	chr4	992664	993064	+	1000	70.5	[13.040251]	[151]	[]	[]	[992828]	[]
875_1383	chr5	110817519	110817919	+	1000	70.5	[16.460821, 12.595043, 17.697952]	[90, 97, 103]	[]	[]	[110817707, 110817714, 110817720]	[]
875_1391	chr1	173406722	173407122	+	1000	70.0	[]	[]	[19.131128, 10.1895685]	[80, 86]	[]	[173406892, 173406898]
875_1393	chr1	235336883	235337283	+	1000	70.0	[4.8817444, 20.719421, 7.44773]	[124, 157, 163]	[]	[]	[235337069, 235337102, 235337108]	[]
875_1398	chr2	177585257	177585657	+	1000	70.0	[]	[]	[9.594177, 18.972027, 4.7494383]	[151, 157, 163]	[]	[177585468, 177585474, 177585480]
875_1399	chr3	15630216	15630616	+	1000	70.0	[]	[]	[17.704628, 9.051589]	[160, 166]	[]	[15630387, 15630393]
875_1406	chr15	44728666	44729066	+	1000	69.5	[]	[]	[14.397616, 4.0305676, 4.398193]	[112, 118, 125]	[]	[44728840, 44728846, 44728853]
875_1414	chr3	141294464	141294864	+	1000	69.5	[4.7067537]	[212]	[]	[]	[141294699]	[]
875_1419	chr7	12635829	12636229	+	1000	69.5	[17.765602]	[125]	[5.322866]	[99]	[12636023]	[12635997]
875_1426	chr11	62839488	62839888	+	1000	69.0	[4.1793346]	[125]	[14.187124, 4.987254]	[134, 140]	[62839700]	[62839709, 62839715]
875_143	chr10	119131633	119132033	+	1000	202.5	[]	[]	[10.244713, 20.455574, 4.0408287]	[70, 76, 82]	[]	[119131798, 119131804, 119131810]
875_1432	chr3	118932748	118933148	+	1000	69.0	[]	[]	[11.532148, 16.718653, 19.56285]	[106, 112, 118]	[]	[118932943, 118932949, 118932955]
875_1454	chr10	91198730	91199130	+	1000	68.0	[3.977386, 18.319078]	[113, 159]	[]	[]	[91198929, 91198975]	[]
875_1458	chr14	70416819	70417219	+	1000	68.0	[13.84593]	[148]	[6.2587705]	[105]	[70417056]	[70417013]
875_1462	chr2	33475954	33476354	+	1000	68.0	[]	[]	[12.001193]	[165]	[]	[33476188]
875_1463	chr2	96486027	96486427	+	1000	68.0	[]	[]	[14.138183]	[103]	[]	[96486213]
875_1464	chr2	225464641	225465041	+	1000	68.0	[21.414022, 16.759014, 4.6840296, 7.422143]	[132, 138, 161, 168]	[]	[]	[225464853, 225464859, 225464882, 225464889]	[]
875_1471	chr7	129866155	129866555	+	1000	68.0	[8.1351795]	[246]	[]	[]	[129866404]	[]
875_1480	chr3	139251488	139251888	+	1000	67.5	[6.8458424, 19.85065, 8.500792]	[131, 137, 143]	[]	[]	[139251703, 139251709, 139251715]	[]
875_1489	chr1	172532240	172532640	+	1000	67.0	[]	[]	[7.5014167, 16.54051]	[144, 150]	[]	[172532430, 172532436]
875_149	chr21	36260452	36260852	+	1000	198.5	[18.256035, 16.34502, 8.624007]	[113, 119, 158]	[]	[]	[36260657, 36260663, 36260702]	[]
875_1493	chr10	80535600	80536000	+	1000	67.0	[]	[]	[12.469556, 11.518885, 5.8382077]	[121, 127, 132]	[]	[80535814, 80535820, 80535825]
875_1494	chr11	59144533	59144933	+	1000	67.0	[]	[]	[16.035044, 7.134583]	[76, 80]	[]	[59144707, 59144711]
875_1496	chr12	27014654	27015054	+	1000	67.0	[16.46263]	[107]	[]	[]	[27014842]	[]
875_1498	chr12	64459578	64459978	+	1000	67.0	[21.204536]	[174]	[]	[]	[64459828]	[]
875_1499	chr14	54881875	54882275	+	1000	67.0	[]	[]	[11.887093, 19.329859]	[112, 118]	[]	[54882073, 54882079]
875_1501	chr17	33964361	33964761	+	1000	67.0	[5.2066336, 16.817343]	[150, 161]	[]	[]	[33964589, 33964600]	[]
875_1506	chr3	193656943	193657343	+	1000	67.0	[]	[]	[6.301555, 15.668427, 6.0824647]	[98, 104, 110]	[]	[193657120, 193657126, 193657132]
875_1510	chr6	125746837	125747237	+	1000	67.0	[7.3291245, 8.117092, 7.6286693]	[131, 137, 164]	[]	[]	[125747035, 125747041, 125747068]	[]
875_1518	chr11	128831111	128831511	+	1000	66.5	[15.206057]	[105]	[]	[]	[128831316]	[]
875_1524	chr19	28736974	28737374	+	1000	66.5	[]	[]	[15.787868]	[96]	[]	[28737158]
875_1531	chr3	39433657	39434057	+	1000	66.5	[9.844743]	[61]	[15.535094, 21.644257]	[76, 82]	[39433808]	[39433823, 39433829]
875_1536	chr7	121160438	121160838	+	1000	66.5	[]	[]	[7.7420883]	[100]	[]	[121160618]
875_154	chr1	182588709	182589109	+	1000	194.0	[17.87924, 15.48553, 3.9870164]	[100, 106, 112]	[]	[]	[182588901, 182588907, 182588913]	[]
875_1546	chr1	125175923	125176323	+	1000	66.0	[4.120134, 12.368842]	[108, 160]	[]	[]	[125176098, 125176150]	[]
875_1547	chr15	68114364	68114764	+	1000	66.0	[7.9091673, 19.72799, 6.2048006, 6.034855, 7.095812]	[93, 99, 151, 152, 157]	[5.156931]	[130]	[68114547, 68114553, 68114605, 68114606, 68114611]	[68114584]
875_1553	chr22	20606326	20606726	+	1000	66.0	[]	[]	[12.905266]	[168]	[]	[20606574]
875_1557	chr4	185609115	185609515	+	1000	66.0	[14.303612, 22.23243, 7.275948]	[122, 128, 134]	[]	[]	[185609331, 185609337, 185609343]	[]
875_156	chr6	132813007	132813407	+	1000	193.0	[]	[]	[5.303882, 5.274069]	[82, 88]	[]	[132813158, 132813164]
875_1560	chr5	140180952	140181352	+	1000	66.0	[16.027622]	[111]	[]	[]	[140181148]	[]
875_1566	chr1	145690558	145690958	+	1000	65.5	[]	[]	[18.106024]	[73]	[]	[145690726]
875_1568	chr1	231053793	231054193	+	1000	65.5	[]	[]	[4.5960307, 15.924993, 5.3602867, 6.3089614]	[63, 69, 80, 128]	[]	[231053948, 231053954, 231053965, 231054013]
875_1571	chr12	93740743	93741143	+	1000	65.5	[6.1655245, 4.063542, 6.1707354]	[148, 188, 192]	[]	[]	[93740933, 93740973, 93740977]	[]
875_1572	chr12	112130543	112130943	+	1000	65.5	[]	[]	[4.85982, 4.6113214]	[84, 105]	[]	[112130715, 112130736]
875_1573	chr14	100375149	100375549	+	1000	65.5	[5.072189, 9.544711, 19.19984, 6.148045]	[151, 157, 163, 169]	[]	[]	[100375379, 100375385, 100375391, 100375397]	[]
875_1574	chr15	83747106	83747506	+	1000	65.5	[10.351881, 12.059905, 20.813942, 15.573625]	[93, 99, 123, 129]	[]	[]	[83747271, 83747277, 83747301, 83747307]	[]
875_1578	chr16	88978657	88979057	+	1000	65.5	[13.664988]	[209]	[]	[]	[88978906]	[]
875_1579	chr17	81509581	81509981	+	1000	65.5	[13.189086, 4.858045]	[120, 126]	[]	[]	[81509790, 81509796]	[]
875_1581	chr20	46119209	46119609	+	1000	65.5	[20.232029]	[111]	[]	[]	[46119404]	[]
875_1589	chr7	16563366	16563766	+	1000	65.5	[]	[]	[4.9881544]	[141]	[]	[16563584]
875_1596	chr16	2603140	2603540	+	1000	65.0	[6.2536445]	[120]	[]	[]	[2603291]	[]
875_1606	chr1	209875519	209875919	+	1000	64.5	[16.227306]	[125]	[]	[]	[209875705]	[]
875_1609	chr10	72298253	72298653	+	1000	64.5	[]	[]	[9.806292]	[91]	[]	[72298443]
875_161	chr6	32843858	32844258	+	1000	190.0	[]	[]	[15.472208, 20.572235, 5.414965, 4.4360294]	[80, 86, 92, 154]	[]	[32844032, 32844038, 32844044, 32844106]
875_1610	chr11	14519926	14520326	+	1000	64.5	[]	[]	[8.866557]	[75]	[]	[14520078]
875_1617	chr3	9224385	9224785	+	1000	64.5	[]	[]	[12.427023, 16.928167, 12.025256]	[142, 148, 154]	[]	[9224621, 9224627, 9224633]
875_1618	chr3	38138396	38138796	+	1000	64.5	[]	[]	[13.369611, 13.101818]	[130, 169]	[]	[38138596, 38138635]
875_1620	chr3	187889690	187890090	+	1000	64.5	[6.2026753, 4.9593625]	[164, 170]	[5.18181, 17.465952, 5.7773848, 4.011832]	[79, 85, 90, 91]	[187889935, 187889941]	[187889850, 187889856, 187889861, 187889862]
875_1627	chr6	100720247	100720647	+	1000	64.5	[]	[]	[6.6104817]	[105]	[]	[100720440]
875_1630	chr7	103811957	103812357	+	1000	64.5	[21.352064, 5.9983363, 5.4511223, 18.03422, 4.4429216]	[100, 106, 126, 148, 154]	[]	[]	[103812125, 103812131, 103812151, 103812173, 103812179]	[]
875_1634	chr1	66981640	66982040	+	1000	64.0	[]	[]	[20.055534]	[91]	[]	[66981800]
875_1643	chr20	50366598	50366998	+	1000	64.0	[18.758123, 6.7660413]	[117, 123]	[]	[]	[50366787, 50366793]	[]
875_1648	chr7	33039597	33039997	+	1000	64.0	[]	[]	[18.051092, 6.3781633, 5.3224354]	[84, 90, 135]	[]	[33039758, 33039764, 33039809]
875_1650	chr7	92717958	92718358	+	1000	64.0	[]	[]	[14.257562, 18.099524, 5.6716695]	[84, 90, 96]	[]	[92718121, 92718127, 92718133]
875_1655	chrX	119477875	119478275	+	1000	64.0	[4.3900604, 16.126568]	[229, 235]	[]	[]	[119478116, 119478122]	[]
875_1656	chr1	91712385	91712785	+	1000	63.5	[11.410504, 12.506645]	[134, 140]	[6.861064, 4.7176294]	[98, 104]	[91712582, 91712588]	[91712546, 91712552]
875_1658	chr10	11669220	11669620	+	1000	63.5	[8.795212, 15.410555, 4.710349, 4.240142]	[104, 122, 128, 151]	[]	[]	[11669397, 11669415, 11669421, 11669444]	[]
875_1660	chr12	96121257	96121657	+	1000	63.5	[12.181088]	[115]	[14.801947]	[88]	[96121452]	[96121425]
875_1661	chr13	32538400	32538800	+	1000	63.5	[]	[]	[10.6393, 15.594443]	[65, 71]	[]	[32538551, 32538557]
875_1667	chr2	41720340	41720740	+	1000	63.5	[]	[]	[13.262691]	[107]	[]	[41720495]
875_1669	chr21	42388975	42389375	+	1000	63.5	[13.062597]	[142]	[4.929031]	[81]	[42389200]	[42389139]
875_1677	chr6	145749587	145749987	+	1000	63.5	[12.320431, 8.03321]	[149, 155]	[]	[]	[145749804, 145749810]	[]
875_1679	chrX	120485673	120486073	+	1000	63.5	[6.4906597, 8.608327]	[115, 160]	[]	[]	[120485834, 120485879]	[]
875_1680	chr1	6868643	6869043	+	1000	63.0	[9.18962]	[214]	[18.2013]	[141]	[6868871]	[6868798]
875_1683	chr1	205631060	205631460	+	1000	63.0	[14.889345]	[202]	[]	[]	[205631303]	[]
875_1689	chr17	80260886	80261286	+	1000	63.0	[13.654718]	[87]	[]	[]	[80261042]	[]
875_169	chr19	49473978	49474378	+	1000	185.0	[5.8410783, 17.066978, 8.616296]	[157, 163, 169]	[]	[]	[49474209, 49474215, 49474221]	[]
875_1691	chr2	166239536	166239936	+	1000	63.0	[]	[]	[7.2063546]	[153]	[]	[166239750]
875_1697	chr7	106365132	106365532	+	1000	63.0	[8.150081, 13.764562]	[189, 195]	[]	[]	[106365341, 106365347]	[]
875_1701	chr1	116679251	116679651	+	1000	62.5	[5.4008346]	[149]	[]	[]	[116679425]	[]
875_1705	chr17	50852085	50852485	+	1000	62.5	[]	[]	[16.447977]	[154]	[]	[50852311]
875_1709	chr2	200383714	200384114	+	1000	62.5	[]	[]	[4.174641, 8.717004, 4.670159, 7.58505, 21.643827]	[79, 85, 91, 118, 124]	[]	[200383889, 200383895, 200383901, 200383928, 200383934]
