#PeakID(python identify_motif.py ./ENCODE_processed_files/TEAD2_idr.fa TEAD2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
965_11122	chr22	20583127	20583527	+	542	26.0	[8.366211]	[206]	[]	[]	[20583369]	[]
965_11127	chr22	22205445	22205845	+	551	26.0	[12.834519]	[123]	[7.6554527]	[139]	[22205659]	[22205675]
965_11134	chr3	139388899	139389299	+	577	26.0	[9.390524]	[93]	[]	[]	[139389072]	[]
965_1114	chr22	19854906	19855306	+	1000	63.0	[8.518976]	[124]	[]	[]	[19855073]	[]
965_11140	chr5	65481895	65482295	+	550	26.0	[8.311733]	[178]	[]	[]	[65482114]	[]
965_11141	chr5	76337930	76338330	+	553	26.0	[8.366211]	[140]	[]	[]	[76338146]	[]
965_11143	chr5	81755288	81755688	+	567	26.0	[]	[]	[12.834519]	[165]	[]	[81755511]
965_11144	chr5	91379734	91380134	+	556	26.0	[9.390524]	[111]	[]	[]	[91379944]	[]
965_11146	chr5	132497148	132497548	+	560	26.0	[]	[]	[8.311733]	[96]	[]	[132497304]
965_11161	chr6	43174203	43174603	+	558	26.0	[10.269137]	[156]	[]	[]	[43174376]	[]
965_11174	chr7	74026723	74027123	+	542	26.0	[7.7329817]	[106]	[7.8428354]	[179]	[74026876]	[74026949]
965_11178	chr7	106721873	106722273	+	554	26.0	[]	[]	[8.311733]	[172]	[]	[106722084]
965_11195	chr8	58801433	58801833	+	546	26.0	[8.731906]	[158]	[]	[]	[58801644]	[]
965_11197	chr8	124017555	124017955	+	548	26.0	[]	[]	[8.176826]	[124]	[]	[124017718]
965_112	chr18	3247331	3247731	+	1000	207.5	[]	[]	[12.834519]	[74]	[]	[3247500]
965_11218	chr12	53538369	53538769	+	542	25.5	[7.6554527]	[133]	[]	[]	[53538522]	[]
965_11239	chr9	123335594	123335994	+	551	25.5	[]	[]	[8.196857, 9.390524]	[110, 128]	[]	[123335794, 123335812]
965_1126	chr9	131331213	131331613	+	1000	63.0	[]	[]	[12.834519]	[130]	[]	[131331420]
965_1138	chr3	33911835	33912235	+	1000	62.5	[8.731906]	[121]	[]	[]	[33912055]	[]
965_1139	chr5	71385183	71385583	+	1000	62.5	[]	[]	[8.366211]	[77]	[]	[71385352]
965_1141	chr5	170151089	170151489	+	1000	62.5	[12.834519]	[86]	[]	[]	[170151274]	[]
965_1147	chr1	41496195	41496595	+	1000	62.0	[]	[]	[10.269137]	[117]	[]	[41496402]
965_1149	chr10	38529107	38529507	+	1000	62.0	[]	[]	[8.366211, 8.518976, 8.518976, 8.518976, 7.7329817]	[151, 171, 186, 201, 206]	[]	[38529272, 38529292, 38529307, 38529322, 38529327]
965_115	chr7	100867112	100867512	+	1000	204.5	[]	[]	[12.834519]	[108]	[]	[100867318]
965_1154	chr15	36428281	36428681	+	1000	62.0	[7.5994935]	[99]	[]	[]	[36428456]	[]
965_1156	chr16	27470625	27471025	+	1000	62.0	[12.834519]	[135]	[]	[]	[27470844]	[]
965_1165	chr7	124992798	124993198	+	1000	62.0	[12.834519]	[88]	[]	[]	[124992985]	[]
965_1166	chr7	151028533	151028933	+	1000	62.0	[7.7329817]	[215]	[12.834519]	[173]	[151028782]	[151028740]
965_1176	chr18	3664869	3665269	+	1000	61.5	[]	[]	[10.269137]	[155]	[]	[3665097]
965_1183	chr22	38506353	38506753	+	1000	61.5	[8.366211]	[121]	[]	[]	[38506563]	[]
965_1187	chr9	131179700	131180100	+	1000	61.5	[8.196857]	[140]	[8.366211]	[167]	[131179910]	[131179937]
965_1191	chr1	156958286	156958686	+	1000	61.0	[12.834519]	[112]	[]	[]	[156958493]	[]
965_1192	chr1	224160228	224160628	+	1000	61.0	[]	[]	[8.731906, 7.7999115]	[138, 174]	[]	[224160426, 224160462]
965_1194	chr13	112711756	112712156	+	1000	61.0	[12.834519]	[107]	[8.196857]	[116]	[112711950]	[112711959]
965_12	chrM	7029	7429	+	1000	801.5	[]	[]	[10.269137]	[78]	[]	[7206]
965_1209	chr7	92835369	92835769	+	1000	61.0	[8.731906, 10.269137]	[92, 100]	[]	[]	[92835560, 92835568]	[]
965_1211	chr8	10777243	10777643	+	1000	61.0	[7.6554527]	[151]	[]	[]	[10777491]	[]
965_1215	chr1	25695002	25695402	+	1000	60.5	[12.834519]	[70]	[]	[]	[25695172]	[]
965_1224	chr17	45977114	45977514	+	1000	60.5	[10.269137]	[96]	[]	[]	[45977308]	[]
965_1230	chr1_KI270711v1_random	9065	9465	+	1000	60.5	[]	[]	[7.9547687]	[145]	[]	[9302]
965_1231	chr2	41922141	41922541	+	1000	60.5	[8.311733]	[136]	[8.311733]	[62]	[41922368]	[41922294]
965_1237	chr3	42654680	42655080	+	1000	60.5	[9.390524]	[132]	[10.269137]	[90]	[42654890]	[42654848]
965_1238	chr5	76657930	76658330	+	1000	60.5	[]	[]	[8.311733]	[115]	[]	[76658141]
965_1249	chr10	24873199	24873599	+	1000	60.0	[12.834519]	[77]	[]	[]	[24873373]	[]
965_1252	chr12	54279507	54279907	+	1000	60.0	[12.834519]	[160]	[]	[]	[54279736]	[]
965_1253	chr12	118034810	118035210	+	1000	60.0	[8.176826]	[77]	[]	[]	[118034980]	[]
965_127	chr12	120086855	120087255	+	1000	197.0	[12.834519]	[81]	[]	[]	[120087033]	[]
965_1275	chr15	48855858	48856258	+	1000	59.5	[]	[]	[9.390524]	[131]	[]	[48856059]
965_1280	chr2	130920386	130920786	+	1000	59.5	[10.269137]	[161]	[12.834519]	[116]	[130920626]	[130920581]
965_1281	chr22	20805907	20806307	+	1000	59.5	[]	[]	[12.834519, 7.6554527]	[138, 159]	[]	[20806132, 20806153]
965_1287	chr5	142713366	142713766	+	1000	59.5	[10.269137]	[143]	[]	[]	[142713601]	[]
965_129	chr1	143255405	143255805	+	1000	194.0	[8.518976, 8.518976, 8.518976]	[60, 65, 152]	[]	[]	[143255562, 143255567, 143255654]	[]
965_1291	chr8	94357665	94358065	+	1000	59.5	[7.6749144]	[104]	[]	[]	[94357857]	[]
965_1326	chr1	94045556	94045956	+	1000	58.5	[12.834519, 12.834519]	[98, 129]	[]	[]	[94045741, 94045772]	[]
965_133	chr7	10940140	10940540	+	1000	189.0	[8.311733]	[70]	[9.390524]	[125]	[10940296]	[10940351]
965_1336	chr18	22563082	22563482	+	1000	58.5	[]	[]	[12.834519]	[80]	[]	[22563253]
965_1345	chr6	14777499	14777899	+	1000	58.5	[10.269137]	[151]	[]	[]	[14777710]	[]
965_1346	chr6	116511337	116511737	+	1000	58.5	[8.311733]	[109]	[8.311733]	[119]	[116511542]	[116511552]
965_1347	chr7	130072127	130072527	+	1000	58.5	[10.269137]	[85]	[]	[]	[130072281]	[]
965_1350	chr9	131128185	131128585	+	1000	58.5	[9.390524]	[126]	[]	[]	[131128364]	[]
965_1354	chr1	109823728	109824128	+	1000	58.0	[8.518976]	[96]	[]	[]	[109823910]	[]
965_1355	chr10	31947591	31947991	+	1000	58.0	[12.834519]	[92]	[]	[]	[31947765]	[]
965_1367	chr4	75514116	75514516	+	1000	58.0	[12.834519]	[93]	[]	[]	[75514304]	[]
965_1372	chr6	49636666	49637066	+	1000	58.0	[]	[]	[9.390524]	[143]	[]	[49636894]
965_1380	chr1	205750435	205750835	+	1000	57.5	[9.390524]	[148]	[]	[]	[205750651]	[]
965_1405	chr1	201946491	201946891	+	1000	57.0	[12.834519]	[85]	[8.196857]	[94]	[201946668]	[201946677]
965_1406	chr1	205711103	205711503	+	1000	57.0	[10.269137]	[92]	[]	[]	[205711272]	[]
965_1412	chr10	38527511	38527911	+	1000	57.0	[]	[]	[8.518976, 8.518976, 8.518976, 8.518976]	[95, 110, 145, 185]	[]	[38527668, 38527683, 38527718, 38527758]
965_1422	chr19	17267013	17267413	+	1000	57.0	[8.731906]	[129]	[]	[]	[17267239]	[]
965_1425	chr19	58519776	58520176	+	1000	57.0	[]	[]	[12.834519]	[131]	[]	[58519984]
965_1428	chr21	34201959	34202359	+	1000	57.0	[]	[]	[10.269137]	[103]	[]	[34202152]
965_1430	chr22	19881116	19881516	+	1000	57.0	[10.269137, 10.269137]	[104, 157]	[]	[]	[19881310, 19881363]	[]
965_1433	chr4	38667098	38667498	+	1000	57.0	[12.834519]	[112]	[]	[]	[38667298]	[]
965_1444	chr9	130859980	130860380	+	1000	57.0	[7.6749144]	[117]	[]	[]	[130860134]	[]
965_1449	chr1	16904965	16905365	+	1000	56.5	[]	[]	[8.176826]	[155]	[]	[16905201]
965_145	chr21	41958079	41958479	+	1000	183.5	[]	[]	[12.834519]	[120]	[]	[41958289]
965_1451	chr1	45012734	45013134	+	1000	56.5	[12.834519, 7.7329817]	[106, 143]	[]	[]	[45012938, 45012975]	[]
965_1456	chr1	203196412	203196812	+	1000	56.5	[]	[]	[12.834519]	[108]	[]	[203196611]
965_1459	chr10	90921122	90921522	+	1000	56.5	[8.518976]	[94]	[8.731906]	[80]	[90921301]	[90921287]
965_1462	chr12	7970568	7970968	+	1000	56.5	[]	[]	[12.834519]	[73]	[]	[7970740]
965_1463	chr12	57001441	57001841	+	1000	56.5	[9.390524]	[114]	[]	[]	[57001640]	[]
965_1476	chr6	15905883	15906283	+	1000	56.5	[12.834519]	[106]	[]	[]	[15906037]	[]
965_1479	chr6	160101456	160101856	+	1000	56.5	[]	[]	[9.390524]	[149]	[]	[160101646]
965_1480	chr7	87152057	87152457	+	1000	56.5	[12.834519]	[158]	[]	[]	[87152285]	[]
965_1488	chr11	9364202	9364602	+	1000	56.0	[]	[]	[10.269137]	[119]	[]	[9364407]
965_1492	chr15	44427312	44427712	+	1000	56.0	[10.269137]	[111]	[]	[]	[44427523]	[]
965_1496	chr16	79970657	79971057	+	1000	56.0	[]	[]	[8.518976]	[142]	[]	[79970825]
965_1497	chr17	64506260	64506660	+	1000	56.0	[]	[]	[10.269137]	[127]	[]	[64506481]
965_150	chr19	49442918	49443318	+	1000	180.5	[]	[]	[8.196857]	[53]	[]	[49443070]
965_1514	chr5	16418475	16418875	+	1000	56.0	[9.390524]	[88]	[]	[]	[16418643]	[]
965_1521	chr8	102863020	102863420	+	1000	56.0	[7.6554527]	[74]	[]	[]	[102863192]	[]
965_1522	chr8	128427809	128428209	+	1000	56.0	[7.6749144]	[70]	[]	[]	[128427977]	[]
965_1528	chr1	212596099	212596499	+	1000	55.5	[7.6554527, 10.269137]	[68, 129]	[]	[]	[212596254, 212596315]	[]
965_1531	chr11	12201162	12201562	+	1000	55.5	[]	[]	[7.8428354, 12.834519]	[144, 165]	[]	[12201375, 12201396]
965_1534	chr12	112419248	112419648	+	1000	55.5	[10.269137]	[99]	[]	[]	[112419439]	[]
965_1541	chr2	201118461	201118861	+	1000	55.5	[8.731906]	[145]	[]	[]	[201118665]	[]
965_1546	chr22	21624176	21624576	+	1000	55.5	[]	[]	[7.7329817]	[81]	[]	[21624349]
965_1547	chr22	22855670	22856070	+	1000	55.5	[7.6749144]	[122]	[]	[]	[22855891]	[]
965_1558	chr1	143263218	143263618	+	1000	55.0	[]	[]	[8.518976]	[55]	[]	[143263370]
965_1563	chr15	41568376	41568776	+	1000	55.0	[12.834519]	[131]	[]	[]	[41568586]	[]
965_157	chr1	29124418	29124818	+	1000	176.0	[]	[]	[10.269137]	[131]	[]	[29124643]
965_1571	chr22	23086717	23087117	+	1000	55.0	[]	[]	[7.7329817]	[187]	[]	[23086955]
965_1577	chr6	11263436	11263836	+	1000	55.0	[12.834519]	[107]	[7.6554527]	[67]	[11263630]	[11263590]
965_1583	chr1	206673232	206673632	+	1000	54.5	[7.6749144, 7.9547687]	[87, 161]	[]	[]	[206673408, 206673482]	[]
965_160	chr1	143217174	143217574	+	1000	174.5	[]	[]	[8.196857]	[102]	[]	[143217365]
965_1602	chr22	22102906	22103306	+	1000	54.5	[7.7329817]	[196]	[]	[]	[22103153]	[]
965_1610	chr6	43926995	43927395	+	1000	54.5	[]	[]	[12.834519]	[208]	[]	[43927237]
965_1612	chr7	104552126	104552526	+	1000	54.5	[]	[]	[12.834519]	[115]	[]	[104552326]
