#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF13_idr.fa KLF13 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
92_1017	chr1	149636562	149636962	+	1000	74.5	[]	[]	[5.7512407]	[132]	[]	[149636744]
92_10175	chr22	22531556	22531956	+	629	30.5	[4.805152]	[90]	[]	[]	[22531726]	[]
92_10176	chr22	41544450	41544850	+	576	30.5	[]	[]	[5.257599]	[81]	[]	[41544602]
92_10187	chr3	126908785	126909185	+	631	30.5	[4.9323444]	[123]	[]	[]	[126908980]	[]
92_10192	chr3	183178701	183179101	+	544	30.5	[]	[]	[10.53942]	[144]	[]	[183178942]
92_10198	chr5	47114905	47115305	+	621	30.5	[4.6605844]	[76]	[]	[]	[47115077]	[]
92_10200	chr5	57173931	57174331	+	628	30.5	[]	[]	[4.267088]	[169]	[]	[57174122]
92_10205	chr5	177455215	177455615	+	596	30.5	[8.105951]	[226]	[]	[]	[177455466]	[]
92_1021	chr15	42920714	42921114	+	1000	74.5	[]	[]	[5.21364]	[159]	[]	[42920944]
92_10214	chr6	41278934	41279334	+	609	30.5	[]	[]	[7.7988973]	[164]	[]	[41279101]
92_10217	chr6	90218155	90218555	+	645	30.5	[3.9024763]	[85]	[]	[]	[90218334]	[]
92_10223	chr7	12747847	12748247	+	644	30.5	[]	[]	[6.0680456]	[185]	[]	[12748045]
92_10226	chr7	100477164	100477564	+	576	30.5	[]	[]	[6.0755496, 13.984361]	[92, 143]	[]	[100477348, 100477399]
92_1023	chr17	8187558	8187958	+	1000	74.5	[]	[]	[6.216261, 18.514639]	[111, 137]	[]	[8187762, 8187788]
92_10238	chr8	85107034	85107434	+	651	30.5	[3.899134, 10.964813]	[98, 103]	[3.156086]	[136]	[85107185, 85107190]	[85107223]
92_1024	chr19	10653901	10654301	+	1000	74.5	[6.256186]	[189]	[]	[]	[10654145]	[]
92_10242	chr8	128343681	128344081	+	561	30.5	[3.9599953]	[199]	[]	[]	[128343915]	[]
92_10247	chr9	36400900	36401300	+	543	30.5	[3.9883542]	[78]	[]	[]	[36401073]	[]
92_10248	chr9	38226353	38226753	+	621	30.5	[5.943053]	[99]	[]	[]	[38226536]	[]
92_10249	chr9	92295112	92295512	+	618	30.5	[3.9407084]	[222]	[3.574017]	[142]	[92295346]	[92295266]
92_10251	chr9	105782574	105782974	+	575	30.5	[]	[]	[3.9599953]	[132]	[]	[105782798]
92_10252	chr9	125242446	125242846	+	608	30.5	[3.619862]	[112]	[]	[]	[125242643]	[]
92_10253	chr9	125261290	125261690	+	601	30.5	[]	[]	[4.2967143]	[190]	[]	[125261525]
92_10255	chr9	128503560	128503960	+	638	30.5	[]	[]	[11.03247]	[101]	[]	[128503743]
92_10263	chrX	48785856	48786256	+	654	30.5	[]	[]	[3.927731]	[115]	[]	[48786028]
92_10273	chr1	16951635	16952035	+	610	30.0	[5.5374985, 3.5480158]	[80, 120]	[]	[]	[16951810, 16951850]	[]
92_10291	chr1	152035790	152036190	+	581	30.0	[]	[]	[16.958199]	[161]	[]	[152035983]
92_10292	chr1	162396753	162397153	+	543	30.0	[]	[]	[8.565826]	[187]	[]	[162396968]
92_10293	chr1	168219768	168220168	+	600	30.0	[]	[]	[8.668587, 8.743961]	[118, 160]	[]	[168219948, 168219990]
92_10294	chr1	200641414	200641814	+	587	30.0	[]	[]	[5.943053]	[131]	[]	[200641636]
92_10297	chr1	206735391	206735791	+	565	30.0	[4.036009]	[190]	[]	[]	[206735632]	[]
92_10347	chr15	34988113	34988513	+	544	30.0	[]	[]	[3.4516227]	[169]	[]	[34988362]
92_10350	chr16	401903	402303	+	609	30.0	[4.196948]	[177]	[]	[]	[402151]	[]
92_10353	chr16	85554983	85555383	+	587	30.0	[5.61925]	[125]	[]	[]	[85555137]	[]
92_10355	chr17	3964477	3964877	+	561	30.0	[]	[]	[9.190846]	[80]	[]	[3964635]
92_1036	chr1	43522790	43523190	+	1000	74.0	[]	[]	[4.45647]	[73]	[]	[43522951]
92_10365	chr19	5803889	5804289	+	576	30.0	[]	[]	[6.24373]	[115]	[]	[5804073]
92_10369	chr19	34980072	34980472	+	586	30.0	[]	[]	[6.604992]	[135]	[]	[34980244]
92_1037	chr1	155609871	155610271	+	1000	74.0	[9.674369]	[77]	[]	[]	[155610032]	[]
92_10370	chr19	35545465	35545865	+	620	30.0	[5.358984]	[159]	[]	[]	[35545690]	[]
92_10376	chr2	11863591	11863991	+	563	30.0	[]	[]	[3.7307265]	[131]	[]	[11863777]
92_10379	chr2	64064913	64065313	+	612	30.0	[]	[]	[5.943053, 11.03247]	[117, 200]	[]	[64065077, 64065160]
92_10406	chr22	19785404	19785804	+	595	30.0	[]	[]	[9.978745]	[135]	[]	[19785598]
92_10410	chr22	20561654	20562054	+	629	30.0	[5.1244545]	[125]	[]	[]	[20561835]	[]
92_10415	chr22	21914176	21914576	+	593	30.0	[]	[]	[7.121202]	[164]	[]	[21914423]
92_1042	chr19	55460855	55461255	+	1000	74.0	[]	[]	[7.9202304]	[168]	[]	[55461069]
92_10425	chr3	4340308	4340708	+	608	30.0	[]	[]	[7.3001113]	[167]	[]	[4340552]
92_10427	chr3	5188458	5188858	+	572	30.0	[5.470055]	[223]	[]	[]	[5188699]	[]
92_10428	chr3	9786177	9786577	+	595	30.0	[5.549552]	[88]	[]	[]	[9786348]	[]
92_10433	chr3	183361144	183361544	+	585	30.0	[]	[]	[7.3331966]	[163]	[]	[183361395]
92_10438	chr4	83630176	83630576	+	571	30.0	[]	[]	[3.1204672]	[182]	[]	[83630419]
92_10448	chr5	169583449	169583849	+	549	30.0	[5.4853597, 3.127271]	[87, 98]	[7.310499]	[147]	[169583609, 169583620]	[169583669]
92_10457	chr6	28719453	28719853	+	609	30.0	[]	[]	[6.9473815]	[229]	[]	[28719702]
92_1047	chr7	100088693	100089093	+	1000	74.0	[3.6508038]	[101]	[]	[]	[100088889]	[]
92_10473	chr7	5189948	5190348	+	574	30.0	[]	[]	[5.257599]	[156]	[]	[5190161]
92_10477	chr7	98878860	98879260	+	608	30.0	[6.967221]	[174]	[]	[]	[98879093]	[]
92_10478	chr7	100435588	100435988	+	602	30.0	[]	[]	[3.9990914]	[140]	[]	[100435787]
92_10481	chr7	139646018	139646418	+	543	30.0	[]	[]	[5.0744023]	[74]	[]	[139646170]
92_10485	chr8	37780035	37780435	+	608	30.0	[]	[]	[5.373957]	[124]	[]	[37780228]
92_10486	chr8	37898009	37898409	+	564	30.0	[]	[]	[6.3268595]	[105]	[]	[37898196]
92_10496	chr9	98791093	98791493	+	607	30.0	[]	[]	[7.4358363]	[97]	[]	[98791276]
92_10502	chrX	47809331	47809731	+	546	30.0	[4.9762077]	[139]	[]	[]	[47809568]	[]
92_10511	chr1	6209227	6209627	+	595	29.5	[6.0072618]	[81]	[]	[]	[6209396]	[]
92_10523	chr1	50332944	50333344	+	578	29.5	[8.430917]	[168]	[]	[]	[50333166]	[]
92_10524	chr1	65147447	65147847	+	600	29.5	[]	[]	[5.036688, 3.8484435]	[183, 216]	[]	[65147662, 65147695]
92_10552	chr11	117946873	117947273	+	566	29.5	[7.2108645]	[150]	[]	[]	[117947040]	[]
92_10555	chr12	49127236	49127636	+	561	29.5	[5.824813]	[131]	[]	[]	[49127454]	[]
92_10567	chr13	90678988	90679388	+	571	29.5	[3.1180468]	[121]	[]	[]	[90679202]	[]
92_1058	chr16	28211947	28212347	+	1000	73.5	[3.3167353, 10.60945, 11.1475]	[84, 97, 112]	[]	[]	[28212101, 28212114, 28212129]	[]
92_10587	chr15	37101246	37101646	+	576	29.5	[]	[]	[5.6084323]	[168]	[]	[37101471]
92_10590	chr15	58065360	58065760	+	557	29.5	[]	[]	[3.6648204, 4.5488467]	[97, 138]	[]	[58065554, 58065595]
92_10601	chr16	66551362	66551762	+	597	29.5	[]	[]	[5.2386665]	[121]	[]	[66551547]
92_10605	chr16	89666934	89667334	+	568	29.5	[]	[]	[4.531565]	[112]	[]	[89667120]
92_10607	chr17	28812095	28812495	+	577	29.5	[5.825012]	[112]	[]	[]	[28812266]	[]
92_10618	chr19	1307278	1307678	+	561	29.5	[9.858892]	[149]	[]	[]	[1307520]	[]
92_10619	chr19	1767337	1767737	+	563	29.5	[5.7595744, 4.107989]	[136, 137]	[]	[]	[1767545, 1767546]	[]
92_1062	chr19	12885135	12885535	+	1000	73.5	[10.964813]	[115]	[]	[]	[12885302]	[]
92_10624	chr19	9309673	9310073	+	578	29.5	[]	[]	[6.427899, 5.0356045]	[125, 160]	[]	[9309883, 9309918]
92_10626	chr19	12946338	12946738	+	573	29.5	[]	[]	[9.337941]	[125]	[]	[12946555]
92_10628	chr19	18322230	18322630	+	558	29.5	[15.724966]	[193]	[]	[]	[18322447]	[]
92_10634	chr19	51904814	51905214	+	547	29.5	[]	[]	[4.156957, 3.9006784]	[98, 136]	[]	[51904999, 51905037]
92_10640	chr2	186439686	186440086	+	570	29.5	[]	[]	[7.2636905, 8.774169]	[103, 144]	[]	[186439856, 186439897]
92_10641	chr20	3048029	3048429	+	564	29.5	[9.867726]	[144]	[]	[]	[3048251]	[]
92_10642	chr20	50153875	50154275	+	597	29.5	[]	[]	[10.707988]	[86]	[]	[50154040]
92_10643	chr20	58980849	58981249	+	584	29.5	[4.86514]	[119]	[7.4816427]	[159]	[58981059]	[58981099]
92_10644	chr21	9011530	9011930	+	603	29.5	[4.127041]	[182]	[]	[]	[9011750]	[]
92_1065	chr3	47475758	47476158	+	1000	73.5	[5.8298554]	[140]	[]	[]	[47475978]	[]
92_10651	chr22	19002203	19002603	+	594	29.5	[4.1924, 3.5401232]	[121, 157]	[]	[]	[19002374, 19002410]	[]
92_10665	chr22	20649605	20650005	+	583	29.5	[5.943053]	[131]	[]	[]	[20649809]	[]
92_1067	chr6	4018558	4018958	+	1000	73.5	[10.964813]	[157]	[]	[]	[4018768]	[]
92_10676	chr3	14391058	14391458	+	595	29.5	[]	[]	[3.4626808]	[168]	[]	[14391278]
92_10687	chr5	65624717	65625117	+	556	29.5	[]	[]	[6.8192763]	[138]	[]	[65624872]
92_10689	chr5	176994521	176994921	+	585	29.5	[]	[]	[3.851559]	[173]	[]	[176994699]
92_10696	chr6	30323106	30323506	+	591	29.5	[]	[]	[4.027171]	[105]	[]	[30323279]
92_107	chr15	31298788	31299188	+	1000	208.0	[]	[]	[3.4952075]	[160]	[]	[31298994]
92_10703	chr6	157841425	157841825	+	578	29.5	[]	[]	[3.77203]	[134]	[]	[157841611]
92_10704	chr6	159267149	159267549	+	542	29.5	[7.4394264]	[161]	[]	[]	[159267391]	[]
92_10710	chr7	120857614	120858014	+	555	29.5	[4.8744535]	[188]	[6.10016]	[147]	[120857841]	[120857800]
92_10716	chr8	55939839	55940239	+	577	29.5	[]	[]	[4.931198]	[150]	[]	[55940081]
92_10719	chr9	75027998	75028398	+	549	29.5	[4.2700086]	[155]	[]	[]	[75028246]	[]
92_1073	chr1	41361007	41361407	+	1000	73.0	[7.554853, 3.8762655]	[89, 147]	[8.47571, 9.866492]	[73, 124]	[41361180, 41361238]	[41361164, 41361215]
92_10732	chr1	12044264	12044664	+	555	29.0	[]	[]	[9.967231]	[114]	[]	[12044455]
92_10738	chr1	21919516	21919916	+	557	29.0	[]	[]	[6.953414]	[117]	[]	[21919722]
92_1074	chr1	44730775	44731175	+	1000	73.0	[4.725779]	[90]	[]	[]	[44730941]	[]
92_10752	chr1	175192942	175193342	+	560	29.0	[13.511282]	[201]	[]	[]	[175193170]	[]
92_10757	chr1	209808089	209808489	+	553	29.0	[3.6513357]	[66]	[]	[]	[209808252]	[]
92_10760	chr1	231422447	231422847	+	544	29.0	[]	[]	[7.2626677]	[165]	[]	[231422644]
92_10766	chr11	62013891	62014291	+	566	29.0	[]	[]	[4.9762077]	[145]	[]	[62014098]
92_10769	chr11	63567195	63567595	+	559	29.0	[6.038818]	[82]	[]	[]	[63567364]	[]
92_10779	chr12	130916081	130916481	+	573	29.0	[]	[]	[3.35129]	[63]	[]	[130916237]
92_1078	chr1	168225566	168225966	+	1000	73.0	[]	[]	[5.5608006]	[122]	[]	[168225776]
92_1079	chr11	71448471	71448871	+	1000	73.0	[3.1556196]	[143]	[10.531994]	[99]	[71448699]	[71448655]
92_1080	chr12	108731551	108731951	+	1000	73.0	[12.515693, 12.777207]	[135, 158]	[]	[]	[108731766, 108731789]	[]
92_10813	chr19	1194336	1194736	+	559	29.0	[5.2330375]	[113]	[]	[]	[1194506]	[]
92_10814	chr19	1929159	1929559	+	572	29.0	[15.58238]	[203]	[]	[]	[1929397]	[]
92_10823	chr2	43190394	43190794	+	545	29.0	[]	[]	[4.015856]	[195]	[]	[43190635]
92_10828	chr2	169012183	169012583	+	582	29.0	[]	[]	[8.658918]	[105]	[]	[169012366]
92_1083	chr16	88773874	88774274	+	1000	73.0	[]	[]	[13.386938]	[203]	[]	[88774113]
92_10835	chr21	6376658	6377058	+	556	29.0	[3.4602942]	[89]	[3.2785335]	[137]	[6376810]	[6376858]
92_10844	chr22	21924493	21924893	+	568	29.0	[]	[]	[8.044366]	[128]	[]	[21924709]
92_10850	chr3	13461604	13462004	+	577	29.0	[6.069744, 6.6148987]	[145, 223]	[]	[]	[13461764, 13461842]	[]
92_10853	chr3	122513900	122514300	+	545	29.0	[5.6781545]	[204]	[]	[]	[122514143]	[]
92_10862	chr4	118835572	118835972	+	575	29.0	[9.332248]	[108]	[]	[]	[118835727]	[]
92_10865	chr5	126680364	126680764	+	549	29.0	[4.243721]	[145]	[]	[]	[126680554]	[]
92_1087	chr5	149345275	149345675	+	1000	73.0	[3.8200586]	[144]	[]	[]	[149345450]	[]
92_10875	chr6	42010313	42010713	+	560	29.0	[3.2127588]	[192]	[]	[]	[42010546]	[]
92_1088	chr5	173056018	173056418	+	1000	73.0	[7.463566]	[93]	[]	[]	[173056205]	[]
92_10886	chr8	55853180	55853580	+	550	29.0	[3.3324292]	[156]	[]	[]	[55853385]	[]
92_10889	chr9	37415082	37415482	+	570	29.0	[]	[]	[7.008438]	[116]	[]	[37415298]
92_10896	chr1	923283	923683	+	540	28.5	[]	[]	[3.4129014]	[121]	[]	[923487]
92_10898	chr1	8026184	8026584	+	543	28.5	[5.4952207]	[107]	[12.345404]	[148]	[8026376]	[8026417]
92_10900	chr1	23531329	23531729	+	556	28.5	[]	[]	[3.1276982]	[197]	[]	[23531552]
92_10902	chr1	27509183	27509583	+	545	28.5	[]	[]	[4.86753]	[218]	[]	[27509430]
92_10909	chr1	234734702	234735102	+	562	28.5	[6.7991395]	[80]	[]	[]	[234734862]	[]
92_10915	chr11	235821	236221	+	550	28.5	[]	[]	[7.9365597]	[104]	[]	[235990]
92_10928	chr16	84536784	84537184	+	553	28.5	[5.943053]	[166]	[]	[]	[84537026]	[]
92_1093	chr1	15617129	15617529	+	1000	72.5	[8.6840105]	[127]	[]	[]	[15617329]	[]
92_10930	chr19	2162602	2163002	+	546	28.5	[]	[]	[6.089881]	[189]	[]	[2162835]
92_10932	chr19	47247315	47247715	+	542	28.5	[7.891592]	[243]	[4.1022468, 4.900874]	[152, 201]	[47247565]	[47247474, 47247523]
92_10933	chr19	50777675	50778075	+	547	28.5	[]	[]	[3.4294481]	[95]	[]	[50777859]
92_10937	chr2	218292388	218292788	+	546	28.5	[6.362624]	[85]	[4.0818214]	[108]	[218292554]	[218292577]
92_10938	chr20	36236317	36236717	+	540	28.5	[4.438462]	[236]	[4.0818214]	[165]	[36236561]	[36236490]
92_10957	chr6	43703145	43703545	+	547	28.5	[3.6612084]	[128]	[]	[]	[43703358]	[]
92_10959	chr6	157480202	157480602	+	543	28.5	[5.373957]	[200]	[]	[]	[157480420]	[]
92_10960	chr7	1160273	1160673	+	556	28.5	[]	[]	[3.1918187]	[230]	[]	[1160517]
92_10969	chr11	19938182	19938582	+	543	28.0	[16.76458]	[164]	[]	[]	[19938399]	[]
92_1098	chr17	7435078	7435478	+	1000	72.5	[4.8149076]	[126]	[14.080251]	[112]	[7435282]	[7435268]
92_1101	chr19	11479507	11479907	+	1000	72.5	[]	[]	[14.498051, 4.82478]	[84, 109]	[]	[11479663, 11479688]
92_1102	chr19	33080980	33081380	+	1000	72.5	[]	[]	[4.48146, 10.964813]	[105, 137]	[]	[33081136, 33081168]
92_1105	chr4	151038412	151038812	+	1000	72.5	[]	[]	[4.9762077]	[156]	[]	[151038649]
92_1107	chr5	135133924	135134324	+	1000	72.5	[]	[]	[4.5356903]	[164]	[]	[135134164]
92_1109	chr6	16128841	16129241	+	1000	72.5	[]	[]	[14.493542]	[158]	[]	[16129038]
92_1124	chr12	121626183	121626583	+	1000	72.0	[4.3170123, 14.84224]	[120, 132]	[3.8952544, 6.819353]	[105, 147]	[121626396, 121626408]	[121626381, 121626423]
92_1127	chr19	1905058	1905458	+	1000	72.0	[3.345885]	[196]	[7.4278626, 3.899134]	[120, 125]	[1905309]	[1905233, 1905238]
92_1129	chr19	17605987	17606387	+	1000	72.0	[]	[]	[3.438276]	[132]	[]	[17606167]
92_113	chr9	133144453	133144853	+	1000	201.0	[3.5895371, 4.214239]	[106, 114]	[]	[]	[133144652, 133144660]	[]
92_1130	chr2	3377810	3378210	+	1000	72.0	[]	[]	[3.3441179]	[120]	[]	[3378008]
92_1132	chr20	56468331	56468731	+	1000	72.0	[3.899134, 7.4278626]	[156, 161]	[]	[]	[56468562, 56468567]	[]
92_1137	chr7	151062229	151062629	+	1000	72.0	[17.780361, 6.083707]	[95, 123]	[]	[]	[151062418, 151062446]	[]
92_1142	chr10	43202182	43202582	+	1000	71.5	[]	[]	[13.344176]	[62]	[]	[43202341]
92_1148	chr17	68247848	68248248	+	1000	71.5	[]	[]	[18.77072, 16.033115, 4.3900566, 5.635449]	[70, 85, 90, 110]	[]	[68248008, 68248023, 68248028, 68248048]
92_1149	chr17	78912678	78913078	+	1000	71.5	[]	[]	[16.033115]	[125]	[]	[78912881]
92_115	chr22	21629102	21629502	+	1000	199.5	[3.3290415, 7.162826]	[102, 129]	[]	[]	[21629272, 21629299]	[]
92_1150	chr18	110162	110562	+	1000	71.5	[]	[]	[7.41355]	[113]	[]	[110372]
92_1156	chr6	17962325	17962725	+	922	71.5	[5.1151195]	[177]	[]	[]	[17962568]	[]
92_1158	chr9	135971928	135972328	+	1000	71.5	[14.596322]	[108]	[]	[]	[135972108]	[]
92_1167	chr15	74781614	74782014	+	1000	71.0	[6.2010984]	[99]	[]	[]	[74781788]	[]
92_1176	chr3	37824340	37824740	+	1000	71.0	[4.9762077]	[145]	[]	[]	[37824563]	[]
92_1179	chr6	31739854	31740254	+	1000	71.0	[]	[]	[5.99842]	[112]	[]	[31740031]
92_118	chr15	31235554	31235954	+	1000	195.5	[5.0725074]	[112]	[]	[]	[31235765]	[]
92_1186	chr12	53727426	53727826	+	1000	70.5	[]	[]	[4.9736223, 4.7154026]	[110, 143]	[]	[53727631, 53727664]
92_1194	chr5	180090417	180090817	+	1000	70.5	[]	[]	[5.96166]	[85]	[]	[180090602]
92_1195	chr6	36986089	36986489	+	1000	70.5	[]	[]	[5.7175198]	[174]	[]	[36986278]
92_1205	chr12	96082926	96083326	+	1000	70.0	[4.5456867]	[79]	[4.9762077]	[164]	[96083088]	[96083173]
92_1208	chr16	68079853	68080253	+	1000	70.0	[3.4215548]	[144]	[]	[]	[68080073]	[]
92_121	chr22	21952688	21953088	+	1000	194.5	[12.746297]	[89]	[]	[]	[21952857]	[]
92_1215	chr7	128343719	128344119	+	1000	70.0	[]	[]	[4.1188154]	[102]	[]	[128343905]
92_1219	chr1	154558719	154559119	+	1000	69.5	[13.531469]	[152]	[]	[]	[154558957]	[]
92_1220	chr12	52023672	52024072	+	1000	69.5	[5.1454086]	[187]	[17.662949]	[112]	[52023903]	[52023828]
92_1226	chr17	82273323	82273723	+	1000	69.5	[8.554816, 3.408897]	[115, 160]	[]	[]	[82273483, 82273528]	[]
92_1231	chr21	44485230	44485630	+	1000	69.5	[]	[]	[17.381903]	[97]	[]	[44485410]
92_1234	chr4	1130548	1130948	+	1000	69.5	[9.149735]	[64]	[]	[]	[1130710]	[]
92_1241	chr9	136118610	136119010	+	1000	69.5	[7.1069603]	[84]	[]	[]	[136118774]	[]
92_1248	chr1	95117040	95117440	+	1000	69.0	[12.746297]	[159]	[]	[]	[95117283]	[]
92_1254	chr15	38251723	38252123	+	1000	69.0	[6.910123]	[84]	[]	[]	[38251894]	[]
92_1255	chr16	641644	642044	+	1000	69.0	[7.4394264]	[179]	[6.390092]	[163]	[641890]	[641874]
92_126	chr22	21629834	21630234	+	1000	190.5	[6.4264174]	[198]	[]	[]	[21630068]	[]
92_1262	chr21	31659266	31659666	+	1000	69.0	[16.40532]	[99]	[]	[]	[31659441]	[]
92_1265	chr22	19291918	19292318	+	1000	69.0	[]	[]	[4.541736]	[145]	[]	[19292157]
92_127	chr15	31266722	31267122	+	1000	190.0	[5.3063006]	[80]	[]	[]	[31266888]	[]
92_1274	chr11	46237407	46237807	+	1000	68.5	[]	[]	[12.030052]	[146]	[]	[46237628]
92_1275	chr12	110431538	110431938	+	1000	68.5	[]	[]	[17.381903]	[138]	[]	[110431758]
92_1280	chr19	10836518	10836918	+	1000	68.5	[]	[]	[5.291347]	[156]	[]	[10836707]
92_1281	chr19	11482583	11482983	+	1000	68.5	[7.3331556]	[111]	[]	[]	[11482791]	[]
92_1289	chr5	154653912	154654312	+	1000	68.5	[]	[]	[7.248595]	[150]	[]	[154654123]
92_1293	chr1	3796347	3796747	+	1000	68.0	[3.6763628]	[149]	[]	[]	[3796553]	[]
92_1295	chr1	23019161	23019561	+	1000	68.0	[5.508183]	[130]	[9.609094]	[154]	[23019382]	[23019406]
92_1303	chr19	13155322	13155722	+	1000	68.0	[]	[]	[9.142372]	[228]	[]	[13155569]
92_1306	chr22	21574485	21574885	+	1000	68.0	[]	[]	[5.943053]	[168]	[]	[21574734]
92_1309	chr3	4994844	4995244	+	1000	68.0	[]	[]	[6.204099]	[134]	[]	[4995009]
92_1310	chr3	45061159	45061559	+	1000	68.0	[]	[]	[4.9762077]	[73]	[]	[45061322]
92_1313	chr4	1712577	1712977	+	1000	68.0	[]	[]	[13.215732]	[125]	[]	[1712793]
92_1317	chr7	128697200	128697600	+	1000	68.0	[]	[]	[8.555723]	[100]	[]	[128697393]
92_1318	chr8	43056208	43056608	+	1000	68.0	[]	[]	[10.968155]	[117]	[]	[43056381]
92_1323	chrX	129606950	129607350	+	1000	68.0	[]	[]	[18.489674]	[137]	[]	[129607164]
92_1325	chr1	61048675	61049075	+	1000	67.5	[8.774877]	[168]	[]	[]	[61048858]	[]
92_1332	chr16	1408106	1408506	+	1000	67.5	[]	[]	[9.772459, 15.377435]	[135, 188]	[]	[1408291, 1408344]
92_1334	chr18	24426408	24426808	+	1000	67.5	[3.6609416]	[102]	[4.331798]	[153]	[24426575]	[24426626]
92_1336	chr2	70301826	70302226	+	1000	67.5	[7.4394264]	[185]	[]	[]	[70302071]	[]
92_1337	chr2	131153998	131154398	+	1000	67.5	[7.210617]	[134]	[]	[]	[131154199]	[]
92_1343	chr22	23123576	23123976	+	1000	67.5	[4.2685437]	[188]	[]	[]	[23123728]	[]
92_1349	chr6	26520345	26520745	+	1000	67.5	[3.9863336]	[111]	[]	[]	[26520543]	[]
92_1352	chr6	125749341	125749741	+	1000	67.5	[7.252017]	[76]	[15.134183]	[162]	[125749494]	[125749580]
92_1355	chr1	37554160	37554560	+	1000	67.0	[]	[]	[9.933001]	[150]	[]	[37554378]
92_1357	chr1	44213238	44213638	+	1000	67.0	[]	[]	[8.604662]	[179]	[]	[44213488]
92_1359	chr1	244864421	244864821	+	1000	67.0	[11.1475, 10.390614]	[109, 172]	[]	[]	[244864577, 244864640]	[]
92_1371	chr7	84880440	84880840	+	1000	67.0	[]	[]	[13.386938]	[148]	[]	[84880641]
92_1373	chr9	128159732	128160132	+	1000	67.0	[]	[]	[6.392098]	[182]	[]	[128159977]
92_1387	chr12	48716915	48717315	+	1000	66.5	[]	[]	[5.92955]	[171]	[]	[48717140]
92_1389	chr16	66934273	66934673	+	1000	66.5	[9.459497]	[108]	[21.126402, 4.3900566]	[73, 78]	[66934471]	[66934436, 66934441]
92_1390	chr17	59565208	59565608	+	1000	66.5	[]	[]	[4.326895, 3.282575]	[86, 175]	[]	[59565366, 59565455]
92_1392	chr22	19419057	19419457	+	1000	66.5	[6.166382]	[171]	[]	[]	[19419305]	[]
