#PeakID(python identify_motif.py ./ENCODE_processed_files/TEAD1_idr.fa TEAD1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
682_10247	chr22	22020231	22020631	+	1000	46.5	[]	[]	[10.451979]	[171]	[]	[22020450]
682_1025	chr3	46549306	46549706	+	1000	114.5	[10.451979]	[66]	[]	[]	[46549466]	[]
682_10250	chr22	22798329	22798729	+	1000	46.5	[8.396125, 6.8707166]	[140, 145]	[]	[]	[22798492, 22798497]	[]
682_10268	chr3	38149599	38149999	+	1000	46.5	[]	[]	[10.451979, 8.396125]	[129, 193]	[]	[38149766, 38149830]
682_10275	chr3	193800411	193800811	+	1000	46.5	[10.451979]	[160]	[]	[]	[193800579]	[]
682_10278	chr4	10200855	10201255	+	1000	46.5	[]	[]	[8.53598]	[120]	[]	[10201013]
682_10279	chr4	38967222	38967622	+	1000	46.5	[]	[]	[8.396125]	[63]	[]	[38967383]
682_10287	chr5	124649658	124650058	+	1000	46.5	[8.53598]	[79]	[]	[]	[124649830]	[]
682_10292	chr6	4612559	4612959	+	1000	46.5	[8.53598]	[131]	[]	[]	[4612776]	[]
682_10299	chr6	31706597	31706997	+	1000	46.5	[10.451979]	[119]	[]	[]	[31706784]	[]
682_10300	chr6	36028136	36028536	+	1000	46.5	[]	[]	[8.396125]	[300]	[]	[36028370]
682_10331	chr7	153404748	153405148	+	1000	46.5	[]	[]	[10.451979]	[164]	[]	[153404969]
682_10336	chr8	96339110	96339510	+	1000	46.5	[]	[]	[10.451979, 6.8707166, 8.53598]	[89, 152, 162]	[]	[96339287, 96339350, 96339360]
682_10363	chr1	39271986	39272386	+	702	46.0	[10.451979]	[154]	[8.53598]	[163]	[39272214]	[39272223]
682_10365	chr1	53146145	53146545	+	1000	46.0	[8.786715]	[96]	[8.786715]	[72]	[53146339]	[53146315]
682_1037	chr5	177116843	177117243	+	1000	114.0	[]	[]	[10.451979]	[108]	[]	[177117041]
682_10370	chr1	70043731	70044131	+	1000	46.0	[]	[]	[8.53598]	[139]	[]	[70043952]
682_1039	chr7	1537175	1537575	+	1000	114.0	[]	[]	[10.451979]	[66]	[]	[1537330]
682_10399	chr1	234778382	234778782	+	1000	46.0	[]	[]	[8.786715]	[207]	[]	[234778594]
682_10435	chr12	93785197	93785597	+	899	46.0	[]	[]	[8.786715, 8.786715]	[111, 139]	[]	[93785398, 93785426]
682_10436	chr12	101407763	101408163	+	1000	46.0	[]	[]	[8.396125]	[143]	[]	[101407962]
682_10442	chr13	93249442	93249842	+	1000	46.0	[]	[]	[6.8707166]	[125]	[]	[93249628]
682_10445	chr14	58281171	58281571	+	1000	46.0	[8.53598]	[171]	[]	[]	[58281412]	[]
682_10452	chr15	64246762	64247162	+	1000	46.0	[8.53598]	[234]	[]	[]	[64247012]	[]
682_10460	chr16	67846609	67847009	+	1000	46.0	[]	[]	[8.396125]	[120]	[]	[67846818]
682_10464	chr17	38848920	38849320	+	1000	46.0	[8.53598]	[110]	[]	[]	[38849074]	[]
682_10465	chr17	42019850	42020250	+	1000	46.0	[]	[]	[8.396125]	[126]	[]	[42020035]
682_10483	chr19	42433496	42433896	+	1000	46.0	[]	[]	[10.451979]	[74]	[]	[42433665]
682_10493	chr2	74503001	74503401	+	1000	46.0	[]	[]	[10.451979]	[166]	[]	[74503238]
682_10506	chr2	227406157	227406557	+	1000	46.0	[8.396125]	[121]	[8.396125, 8.396125]	[92, 107]	[227406344]	[227406315, 227406330]
682_10510	chr21	8992683	8993083	+	1000	46.0	[10.451979]	[122]	[]	[]	[8992849]	[]
682_10517	chr21	39003907	39004307	+	1000	46.0	[8.53598]	[71]	[]	[]	[39004076]	[]
682_10525	chr22	22187177	22187577	+	1000	46.0	[]	[]	[10.451979]	[177]	[]	[22187400]
682_10529	chr22	22695250	22695650	+	1000	46.0	[8.53598]	[143]	[]	[]	[22695472]	[]
682_10553	chr3	51669232	51669632	+	1000	46.0	[]	[]	[10.451979]	[93]	[]	[51669413]
682_10582	chr6	13733094	13733494	+	1000	46.0	[]	[]	[8.53598]	[129]	[]	[13733298]
682_10597	chr6	157763290	157763690	+	1000	46.0	[]	[]	[10.451979]	[153]	[]	[157763535]
682_10602	chr7	6226105	6226505	+	1000	46.0	[10.451979]	[103]	[]	[]	[6226297]	[]
682_10612	chr7	116426410	116426810	+	1000	46.0	[10.451979]	[190]	[]	[]	[116426653]	[]
682_10637	chr9	93594127	93594527	+	1000	46.0	[10.451979]	[163]	[]	[]	[93594367]	[]
682_10664	chr1	20187794	20188194	+	1000	45.5	[10.451979]	[123]	[]	[]	[20187995]	[]
682_1067	chr10	61588734	61589134	+	1000	112.5	[8.53598]	[120]	[10.451979]	[107]	[61588929]	[61588916]
682_10674	chr1	36134936	36135336	+	1000	45.5	[]	[]	[10.451979, 10.451979]	[66, 117]	[]	[36135091, 36135142]
682_10679	chr1	89762912	89763312	+	1000	45.5	[]	[]	[8.396125]	[63]	[]	[89763067]
682_10711	chr10	28808150	28808550	+	1000	45.5	[]	[]	[8.53598]	[174]	[]	[28808386]
682_10716	chr10	73495987	73496387	+	1000	45.5	[10.451979]	[179]	[8.53598, 8.53598]	[116, 123]	[73496203]	[73496140, 73496147]
682_10720	chr11	9758788	9759188	+	1000	45.5	[8.396125]	[130]	[]	[]	[9759014]	[]
682_10722	chr11	27392721	27393121	+	1000	45.5	[]	[]	[8.53598]	[116]	[]	[27392922]
682_10723	chr11	47848196	47848596	+	1000	45.5	[10.451979]	[162]	[]	[]	[47848418]	[]
682_10729	chr11	72191935	72192335	+	1000	45.5	[10.451979]	[95]	[]	[]	[72192129]	[]
682_10736	chr12	12704600	12705000	+	884	45.5	[10.451979]	[94]	[]	[]	[12704779]	[]
682_10744	chr12	92416281	92416681	+	1000	45.5	[10.451979]	[126]	[]	[]	[92416479]	[]
682_10754	chr13	91364905	91365305	+	1000	45.5	[6.8707166]	[86]	[8.396125]	[130]	[91365056]	[91365100]
682_10755	chr13	93370761	93371161	+	797	45.5	[]	[]	[8.53598]	[118]	[]	[93370950]
682_10756	chr13	107852225	107852625	+	1000	45.5	[10.451979]	[225]	[]	[]	[107852473]	[]
682_10772	chr16	11093910	11094310	+	1000	45.5	[10.451979]	[111]	[]	[]	[11094106]	[]
682_10787	chr16	88977019	88977419	+	1000	45.5	[10.451979]	[172]	[]	[]	[88977197]	[]
682_10788	chr16	90031948	90032348	+	872	45.5	[]	[]	[8.786715, 8.786715]	[76, 134]	[]	[90032120, 90032178]
682_1079	chr9	83583137	83583537	+	1000	112.5	[10.451979]	[101]	[]	[]	[83583332]	[]
682_10795	chr17	48492494	48492894	+	1000	45.5	[]	[]	[10.451979]	[66]	[]	[48492647]
682_10799	chr17	79802536	79802936	+	1000	45.5	[10.451979]	[103]	[]	[]	[79802736]	[]
682_108	chr2	168774086	168774486	+	1000	321.5	[10.451979]	[103]	[]	[]	[168774278]	[]
682_10809	chr19	13833610	13834010	+	1000	45.5	[]	[]	[8.786715]	[116]	[]	[13833817]
682_10810	chr19	13861903	13862303	+	1000	45.5	[]	[]	[10.451979]	[126]	[]	[13862123]
682_10819	chr2	26993761	26994161	+	1000	45.5	[]	[]	[10.451979]	[143]	[]	[26993968]
682_10821	chr2	42342415	42342815	+	1000	45.5	[]	[]	[10.451979]	[58]	[]	[42342573]
682_10833	chr2	159286813	159287213	+	1000	45.5	[]	[]	[10.451979]	[140]	[]	[159287047]
682_10838	chr2	189613062	189613462	+	1000	45.5	[10.451979, 6.8707166]	[121, 177]	[]	[]	[189613255, 189613311]	[]
682_10857	chr22	21709831	21710231	+	1000	45.5	[10.451979]	[78]	[]	[]	[21709986]	[]
682_1086	chr6	26054887	26055287	+	1000	112.0	[10.451979]	[135]	[10.451979]	[153]	[26055117]	[26055135]
682_10885	chr3	158434393	158434793	+	1000	45.5	[10.451979, 10.451979]	[67, 82]	[]	[]	[158434544, 158434559]	[]
682_10896	chr4	143856163	143856563	+	1000	45.5	[8.396125]	[91]	[]	[]	[143856352]	[]
682_10897	chr4	184843998	184844398	+	1000	45.5	[]	[]	[6.8707166]	[142]	[]	[184844155]
682_10900	chr5	34686782	34687182	+	1000	45.5	[]	[]	[6.8707166]	[175]	[]	[34686959]
682_1093	chr22	21947617	21948017	+	1000	111.5	[]	[]	[8.396125]	[112]	[]	[21947818]
682_10932	chr6	110874607	110875007	+	1000	45.5	[]	[]	[6.8707166]	[115]	[]	[110874793]
682_10955	chr8	274265	274665	+	1000	45.5	[]	[]	[8.53598]	[116]	[]	[274455]
682_10962	chr8	74350318	74350718	+	1000	45.5	[8.53598, 10.451979]	[191, 210]	[]	[]	[74350539, 74350558]	[]
682_10963	chr8	100900473	100900873	+	1000	45.5	[10.451979]	[156]	[10.451979]	[141]	[100900691]	[100900676]
682_10967	chr8	140630407	140630807	+	1000	45.5	[10.451979]	[147]	[]	[]	[140630653]	[]
682_10973	chr9	130779362	130779762	+	1000	45.5	[6.8707166]	[150]	[]	[]	[130779544]	[]
682_10977	chr9	131041471	131041871	+	1000	45.5	[]	[]	[8.53598]	[211]	[]	[131041708]
682_10985	chrX	12988885	12989285	+	1000	45.5	[8.786715]	[139]	[]	[]	[12989088]	[]
682_10986	chrX	120485929	120486329	+	1000	45.5	[10.451979]	[170]	[]	[]	[120486163]	[]
682_11	chrM	4770	5170	+	1000	807.5	[6.8707166]	[141]	[]	[]	[5008]	[]
682_110	chr12	75334295	75334695	+	1000	318.5	[8.396125]	[88]	[]	[]	[75334482]	[]
682_11002	chr1	39183708	39184108	+	1000	45.0	[]	[]	[8.53598, 8.396125]	[79, 146]	[]	[39183885, 39183952]
682_11003	chr1	45570057	45570457	+	1000	45.0	[]	[]	[8.53598]	[142]	[]	[45570289]
682_11031	chr10	11687348	11687748	+	1000	45.0	[]	[]	[10.451979, 8.396125, 8.53598]	[104, 120, 190]	[]	[11687502, 11687518, 11687588]
682_11033	chr10	31278572	31278972	+	1000	45.0	[8.396125]	[118]	[]	[]	[31278752]	[]
682_11036	chr10	71635312	71635712	+	1000	45.0	[]	[]	[8.396125]	[158]	[]	[71635556]
682_11042	chr10	79348046	79348446	+	1000	45.0	[]	[]	[8.53598]	[209]	[]	[79348289]
682_11053	chr11	65492702	65493102	+	1000	45.0	[]	[]	[10.451979]	[237]	[]	[65492948]
682_11056	chr11	71928395	71928795	+	1000	45.0	[]	[]	[8.396125]	[206]	[]	[71928642]
682_11057	chr11	76444569	76444969	+	1000	45.0	[]	[]	[8.786715]	[159]	[]	[76444762]
682_11068	chr12	56127674	56128074	+	1000	45.0	[8.786715]	[163]	[]	[]	[56127911]	[]
682_1107	chr4	139227723	139228123	+	1000	111.0	[]	[]	[10.451979]	[94]	[]	[139227913]
682_11072	chr12	91778908	91779308	+	1000	45.0	[8.53598]	[167]	[]	[]	[91779139]	[]
682_11090	chr15	56732606	56733006	+	1000	45.0	[8.53598]	[138]	[]	[]	[56732791]	[]
682_11095	chr16	68264026	68264426	+	1000	45.0	[]	[]	[10.451979]	[123]	[]	[68264240]
682_11098	chr16	88772821	88773221	+	1000	45.0	[]	[]	[10.451979]	[133]	[]	[88773014]
682_11115	chr19	5623051	5623451	+	1000	45.0	[]	[]	[10.451979]	[89]	[]	[5623203]
682_11123	chr19	37906951	37907351	+	1000	45.0	[8.53598]	[120]	[]	[]	[37907169]	[]
682_11127	chr19	51507611	51508011	+	1000	45.0	[8.786715]	[186]	[]	[]	[51507812]	[]
682_11132	chr2	27056392	27056792	+	1000	45.0	[6.8707166]	[65]	[]	[]	[27056549]	[]
682_11133	chr2	46541763	46542163	+	1000	45.0	[]	[]	[8.53598]	[76]	[]	[46541934]
682_11136	chr2	65436275	65436675	+	1000	45.0	[]	[]	[10.451979]	[187]	[]	[65436506]
682_11145	chr2	113889416	113889816	+	1000	45.0	[]	[]	[8.53598]	[107]	[]	[113889595]
682_11158	chr20	36236212	36236612	+	1000	45.0	[8.53598]	[93]	[]	[]	[36236389]	[]
682_11161	chr21	14583168	14583568	+	1000	45.0	[]	[]	[10.451979]	[106]	[]	[14583371]
682_1117	chr6	27792137	27792537	+	1000	110.5	[]	[]	[10.451979]	[117]	[]	[27792331]
682_11175	chr22	22368980	22369380	+	1000	45.0	[]	[]	[10.451979, 8.786715]	[148, 176]	[]	[22369187, 22369215]
682_11187	chr3	25582173	25582573	+	1000	45.0	[8.53598]	[154]	[]	[]	[25582393]	[]
682_11219	chr5	129051284	129051684	+	1000	45.0	[8.786715]	[132]	[]	[]	[129051497]	[]
682_11225	chr5	179700365	179700765	+	1000	45.0	[]	[]	[8.53598]	[118]	[]	[179700548]
682_11231	chr6	14747888	14748288	+	1000	45.0	[8.53598]	[65]	[]	[]	[14748041]	[]
682_11237	chr6	31559076	31559476	+	1000	45.0	[]	[]	[8.53598]	[211]	[]	[31559297]
682_11239	chr6	32048188	32048588	+	1000	45.0	[8.53598]	[198]	[]	[]	[32048402]	[]
682_1124	chr6	160101419	160101819	+	1000	110.0	[]	[]	[8.396125]	[134]	[]	[160101646]
682_11240	chr6	32184224	32184624	+	1000	45.0	[10.451979]	[211]	[]	[]	[32184475]	[]
682_11242	chr6	37126241	37126641	+	1000	45.0	[]	[]	[10.451979, 10.451979]	[150, 159]	[]	[37126469, 37126478]
682_11248	chr6	43506755	43507155	+	1000	45.0	[8.396125]	[65]	[]	[]	[43506917]	[]
682_11250	chr6	107459373	107459773	+	1000	45.0	[]	[]	[10.451979]	[100]	[]	[107459565]
682_11262	chr6	158849917	158850317	+	1000	45.0	[]	[]	[8.53598]	[100]	[]	[158850099]
682_11264	chr7	6706851	6707251	+	1000	45.0	[]	[]	[10.451979]	[103]	[]	[6707002]
682_11268	chr7	66281854	66282254	+	1000	45.0	[]	[]	[8.53598]	[149]	[]	[66282099]
682_11272	chr7	103150164	103150564	+	1000	45.0	[]	[]	[10.451979]	[127]	[]	[103150378]
682_11283	chr7	150992712	150993112	+	1000	45.0	[8.53598]	[129]	[]	[]	[150992925]	[]
682_11291	chr8	124197742	124198142	+	1000	45.0	[]	[]	[10.451979]	[161]	[]	[124197984]
682_11293	chr8	130528421	130528821	+	772	45.0	[]	[]	[8.786715]	[140]	[]	[130528612]
682_113	chr9	128558333	128558733	+	1000	318.5	[10.451979]	[91]	[]	[]	[128558522]	[]
682_11318	chr1	26690561	26690961	+	1000	44.5	[10.451979, 10.451979]	[142, 153]	[]	[]	[26690800, 26690811]	[]
682_1132	chr1	92446600	92447000	+	1000	109.5	[8.786715]	[137]	[]	[]	[92446814]	[]
682_11329	chr1	94045553	94045953	+	832	44.5	[10.451979, 10.451979]	[113, 144]	[8.53598]	[95]	[94045742, 94045773]	[94045724]
682_11334	chr1	145996872	145997272	+	1000	44.5	[]	[]	[8.53598]	[192]	[]	[145997119]
682_11336	chr1	151774521	151774921	+	1000	44.5	[]	[]	[8.786715]	[121]	[]	[151774732]
682_1134	chr1	205122055	205122455	+	1000	109.5	[8.396125]	[84]	[]	[]	[205122219]	[]
682_11341	chr1	174769975	174770375	+	942	44.5	[]	[]	[10.451979]	[100]	[]	[174770135]
682_11361	chr10	45465026	45465426	+	966	44.5	[8.53598]	[120]	[]	[]	[45465238]	[]
682_11369	chr10	100371092	100371492	+	1000	44.5	[6.8707166]	[167]	[]	[]	[100371328]	[]
682_1137	chr13	110964232	110964632	+	1000	109.5	[]	[]	[10.451979]	[103]	[]	[110964430]
682_11401	chr12	57456100	57456500	+	1000	44.5	[8.786715]	[116]	[]	[]	[57456300]	[]
682_1141	chr21	34201931	34202331	+	1000	109.5	[8.396125]	[66]	[10.451979]	[121]	[34202097]	[34202152]
682_11423	chr15	34969632	34970032	+	1000	44.5	[]	[]	[10.451979]	[94]	[]	[34969805]
682_11427	chr15	72473985	72474385	+	1000	44.5	[8.396125]	[159]	[]	[]	[72474170]	[]
682_11431	chr15	101334350	101334750	+	1000	44.5	[10.451979]	[133]	[]	[]	[101334563]	[]
682_11442	chr16	87870643	87871043	+	1000	44.5	[8.53598, 10.451979]	[174, 209]	[10.451979, 8.786715]	[157, 198]	[87870840, 87870875]	[87870823, 87870864]
682_11448	chr17	39979920	39980320	+	1000	44.5	[8.53598]	[95]	[]	[]	[39980111]	[]
682_11455	chr17	64708934	64709334	+	1000	44.5	[8.53598, 8.53598]	[134, 165]	[]	[]	[64709144, 64709175]	[]
682_1147	chr1	214419639	214420039	+	1000	109.0	[10.451979, 10.451979]	[84, 93]	[]	[]	[214419802, 214419811]	[]
682_1148	chr15	92904037	92904437	+	1000	109.0	[6.8707166]	[126]	[]	[]	[92904230]	[]
682_11499	chr20	31720143	31720543	+	1000	44.5	[8.53598, 10.451979]	[82, 91]	[]	[]	[31720320, 31720329]	[]
682_11506	chr20	47348551	47348951	+	1000	44.5	[8.53598]	[122]	[]	[]	[47348718]	[]
682_1151	chr2	66481212	66481612	+	1000	109.0	[8.396125]	[87]	[]	[]	[66481398]	[]
682_11513	chr22	20567228	20567628	+	1000	44.5	[]	[]	[10.451979]	[159]	[]	[20567476]
682_1152	chr21	34908383	34908783	+	1000	109.0	[8.53598]	[141]	[]	[]	[34908602]	[]
682_11544	chr3	141366663	141367063	+	1000	44.5	[8.53598]	[195]	[]	[]	[141366885]	[]
682_11550	chr4	38523982	38524382	+	1000	44.5	[]	[]	[8.396125]	[101]	[]	[38524179]
682_11552	chr4	48093956	48094356	+	1000	44.5	[8.786715, 8.53598]	[119, 137]	[]	[]	[48094143, 48094161]	[]
682_11555	chr4	73832575	73832975	+	1000	44.5	[8.53598]	[164]	[]	[]	[73832806]	[]
682_11559	chr4	128521555	128521955	+	1000	44.5	[]	[]	[10.451979]	[151]	[]	[128521773]
682_11578	chr5	141524718	141525118	+	1000	44.5	[10.451979]	[116]	[]	[]	[141524933]	[]
682_11579	chr5	150488472	150488872	+	1000	44.5	[]	[]	[8.786715]	[186]	[]	[150488721]
682_1159	chr18	3603874	3604274	+	1000	108.5	[8.396125]	[194]	[]	[]	[3604080]	[]
682_11598	chr6	43770174	43770574	+	916	44.5	[]	[]	[8.396125]	[137]	[]	[43770338]
682_11601	chr6	106046445	106046845	+	1000	44.5	[8.53598]	[117]	[]	[]	[106046662]	[]
682_1161	chr22	23220131	23220531	+	1000	108.5	[]	[]	[10.451979]	[159]	[]	[23220369]
682_11626	chr7	111486546	111486946	+	1000	44.5	[]	[]	[10.451979]	[65]	[]	[111486699]
682_11640	chr8	38105224	38105624	+	1000	44.5	[]	[]	[8.396125]	[118]	[]	[38105424]
682_11642	chr8	68071005	68071405	+	1000	44.5	[]	[]	[8.396125]	[127]	[]	[68071194]
682_11645	chr8	81842594	81842994	+	1000	44.5	[8.396125, 6.8707166]	[141, 180]	[]	[]	[81842797, 81842836]	[]
682_11649	chr8	109620806	109621206	+	1000	44.5	[10.451979]	[124]	[]	[]	[109620998]	[]
682_11669	chr1	14782899	14783299	+	1000	44.0	[]	[]	[8.53598]	[155]	[]	[14783143]
682_11677	chr1	30801851	30802251	+	1000	44.0	[10.451979]	[74]	[]	[]	[30802010]	[]
682_11683	chr1	41109568	41109968	+	1000	44.0	[]	[]	[10.451979]	[158]	[]	[41109817]
682_11699	chr1	112263456	112263856	+	1000	44.0	[8.53598]	[96]	[]	[]	[112263650]	[]
682_117	chr2	168976174	168976574	+	1000	311.5	[]	[]	[10.451979]	[128]	[]	[168976398]
682_1170	chr9	97922121	97922521	+	1000	108.5	[]	[]	[8.53598]	[129]	[]	[97922305]
682_11711	chr1	180863139	180863539	+	1000	44.0	[10.451979]	[87]	[]	[]	[180863318]	[]
682_11721	chr1	212432448	212432848	+	1000	44.0	[]	[]	[8.786715]	[147]	[]	[212432638]
682_11735	chr10	59908166	59908566	+	1000	44.0	[8.53598]	[220]	[]	[]	[59908396]	[]
682_11736	chr10	60828024	60828424	+	1000	44.0	[8.396125, 8.396125]	[114, 134]	[]	[]	[60828218, 60828238]	[]
682_11737	chr10	63113985	63114385	+	1000	44.0	[8.53598]	[138]	[]	[]	[63114202]	[]
682_11749	chr11	17276162	17276562	+	1000	44.0	[8.53598]	[108]	[]	[]	[17276352]	[]
682_11757	chr11	119092988	119093388	+	1000	44.0	[10.451979]	[121]	[]	[]	[119093163]	[]
682_11769	chr12	57905330	57905730	+	1000	44.0	[]	[]	[8.786715]	[149]	[]	[57905551]
682_11780	chr14	90970119	90970519	+	1000	44.0	[6.8707166, 8.53598]	[131, 160]	[]	[]	[90970289, 90970318]	[]
682_11782	chr15	44711317	44711717	+	1000	44.0	[10.451979]	[140]	[]	[]	[44711516]	[]
682_11794	chr16	30429983	30430383	+	791	44.0	[]	[]	[8.396125]	[154]	[]	[30430201]
682_11795	chr16	46384278	46384678	+	1000	44.0	[]	[]	[10.451979]	[80]	[]	[46384453]
682_11796	chr16	54448029	54448429	+	1000	44.0	[10.451979]	[132]	[]	[]	[54448247]	[]
682_118	chr18	3247287	3247687	+	1000	309.5	[]	[]	[10.451979]	[123]	[]	[3247500]
682_11800	chr16	85369967	85370367	+	1000	44.0	[]	[]	[10.451979]	[230]	[]	[85370218]
682_11819	chr18	34947649	34948049	+	1000	44.0	[10.451979]	[114]	[]	[]	[34947855]	[]
682_11820	chr18	41954660	41955060	+	1000	44.0	[8.396125]	[157]	[8.396125]	[139]	[41954868]	[41954850]
682_11822	chr19	959927	960327	+	1000	44.0	[8.396125]	[118]	[8.396125]	[116]	[960126]	[960124]
682_11835	chr19	48918731	48919131	+	875	44.0	[]	[]	[10.451979]	[162]	[]	[48918974]
682_1185	chr2	20579319	20579719	+	1000	107.5	[8.786715]	[156]	[]	[]	[20579564]	[]
682_11856	chr2	144581714	144582114	+	1000	44.0	[]	[]	[10.451979]	[159]	[]	[144581941]
682_11865	chr2	183078388	183078788	+	1000	44.0	[10.451979, 8.53598]	[64, 97]	[]	[]	[183078551, 183078584]	[]
682_11876	chr21	36260529	36260929	+	1000	44.0	[10.451979]	[136]	[]	[]	[36260694]	[]
682_1188	chr22	22666449	22666849	+	1000	107.5	[]	[]	[8.53598]	[171]	[]	[22666633]
682_1189	chr3	170222179	170222579	+	1000	107.5	[]	[]	[10.451979]	[121]	[]	[170222385]
682_11905	chr22	22919845	22920245	+	1000	44.0	[]	[]	[10.451979]	[222]	[]	[22920089]
682_1192	chr10	20891344	20891744	+	1000	107.0	[8.53598]	[86]	[8.786715]	[102]	[20891529]	[20891545]
682_11934	chr3	179604279	179604679	+	1000	44.0	[8.53598]	[137]	[]	[]	[179604433]	[]
682_11940	chr4	73222818	73223218	+	1000	44.0	[]	[]	[8.53598]	[137]	[]	[73222978]
682_11944	chr5	65481866	65482266	+	1000	44.0	[10.451979]	[196]	[]	[]	[65482115]	[]
682_11969	chr6	134539809	134540209	+	1000	44.0	[8.53598]	[130]	[]	[]	[134540037]	[]
682_11973	chr6	159693535	159693935	+	1000	44.0	[8.786715]	[75]	[]	[]	[159693698]	[]
682_11976	chr7	23760072	23760472	+	668	44.0	[8.786715]	[150]	[]	[]	[23760311]	[]
682_11988	chr7	134209682	134210082	+	1000	44.0	[10.451979]	[131]	[]	[]	[134209908]	[]
682_12	chrM	7043	7443	+	1000	804.0	[]	[]	[10.451979]	[75]	[]	[7206]
682_120	chr12	120086854	120087254	+	1000	307.5	[10.451979]	[90]	[]	[]	[120087034]	[]
682_12012	chr9	127424060	127424460	+	1000	44.0	[]	[]	[10.451979]	[130]	[]	[127424276]
682_12015	chr9	129759849	129760249	+	1000	44.0	[]	[]	[8.786715]	[147]	[]	[129760029]
