#PeakID(python identify_motif.py ./ENCODE_processed_files/STAT2_idr.fa STAT2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
877_10410	chr3	152596043	152596443	+	730	18.0	[8.313011]	[103]	[8.405317]	[84]	[152596241]	[152596222]
877_10424	chr4	6720278	6720678	+	699	18.0	[8.405317]	[172]	[]	[]	[6720490]	[]
877_10432	chr4	38673636	38674036	+	668	18.0	[]	[]	[7.9749885]	[81]	[]	[38673792]
877_10436	chr4	48212156	48212556	+	665	18.0	[8.313011]	[106]	[]	[]	[48212333]	[]
877_10438	chr4	53591447	53591847	+	550	18.0	[7.9749885]	[73]	[]	[]	[53591613]	[]
877_10475	chr5	77030229	77030629	+	822	18.0	[]	[]	[8.313011]	[132]	[]	[77030409]
877_10491	chr5	139404050	139404450	+	750	18.0	[8.405317]	[93]	[8.313011]	[156]	[139404226]	[139404289]
877_10497	chr5	159178956	159179356	+	784	18.0	[]	[]	[7.9749885]	[141]	[]	[159179183]
877_10499	chr5	170248625	170249025	+	790	18.0	[8.067295, 7.9749885]	[111, 120]	[8.067295]	[174]	[170248813, 170248822]	[170248876]
877_10507	chr5	177529140	177529540	+	737	18.0	[]	[]	[7.9749885]	[107]	[]	[177529304]
877_1053	chr12	93742082	93742482	+	1000	45.0	[]	[]	[8.313011, 8.313011, 7.9749885]	[70, 98, 117]	[]	[93742249, 93742277, 93742296]
877_10538	chr6	28480296	28480696	+	719	18.0	[8.067295]	[147]	[]	[]	[28480497]	[]
877_1054	chr14	91114411	91114811	+	1000	45.0	[8.067295, 8.405317]	[130, 142]	[]	[]	[91114623, 91114635]	[]
877_10550	chr6	33428329	33428729	+	773	18.0	[]	[]	[8.313011]	[160]	[]	[33428577]
877_10556	chr6	42104107	42104507	+	746	18.0	[7.9749885]	[73]	[]	[]	[42104259]	[]
877_10564	chr6	57317462	57317862	+	801	18.0	[8.405317]	[198]	[]	[]	[57317708]	[]
877_10566	chr6	84763327	84763727	+	752	18.0	[8.313011]	[162]	[]	[]	[84763558]	[]
877_10568	chr6	90502782	90503182	+	863	18.0	[8.405317]	[124]	[8.067295]	[127]	[90502977]	[90502980]
877_10575	chr6	113920933	113921333	+	817	18.0	[7.9749885]	[138]	[]	[]	[113921118]	[]
877_10579	chr6	134173929	134174329	+	736	18.0	[]	[]	[8.405317]	[131]	[]	[134174149]
877_10581	chr6	139625289	139625689	+	816	18.0	[]	[]	[8.313011, 8.405317]	[79, 97]	[]	[139625446, 139625464]
877_10583	chr6	146881148	146881548	+	809	18.0	[7.9749885]	[160]	[8.313011]	[141]	[146881383]	[146881364]
877_10608	chr7	56063939	56064339	+	781	18.0	[]	[]	[8.405317]	[168]	[]	[56064169]
877_1061	chr17	75784954	75785354	+	1000	45.0	[8.405317]	[132]	[]	[]	[75785186]	[]
877_10612	chr7	74026776	74027176	+	597	18.0	[]	[]	[8.313011]	[137]	[]	[74026965]
877_10650	chr7	134834843	134835243	+	802	18.0	[]	[]	[7.9749885]	[203]	[]	[134835081]
877_10659	chr7	140696560	140696960	+	722	18.0	[]	[]	[7.9749885]	[152]	[]	[140696769]
877_10670	chr8	10825325	10825725	+	721	18.0	[]	[]	[7.9749885]	[119]	[]	[10825490]
877_1068	chr3	24351706	24352106	+	1000	45.0	[8.313011]	[191]	[]	[]	[24351951]	[]
877_10687	chr8	89984544	89984944	+	791	18.0	[]	[]	[8.313011]	[161]	[]	[89984793]
877_1069	chr3	126911355	126911755	+	1000	45.0	[8.313011]	[151]	[]	[]	[126911601]	[]
877_10690	chr8	102814526	102814926	+	560	18.0	[8.405317]	[147]	[]	[]	[102814733]	[]
877_10691	chr8	102863030	102863430	+	772	18.0	[]	[]	[8.067295]	[73]	[]	[102863192]
877_1070	chr3	177359842	177360242	+	1000	45.0	[8.067295]	[131]	[]	[]	[177360067]	[]
877_10707	chr9	88781827	88782227	+	764	18.0	[8.405317]	[142]	[]	[]	[88782035]	[]
877_10717	chr9	112095242	112095642	+	685	18.0	[]	[]	[8.313011, 8.405317]	[152, 158]	[]	[112095434, 112095440]
877_10744	chrX	41559463	41559863	+	631	18.0	[8.313011]	[139]	[]	[]	[41559685]	[]
877_10749	chrX	48918798	48919198	+	569	18.0	[8.405317]	[110]	[]	[]	[48918950]	[]
877_10759	chr1	1231776	1232176	+	769	17.0	[]	[]	[7.9749885]	[136]	[]	[1231977]
877_10760	chr1	1724126	1724526	+	752	17.0	[8.313011]	[123]	[]	[]	[1724294]	[]
877_10769	chr1	12407295	12407695	+	616	17.0	[8.405317]	[174]	[]	[]	[12407483]	[]
877_1077	chr5	132315438	132315838	+	1000	45.0	[8.067295]	[169]	[]	[]	[132315645]	[]
877_10773	chr1	15328729	15329129	+	604	17.0	[]	[]	[7.9749885]	[148]	[]	[15328970]
877_10779	chr1	20786558	20786958	+	565	17.0	[]	[]	[7.9749885]	[133]	[]	[20786730]
877_1079	chr6	25962590	25962990	+	1000	45.0	[]	[]	[8.405317]	[101]	[]	[25962772]
877_10798	chr1	31159834	31160234	+	631	17.0	[]	[]	[8.313011]	[162]	[]	[31160070]
877_10802	chr1	32939679	32940079	+	650	17.0	[]	[]	[8.405317]	[93]	[]	[32939844]
877_10814	chr1	50977211	50977611	+	651	17.0	[8.405317]	[127]	[]	[]	[50977364]	[]
877_10825	chr1	89804599	89804999	+	643	17.0	[8.405317]	[94]	[]	[]	[89804788]	[]
877_1083	chr6	31620058	31620458	+	1000	45.0	[]	[]	[7.9749885]	[163]	[]	[31620251]
877_10857	chr1	161045644	161046044	+	714	17.0	[]	[]	[8.405317]	[94]	[]	[161045825]
877_10862	chr1	167600098	167600498	+	731	17.0	[7.9749885]	[109]	[]	[]	[167600269]	[]
877_10879	chr1	204984502	204984902	+	661	17.0	[]	[]	[8.405317]	[209]	[]	[204984753]
877_10882	chr1	211309639	211310039	+	760	17.0	[]	[]	[8.313011]	[126]	[]	[211309835]
877_10887	chr1	224513768	224514168	+	760	17.0	[]	[]	[7.9749885]	[151]	[]	[224513996]
877_10889	chr1	226110186	226110586	+	716	17.0	[]	[]	[7.9749885]	[103]	[]	[226110378]
877_10893	chr1	235160954	235161354	+	736	17.0	[]	[]	[7.9749885]	[226]	[]	[235161190]
877_10908	chr10	22666438	22666838	+	773	17.0	[]	[]	[8.313011]	[160]	[]	[22666684]
877_10918	chr10	63158039	63158439	+	566	17.0	[]	[]	[8.313011]	[189]	[]	[63158262]
877_1092	chr7	128812533	128812933	+	1000	45.0	[8.067295]	[121]	[]	[]	[128812728]	[]
877_10937	chr10	92290784	92291184	+	770	17.0	[7.9749885]	[126]	[]	[]	[92290981]	[]
877_10945	chr10	119080849	119081249	+	745	17.0	[]	[]	[8.405317]	[121]	[]	[119081064]
877_10952	chr11	4607837	4608237	+	778	17.0	[8.405317]	[219]	[]	[]	[4608061]	[]
877_10957	chr11	20090015	20090415	+	812	17.0	[]	[]	[8.405317]	[193]	[]	[20090209]
877_10959	chr11	28110060	28110460	+	555	17.0	[8.313011]	[58]	[8.405317]	[131]	[28110218]	[28110291]
877_10963	chr11	46560678	46561078	+	725	17.0	[8.405317]	[93]	[]	[]	[46560870]	[]
877_10966	chr11	57325035	57325435	+	700	17.0	[8.405317]	[153]	[]	[]	[57325215]	[]
877_10983	chr11	69443193	69443593	+	631	17.0	[7.9749885]	[96]	[]	[]	[69443352]	[]
877_1099	chr9	133123064	133123464	+	1000	45.0	[8.405317, 8.067295]	[85, 91]	[]	[]	[133123237, 133123243]	[]
877_11016	chr12	4538396	4538796	+	576	17.0	[]	[]	[8.313011]	[166]	[]	[4538601]
877_1102	chr1	26723473	26723873	+	1000	44.0	[]	[]	[8.313011]	[94]	[]	[26723654]
877_11041	chr12	60147977	60148377	+	696	17.0	[]	[]	[8.313011]	[114]	[]	[60148149]
877_11042	chr12	64452835	64453235	+	777	17.0	[]	[]	[8.067295]	[179]	[]	[64453016]
877_11043	chr12	68808764	68809164	+	566	17.0	[8.405317]	[140]	[]	[]	[68808944]	[]
877_11050	chr12	98671469	98671869	+	740	17.0	[8.405317]	[77]	[]	[]	[98671640]	[]
877_11052	chr12	109998998	109999398	+	746	17.0	[7.9749885]	[190]	[8.067295]	[217]	[109999207]	[109999234]
877_11056	chr12	120649240	120649640	+	795	17.0	[8.313011]	[79]	[]	[]	[120649398]	[]
877_11057	chr12	121748303	121748703	+	565	17.0	[7.9749885]	[144]	[]	[]	[121748547]	[]
877_11074	chr14	23056119	23056519	+	706	17.0	[8.067295]	[90]	[]	[]	[23056308]	[]
877_11083	chr14	57268796	57269196	+	634	17.0	[7.9749885]	[63]	[]	[]	[57268956]	[]
877_11095	chr15	27124419	27124819	+	582	17.0	[]	[]	[7.9749885]	[159]	[]	[27124623]
877_11100	chr15	45091150	45091550	+	607	17.0	[]	[]	[7.9749885]	[141]	[]	[45091391]
877_11126	chr15	90362021	90362421	+	773	17.0	[7.9749885]	[165]	[]	[]	[90362269]	[]
877_1113	chr10	70578389	70578789	+	1000	44.0	[]	[]	[8.405317]	[144]	[]	[70578629]
877_11152	chr16	67969236	67969636	+	735	17.0	[]	[]	[7.9749885, 8.067295]	[96, 102]	[]	[67969390, 67969396]
877_11161	chr16	75647359	75647759	+	753	17.0	[]	[]	[8.405317, 8.067295]	[188, 209]	[]	[75647587, 75647608]
877_11162	chr16	78742973	78743373	+	811	17.0	[]	[]	[7.9749885, 7.9749885]	[90, 162]	[]	[78743129, 78743201]
877_11167	chr16	84730457	84730857	+	704	17.0	[8.313011]	[70]	[]	[]	[84730619]	[]
877_11170	chr16	87053167	87053567	+	648	17.0	[8.313011]	[72]	[]	[]	[87053328]	[]
877_11174	chr16	89320184	89320584	+	807	17.0	[8.405317, 8.313011]	[134, 140]	[]	[]	[89320408, 89320414]	[]
877_11187	chr17	17281127	17281527	+	778	17.0	[8.313011]	[188]	[8.313011]	[178]	[17281360]	[17281350]
877_11194	chr17	28711464	28711864	+	660	17.0	[]	[]	[7.9749885]	[107]	[]	[28711628]
877_11196	chr17	31340276	31340676	+	701	17.0	[7.9749885]	[83]	[]	[]	[31340449]	[]
877_1120	chr11	76700489	76700889	+	1000	44.0	[7.9749885]	[120]	[]	[]	[76700682]	[]
877_11202	chr17	40054212	40054612	+	709	17.0	[]	[]	[8.067295]	[157]	[]	[40054418]
877_11206	chr17	43172061	43172461	+	682	17.0	[7.9749885]	[126]	[]	[]	[43172257]	[]
877_11212	chr17	46935779	46936179	+	763	17.0	[8.313011]	[113]	[]	[]	[46935947]	[]
877_11223	chr17	57481934	57482334	+	662	17.0	[7.9749885]	[128]	[]	[]	[57482149]	[]
877_11224	chr17	58518099	58518499	+	728	17.0	[8.313011]	[169]	[]	[]	[58518321]	[]
877_11229	chr17	64497048	64497448	+	630	17.0	[]	[]	[7.9749885]	[125]	[]	[64497230]
877_1123	chr12	49233061	49233461	+	1000	44.0	[]	[]	[8.067295]	[116]	[]	[49233269]
877_11236	chr17	75979296	75979696	+	756	17.0	[7.9749885]	[169]	[]	[]	[75979474]	[]
877_11245	chr18	25229106	25229506	+	645	17.0	[8.405317]	[58]	[]	[]	[25229262]	[]
877_11276	chr19	19138312	19138712	+	698	17.0	[8.405317]	[161]	[]	[]	[19138487]	[]
877_1129	chr16	84879753	84880153	+	1000	44.0	[]	[]	[7.9749885]	[77]	[]	[84879910]
877_11290	chr19	45485274	45485674	+	718	17.0	[]	[]	[7.9749885]	[159]	[]	[45485496]
877_11297	chr19	48170364	48170764	+	721	17.0	[7.9749885]	[154]	[]	[]	[48170569]	[]
877_11311	chr2	11411886	11412286	+	625	17.0	[]	[]	[7.9749885]	[99]	[]	[11412038]
877_11314	chr2	24816886	24817286	+	739	17.0	[7.9749885]	[145]	[]	[]	[24817104]	[]
877_11315	chr2	25228746	25229146	+	665	17.0	[]	[]	[8.405317]	[122]	[]	[25228956]
877_11320	chr2	39492083	39492483	+	633	17.0	[]	[]	[8.313011]	[75]	[]	[39492245]
877_11335	chr2	65056823	65057223	+	749	17.0	[7.9749885]	[72]	[]	[]	[65056989]	[]
877_11351	chr2	118722250	118722650	+	636	17.0	[8.067295]	[179]	[]	[]	[118722493]	[]
877_11360	chr2	170247994	170248394	+	656	17.0	[]	[]	[7.9749885, 7.9749885]	[129, 133]	[]	[170248197, 170248201]
877_11363	chr2	174325787	174326187	+	601	17.0	[7.9749885]	[202]	[]	[]	[174326031]	[]
877_11367	chr2	199955317	199955717	+	732	17.0	[8.313011]	[219]	[]	[]	[199955544]	[]
877_11369	chr2	215771956	215772356	+	717	17.0	[8.313011]	[162]	[]	[]	[215772164]	[]
877_11383	chr20	10476383	10476783	+	727	17.0	[]	[]	[8.313011]	[99]	[]	[10476579]
877_11385	chr20	28602705	28603105	+	772	17.0	[]	[]	[8.405317]	[64]	[]	[28602864]
877_11395	chr20	44388489	44388889	+	700	17.0	[]	[]	[8.405317]	[76]	[]	[44388664]
877_11398	chr20	53162317	53162717	+	727	17.0	[]	[]	[8.405317]	[103]	[]	[53162469]
877_11399	chr20	53917293	53917693	+	711	17.0	[7.9749885, 7.9749885]	[170, 207]	[]	[]	[53917496, 53917533]	[]
877_11405	chr20	62623812	62624212	+	642	17.0	[]	[]	[8.313011]	[114]	[]	[62623998]
877_11411	chr21	38956899	38957299	+	739	17.0	[8.067295]	[178]	[]	[]	[38957146]	[]
877_1146	chr20	31610569	31610969	+	1000	44.0	[]	[]	[8.067295]	[104]	[]	[31610764]
877_11473	chr3	14925646	14926046	+	753	17.0	[]	[]	[8.313011]	[160]	[]	[14925885]
877_11475	chr3	33902133	33902533	+	717	17.0	[7.9749885]	[178]	[]	[]	[33902378]	[]
877_11495	chr3	129195687	129196087	+	637	17.0	[]	[]	[8.313011]	[89]	[]	[129195862]
877_11508	chr3	184176516	184176916	+	748	17.0	[]	[]	[8.313011, 7.9749885]	[149, 153]	[]	[184176755, 184176759]
877_11509	chr3	185175355	185175755	+	690	17.0	[8.313011]	[166]	[]	[]	[185175589]	[]
877_1151	chr22	23251803	23252203	+	1000	44.0	[8.313011]	[92]	[]	[]	[23251970]	[]
877_11521	chr4	8451498	8451898	+	655	17.0	[]	[]	[8.313011]	[136]	[]	[8451681]
877_11524	chr4	15526947	15527347	+	771	17.0	[8.313011]	[123]	[]	[]	[15527141]	[]
877_11526	chr4	39465066	39465466	+	724	17.0	[8.405317]	[68]	[8.313011]	[114]	[39465230]	[39465276]
877_1153	chr3	4978578	4978978	+	1000	44.0	[7.9749885]	[111]	[]	[]	[4978780]	[]
877_11538	chr4	102501734	102502134	+	696	17.0	[7.9749885]	[150]	[]	[]	[102501970]	[]
877_11541	chr4	150573015	150573415	+	755	17.0	[]	[]	[8.067295]	[102]	[]	[150573216]
877_1155	chr3	23916895	23917295	+	1000	44.0	[7.9749885]	[115]	[7.9749885]	[170]	[23917088]	[23917143]
877_11554	chr5	62277035	62277435	+	749	17.0	[7.9749885]	[171]	[]	[]	[62277245]	[]
877_11555	chr5	65926319	65926719	+	721	17.0	[]	[]	[8.405317]	[133]	[]	[65926515]
877_11557	chr5	68419616	68420016	+	716	17.0	[]	[]	[8.067295]	[74]	[]	[68419783]
877_11560	chr5	76175813	76176213	+	545	17.0	[8.067295]	[89]	[]	[]	[76175969]	[]
877_11563	chr5	111512643	111513043	+	710	17.0	[7.9749885, 8.313011]	[117, 157]	[]	[]	[111512826, 111512866]	[]
877_11578	chr5	173057368	173057768	+	732	17.0	[]	[]	[7.9749885]	[126]	[]	[173057556]
877_11633	chr6	53539568	53539968	+	754	17.0	[]	[]	[8.313011]	[173]	[]	[53539812]
877_11636	chr6	73585543	73585943	+	701	17.0	[8.067295]	[124]	[8.405317]	[92]	[73585739]	[73585707]
877_11637	chr6	83442696	83443096	+	793	17.0	[8.405317]	[85]	[]	[]	[83442856]	[]
877_11642	chr6	126104111	126104511	+	720	17.0	[8.405317, 8.405317]	[197, 244]	[]	[]	[126104313, 126104360]	[]
877_11648	chr6	138403940	138404340	+	703	17.0	[8.313011]	[76]	[]	[]	[138404104]	[]
877_11651	chr6	146914640	146915040	+	729	17.0	[7.9749885]	[168]	[]	[]	[146914837]	[]
877_11664	chr7	5530474	5530874	+	729	17.0	[]	[]	[8.067295]	[129]	[]	[5530666]
877_11668	chr7	16657902	16658302	+	794	17.0	[8.067295]	[176]	[]	[]	[16658139]	[]
877_11676	chr7	39949442	39949842	+	766	17.0	[7.9749885]	[181]	[]	[]	[39949671]	[]
877_11694	chr7	87312254	87312654	+	658	17.0	[7.9749885]	[153]	[]	[]	[87312486]	[]
877_117	chr4	168480363	168480763	+	1000	119.0	[]	[]	[8.405317]	[72]	[]	[168480531]
877_11709	chr7	106866666	106867066	+	602	17.0	[7.9749885]	[114]	[]	[]	[106866846]	[]
877_11722	chr7	129298273	129298673	+	776	17.0	[8.405317, 8.313011]	[81, 156]	[]	[]	[129298438, 129298513]	[]
877_11729	chr7	135828121	135828521	+	696	17.0	[]	[]	[8.405317]	[113]	[]	[135828321]
877_11735	chr7	144127637	144128037	+	753	17.0	[]	[]	[8.313011]	[95]	[]	[144127811]
877_1174	chr6	151452176	151452576	+	1000	44.0	[]	[]	[8.405317]	[144]	[]	[151452412]
877_11740	chr7	155680828	155681228	+	732	17.0	[]	[]	[8.405317]	[110]	[]	[155681038]
877_11745	chr8	23223596	23223996	+	701	17.0	[7.9749885]	[91]	[]	[]	[23223763]	[]
877_11751	chr8	76999754	77000154	+	763	17.0	[8.405317]	[72]	[]	[]	[76999918]	[]
877_11766	chr8	125593978	125594378	+	745	17.0	[8.067295]	[109]	[]	[]	[125594187]	[]
877_11776	chr9	34048368	34048768	+	762	17.0	[8.067295]	[174]	[]	[]	[34048590]	[]
877_11788	chr9	92044956	92045356	+	565	17.0	[]	[]	[7.9749885, 8.405317]	[189, 207]	[]	[92045185, 92045203]
877_118	chr6	42045550	42045950	+	1000	118.0	[8.405317, 8.405317]	[65, 137]	[]	[]	[42045713, 42045785]	[]
877_11811	chr9	131160776	131161176	+	610	17.0	[8.313011]	[137]	[]	[]	[131160977]	[]
877_11825	chrX	48026656	48027056	+	651	17.0	[]	[]	[7.9749885]	[78]	[]	[48026823]
877_11829	chrX	77899114	77899514	+	741	17.0	[8.405317]	[186]	[7.9749885]	[135]	[77899342]	[77899291]
877_11839	chrX	154751370	154751770	+	628	17.0	[8.313011]	[52]	[]	[]	[154751521]	[]
877_1184	chr1	16366904	16367304	+	1000	43.0	[]	[]	[7.9749885]	[107]	[]	[16367062]
877_1185	chr1	26744044	26744444	+	1000	43.0	[]	[]	[8.313011]	[153]	[]	[26744293]
877_11859	chr1	17439520	17439920	+	663	16.0	[8.313011]	[99]	[]	[]	[17439711]	[]
877_119	chr7	106283910	106284310	+	1000	118.0	[]	[]	[8.313011]	[77]	[]	[106284086]
877_1190	chr1	205678523	205678923	+	1000	43.0	[]	[]	[8.067295]	[177]	[]	[205678758]
877_11902	chr1	108125491	108125891	+	697	16.0	[8.067295]	[138]	[]	[]	[108125725]	[]
877_11910	chr1	117613863	117614263	+	724	16.0	[8.313011]	[131]	[8.067295]	[158]	[117614058]	[117614085]
877_11913	chr1	149962083	149962483	+	629	16.0	[8.405317]	[78]	[]	[]	[149962257]	[]
877_11927	chr1	160376550	160376950	+	641	16.0	[8.313011]	[100]	[]	[]	[160376720]	[]
877_11959	chr1	225766937	225767337	+	712	16.0	[8.405317]	[185]	[]	[]	[225767170]	[]
877_11968	chr1	235068328	235068728	+	689	16.0	[]	[]	[8.405317]	[94]	[]	[235068517]
877_11969	chr1	235442720	235443120	+	642	16.0	[8.067295, 8.313011]	[80, 92]	[]	[]	[235442886, 235442898]	[]
877_120	chr3	28348451	28348851	+	1000	117.0	[]	[]	[8.405317]	[102]	[]	[28348641]
877_12002	chr10	69390058	69390458	+	663	16.0	[]	[]	[7.9749885]	[104]	[]	[69390244]
877_12006	chr10	70815554	70815954	+	542	16.0	[8.067295]	[141]	[]	[]	[70815715]	[]
877_12016	chr10	78938036	78938436	+	655	16.0	[]	[]	[8.313011]	[155]	[]	[78938260]
877_12019	chr10	80158527	80158927	+	695	16.0	[]	[]	[8.313011, 7.9749885, 8.313011]	[77, 100, 110]	[]	[80158697, 80158720, 80158730]
877_12023	chr10	87862166	87862566	+	669	16.0	[]	[]	[8.067295]	[157]	[]	[87862411]
877_12026	chr10	100373044	100373444	+	632	16.0	[]	[]	[8.067295]	[159]	[]	[100373241]
877_12027	chr10	101535982	101536382	+	641	16.0	[8.405317]	[167]	[7.9749885]	[145]	[101536216]	[101536194]
877_12030	chr10	103908216	103908616	+	689	16.0	[]	[]	[8.313011]	[158]	[]	[103908423]
877_12035	chr11	2305318	2305718	+	705	16.0	[7.9749885]	[96]	[]	[]	[2305475]	[]
877_12036	chr11	2846159	2846559	+	651	16.0	[]	[]	[7.9749885]	[150]	[]	[2846372]
877_12038	chr11	3807893	3808293	+	700	16.0	[]	[]	[8.405317]	[77]	[]	[3808046]
877_12046	chr11	15884802	15885202	+	577	16.0	[]	[]	[8.405317]	[127]	[]	[15884964]
877_12048	chr11	27392688	27393088	+	666	16.0	[8.067295]	[151]	[]	[]	[27392938]	[]
877_1205	chr15	51731783	51732183	+	1000	43.0	[]	[]	[8.405317, 8.405317]	[112, 118]	[]	[51731990, 51731996]
877_12052	chr11	34652043	34652443	+	719	16.0	[8.405317]	[154]	[8.405317]	[127]	[34652262]	[34652235]
877_12059	chr11	46380582	46380982	+	707	16.0	[8.067295, 7.9749885]	[130, 136]	[]	[]	[46380787, 46380793]	[]
877_12070	chr11	63534951	63535351	+	656	16.0	[8.405317, 8.405317]	[117, 188]	[]	[]	[63535119, 63535190]	[]
